Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Elijah McGuire,NYJ,18,41,0,2,33,1.8,8,0.4,0,
Trenton Cannon,NYJ,2,16,0,1,12,6.0,4,2.0,0,
De'Angelo Henderson,NYJ,2,19,0,,19,9.5,0,0.0,0,
Sam Darnold,NYJ,1,28,0,1,28,28.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Sony Michel,NWE,14,50,0,4,28,2.0,22,1.6,1,14.0
Rex Burkhead,NWE,5,14,0,1,9,1.8,5,1.0,0,
James White,NWE,4,30,0,1,22,5.5,8,2.0,0,
Brian Hoyer,NWE,3,-3,0,,-3,-1.0,0,0.0,0,
Phillip Dorsett,NWE,2,16,0,1,16,8.0,0,0.0,0,
Julian Edelman,NWE,2,24,0,2,24,12.0,0,0.0,0,
