Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
1,5:18,2,10,NWE 12,0,0,James White left guard for 1 yard (tackle by Dalvin Tomlinson),-0.780,-1.300
1,4:41,3,9,NWE 13,0,0,Tom Brady pass complete deep middle to Ryan Izzo for 20 yards (tackle by Michael Thomas). Penalty on Jabrill Peppers: Defensive Holding (Declined) . Penalty on Sean Chandler: Illegal Contact (Declined),-1.300,1.140
1,4:18,1,10,NWE 33,0,0,Sony Michel left guard for 3 yards (tackle by Jabrill Peppers),1.140,1.000
1,3:49,2,7,NWE 36,0,0,Tom Brady pass incomplete short left intended for Julian Edelman (defended by Michael Thomas),1.000,0.300
1,3:43,3,7,NWE 36,0,0,Tom Brady pass incomplete short left intended for Gunner Olszewski,0.300,-0.980
1,3:37,4,7,NWE 36,0,0,Jake Bailey punts 46 yards out of bounds,-0.980,-0.040
1,3:31,1,10,NYG 18,0,0,Daniel Jones sacked by Kyle Van Noy for no gain,0.040,-0.490
1,3:07,2,10,NYG 18,0,0,Elijhaa Penny right end for 1 yard (tackle by Devin McCourty and Terrence Brooks),-0.490,-1.040
1,2:23,3,9,NYG 19,0,0,Daniel Jones pass complete short right to Elijhaa Penny for no gain (tackle by Dont'a Hightower),-1.040,-2.140
1,1:48,4,9,NYG 19,0,6,"Riley Dixon punts blocked by Brandon Bolden, recovered by Chase Winovich, touchdown",-2.140,-7.000
1,1:41,,,NYG 15,0,7,Mike Nugent kicks extra point good,0.000,0.000
1,1:41,,,NWE 35,0,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
1,1:41,1,10,NYG 25,0,7,Daniel Jones pass complete short right to Darius Slayton for 11 yards (tackle by Jonathan Jones and J.C. Jackson),0.610,1.330
1,1:14,1,10,NYG 36,0,7,Elijhaa Penny right tackle for 3 yards (tackle by Ja'Whaun Bentley),1.330,1.200
1,0:38,2,7,NYG 39,0,7,Daniel Jones pass complete short middle to Golden Tate for 8 yards (tackle by Jonathan Jones),1.200,2.060
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 47,0,7,Daniel Jones pass incomplete deep left intended for Darius Slayton,2.060,1.520
2,14:55,2,10,NYG 47,0,7,Daniel Jones pass complete short left to Rhett Ellison for 5 yards (tackle by Devin McCourty),1.520,1.490
2,14:11,3,5,NWE 48,0,7,Daniel Jones pass incomplete deep right intended for Golden Tate (defended by Jonathan Jones),1.490,0.070
2,14:06,4,5,NWE 48,0,7,"Riley Dixon punts 38 yards downed by Antonio Hamilton Penalty on NYG: Illegal Formation, 5 yards",0.070,0.220
2,13:58,1,10,NWE 15,0,7,Tom Brady pass complete short right to Julian Edelman for 15 yards (tackle by Jabrill Peppers),-0.220,0.940
2,13:27,1,10,NWE 30,0,7,Tom Brady pass incomplete short left intended for Julian Edelman,0.940,0.390
2,13:24,2,10,NWE 30,0,7,Tom Brady pass complete short left to Gunner Olszewski for 5 yards (tackle by Antoine Bethea and Dexter Lawrence),0.390,0.370
2,12:48,3,5,NWE 35,0,7,Tom Brady pass complete short right to James White for 5 yards (tackle by Alec Ogletree and Michael Thomas),0.370,1.600
2,12:14,1,10,NWE 40,0,7,Sony Michel up the middle for 3 yards (tackle by David Mayo),1.600,1.460
2,11:36,2,7,NWE 43,0,7,Sony Michel right end for no gain (tackle by David Mayo),1.460,0.760
2,10:56,3,7,NWE 43,0,7,Tom Brady pass incomplete short left intended for Ryan Izzo,0.760,-0.520
2,10:52,4,7,NWE 43,0,7,"Jake Bailey punts 32 yards, fair catch by Golden Tate at NYG-25",-0.520,-0.610
2,10:46,1,10,NYG 25,0,7,Jon Hilliman left guard for 6 yards (tackle by Dont'a Hightower and Stephon Gilmore),0.610,0.870
2,10:12,2,4,NYG 31,0,7,Jon Hilliman up the middle for 4 yards (tackle by Lawrence Guy and Danny Shelton),0.870,1.270
2,9:40,1,10,NYG 35,0,7,Daniel Jones pass short left is intercepted by Duron Harmon at NYG-47 and returned for 27 yards,1.270,-4.240
2,9:26,1,10,NYG 20,0,7,"Tom Brady aborted snap, recovered by Tom Brady at NYG-25 Tom Brady pass incomplete deep right intended for Julian Edelman (defended by Janoris Jenkins)",4.240,3.690
2,9:19,2,10,NYG 20,0,7,"Penalty on Marcus Cannon: False Start, 5 yards (no play)",3.690,3.020
2,9:19,2,15,NYG 25,0,7,Tom Brady pass complete deep left to Jakobi Meyers for 23 yards (tackle by Grant Haley),3.020,6.740
2,8:38,1,2,NYG 2,0,7,Brandon Bolden up the middle for 1 yard (tackle by David Mayo and Michael Thomas),6.740,5.910
2,7:59,2,1,NYG 1,0,7,Tom Brady up the middle for no gain (tackle by Olsen Pierre and David Mayo),5.910,5.170
2,7:17,3,1,NYG 1,0,13,"Brandon Bolden left guard for 1 yard, touchdown",5.170,7.000
2,7:11,,,NYG 15,0,14,Mike Nugent kicks extra point good,0.000,0.000
2,7:11,,,NWE 35,0,14,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,7:11,1,10,NYG 25,0,14,Daniel Jones pass complete short right to Golden Tate for 7 yards (tackle by Jonathan Jones),0.610,1.010
2,6:39,2,3,NYG 32,0,14,Jon Hilliman left guard for 4 yards (tackle by Danny Shelton and Duron Harmon),1.010,1.330
2,6:15,1,10,NYG 36,6,14,"Daniel Jones pass complete deep right to Golden Tate for 64 yards, touchdown",1.330,7.000
2,6:05,,,NWE 15,7,14,Aldrick Rosas kicks extra point good,0.000,0.000
2,6:05,,,NYG 35,7,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,6:05,1,10,NWE 25,7,14,Tom Brady pass complete short right to Julian Edelman for 29 yards (tackle by Jabrill Peppers),0.610,2.520
2,5:29,1,10,NYG 46,7,14,Tom Brady pass complete short left to Julian Edelman for -2 yards (tackle by Grant Haley),2.520,1.710
2,4:54,2,12,NYG 48,13,14,"Tom Brady sacked by Lorenzo Carter for -10 yards. Tom Brady fumbles (forced by Lorenzo Carter), recovered by Markus Golden at NE-42 and returned for 42 yards, touchdown",1.710,-7.000
2,4:38,,,NWE 15,14,14,Aldrick Rosas kicks extra point good,0.000,0.000
2,4:38,,,NYG 35,14,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,4:38,1,10,NWE 25,14,14,Sony Michel right guard for 5 yards (tackle by Lorenzo Carter),0.610,0.740
2,4:05,2,5,NWE 30,14,14,Sony Michel right guard for 7 yards (tackle by David Mayo),0.740,1.400
2,3:30,1,10,NWE 37,14,14,Sony Michel right guard for 2 yards (tackle by Jabrill Peppers and R.J. McIntosh),1.400,1.130
2,2:50,2,8,NWE 39,14,14,Sony Michel up the middle for 2 yards (tackle by Dalvin Tomlinson),1.130,0.700
2,2:40,,,,,,Timeout #2 by New York Giants,,
2,2:40,3,6,NWE 41,14,14,Tom Brady pass complete short right to James White for 8 yards (tackle by Alec Ogletree),0.700,2.190
2,2:00,1,10,NWE 49,14,14,Tom Brady pass complete deep right to Jakobi Meyers for 23 yards (tackle by Grant Haley),2.190,3.710
2,1:31,1,10,NYG 28,14,14,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Grant Haley),3.710,3.710
2,1:27,2,6,NYG 24,14,14,Tom Brady pass complete short right to James White for 7 yards (tackle by Oshane Ximines and Alec Ogletree),3.710,4.440
2,0:51,1,10,NYG 17,14,14,Tom Brady pass complete short right to James White for 5 yards (tackle by Michael Thomas and Jabrill Peppers),4.440,4.690
2,0:43,,,,,,Timeout #1 by New England Patriots,,
2,0:43,2,5,NYG 12,14,14,Tom Brady pass complete short middle to James White for 11 yards (tackle by Olsen Pierre),4.690,6.970
2,0:38,,,,,,Timeout #2 by New England Patriots,,
2,0:38,1,1,NYG 1,14,20,"Tom Brady up the middle for 1 yard, touchdown",6.970,7.000
2,0:36,,,NYG 15,14,21,Mike Nugent kicks extra point good,0.000,0.000
2,0:36,,,NWE 35,14,21,"Jake Bailey kicks off 73 yards, returned by Corey Ballentine for 29 yards (tackle by Chase Winovich)",0.000,0.340
2,0:32,1,10,NYG 21,14,21,Daniel Jones kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,14,21,"Jake Bailey kicks off 67 yards, returned by Corey Ballentine for 24 yards (tackle by Gunner Olszewski and Jason McCourty)",0.000,0.410
3,14:54,1,10,NYG 22,14,21,Jon Hilliman right end for 10 yards (tackle by Stephon Gilmore),0.410,1.070
3,14:25,1,10,NYG 32,14,21,Daniel Jones pass complete short right to Rhett Ellison for 18 yards (tackle by Duron Harmon),1.070,2.260
3,13:56,1,10,NYG 50,14,21,Jon Hilliman left guard for 2 yards (tackle by John Simon),2.260,1.980
3,13:28,2,8,NWE 48,14,21,Daniel Jones pass complete short middle to Jon Hilliman for 5 yards (tackle by Dont'a Hightower),1.980,1.950
3,12:57,3,3,NWE 43,14,21,Daniel Jones pass complete short right to Golden Tate for 13 yards (tackle by Jason McCourty),1.950,3.580
3,12:18,1,10,NWE 30,14,21,Daniel Jones pass short right intended for Rhett Ellison is intercepted by Stephon Gilmore at NE-18 and returned for no gain,3.580,-0.040
3,12:12,1,10,NWE 18,14,21,Sony Michel up the middle for 9 yards (tackle by Jabrill Peppers),0.040,0.820
3,11:42,2,1,NWE 27,14,21,Sony Michel left guard for no gain (tackle by David Mayo),0.820,-0.020
3,11:06,3,1,NWE 27,14,21,Tom Brady up the middle for 2 yards (tackle by Dalvin Tomlinson),-0.020,0.870
3,10:29,1,10,NWE 29,14,21,Sony Michel left guard for 2 yards (tackle by Jabrill Peppers),0.870,0.600
3,9:52,2,8,NWE 31,14,21,Tom Brady pass complete short right to Sony Michel for 8 yards (tackle by Alec Ogletree),0.600,1.530
3,9:11,1,10,NWE 39,14,21,Sony Michel right guard for no gain (tackle by David Mayo and Alec Ogletree),1.530,0.990
3,8:28,2,10,NWE 39,14,21,"Tom Brady pass incomplete deep left intended for Gunner Olszewski. Penalty on Alec Ogletree: Defensive Holding, 5 yards (no play)",0.990,1.860
3,8:19,1,10,NWE 44,14,21,Tom Brady pass complete short left to Brandon Bolden for 6 yards (tackle by Alec Ogletree),1.860,2.130
3,7:37,2,4,NWE 50,14,21,"Brandon Bolden left end for 8 yards (tackle by Deandre Baker). Penalty on Julian Edelman: Offensive Holding, 10 yards (no play)",2.130,0.780
3,7:10,2,14,NWE 40,14,21,Tom Brady pass complete short left to Brandon Bolden for 16 yards (tackle by Alec Ogletree),0.780,2.650
3,6:22,1,10,NYG 44,14,21,Tom Brady pass complete short right to Julian Edelman for 12 yards (tackle by Deandre Baker),2.650,3.450
3,5:44,1,10,NYG 32,14,21,Tom Brady pass complete short left to Jakobi Meyers for 1 yard (tackle by Antoine Bethea),3.450,3.040
3,5:02,2,9,NYG 31,14,21,Tom Brady pass complete short right to James White for 2 yards (tackle by Grant Haley),3.040,2.610
3,4:23,3,7,NYG 29,14,21,Tom Brady pass incomplete short right intended for Ryan Izzo,2.610,1.500
3,4:20,4,7,NYG 29,14,21,"Tom Brady pass incomplete short left intended for Jakobi Meyers. Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",1.500,3.970
3,4:15,1,10,NYG 24,14,21,Tom Brady pass incomplete short right intended for Julian Edelman,3.970,3.430
3,4:12,2,10,NYG 24,14,21,Tom Brady pass complete short middle to Julian Edelman for 5 yards (tackle by Grant Haley),3.430,3.410
3,3:32,3,5,NYG 19,14,21,Tom Brady pass complete short middle to James White for -3 yards (tackle by Alec Ogletree),3.410,1.990
3,2:52,4,8,NYG 22,14,21,Mike Nugent 40 yard field goal no good,1.990,-0.940
3,2:47,1,10,NYG 30,14,21,"Elijhaa Penny left end for 4 yards (tackle by Lawrence Guy). Penalty on Will Hernandez: Offensive Holding, 10 yards (no play)",0.940,0.280
3,2:18,1,20,NYG 20,14,21,Daniel Jones left guard for 9 yards (tackle by Jamie Collins),0.280,0.260
3,1:45,2,11,NYG 29,14,21,Daniel Jones pass complete short right to Golden Tate for 5 yards (tackle by Jonathan Jones),0.260,0.230
3,1:10,3,6,NYG 34,14,21,Daniel Jones pass complete short left to Darius Slayton for 12 yards (tackle by Jason McCourty),0.230,1.990
3,0:42,1,10,NYG 46,14,21,Elijhaa Penny left guard for 2 yards (tackle by Deatrich Wise),1.990,1.720
3,0:10,2,8,NYG 48,14,21,Daniel Jones pass incomplete short middle intended for Elijhaa Penny,1.720,1.030
3,0:05,3,8,NYG 48,14,21,Daniel Jones pass incomplete short left intended for Darius Slayton (defended by Stephon Gilmore),1.030,-0.190
3,0:01,4,8,NYG 48,14,21,"Riley Dixon punts 42 yards, returned by Gunner Olszewski for 10 yards (tackle by David Mayo)",-0.190,-0.280
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 20,14,21,Sony Michel right guard for 2 yards (tackle by Dalvin Tomlinson and Alec Ogletree),0.280,0.000
4,14:19,2,8,NWE 22,14,21,Tom Brady pass complete deep middle to Gunner Olszewski for 29 yards (tackle by Antoine Bethea and Michael Thomas),0.000,2.320
4,13:35,1,10,NYG 49,14,21,Sony Michel left end for no gain (tackle by Deandre Baker),2.320,1.780
4,12:54,2,10,NYG 49,14,21,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Alec Ogletree),1.780,2.020
4,12:17,3,3,NYG 42,14,21,Tom Brady pass complete short right to James White for 5 yards (tackle by Alec Ogletree),2.020,3.120
4,11:39,1,10,NYG 37,14,21,Tom Brady sacked by Alec Ogletree for -4 yards,3.120,2.030
4,10:58,2,14,NYG 41,14,21,Tom Brady pass complete short middle to Ryan Izzo for 11 yards (tackle by Janoris Jenkins),2.030,2.810
4,10:18,3,3,NYG 30,14,21,James White left end for -2 yards (tackle by Jabrill Peppers and Antoine Bethea),2.810,1.260
4,9:33,4,5,NYG 32,14,21,Tom Brady pass incomplete short right intended for Julian Edelman,1.260,-1.070
4,9:28,1,10,NYG 32,14,21,Daniel Jones pass incomplete short right,1.070,0.530
4,9:20,2,10,NYG 32,14,21,Jon Hilliman up the middle for 1 yard (tackle by Jamie Collins),0.530,-0.030
4,8:43,3,9,NYG 33,14,27,"Daniel Jones pass complete short right to Jon Hilliman for -8 yards (tackle by Jamie Collins). Jon Hilliman fumbles (forced by Jamie Collins), recovered by Kyle Van Noy at NYG-22 and returned for 22 yards, touchdown",-0.030,-7.000
4,8:33,,,NYG 15,14,28,Mike Nugent kicks extra point good,0.000,0.000
4,8:33,,,NWE 35,14,28,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,8:33,1,10,NYG 25,14,28,Jon Hilliman up the middle for 3 yards (tackle by John Simon and Danny Shelton),0.610,0.470
4,7:54,2,7,NYG 28,14,28,Daniel Jones pass complete short right to Golden Tate for 5 yards (tackle by Devin McCourty),0.470,0.430
4,7:14,3,2,NYG 33,14,28,Daniel Jones pass incomplete deep left intended for Darius Slayton,0.430,-1.180
4,7:08,4,2,NYG 33,14,28,Riley Dixon punts 30 yards downed by Josiah Tauaefa,-1.180,-1.400
4,6:58,1,10,NWE 37,14,28,Sony Michel right end for 13 yards (tackle by David Mayo and Markus Golden),1.400,2.260
4,6:18,1,10,NWE 50,14,28,Sony Michel left tackle for 4 yards (tackle by David Mayo),2.260,2.250
4,5:40,2,6,NYG 46,14,28,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Deandre Baker and Jabrill Peppers),2.250,2.980
4,4:57,1,10,NYG 39,14,28,Sony Michel right end for no gain (tackle by Dalvin Tomlinson),2.980,2.440
4,4:48,,,,,,Timeout #1 by New York Giants,,
4,4:48,2,10,NYG 39,14,28,Tom Brady pass complete deep right to Julian Edelman for 36 yards (tackle by Janoris Jenkins),2.440,6.510
4,4:28,,,,,,Timeout #2 by New York Giants,,
4,4:28,1,3,NYG 3,14,28,Tom Brady up the middle for 2 yards (tackle by Lorenzo Carter and B.J. Hill),6.510,5.910
4,3:53,2,1,NYG 1,14,34,"Tom Brady up the middle for 1 yard, touchdown",5.910,7.000
4,3:49,,,NYG 15,14,35,Mike Nugent kicks extra point good,0.000,0.000
4,3:49,,,NWE 35,14,35,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,3:49,1,10,NYG 25,14,35,Daniel Jones pass complete short right to Rhett Ellison for 7 yards (tackle by Terrence Brooks),0.610,1.010
4,3:23,2,3,NYG 32,14,35,Daniel Jones pass incomplete short left intended for Rhett Ellison,1.010,0.300
4,3:16,3,3,NYG 32,14,35,"Daniel Jones pass complete short right to Rhett Ellison for 3 yards (tackle by Terrence Brooks). Penalty on Jason McCourty: Illegal Use of Hands, 5 yards (no play)",0.300,1.400
4,3:11,1,10,NYG 37,14,35,Daniel Jones pass incomplete deep left intended for Darius Slayton,1.400,0.860
4,3:04,2,10,NYG 37,14,35,Daniel Jones pass incomplete short left intended for Rhett Ellison,0.860,0.170
4,2:59,3,10,NYG 37,14,35,Daniel Jones pass incomplete deep middle intended for Golden Tate (defended by Jonathan Jones),0.170,-0.910
4,2:52,4,10,NYG 37,14,35,Daniel Jones pass incomplete deep right intended for Darius Slayton (defended by Stephon Gilmore),-0.910,-3.120
4,2:47,1,10,NYG 37,14,35,Sony Michel right end for 2 yards (tackle by Dexter Lawrence and David Mayo),3.120,2.840
4,2:00,2,8,NYG 35,14,35,Sony Michel left guard for 26 yards (tackle by Jabrill Peppers),2.840,5.140
4,1:21,1,9,NYG 9,14,35,Tom Brady kneels for no gain,5.140,4.380
4,0:39,2,9,NYG 9,14,35,Tom Brady kneels for no gain,4.380,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
