Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
2,11:48,2,1,SEA 23,7,0,Shaun Alexander right guard for 12 yards (tackle by Fred Thomas and Ashley Ambrose),0.550,1.270
2,11:18,1,10,SEA 35,7,0,Shaun Alexander right guard for 3 yards (tackle by Brian Young),1.270,1.130
2,10:44,2,7,SEA 38,7,0,Matt Hasselbeck pass complete to Darrell Jackson for 4 yards (tackle by Ashley Ambrose),1.130,0.960
2,10:10,3,3,SEA 42,7,0,Mack Strong up the middle for 2 yards (tackle by Courtney Watson),0.960,-0.460
2,9:29,4,1,SEA 44,7,0,"Tom Rouen punts 47 yards, returned by Michael Lewis for 7 yards (tackle by Isaiah Kacyvenski)",-0.460,0.140
2,9:18,1,10,NOR 16,7,0,Deuce McAllister right guard for 1 yard (tackle by Rocky Bernard),-0.140,-0.510
2,8:37,2,9,NOR 17,7,0,"Aaron Brooks pass incomplete intended for Jerome Pathon. Penalty on Aaron Brooks: Intentional Grounding, 12 yards",-0.510,-2.710
2,8:33,3,21,NOR 5,7,0,Aaron Brooks pass incomplete intended for Donte Stallworth,-2.710,-2.490
2,8:26,4,21,NOR 5,7,0,"Mitch Berger punts 51 yards, returned by Bobby Engram for 8 yards (tackle by Roger Knight)",-2.490,-2.390
2,8:16,1,10,NOR 48,7,0,Shaun Alexander right end for 4 yards (tackle by Courtney Watson and Tony Bryant),2.390,2.390
2,7:41,2,6,NOR 44,7,0,"Matt Hasselbeck pass complete to Darrell Jackson for 22 yards (tackle by Tebucky Jones). Penalty on Tebucky Jones: Face Mask (15 Yards), 11 yards",2.390,4.840
2,7:22,1,10,NOR 11,7,0,Shaun Alexander right guard for 5 yards (tackle by James Allen),4.840,5.080
2,6:49,2,5,NOR 6,7,0,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by James Allen),5.080,4.210
2,6:45,3,5,NOR 6,13,0,"Shaun Alexander left end for 6 yards, touchdown",4.210,7.000
2,,,,NOR 2,14,0,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,14,0,"Josh Brown kicks off 64 yards, returned by Michael Lewis for 47 yards (tackle by Ken Hamlin)",0.000,2.460
2,6:30,1,10,SEA 47,14,0,Deuce McAllister right tackle for 2 yards (tackle by Cedric Woodard),2.460,2.180
2,5:59,2,8,SEA 45,14,0,Aaron Brooks pass complete to Joe Horn for 15 yards (tackle by Ken Hamlin),2.180,3.580
2,5:10,,,,14,0,Timeout #3 by New Orleans Saints,0.000,3.580
2,5:10,1,10,SEA 30,14,0,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Joe Horn: Illegal Motion, 5 yards (no play)",3.580,3.250
2,5:04,1,15,SEA 35,14,0,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Grant Wistrom),3.250,2.360
2,5:01,2,15,SEA 35,14,0,Aaron Brooks left end for 14 yards (tackle by Bobby Taylor),2.360,3.530
2,4:32,3,1,SEA 21,14,0,Aaron Brooks pass complete to Mike Karney for 12 yards (tackle by Ken Lucas),3.530,5.140
2,3:48,1,9,SEA 9,14,0,Aaron Brooks pass incomplete intended for Deuce McAllister,5.140,4.380
2,3:40,2,9,SEA 9,14,0,Deuce McAllister left tackle for 3 yards (tackle by Terreal Bierria and Isaiah Kacyvenski),4.380,4.040
2,2:59,3,6,SEA 6,14,6,"Aaron Brooks pass complete to Ernie Conwell for 6 yards, touchdown",4.040,7.000
2,,,,SEA 2,14,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,14,7,"Mitch Berger kicks off 66 yards, returned by Maurice Morris for 23 yards (tackle by Roger Knight)",0.000,0.740
2,2:49,1,10,SEA 27,14,7,Matt Hasselbeck pass complete to Bobby Engram for 7 yards (tackle by Courtney Watson),0.740,1.140
2,2:21,2,3,SEA 34,14,7,Shaun Alexander left end for 1 yard (tackle by Courtney Watson),1.140,0.560
2,2:00,3,2,SEA 35,14,7,Matt Hasselbeck pass complete to Itula Mili for 15 yards (tackle by James Allen),0.560,2.260
2,1:47,1,10,NOR 50,14,7,Maurice Morris left tackle for -2 yards (tackle by Jay Bellamy and Will Smith),2.260,1.440
2,1:19,2,12,SEA 48,14,7,Matt Hasselbeck pass complete to Heath Evans for 3 yards (tackle by Fred Thomas),1.440,1.160
2,0:41,3,9,NOR 49,14,7,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Fakhir Brown),1.160,0.000
2,0:36,4,9,NOR 49,14,7,"Tom Rouen punts 48 yards. Penalty on Kris Richard: Illegal Touch Kick, 5 yards (no play)",0.000,-0.320
2,0:27,4,14,SEA 46,14,7,"Tom Rouen punts 46 yards, returned by Michael Lewis for 8 yards (tackle by Kris Richard)",-0.320,0.140
2,0:17,1,10,NOR 16,14,7,Deuce McAllister right guard for 8 yards (tackle by Michael Boulware and Terreal Bierria),-0.140,0.550
Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,14,7,"Josh Brown kicks off 68 yards, returned by Michael Lewis for 51 yards (tackle by Michael Boulware)",0.000,2.460
3,14:52,1,10,SEA 47,14,7,"Deuce McAllister right guard for 6 yards (tackle by Orlando Huff). Penalty on Victor Riley: Offensive Holding, 10 yards (no play)",2.460,1.800
3,14:30,1,20,NOR 43,14,7,Aaron Brooks pass complete to Ernie Conwell for 9 yards (tackle by Terreal Bierria),1.800,1.780
3,13:56,2,11,SEA 48,14,7,Aaron Brooks pass complete to Joe Horn for 10 yards (tackle by Ken Lucas),1.780,2.410
3,13:10,3,1,SEA 38,14,7,"Deuce McAllister left end for 3 yards (tackle by Terreal Bierria). Deuce McAllister fumbles (forced by Terreal Bierria), recovered by Orlando Huff at SEA-31 (tackle by Mike Karney)",2.410,-1.000
3,12:59,1,10,SEA 31,14,7,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.000,0.460
3,12:54,2,10,SEA 31,14,7,Matt Hasselbeck pass complete to Darrell Jackson for 9 yards (tackle by Tebucky Jones),0.460,0.960
3,12:21,3,1,SEA 40,14,7,Shaun Alexander right guard for no gain (tackle by Courtney Watson),0.960,-0.720
3,12:01,4,1,SEA 40,14,7,"Tom Rouen punts 40 yards, fair catch by Michael Lewis",-0.720,-0.280
3,11:53,1,10,NOR 20,14,7,Deuce McAllister left end for 12 yards (tackle by Chike Okeafor),0.280,1.070
3,11:18,1,10,NOR 32,14,7,Aaron Brooks pass complete to Ernie Conwell for 17 yards (tackle by Ken Hamlin),1.070,2.190
3,10:38,1,10,NOR 49,14,7,Aaron Brooks pass complete to Boo Williams for 3 yards (tackle by Anthony Simmons),2.190,2.050
3,10:02,2,7,SEA 48,14,7,Aaron Brooks pass complete to Boo Williams for 3 yards (tackle by Isaiah Kacyvenski),2.050,1.750
3,9:15,3,4,SEA 45,14,7,Aaron Brooks pass incomplete intended for Boo Williams (defended by Terreal Bierria),1.750,0.270
3,9:11,4,4,SEA 45,14,7,"Mitch Berger punts 35 yards, fair catch by Bobby Engram",0.270,0.380
3,9:05,1,10,SEA 10,14,7,Matt Hasselbeck pass complete to Darrell Jackson for 4 yards (tackle by James Allen),-0.380,-0.460
3,8:26,2,6,SEA 14,14,7,Matt Hasselbeck pass incomplete intended for Koren Robinson,-0.460,-0.950
3,8:19,3,6,SEA 14,14,7,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Deveron Harper),-0.950,0.540
3,7:44,1,10,SEA 24,14,7,Shaun Alexander up the middle for 6 yards (tackle by Orlando Ruff and Derrick Rodgers),0.540,0.810
3,7:05,2,4,SEA 30,14,7,Matt Hasselbeck pass complete to Mack Strong for 5 yards (tackle by Ashley Ambrose),0.810,1.270
3,6:29,1,10,SEA 35,14,7,Shaun Alexander right tackle for 6 yards (tackle by Fred Thomas),1.270,1.530
3,5:55,2,4,SEA 41,14,7,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Ashley Ambrose),1.530,2.190
3,5:29,1,10,SEA 49,14,7,Matt Hasselbeck pass incomplete intended for Jerramy Stevens (defended by Orlando Ruff),2.190,1.650
3,5:24,2,10,SEA 49,14,7,Shaun Alexander left end for 6 yards (tackle by Tebucky Jones),1.650,1.750
3,4:56,3,4,NOR 45,14,7,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Deveron Harper),1.750,0.270
3,4:51,4,4,NOR 45,14,7,"Tom Rouen punts 29 yards, fair catch by Michael Lewis",0.270,0.140
3,4:45,1,10,NOR 16,14,7,"Penalty on Victor Riley: False Start, 5 yards (no play)",-0.140,-0.540
3,4:45,1,15,NOR 11,14,7,Deuce McAllister up the middle for 1 yard (tackle by Rashad Moore),-0.540,-1.070
3,4:05,2,14,NOR 12,14,7,Aaron Brooks for 2 yards (tackle by Rashad Moore),-1.070,-1.610
3,3:46,3,12,NOR 14,14,7,Aaron Brooks pass incomplete intended for Boo Williams is intercepted by Michael Boulware at NOR-26,-1.610,-3.840
3,3:40,1,10,NOR 26,14,7,Matt Hasselbeck pass complete to Shaun Alexander for 17 yards (tackle by Fred Thomas),3.840,5.140
3,3:13,1,9,NOR 9,20,7,"Shaun Alexander left end for 9 yards, touchdown",5.140,7.000
3,,,,NOR 2,21,7,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,21,7,"Josh Brown kicks off 59 yards, returned by Michael Lewis for 13 yards (tackle by Solomon Bates)",0.000,0.540
3,3:02,1,10,NOR 24,21,7,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Rashad Moore),0.540,1.210
3,2:34,2,1,NOR 33,21,7,Deuce McAllister right guard for 7 yards (tackle by Ken Hamlin),1.210,1.600
3,2:11,1,10,NOR 40,21,7,Aaron Brooks pass complete to Joe Horn for 15 yards (tackle by Marcus Trufant),1.600,2.590
3,1:31,1,10,SEA 45,21,7,Donte Stallworth left end for 1 yard (tackle by Ken Hamlin and Rashad Moore),2.590,2.180
3,0:52,,,,21,7,Timeout #1 by Seattle Seahawks,0.000,2.180
3,0:52,2,9,SEA 44,21,7,Aaron Brooks pass incomplete intended for Jerome Pathon,2.180,1.490
3,0:47,3,9,SEA 44,21,7,Aaron Brooks pass incomplete intended for Jerome Pathon,1.490,0.330
3,0:38,4,9,SEA 44,21,7,Mitch Berger punts 43 yards,0.330,0.380
3,0:27,1,10,SEA 1,21,7,Mack Strong right guard for 2 yards (tackle by Charles Grant),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,SEA,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SEA 3,21,7,Shaun Alexander right guard for 27 yards (tackle by James Allen),-0.630,0.940
4,14:20,1,10,SEA 30,21,7,Shaun Alexander right guard for 7 yards (tackle by Charles Grant),0.940,1.340
4,13:38,2,3,SEA 37,21,7,"Shaun Alexander right tackle for 4 yards (tackle by Tebucky Jones and Jay Bellamy). Penalty on Chris Gray: Tripping, 10 yards",1.340,0.530
4,13:16,2,9,SEA 31,21,7,Matt Hasselbeck up the middle for 1 yard (tackle by Johnathan Sullivan),0.530,-0.030
4,12:27,3,8,SEA 32,21,7,Matt Hasselbeck pass incomplete intended for Koren Robinson,-0.030,-1.240
4,12:24,4,8,SEA 32,21,7,"Tom Rouen punts 49 yards, returned by Michael Lewis for 5 yards (tackle by Alex Bannister)",-1.240,-0.540
4,12:14,1,10,NOR 24,21,7,Aaron Brooks pass incomplete intended for Joe Horn,0.540,0.000
4,12:08,2,10,NOR 24,21,7,Aaron Brooks pass complete to Joe Horn for 33 yards (tackle by Terreal Bierria),0.000,2.720
4,11:27,1,10,SEA 43,21,7,Deuce McAllister left guard for 1 yard (tackle by Rocky Bernard),2.720,2.310
4,10:51,2,9,SEA 42,21,7,Aaron Brooks pass complete to Donte Stallworth for 16 yards (tackle by Marcus Trufant),2.310,3.840
4,10:23,1,10,SEA 26,21,7,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Marcus Trufant),3.840,3.300
4,10:14,2,10,SEA 26,21,7,Deuce McAllister up the middle for 7 yards (tackle by Michael Boulware),3.300,3.570
4,9:36,3,3,SEA 19,21,7,Aaron Brooks pass incomplete intended for Joe Horn,3.570,2.280
4,9:31,4,3,SEA 19,21,7,Aaron Brooks pass incomplete intended for Joe Horn (defended by Ken Lucas),2.280,-0.150
4,9:27,1,10,SEA 19,21,7,Shaun Alexander right tackle for 1 yard (tackle by Orlando Ruff),0.150,-0.200
4,8:50,2,9,SEA 20,21,7,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Charles Grant),-0.200,-0.940
4,8:47,3,9,SEA 20,21,7,Matt Hasselbeck pass complete to Darrell Jackson for 14 yards (tackle by Derrick Rodgers),-0.940,1.200
4,8:17,1,10,SEA 34,21,7,Mack Strong left guard for 8 yards (tackle by Jay Bellamy),1.200,1.740
4,7:35,2,2,SEA 42,21,7,Mack Strong right guard for 2 yards (tackle by Johnathan Sullivan and Orlando Ruff),1.740,1.860
4,6:59,1,10,SEA 44,21,7,Shaun Alexander right tackle for 6 yards (tackle by Jay Bellamy and Orlando Ruff),1.860,2.130
4,6:16,2,4,NOR 50,21,7,Shaun Alexander left tackle for 1 yard (tackle by Fred Thomas),2.130,1.550
4,5:32,,,,21,7,Timeout #2 by Seattle Seahawks,0.000,1.550
4,5:32,3,3,NOR 49,21,7,Shaun Alexander left end for -5 yards (tackle by Charles Grant),1.550,-0.320
4,4:51,4,8,SEA 46,21,7,"Tom Rouen punts 34 yards, returned by Michael Lewis for 4 yards (tackle by Heath Evans)",-0.320,-0.540
4,4:41,1,10,NOR 24,21,7,Aaron Brooks pass incomplete intended for Donte Stallworth,0.540,0.000
4,4:36,2,10,NOR 24,21,7,Aaron Brooks pass incomplete intended for Boo Williams (defended by Michael Boulware),0.000,-0.690
4,4:32,3,10,NOR 24,21,7,Aaron Brooks sacked by Rocky Bernard for -7 yards,-0.690,-2.320
4,4:04,4,17,NOR 17,21,7,"Mitch Berger punts 53 yards, returned by Bobby Engram for 10 yards (tackle by Kevin Houser)",-2.320,-1.600
4,3:53,1,10,SEA 40,21,7,Shaun Alexander left tackle for 2 yards (tackle by Will Smith),1.600,1.320
4,3:46,,,,21,7,Timeout #1 by New Orleans Saints,0.000,1.320
4,3:46,2,8,SEA 42,21,7,Shaun Alexander left end for 9 yards (tackle by Derrick Rodgers),1.320,2.320
4,3:36,,,,21,7,Timeout #2 by New Orleans Saints,0.000,2.320
4,3:36,1,10,NOR 49,21,7,Mack Strong right guard for 4 yards (tackle by Orlando Ruff),2.320,2.320
4,3:32,,,,21,7,Timeout #3 by New Orleans Saints,0.000,2.320
4,3:32,2,6,NOR 45,21,7,Maurice Morris left end for 6 yards (tackle by Charles Grant),2.320,2.980
4,3:27,1,10,NOR 39,21,7,Mack Strong right guard for 4 yards (tackle by James Allen),2.980,2.980
4,2:44,2,6,NOR 35,21,7,Maurice Morris right end for no gain (tackle by Courtney Watson and Tony Bryant),2.980,2.280
4,2:00,3,6,NOR 35,21,7,Maurice Morris left tackle for 6 yards (tackle by Jay Bellamy and Fred Thomas),2.280,3.640
4,1:25,1,10,NOR 29,21,7,Matt Hasselbeck kneels for no gain,3.640,3.100
4,0:45,2,10,NOR 29,21,7,Matt Hasselbeck kneels for -1 yards,3.100,2.280
4,0:21,3,11,NOR 30,21,7,Matt Hasselbeck kneels for -1 yards,2.280,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
