#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,STL 24,6,3:23,14,Punt
2,1,9:35,STL 3,7,4:15,20,Punt
3,1,3:06,STL 27,4,2:05,10,Punt
4,1,0:06,STL 32,6,2:48,13,Punt
5,2,10:12,TEN 41,3,1:57,-25,Punt
6,2,6:57,STL 33,3,1:31,15,Interception
7,2,1:04,STL 20,4,0:34,15,Interception
8,3,12:40,STL 47,3,1:58,7,Punt
9,3,8:15,STL 18,4,2:11,11,Interception
10,3,2:02,STL 32,8,4:00,68,Touchdown
11,4,7:31,STL 17,4,1:47,24,Interception
12,4,5:44,STL 8,7,3:34,22,Punt
13,4,2:10,TEN 29,6,1:54,11,Interception
