Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
2,3:50,1,10,TEN 38,7,14,James White left end for 5 yards (tackle by Wesley Woodyard and Adoree' Jackson),3.050,3.180
2,3:07,2,5,TEN 33,7,14,Tom Brady pass complete short middle to Rob Gronkowski for 13 yards (tackle by Johnathan Cyprien and Kevin Byard),3.180,4.240
2,2:41,1,10,TEN 20,7,14,"Tom Brady pass complete short middle to Danny Amendola for 7 yards (tackle by Wesley Woodyard). Penalty on Erik Walden: Unnecessary Roughness, 7 yards",4.240,5.830
2,2:18,1,6,TEN 6,7,14,Dion Lewis left tackle for 2 yards (tackle by Sylvester Williams),5.830,5.340
2,2:00,2,4,TEN 4,7,14,Tom Brady pass incomplete short middle intended for Brandin Cooks,5.340,4.490
2,1:56,3,4,TEN 4,7,20,"Tom Brady pass complete short left to Chris Hogan for 4 yards, touchdown",4.490,7.000
2,1:52,,,TEN 15,7,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:52,,,NWE 35,7,21,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,1:52,1,10,TEN 25,7,21,Marcus Mariota pass complete short right to Eric Decker for 12 yards,0.610,1.400
2,1:48,1,10,TEN 37,7,21,Marcus Mariota pass complete short left to Delanie Walker for 4 yards (tackle by Patrick Chung),1.400,1.400
2,1:23,2,6,TEN 41,7,21,"Penalty on Jonnu Smith: False Start, 5 yards (no play)",1.400,0.720
2,1:02,2,11,TEN 36,7,21,Marcus Mariota pass complete short right to Jonnu Smith for 4 yards (tackle by Eric Rowe),0.720,0.000
2,0:50,,,,,,Timeout #2 by Tennessee Titans,0.000,-0.560
2,0:50,3,7,TEN 40,7,21,"Marcus Mariota pass incomplete deep middle intended for Eric Decker. Penalty on Eric Rowe: Illegal Contact, 5 yards (no play)",0.560,1.930
2,0:46,1,10,TEN 45,7,21,Marcus Mariota pass incomplete deep left intended for Taywan Taylor,1.930,1.380
2,0:41,2,10,TEN 45,7,21,Marcus Mariota pass incomplete short left intended for Taywan Taylor,1.380,0.700
2,0:33,3,10,TEN 45,7,21,Marcus Mariota left end for 9 yards (tackle by Devin McCourty),0.700,0.000
2,0:25,,,,,,Timeout #3 by Tennessee Titans,0.000,-0.200
2,0:25,4,1,NWE 46,7,21,Derrick Henry left end for -5 yards (tackle by Malcolm Butler and Stephon Gilmore),0.200,-2.320
2,0:17,1,10,TEN 49,7,21,Tom Brady pass complete short left to James White for 3 yards (tackle by Wesley Woodyard and Johnathan Cyprien),2.320,0.000
2,0:11,,,,,,Timeout #1 by New England Patriots,0.000,-2.190
2,0:11,2,7,TEN 46,7,21,Tom Brady pass incomplete short right intended for James White,2.190,1.490
2,0:06,3,7,TEN 46,7,21,Tom Brady pass complete short left to Danny Amendola for 11 yards (tackle by Logan Ryan),1.490,0.000
2,0:01,,,,,,Timeout #2 by New England Patriots,0.000,-3.250
2,0:01,1,10,TEN 35,7,21,Stephen Gostkowski 53 yard field goal no good,3.250,1.730
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,7,21,"Stephen Gostkowski kicks off 53 yards, returned by Adoree' Jackson for 13 yards",0.000,-0.610
3,14:56,1,10,TEN 25,7,21,Marcus Mariota pass complete short right to Rishard Matthews for 7 yards,0.610,1.010
3,14:25,2,3,TEN 32,7,21,"Derrick Henry for 4 yards. Penalty on Jonnu Smith: Offensive Holding, 10 yards (no play)",1.010,-0.340
3,13:58,2,13,TEN 22,7,21,Marcus Mariota pass complete short left to Eric Decker for 6 yards (tackle by Malcolm Butler),-0.340,-0.230
3,13:24,3,7,TEN 28,7,21,Marcus Mariota sacked by Adam Butler for -5 yards,-0.230,-1.830
3,12:41,4,12,TEN 23,7,21,"Brett Kern punts 62 yards, returned by Danny Amendola for 10 yards (tackle by Daren Bates)",-1.830,-0.610
3,12:30,1,10,NWE 25,7,21,Tom Brady pass complete short left to Dion Lewis for 9 yards (tackle by Avery Williamson),0.610,1.280
3,11:56,2,1,NWE 34,7,21,Dion Lewis right guard for 10 yards (tackle by Logan Ryan),1.280,1.860
3,11:31,1,10,NWE 44,7,21,Tom Brady pass incomplete short left intended for Danny Amendola,1.860,1.320
3,11:29,2,10,NWE 44,7,21,Tom Brady pass complete short middle to Dion Lewis for -3 yards (tackle by Austin Johnson and Wesley Woodyard),1.320,0.230
3,10:54,3,13,NWE 41,7,21,Tom Brady pass incomplete short right intended for James White,0.230,-0.650
3,10:46,4,13,NWE 41,7,21,Ryan Allen punts 36 yards,-0.650,-0.480
3,10:36,1,10,TEN 23,7,21,"Penalty on Eric Decker: False Start, 5 yards (no play)",0.480,0.000
3,10:36,1,15,TEN 18,7,21,Marcus Mariota sacked by Ricky Jean-Francois for -8 yards,0.000,-1.730
3,9:58,2,23,TEN 10,7,21,Marcus Mariota sacked by Marquis Flowers for -8 yards,-1.730,-3.880
3,9:13,3,31,TEN 2,7,21,Marcus Mariota pass complete short middle to Derrick Henry for 14 yards (tackle by Marquis Flowers and Patrick Chung),-3.880,-2.390
3,8:34,4,17,TEN 16,7,21,"Brett Kern punts 40 yards, fair catch by Danny Amendola",-2.390,-1.860
3,8:22,1,10,NWE 44,7,21,Tom Brady pass complete deep left to Rob Gronkowski for 27 yards (tackle by Johnathan Cyprien),1.860,3.640
3,7:42,1,10,TEN 29,7,21,Tom Brady pass incomplete short middle intended for Dion Lewis,3.640,3.100
3,7:37,2,10,TEN 29,7,21,Tom Brady pass complete short middle to Brandin Cooks for 7 yards (tackle by Adoree' Jackson),3.100,3.340
3,7:01,3,3,TEN 22,7,21,Tom Brady pass complete short middle to Danny Amendola for 7 yards (tackle by Kevin Byard),3.340,4.580
3,6:18,1,10,TEN 15,7,21,Dion Lewis left tackle for 3 yards (tackle by Sylvester Williams and Jurrell Casey),4.580,0.000
3,5:34,,,,,,Timeout #1 by New England Patriots,0.000,-4.450
3,5:34,2,7,TEN 12,7,21,Tom Brady pass complete short left to Danny Amendola for 6 yards (tackle by Logan Ryan and Avery Williamson),4.450,4.900
3,4:53,3,1,TEN 6,7,21,Brandon Bolden left end for 4 yards (tackle by Wesley Woodyard and Avery Williamson),4.900,6.740
3,4:12,1,2,TEN 2,7,21,Tom Brady pass incomplete short right intended for Danny Amendola,6.740,5.720
3,4:04,2,2,TEN 2,7,27,"Brandon Bolden middle for 2 yards, touchdown",5.720,7.000
3,4:02,,,TEN 15,7,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,4:02,,,NWE 35,7,28,"Stephen Gostkowski kicks off 65 yards, returned by Adoree' Jackson for 21 yards (tackle by Matt Slater). Penalty on Brandon King: Unnecessary Roughness, 15 yards",0.000,-1.330
3,3:55,1,10,TEN 36,7,28,"Penalty on Taywan Taylor: False Start, 5 yards (no play)",1.330,1.000
3,3:55,1,15,TEN 31,7,28,Marcus Mariota sacked by Trey Flowers for -7 yards,1.000,-0.830
3,3:15,2,22,TEN 24,7,28,Marcus Mariota pass incomplete short right intended for Rishard Matthews,-0.830,-1.480
3,3:08,3,22,TEN 24,7,28,Marcus Mariota pass complete short left to Derrick Henry for 6 yards (tackle by Patrick Chung),-1.480,-1.370
3,2:27,4,16,TEN 30,7,28,"Brett Kern punts 51 yards, fair catch by Danny Amendola. Penalty on Nic Grigsby: Offensive Holding, 9 yards",-1.370,0.380
3,2:20,1,10,NWE 10,7,28,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Austin Johnson),-0.380,-0.780
3,2:17,2,10,NWE 10,7,28,Dion Lewis middle for 5 yards (tackle by Avery Williamson),-0.780,-0.840
3,1:38,3,5,NWE 15,7,28,Tom Brady pass complete short middle to James White for 14 yards (tackle by Jayon Brown),-0.840,0.870
3,1:00,1,10,NWE 29,7,28,Dion Lewis left guard for 2 yards (tackle by Sylvester Williams),0.870,0.600
3,0:20,2,8,NWE 31,7,28,Tom Brady pass complete deep middle to Danny Amendola for 25 yards (tackle by Adoree' Jackson). Penalty on Kevin Byard: Illegal Contact (Declined),0.600,2.650
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 44,7,28,Tom Brady pass incomplete deep left intended for Rob Gronkowski (defended by Avery Williamson),2.650,2.110
4,14:54,2,10,TEN 44,7,28,Tom Brady pass complete short left to Rob Gronkowski for 16 yards (tackle by Kevin Byard),2.110,3.710
4,14:23,1,10,TEN 28,7,28,James White left tackle for no gain (tackle by Tye Smith),3.710,3.170
4,13:49,2,10,TEN 28,7,28,Tom Brady pass incomplete short middle intended for Chris Hogan (defended by Jayon Brown),3.170,2.480
4,13:45,3,10,TEN 28,7,28,Tom Brady pass complete short left to Danny Amendola for 12 yards (tackle by Logan Ryan),2.480,4.510
4,13:06,1,10,TEN 16,7,28,Dion Lewis right tackle for 3 yards (tackle by Jurrell Casey),4.510,4.390
4,12:24,2,7,TEN 13,7,28,Tom Brady pass complete short right to Dion Lewis for 6 yards (tackle by Derrick Morgan),4.390,4.850
4,12:00,3,1,TEN 7,7,28,Tom Brady middle for 2 yards (tackle by Austin Johnson),4.850,6.060
4,11:02,1,5,TEN 5,7,28,Tom Brady pass complete short right to Dion Lewis for 1 yard (tackle by Wesley Woodyard),6.060,5.340
4,10:26,2,4,TEN 4,7,34,"Tom Brady pass complete short right to Rob Gronkowski for 4 yards, touchdown",5.340,7.000
4,10:22,,,TEN 15,7,35,Stephen Gostkowski kicks extra point good,0.000,0.000
4,10:22,,,NWE 35,7,35,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,10:22,1,10,TEN 25,7,35,Marcus Mariota pass complete short right to Corey Davis for 9 yards (tackle by Eric Rowe),0.610,1.280
4,9:47,2,1,TEN 34,7,35,Marcus Mariota pass incomplete short right intended for Delanie Walker,1.280,0.560
4,9:42,3,1,TEN 34,7,35,Derrick Henry middle for 4 yards (tackle by Marquis Flowers),0.560,1.470
4,9:21,1,10,TEN 38,7,35,Marcus Mariota pass incomplete deep right intended for Rishard Matthews,1.470,0.920
4,9:15,2,10,TEN 38,7,35,Marcus Mariota sacked by Deatrich Wise Jr. for -8 yards. Penalty on Quinton Spain: Illegal Use of Hands (Declined),0.920,-0.820
4,8:53,3,18,TEN 30,7,35,Marcus Mariota pass complete short middle to Delanie Walker for 10 yards (tackle by Eric Rowe and Jordan Richards),-0.820,-0.820
4,8:53,3,18,TEN 30,7,35,Marcus Mariota pass complete short middle to Delanie Walker for 9 yards (tackle by Eric Rowe and Jordan Richards),-0.820,-0.780
4,8:14,4,9,TEN 39,7,35,"Brett Kern punts 39 yards, fair catch by Danny Amendola",-0.780,-0.410
4,8:06,1,10,NWE 22,7,35,Brandon Bolden right end for 20 yards (tackle by Johnathan Cyprien),0.410,1.730
4,7:28,1,10,NWE 42,7,35,Brandon Bolden middle for 1 yard (tackle by Johnathan Cyprien and Sylvester Williams),1.730,1.320
4,6:49,2,9,NWE 43,7,35,Tom Brady pass complete short left to Jacob Hollister for no gain,1.320,0.630
4,6:06,3,9,NWE 43,7,35,Tom Brady pass incomplete deep left intended for Brandin Cooks (defended by Da'Norris Searcy),0.630,-0.520
4,5:57,4,9,NWE 43,7,35,"Ryan Allen punts 57 yards, touchback",-0.520,-0.280
4,5:48,1,10,TEN 20,7,35,Marcus Mariota pass incomplete short left intended for Delanie Walker,0.280,-0.270
4,5:43,2,10,TEN 20,7,35,Marcus Mariota left end for 6 yards (tackle by Marquis Flowers),-0.270,-0.160
4,5:15,3,4,TEN 26,7,35,Marcus Mariota pass complete short right to Eric Decker for 12 yards (tackle by Jonathan Jones). Penalty on Jonathan Jones: Defensive Holding (Declined),-0.160,1.470
4,4:54,1,10,TEN 38,7,35,Marcus Mariota pass incomplete deep middle intended for Delanie Walker,1.470,0.920
4,4:46,2,10,TEN 38,7,35,Marcus Mariota pass complete short right to Rishard Matthews for 12 yards (tackle by Malcolm Butler). Penalty on Malcolm Butler: Defensive Holding (Declined),0.920,2.260
4,4:40,1,10,,7,35,Marcus Mariota pass incomplete short left intended for Corey Davis,2.260,1.710
4,4:35,2,10,,7,35,Marcus Mariota pass incomplete short right intended for Rishard Matthews,1.710,1.030
4,4:25,3,10,,7,35,Marcus Mariota pass complete deep left to Eric Decker for 22 yards,1.030,3.710
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
4,4:15,1,10,NWE 28,7,35,Marcus Mariota sacked by Geneo Grissom for -12 yards,3.710,1.550
4,3:30,2,22,NWE 40,7,35,Marcus Mariota pass complete short left to Eric Decker for 11 yards,1.550,2.340
4,3:25,3,11,NWE 29,7,35,Marcus Mariota pass incomplete deep right intended for Rishard Matthews,2.340,1.500
4,3:19,4,11,NWE 29,7,35,Marcus Mariota pass complete deep left to Corey Davis for 17 yards,1.500,4.780
4,3:13,1,10,NWE 12,7,35,Marcus Mariota pass incomplete short right intended for Derrick Henry,4.780,4.100
4,3:08,2,10,NWE 12,7,35,Marcus Mariota sacked by Geneo Grissom for 0 yards,4.100,3.120
4,2:29,3,10,NWE 12,7,35,Marcus Mariota pass complete short left to Derrick Henry for 1 yard (tackle by Nic Grigsby),3.120,2.700
4,2:00,4,9,NWE 11,13,35,"Marcus Mariota pass complete short left to Corey Davis for 11 yards, touchdown",2.700,7.000
4,1:55,,,NWE 15,14,35,Ryan Succop kicks extra point good,0.000,0.000
4,1:55,,,TEN 35,14,35,"Ryan Succop kicks onside 8 yards, recovered by Marquis Flowers. Penalty on Daren Bates: Offside on Free Kick, 5 yards",0.000,-3.050
4,1:54,1,10,TEN 38,14,35,Brian Hoyer kneels for no gain,3.050,2.510
4,1:12,2,10,TEN 38,14,35,Brian Hoyer kneels for -1 yards,2.510,1.680
4,0:36,3,11,TEN 39,14,35,Brian Hoyer kneels for no gain,1.680,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
