Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
3,4:00,1,10,WAS 26,10,14,Matt Forte left tackle for 10 yards (tackle by London Fletcher),3.840,4.510
3,3:16,1,10,WAS 16,10,14,Matt Forte left guard for 3 yards (tackle by Adam Carriker),4.510,4.390
3,2:36,2,7,WAS 13,10,14,Jay Cutler pass complete short right to Matt Forte for no gain,4.390,3.540
3,1:53,3,7,WAS 13,16,14,"Jay Cutler pass incomplete short right intended for Johnny Knox is intercepted by DeAngelo Hall at WAS-8 and returned for 92 yards, touchdown. Penalty on J'Marcus Webb: Personal Foul, 15 yards",3.540,-7.000
3,,,,CHI 2,17,14,Graham Gano kicks extra point good,0.000,0.000
3,,,,WAS 45,17,14,"Graham Gano kicks off 61 yards, returned by Danieal Manning for 22 yards (tackle by Phillip Buchanon)",0.000,-0.140
3,1:30,1,10,CHI 16,17,14,Matt Forte right tackle for 3 yards (tackle by DeAngelo Hall),-0.140,-0.180
3,0:54,2,7,CHI 19,17,14,Jay Cutler pass complete short left to Greg Olsen for 12 yards (tackle by Rocky McIntosh),-0.180,1.000
3,0:11,1,10,CHI 31,17,14,Jay Cutler sacked by Brian Orakpo for -2 yards,1.000,0.190
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,CHI 29,17,14,Jay Cutler pass incomplete deep left intended for Greg Olsen,0.190,-0.490
4,14:56,3,12,CHI 29,17,14,Jay Cutler pass complete deep middle to Greg Olsen for 23 yards (tackle by Rocky McIntosh),-0.490,2.390
4,14:14,1,10,WAS 48,17,14,Devin Hester right end for 6 yards (tackle by DeAngelo Hall),2.390,2.660
4,13:34,2,4,WAS 42,17,14,Matt Forte right end for 7 yards (tackle by LaRon Landry),2.660,3.250
4,13:02,1,10,WAS 35,17,14,"Jay Cutler pass complete short middle to Matt Forte for 10 yards (tackle by Rocky McIntosh). Matt Forte fumbles (forced by Rocky McIntosh), recovered by Adam Carriker at WAS-25 (tackle by Chris Williams)",3.250,-0.610
4,12:54,1,10,WAS 25,17,14,Ryan Torain right end for 9 yards (tackle by Tim Jennings and Chris Harris),0.610,1.280
4,12:18,2,1,WAS 34,17,14,Ryan Torain right end for 22 yards (tackle by Josh Bullocks),1.280,2.650
4,11:35,1,10,CHI 44,17,14,Keiland Williams left guard for no gain (tackle by Anthony Adams and Israel Idonije),2.650,2.110
4,10:55,2,10,CHI 44,17,14,Ryan Torain right end for 23 yards (tackle by Tim Jennings and Danieal Manning),2.110,4.170
4,10:24,1,10,CHI 21,17,14,"Ryan Torain left guard for 4 yards (tackle by Pisa Tinoisamoa). Ryan Torain fumbles (forced by Pisa Tinoisamoa), recovered by Charles Tillman at CHI-15 (tackle by Anthony Armstrong)",4.170,0.380
4,10:15,1,10,CHI 7,17,14,Jay Cutler pass incomplete deep left intended for Greg Olsen,-0.380,-0.780
4,10:10,2,10,CHI 7,17,14,Jay Cutler pass incomplete short right intended for Johnny Knox is intercepted by DeAngelo Hall at CHI-13,-0.780,-4.710
4,10:03,1,10,CHI 13,17,14,Ryan Torain right guard for no gain (tackle by Julius Peppers),4.710,4.050
4,9:18,2,10,CHI 13,17,14,"Donovan McNabb pass complete short left to Chris Cooley for 7 yards (tackle by Charles Tillman). Chris Cooley fumbles (forced by Charles Tillman), ball out of bounds at CHI-4. Penalty on Chris Cooley: Illegal Bat, 10 yards",4.050,3.900
4,8:49,2,11,CHI 14,17,14,Donovan McNabb pass incomplete short middle intended for Santana Moss,3.900,3.080
4,8:45,3,11,CHI 14,17,14,"Donovan McNabb sacked by Israel Idonije for -5 yards. Donovan McNabb fumbles (forced by Israel Idonije), recovered by Donovan McNabb at CHI-19",3.080,2.180
4,8:13,4,16,CHI 19,17,14,Graham Gano 37 yard field goal no good,2.180,-0.740
4,8:07,1,10,CHI 27,17,14,Jay Cutler pass complete short right to Devin Hester for 6 yards (tackle by DeAngelo Hall),0.740,1.010
4,7:33,2,4,CHI 33,17,14,Jay Cutler pass incomplete short left intended for Johnny Knox,1.010,0.300
4,7:29,3,4,CHI 33,17,14,"Jay Cutler pass complete short right to Matt Forte for 17 yards (tackle by London Fletcher and DeAngelo Hall). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",0.300,-1.020
4,7:03,3,14,CHI 23,17,14,Jay Cutler pass complete short middle to Chris Williams for 4 yards (tackle by Carlos Rogers and Vonnie Holliday),-1.020,-1.570
4,6:22,4,10,CHI 27,17,14,"Brad Maynard punts 32 yards, returned by Brandon Banks for 1 yard (tackle by Garrett Wolfe)",-1.570,-1.730
4,6:12,1,10,WAS 42,17,14,"Ryan Torain left end for no gain (tackle by Chris Harris). Penalty on Kory Lichtensteiger: Offensive Holding, 10 yards (no play)",1.730,1.070
4,5:46,1,20,WAS 32,17,14,"Ryan Torain left tackle for 7 yards (tackle by Charles Tillman). Ryan Torain fumbles (forced by Charles Tillman), recovered by Anthony Armstrong at WAS-41",1.070,1.050
4,5:05,2,11,WAS 41,17,14,Donovan McNabb pass complete short right to Santana Moss for 5 yards (tackle by Tim Jennings),1.050,1.030
4,4:21,3,6,WAS 46,17,14,"Donovan McNabb sacked by Pisa Tinoisamoa for -9 yards. Penalty on Israel Idonije: Defensive Offside, 5 yards (no play)",1.030,1.690
4,4:16,3,1,CHI 49,17,14,Ryan Torain right guard for -1 yards (tackle by Brian Iwuh and Israel Idonije),1.690,-0.060
4,3:37,4,2,,17,14,Hunter Smith punts 31 yards,-0.060,-0.150
4,3:31,1,10,CHI 19,17,14,Jay Cutler pass incomplete short left intended for Devin Hester,0.150,-0.390
4,3:27,2,10,CHI 19,17,14,Jay Cutler pass complete short right to Johnny Knox for 12 yards (tackle by DeAngelo Hall),-0.390,1.000
4,2:55,1,10,CHI 31,17,14,Jay Cutler pass complete deep right to Johnny Knox for 16 yards (tackle by LaRon Landry),1.000,2.060
4,2:24,1,10,CHI 47,17,14,Jay Cutler pass incomplete deep right intended for Johnny Knox is intercepted by DeAngelo Hall at WAS-13,2.060,0.320
4,2:16,1,10,WAS 13,17,14,Ryan Torain right tackle for -2 yards (tackle by Brian Iwuh),-0.320,-0.930
4,2:12,,,,17,14,Timeout #2 by Chicago Bears,0.000,-0.930
4,2:12,2,12,WAS 11,17,14,Donovan McNabb pass complete short left to Chris Cooley for 14 yards (tackle by Tim Jennings),-0.930,0.610
4,2:00,1,10,WAS 25,17,14,Ryan Torain left guard for 1 yard (tackle by Charles Tillman),0.610,0.200
4,1:53,,,,17,14,Timeout #3 by Chicago Bears,0.000,0.200
4,1:53,2,9,WAS 26,17,14,Ryan Torain right tackle for 27 yards (tackle by Danieal Manning),0.200,2.460
4,1:45,1,10,CHI 47,17,14,Donovan McNabb kneels for -1 yards,2.460,1.780
4,1:04,2,11,CHI 48,17,14,Donovan McNabb kneels for -1 yards,1.780,0.960
4,0:26,3,12,CHI 49,17,14,Donovan McNabb kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
