Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 61 yards, returned by Brandon Banks for 14 yards. Brandon Banks fumbles, recovered by Brandon Banks at WAS-23",0.000,0.480
1,14:53,1,10,WAS 23,0,0,Donovan McNabb pass complete deep middle to Anthony Armstrong for 20 yards (tackle by Danieal Manning),0.480,1.800
1,14:21,1,10,WAS 43,0,0,"Penalty on Artis Hicks: False Start, 5 yards (no play)",1.800,1.470
1,14:10,1,15,WAS 38,0,0,Ryan Torain right end for 11 yards (tackle by Anthony Adams),1.470,2.060
1,13:39,2,4,WAS 49,0,0,Ryan Torain right tackle for 2 yards (tackle by Tim Jennings),2.060,1.620
1,13:03,3,2,CHI 49,0,0,Donovan McNabb pass incomplete short right intended for Santana Moss,1.620,0.000
1,13:00,4,2,CHI 49,0,0,"Hunter Smith punts 49 yards, touchback",0.000,-0.280
1,12:51,1,10,CHI 20,0,0,"Penalty on Edwin Williams: False Start, 5 yards (no play)",0.280,-0.310
1,12:51,1,15,CHI 15,0,0,Matt Forte left tackle for no gain (tackle by Adam Carriker and London Fletcher),-0.310,-1.070
1,12:16,2,15,CHI 15,0,0,Jay Cutler pass complete short right to Devin Hester for 5 yards (tackle by Rocky McIntosh),-1.070,-0.960
1,11:37,3,10,CHI 20,0,0,Jay Cutler pass incomplete short middle intended for Earl Bennett,-0.960,-2.030
1,11:32,4,10,CHI 20,0,0,"Brad Maynard punts 39 yards, returned by Brandon Banks for 9 yards (tackle by Josh Bullocks)",-2.030,-2.260
1,11:22,1,10,,0,0,Donovan McNabb pass incomplete short middle intended for Ryan Torain,2.260,1.710
1,11:18,2,10,,0,0,Donovan McNabb pass incomplete deep left intended for Anthony Armstrong,1.710,1.030
1,11:13,3,10,,0,0,Donovan McNabb pass incomplete short middle intended for Chris Cooley,1.030,-0.060
1,11:08,4,10,,0,0,Hunter Smith punts 20 yards,-0.060,-0.940
1,11:01,1,10,CHI 30,0,0,Matt Forte left end for 2 yards (tackle by LaRon Landry and Brian Orakpo),0.940,0.660
1,10:24,2,8,CHI 32,0,0,Devin Hester left end for -1 yards (tackle by Andre Carter),0.660,-0.160
1,9:39,3,9,CHI 31,0,0,Jay Cutler sacked by Albert Haynesworth for -10 yards,-0.160,-1.960
1,9:22,4,19,CHI 21,0,0,Brad Maynard punts 40 yards,-1.960,-1.530
1,9:11,1,10,WAS 39,0,0,Ryan Torain left tackle for 2 yards (tackle by Henry Melton and Matt Toeaina),1.530,1.260
1,8:36,2,8,WAS 41,0,0,Donovan McNabb pass complete short middle to Fred Davis for 17 yards (tackle by Brian Urlacher and Chris Harris),1.260,2.790
1,7:54,1,10,CHI 42,0,0,Donovan McNabb pass complete short right to Chris Cooley for 5 yards (tackle by Matt Toeaina),2.790,2.920
1,7:14,2,5,CHI 37,0,0,Donovan McNabb pass complete short left to Mike Sellers for 15 yards (tackle by Charles Tillman),2.920,4.110
1,6:37,1,10,CHI 22,0,0,"Ryan Torain right end for -4 yards (tackle by Pisa Tinoisamoa). Penalty on Jammal Brown: Offensive Holding, 10 yards (no play)",4.110,3.450
1,6:16,1,20,CHI 32,0,6,"Donovan McNabb pass incomplete is intercepted by D.J. Moore at CHI-46 and returned for 54 yards, touchdown",3.450,-7.000
1,,,,WAS 2,0,7,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 30,0,7,"Robbie Gould kicks off 71 yards, returned by Brandon Banks for 29 yards (tackle by Rashied Davis)",0.000,0.810
1,5:58,1,10,WAS 28,0,7,Ryan Torain right guard for 5 yards (tackle by Matt Toeaina),0.810,0.940
1,5:25,2,5,WAS 33,0,7,Donovan McNabb right end for 2 yards (tackle by Barry Turner),0.940,0.500
1,4:39,3,3,WAS 35,0,7,Donovan McNabb pass complete short middle to Santana Moss for 16 yards (tackle by Chris Harris),0.500,2.320
1,4:04,1,10,CHI 49,0,7,Donovan McNabb pass incomplete short left intended for Mike Sellers,2.320,1.780
1,4:00,2,10,CHI 49,0,7,Donovan McNabb pass complete short right to Chris Cooley for 8 yards (tackle by Brian Urlacher),1.780,2.150
1,3:14,3,2,CHI 41,0,7,Donovan McNabb pass complete short right to Chris Cooley for 6 yards (tackle by Tim Jennings),2.150,3.250
1,2:34,1,10,CHI 35,0,7,Ryan Torain right guard for 10 yards (tackle by Chris Harris),3.250,3.910
1,1:54,1,10,CHI 25,0,7,Ryan Torain left end for 1 yard (tackle by Pisa Tinoisamoa),3.910,3.500
1,1:14,2,9,CHI 24,6,7,"Donovan McNabb pass complete deep left to Santana Moss for 24 yards, touchdown",3.500,7.000
1,,,,CHI 2,7,7,Graham Gano kicks extra point good,0.000,0.000
1,,,,WAS 30,7,7,"Graham Gano kicks off 76 yards, returned by Danieal Manning for 26 yards (tackle by Chris Horton)",0.000,0.280
1,1:02,1,10,CHI 20,7,7,Jay Cutler pass incomplete short left intended for Johnny Knox,0.280,-0.270
1,0:58,2,10,CHI 20,7,7,Jay Cutler sacked by Rocky McIntosh for -6 yards,-0.270,-2.030
1,0:27,3,16,CHI 14,7,7,Jay Cutler pass complete short right to Chester Taylor for 5 yards (tackle by Brian Orakpo),-2.030,-2.140
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,11,CHI 19,7,7,"Brad Maynard punts 37 yards, returned by Brandon Banks for 6 yards (tackle by Nick Roach)",-2.140,-2.260
2,14:50,1,10,,7,7,Santana Moss right end for -2 yards (tackle by Pisa Tinoisamoa),2.260,1.440
2,14:13,2,12,WAS 48,7,7,Donovan McNabb pass complete deep left to Anthony Armstrong for 22 yards (tackle by Danieal Manning),1.440,3.580
2,13:35,1,10,CHI 30,7,7,Ryan Torain left guard for 5 yards (tackle by Julius Peppers),3.580,3.710
2,13:00,2,5,CHI 25,7,7,Ryan Torain right end for -3 yards (tackle by Brian Urlacher),3.710,2.610
2,12:18,3,8,CHI 28,7,7,Donovan McNabb pass incomplete short left intended for Santana Moss,2.610,1.590
2,12:14,4,8,CHI 28,10,7,Graham Gano 46 yard field goal good,1.590,3.000
2,,,,WAS 30,10,7,"Graham Gano kicks off 60 yards, returned by Danieal Manning for 10 yards (tackle by Lorenzo Alexander). Penalty on Corey Graham: Offensive Holding, 10 yards",0.000,-0.380
2,12:03,1,10,CHI 10,10,7,Jay Cutler pass complete deep right to Johnny Knox for 25 yards (tackle by LaRon Landry),-0.380,1.270
2,11:25,1,10,CHI 35,10,7,"Penalty on Chris Williams: False Start, 6 yards (no play)",1.270,0.870
2,11:25,1,16,CHI 29,10,7,Jay Cutler pass incomplete short left intended for Matt Forte,0.870,-0.090
2,11:03,2,16,CHI 29,10,7,Jay Cutler pass incomplete deep left intended for Devin Hester (defended by Phillip Buchanon),-0.090,-0.760
2,10:56,3,16,CHI 29,10,7,Jay Cutler sacked by Brian Orakpo for -7 yards,-0.760,-1.900
2,10:31,4,23,CHI 22,10,7,Brad Maynard punts 28 yards,-1.900,-2.260
2,10:21,1,10,,10,7,Donovan McNabb pass incomplete short right intended for Mike Sellers,2.260,1.710
2,10:16,2,10,,10,7,Donovan McNabb pass complete short left to Chris Cooley for 3 yards (tackle by Charles Tillman),1.710,1.420
2,9:53,3,7,CHI 47,10,7,Donovan McNabb pass incomplete deep middle intended for Anthony Armstrong,1.420,0.130
2,9:48,4,7,CHI 47,10,7,Hunter Smith punts 25 yards,0.130,-0.410
2,9:42,1,10,CHI 22,10,7,Matt Forte right tackle for 6 yards (tackle by London Fletcher),0.410,0.680
2,9:09,2,4,CHI 28,10,7,Matt Forte right guard for 3 yards (tackle by Kedric Golston and Andre Carter),0.680,0.370
2,8:28,3,1,CHI 31,10,7,Chester Taylor left guard for -4 yards (tackle by Albert Haynesworth),0.370,-1.570
2,7:55,4,5,CHI 27,10,7,"Brad Maynard punts 34 yards, returned by Brandon Banks for 5 yards (tackle by Garrett Wolfe)",-1.570,-1.860
2,7:45,1,10,WAS 44,10,7,Ryan Torain left guard for -1 yards (tackle by Julius Peppers and Charles Tillman),1.860,1.180
2,7:07,2,11,WAS 43,10,7,Donovan McNabb pass incomplete short left intended for Chris Cooley (defended by Israel Idonije),1.180,0.500
2,7:03,3,11,WAS 43,10,7,Donovan McNabb pass incomplete short left intended for Joey Galloway (defended by Pisa Tinoisamoa),0.500,-0.520
2,6:58,4,11,WAS 43,10,7,Hunter Smith punts 50 yards (tackle by Chris Wilson). Penalty on Rod Wilson: Illegal Formation (Declined),-0.520,-0.150
2,6:47,1,10,CHI 19,10,7,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Lorenzo Alexander and Rocky McIntosh),0.150,0.210
2,6:03,2,6,CHI 23,10,7,Jay Cutler pass complete short left to Devin Hester for 3 yards (tackle by Carlos Rogers),0.210,-0.160
2,5:23,3,3,CHI 26,10,7,Jay Cutler pass incomplete short left intended for Greg Olsen (defended by LaRon Landry),-0.160,-1.630
2,5:17,4,3,CHI 26,10,7,"Brad Maynard punts 44 yards, fair catch by Brandon Banks",-1.630,-0.940
2,5:10,1,10,WAS 30,10,7,Ryan Torain right guard for no gain (tackle by Tommie Harris),0.940,0.390
2,4:31,2,10,WAS 30,10,7,Donovan McNabb pass incomplete short left intended for Ryan Torain,0.390,-0.300
2,4:26,3,10,WAS 30,10,7,Donovan McNabb pass complete short left to Chris Cooley for 9 yards (tackle by Israel Idonije),-0.300,-0.780
2,4:19,4,1,WAS 39,10,7,Hunter Smith punts 31 yards,-0.780,-0.940
2,4:13,1,10,CHI 30,10,7,"Jay Cutler pass incomplete short right intended for Greg Olsen (defended by DeAngelo Hall). Penalty on Brian Orakpo: Defensive Offside, 5 yards (no play)",0.940,1.670
2,4:06,1,5,CHI 35,10,7,Jay Cutler pass complete short right to Devin Hester for 9 yards (tackle by DeAngelo Hall),1.670,1.860
2,3:38,1,10,CHI 44,10,7,Jay Cutler pass complete short right to Earl Bennett for 6 yards (tackle by Carlos Rogers),1.860,2.130
2,3:00,2,4,,10,7,"Matt Forte right guard for 3 yards (tackle by Brian Orakpo and Albert Haynesworth). Penalty on Brian Orakpo: Defensive Offside, 6 yards (no play)",2.130,2.650
2,2:34,1,10,WAS 44,10,7,Jay Cutler pass complete short middle to Earl Bennett for 6 yards (tackle by LaRon Landry),2.650,2.920
2,2:00,2,4,WAS 38,10,7,Jay Cutler pass complete short right to Johnny Knox for 13 yards (tackle by DeAngelo Hall),2.920,3.910
2,1:18,,,,10,7,Timeout #1 by Chicago Bears,0.000,3.910
2,1:18,1,10,WAS 25,10,7,Jay Cutler pass complete short right to Johnny Knox for 11 yards (tackle by Reed Doughty),3.910,4.650
2,0:41,1,10,WAS 14,10,7,Jay Cutler pass complete short middle to Matt Forte for 5 yards (tackle by Rocky McIntosh),4.650,4.900
2,0:31,,,,10,7,Timeout #2 by Chicago Bears,0.000,4.900
2,0:31,2,5,WAS 9,10,13,"Jay Cutler pass complete short left to Johnny Knox for 9 yards, touchdown",4.900,7.000
2,,,,WAS 2,10,14,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,10,14,"Robbie Gould kicks off 73 yards, returned by Brandon Banks for 21 yards (tackle by Tim Jennings)",0.000,0.040
2,0:17,1,10,WAS 18,10,14,Donovan McNabb kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,14,"Graham Gano kicks off 67 yards, returned by Danieal Manning for 20 yards (tackle by Mike Sellers)",0.000,0.480
3,14:55,1,10,CHI 23,10,14,Jay Cutler pass incomplete deep left intended for Johnny Knox,0.480,-0.070
3,14:50,2,10,CHI 23,10,14,Jay Cutler pass complete short left to Earl Bennett for 16 yards (tackle by Phillip Buchanon),-0.070,1.530
3,14:09,1,10,CHI 39,10,14,Matt Forte right guard for 4 yards (tackle by London Fletcher and Rocky McIntosh),1.530,1.530
3,13:24,2,6,CHI 43,10,14,Jay Cutler pass complete short right to Greg Olsen for 8 yards (tackle by Reed Doughty and London Fletcher),1.530,2.320
3,12:45,1,10,WAS 49,10,14,Jay Cutler pass complete deep left to Earl Bennett for 48 yards (tackle by Phillip Buchanon),2.320,6.970
,,,,,,,"CHI challenged the runner broke the plane ruling, and the play was upheld.",,
3,11:54,1,1,WAS 1,10,14,"Jay Cutler right guard for no gain (tackle by London Fletcher). Jay Cutler fumbles (forced by London Fletcher), recovered by London Fletcher at WAS-1 (tackle by Lance Louis)",6.970,0.380
3,11:42,1,10,WAS 1,10,14,Donovan McNabb pass complete short left to Santana Moss for 12 yards (tackle by Charles Tillman),-0.380,-0.320
3,11:01,1,10,WAS 13,10,14,"Donovan McNabb sacked by Brian Iwuh for -8 yards. Donovan McNabb fumbles (forced by Brian Iwuh), recovered by Donovan McNabb at WAS-5",-0.320,-1.360
3,10:21,2,18,WAS 5,10,14,"Penalty on Donovan McNabb: Delay of Game, 2 yards (no play)",-1.360,-1.510
3,10:18,2,20,WAS 3,10,14,Donovan McNabb pass complete short left to Fred Davis for 11 yards (tackle by Charles Tillman),-1.510,-1.300
3,9:43,3,9,WAS 14,10,14,Donovan McNabb pass complete short right to Santana Moss for 6 yards (tackle by D.J. Moore),-1.300,-2.030
3,9:12,4,3,WAS 20,10,14,Hunter Smith punts 27 yards,-2.030,-2.460
3,9:06,1,10,WAS 47,10,14,Jay Cutler pass incomplete short right intended for Devin Hester is intercepted by DeAngelo Hall at WAS-39,2.460,-1.530
3,9:00,1,10,WAS 39,10,14,Ryan Torain right guard for 3 yards (tackle by Anthony Adams and Brian Urlacher),1.530,1.390
3,8:20,2,7,WAS 42,10,14,Donovan McNabb pass incomplete short left intended for Fred Davis,1.390,0.700
3,8:14,3,7,WAS 42,10,14,Donovan McNabb pass incomplete deep middle intended for Joey Galloway is intercepted by Danieal Manning at CHI-22,0.700,-0.410
,,,,,,,"WAS challenged the runner was down by contact ruling, and the original play was overturned.",,
3,8:08,1,10,CHI 22,10,14,Chester Taylor left tackle for 12 yards (tackle by Albert Haynesworth and Kareem Moore),0.410,1.200
3,7:34,1,10,CHI 34,10,14,Chester Taylor left guard for 12 yards (tackle by Kareem Moore),1.200,1.990
3,6:57,1,10,CHI 46,10,14,Jay Cutler pass complete short left to Matt Forte for 13 yards (tackle by Ma'ake Kemoeatu and Lorenzo Alexander),1.990,2.850
3,6:10,1,10,WAS 41,10,14,Matt Forte right guard for 3 yards (tackle by London Fletcher),2.850,2.710
3,5:30,2,7,WAS 38,10,14,Jay Cutler pass complete short right to Chester Taylor for 5 yards (tackle by Ma'ake Kemoeatu),2.710,2.680
3,4:44,3,2,WAS 33,10,14,Jay Cutler pass complete short middle to Devin Hester for 7 yards (tackle by London Fletcher),2.680,3.840
