Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,6:41,1,10,NYJ 45,0,0,"Leon Washington right end for no gain (tackle by Michael Lehan). Penalty on Vonnie Holliday: Defensive Offside, 5 yards (no play)",1.930,2.660
1,6:20,1,5,,0,0,Leon Washington right tackle for 4 yards (tackle by Donnie Spragan),2.660,2.600
1,6:01,2,1,MIA 46,0,0,Chad Pennington pass incomplete deep right intended for Jerricho Cotchery,2.600,1.880
1,5:56,3,1,MIA 46,0,0,Thomas Jones right guard for 3 yards (tackle by Derrick Pope and Travares Tillman),1.880,2.720
1,5:16,1,10,MIA 43,0,0,Chad Pennington pass complete short middle to Jerricho Cotchery for 19 yards (tackle by Renaldo Hill),2.720,3.970
1,4:40,1,10,MIA 24,0,0,Thomas Jones left end for 2 yards (tackle by Donnie Spragan),3.970,3.700
1,3:57,2,8,MIA 22,0,0,"Chad Pennington pass incomplete short right intended for Jerricho Cotchery. Penalty on Channing Crowder: Roughing the Passer, 11 yards (no play)",3.700,4.840
1,3:52,1,10,MIA 11,0,0,Thomas Jones right guard for 4 yards (tackle by Channing Crowder),4.840,4.890
1,3:21,2,6,MIA 7,0,0,Thomas Jones right tackle for 4 yards (tackle by Channing Crowder and Donnie Spragan),4.890,4.890
1,2:41,3,2,MIA 3,0,0,Thomas Jones up the middle for 2 yards (tackle by Jason Taylor),4.890,6.970
1,2:17,1,1,MIA 1,0,0,"Penalty on Adrien Clarke: False Start, 5 yards (no play)",6.970,5.830
1,1:52,1,6,MIA 6,0,0,Thomas Jones up the middle for 3 yards (tackle by Channing Crowder and Joey Porter),5.830,5.530
1,1:06,2,3,MIA 3,0,6,"Chad Pennington pass complete short left to Laveranues Coles for 3 yards, touchdown",5.530,7.000
1,,,,MIA 2,0,7,Mike Nugent kicks extra point good,0.000,0.000
1,,,,NYJ 30,0,7,"Mike Nugent kicks off 70 yards, touchback",0.000,0.280
1,1:02,1,10,MIA 20,0,7,Ronnie Brown up the middle for 11 yards (tackle by David Barrett),0.280,1.000
1,0:26,1,10,MIA 31,0,7,Trent Green pass complete short middle to Chris Chambers for 14 yards (tackle by Darrelle Revis),1.000,1.930
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 45,0,7,Trent Green pass complete short right to Ronnie Brown for 43 yards (tackle by David Barrett),1.930,4.780
2,14:26,1,10,NYJ 12,0,7,Ronnie Brown up the middle for 5 yards (tackle by Kenyon Coleman and David Harris),4.780,5.020
2,13:52,2,5,NYJ 7,0,7,"Trent Green pass incomplete short left intended for Chris Chambers. Penalty on Darrelle Revis: Illegal Use of Hands, 4 yards (no play)",5.020,6.510
2,13:47,1,3,NYJ 3,0,7,"Trent Green pass incomplete short right intended for Jason Taylor. Penalty on Erik Coleman: Defensive Pass Interference, 2 yards (no play)",6.510,6.970
2,13:42,1,1,NYJ 1,0,7,Ronnie Brown right guard for no gain (tackle by Kenyon Coleman and Sione Pouha),6.970,5.910
2,13:03,2,1,NYJ 1,6,7,"Ronnie Brown left guard for 1 yard, touchdown",5.910,7.000
2,,,,NYJ 2,7,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,MIA 30,7,13,"Jay Feely kicks off 68 yards, returned by Leon Washington for 98 yards, touchdown",0.000,7.000
2,,,,MIA 2,7,14,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,14,"Mike Nugent kicks off 65 yards, returned by Ted Ginn Jr. for 39 yards (tackle by Mike Nugent)",0.000,1.860
2,12:40,1,10,MIA 44,7,14,Trent Green pass complete deep right to Marty Booker for 20 yards (tackle by Darrelle Revis),1.860,3.180
2,11:56,1,10,NYJ 36,7,14,Trent Green pass complete short left to Ronnie Brown for 16 yards (tackle by Darrelle Revis),3.180,4.240
2,11:19,1,10,NYJ 20,7,14,Ronnie Brown left guard for 3 yards (tackle by C.J. Mosley),4.240,4.120
2,10:43,2,7,NYJ 17,7,14,Trent Green pass incomplete deep left intended for Marty Booker,4.120,3.360
2,10:36,3,7,NYJ 17,7,14,Trent Green pass complete short left to David Martin for 6 yards (tackle by David Barrett),3.360,2.850
2,9:52,4,1,NYJ 11,7,14,Ronnie Brown up the middle for 4 yards (tackle by Jonathan Vilma and Erik Coleman),2.850,5.600
2,9:52,1,7,NYJ 7,7,14,"Penalty on Trent Green: Illegal Substitution, 5 yards (no play)",5.600,4.640
2,8:58,1,12,NYJ 12,7,14,Ronnie Brown left guard for no gain (tackle by David Harris),4.640,3.860
2,8:16,2,12,NYJ 12,7,14,Trent Green pass complete short left to Ronnie Brown for -1 yards (tackle by David Harris),3.860,3.060
2,7:32,3,13,NYJ 13,7,14,Trent Green pass incomplete short left intended for Chris Chambers (defended by David Barrett),3.060,2.570
2,7:32,4,13,NYJ 13,10,14,Jay Feely 31 yard field goal good,2.570,3.000
2,,,,MIA 30,10,14,"Jay Feely kicks off 47 yards, lateral to Leon Washington for 13 yards (tackle by Edmond Miles)",0.000,1.140
2,7:13,1,10,NYJ 33,10,14,Leon Washington right end for 3 yards (tackle by Donnie Spragan and Renaldo Hill),1.140,1.000
2,6:35,2,7,NYJ 36,10,14,Chad Pennington sacked by Vonnie Holliday for -9 yards,1.000,-0.890
2,5:54,3,16,NYJ 27,10,14,Chad Pennington pass complete short right to Thomas Jones for -1 yards (tackle by Joey Porter),-0.890,-1.630
2,5:19,4,17,NYJ 26,10,14,"Ben Graham punts 59 yards, returned by Ted Ginn Jr. for 6 yards (tackle by Brad Smith)",-1.630,-0.340
2,5:05,1,10,MIA 21,10,14,"Trent Green pass complete short left to David Martin for 13 yards (tackle by Eric Barton). Penalty on Justin Peelle: Illegal Shift, 5 yards (no play)",0.340,-0.220
2,4:38,1,15,MIA 16,10,14,Ronnie Brown right end for 13 yards (tackle by David Bowens and David Barrett),-0.220,0.880
2,4:00,2,2,MIA 29,10,14,Ronnie Brown left tackle for 9 yards (tackle by David Barrett and Erik Coleman),0.880,1.470
2,3:24,1,10,MIA 38,10,14,Trent Green pass incomplete short left intended for Ronnie Brown,1.470,0.920
2,3:17,2,10,MIA 38,10,14,Trent Green pass complete short middle to Marty Booker for 18 yards (tackle by Erik Coleman),0.920,2.650
2,2:34,1,10,NYJ 44,10,14,Trent Green pass complete deep middle to Chris Chambers for 23 yards (tackle by David Harris),2.650,4.170
2,2:00,1,10,NYJ 21,10,14,Trent Green pass incomplete short right intended for Marty Booker,4.170,3.630
2,1:54,2,10,NYJ 21,10,14,Trent Green pass incomplete deep right intended for Marty Booker,3.630,2.940
2,1:48,3,10,NYJ 21,10,14,Trent Green pass incomplete,2.940,2.060
2,1:40,4,10,NYJ 21,13,14,Jay Feely 39 yard field goal good,2.060,3.000
2,,,,MIA 30,13,14,"Jay Feely kicks off 41 yards, returned by Jerricho Cotchery for 14 yards (tackle by Lamont Thompson)",0.000,1.800
2,1:28,1,10,NYJ 43,13,14,Chad Pennington pass complete short right to Jerricho Cotchery for 13 yards (tackle by Michael Lehan),1.800,2.650
2,1:28,1,10,MIA 44,13,14,Chad Pennington pass complete short right to Laveranues Coles for 4 yards (tackle by Renaldo Hill),2.650,2.650
2,0:58,,,,13,14,Timeout #1 by New York Jets,0.000,2.650
2,0:58,2,6,MIA 40,13,14,Chad Pennington pass complete short left to Jerricho Cotchery for 10 yards (tackle by Will Allen),2.650,3.580
2,0:47,1,10,MIA 30,13,14,Leon Washington right guard for 2 yards,3.580,3.300
2,0:28,2,8,MIA 28,13,14,Chad Pennington pass complete short left to Brad Smith for 5 yards,3.300,3.270
2,0:25,,,,13,14,Timeout #2 by New York Jets,0.000,0.000
2,0:25,,,,13,14,Timeout #1 by Miami Dolphins,0.000,3.270
2,0:25,3,3,MIA 23,13,14,Chad Pennington pass complete short middle to Brad Smith for 14 yards (tackle by Travares Tillman),3.270,5.140
2,0:25,1,9,MIA 9,13,14,Chad Pennington spiked the ball,5.140,4.380
2,0:12,2,9,MIA 9,13,14,Chad Pennington pass complete short left to Jerricho Cotchery for 5 yards,4.380,4.490
2,0:02,3,4,MIA 4,13,20,"Chad Pennington pass complete short middle to Chris Baker for 4 yards, touchdown",4.490,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,MIA 2,13,21,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,13,21,"Mike Nugent kicks onside 13 yards, recovered by Donnie Spragan",0.000,0.940
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,13,21,"Jay Feely kicks off 67 yards, returned by Brad Smith for 27 yards (tackle by Edmond Miles)",0.000,0.940
3,14:54,1,10,NYJ 30,13,21,Leon Washington right end for 3 yards (tackle by Joey Porter and Donnie Spragan),0.940,0.800
3,14:17,2,7,NYJ 33,13,21,Thomas Jones right guard for 5 yards (tackle by Keith Traylor and Donnie Spragan),0.800,0.760
3,13:38,3,2,NYJ 38,13,21,"Chad Pennington pass incomplete short middle intended for Laveranues Coles. Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",0.760,1.800
3,13:32,1,10,NYJ 43,13,21,Brad Smith left end for 3 yards (tackle by Andre' Goodman),1.800,1.660
3,13:07,2,7,NYJ 46,13,21,Thomas Jones left guard for 12 yards (tackle by Renaldo Hill and Channing Crowder),1.660,2.790
3,12:33,1,10,MIA 42,13,21,Thomas Jones right guard for 5 yards (tackle by Will Allen),2.790,2.920
3,11:55,2,5,MIA 37,13,21,Thomas Jones right tackle for 9 yards (tackle by Channing Crowder and Renaldo Hill),2.920,3.710
3,11:20,1,10,MIA 28,13,21,Thomas Jones right guard for 6 yards (tackle by Will Allen),3.710,3.980
3,10:49,2,4,MIA 22,13,21,Thomas Jones left guard for 2 yards (tackle by Paul Soliai and Chase Page),3.980,3.530
3,10:49,3,2,MIA 20,13,21,"Chad Pennington for no gain. Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",3.530,4.580
3,10:14,1,10,MIA 15,13,21,Brad Smith right end for 11 yards (tackle by Donnie Spragan and Channing Crowder),4.580,6.280
3,9:27,1,4,MIA 4,13,21,Thomas Jones right guard for -1 yards (tackle by Joey Porter and Michael Lehan),6.280,5.150
3,8:46,2,5,MIA 5,13,21,Thomas Jones left guard for 2 yards (tackle by Keith Traylor and Donnie Spragan),5.150,4.720
3,8:06,3,3,MIA 3,13,21,Chad Pennington pass incomplete short right intended for Chris Baker,4.720,3.040
3,8:01,,,,13,21,Timeout #1 by Miami Dolphins,0.000,3.040
3,8:01,4,3,MIA 3,13,24,Mike Nugent 21 yard field goal good,3.040,3.000
3,,,,NYJ 30,13,24,"Mike Nugent kicks off 64 yards, returned by Ted Ginn Jr. for 26 yards (tackle by David Harris)",0.000,1.070
3,7:51,1,10,MIA 32,13,24,Ronnie Brown left tackle for 11 yards (tackle by Kenyon Coleman and Victor Hobson),1.070,1.800
3,7:14,1,10,MIA 43,13,24,Ronnie Brown left guard for 3 yards (tackle by Shaun Ellis and Eric Barton),1.800,1.660
3,6:32,2,7,MIA 46,13,24,Trent Green pass complete short right to Chris Chambers for 17 yards (tackle by Darrelle Revis),1.660,3.120
3,5:49,1,10,NYJ 37,13,24,Trent Green pass incomplete deep right intended for Chris Chambers,3.120,2.570
3,5:49,2,10,NYJ 37,13,24,Trent Green pass incomplete short right intended for Chris Chambers,2.570,1.880
3,5:39,3,10,NYJ 37,13,24,"Penalty on Vernon Carey: False Start, 5 yards (no play)",1.880,1.220
3,5:39,3,15,NYJ 42,13,24,Trent Green pass incomplete deep left intended for Chris Chambers is intercepted by Kerry Rhodes at NYJ-23 and returned for 3 yards (tackle by Ted Ginn Jr.),1.220,-0.670
3,5:27,1,10,NYJ 26,13,24,Leon Washington right end for -2 yards (tackle by Travis Daniels and Michael Lehan),0.670,-0.140
3,4:41,2,12,NYJ 24,13,24,Chad Pennington pass incomplete short right intended for Laveranues Coles,-0.140,-0.820
3,4:41,3,12,NYJ 24,13,24,"Penalty on Chad Pennington: Delay of Game, 5 yards (no play)",-0.820,-1.580
3,4:35,3,17,NYJ 19,13,24,Chad Pennington pass complete short left to Laveranues Coles for 23 yards (tackle by Michael Lehan),-1.580,1.730
3,3:47,1,10,NYJ 42,13,24,Thomas Jones right guard for 1 yard (tackle by Vonnie Holliday and Will Allen),1.730,1.320
3,3:08,2,9,NYJ 43,13,24,Thomas Jones right end for 8 yards (tackle by Michael Lehan),1.320,1.690
3,2:31,3,1,MIA 49,13,24,Chad Pennington pass complete short right to Thomas Jones for 2 yards (tackle by Jason Taylor),1.690,2.460
3,2:01,1,10,MIA 47,13,24,Leon Washington right guard for 5 yards (tackle by Channing Crowder),2.460,2.590
3,1:16,2,5,MIA 42,13,24,Chad Pennington pass incomplete short left intended for Brad Smith,2.590,1.880
3,1:11,3,5,MIA 42,13,24,Chad Pennington pass complete short left to Jerricho Cotchery for 7 yards (tackle by Will Allen),1.880,3.250
3,0:42,1,10,MIA 35,13,24,Thomas Jones up the middle for 6 yards (tackle by Renaldo Hill),3.250,3.510
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,MIA 29,13,24,Thomas Jones right end for 11 yards (tackle by Travis Daniels),3.510,4.370
4,14:46,1,10,MIA 18,13,24,Thomas Jones right guard for 11 yards (tackle by Donnie Spragan),4.370,5.600
4,14:12,1,7,MIA 7,13,24,Thomas Jones right guard for 3 yards (tackle by Vonnie Holliday and Keith Traylor),5.600,5.340
4,13:41,2,4,MIA 4,13,24,Thomas Jones left tackle for 2 yards (tackle by Andre' Goodman and Jason Taylor),5.340,4.950
4,12:56,3,2,MIA 2,13,30,"Chad Pennington up the middle for 2 yards, touchdown",4.950,7.000
4,,,,MIA 2,13,31,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,13,31,"Mike Nugent kicks off 61 yards, returned by Ted Ginn Jr. for 15 yards (tackle by David Bowens)",0.000,0.540
4,12:45,1,10,MIA 24,13,31,Trent Green pass complete short left to Ted Ginn Jr. for 15 yards (tackle by Darrelle Revis),0.540,1.530
4,12:21,1,10,MIA 39,13,31,Trent Green pass complete short left to Ronnie Brown for 11 yards (tackle by Kenyon Coleman),1.530,2.260
4,11:46,1,10,,13,31,Trent Green pass complete short left to Chris Chambers for 13 yards (tackle by David Barrett),2.260,3.120
4,11:06,1,10,NYJ 37,13,31,Trent Green pass complete short left to David Martin for 14 yards (tackle by Kerry Rhodes),3.120,4.040
4,10:30,1,10,NYJ 23,13,31,Trent Green pass complete short left to Chris Chambers for 8 yards (tackle by David Barrett),4.040,4.750
4,10:08,2,2,NYJ 15,13,31,Ronnie Brown left guard for 10 yards (tackle by Erik Coleman and Kerry Rhodes),4.750,6.060
4,9:43,1,5,NYJ 5,13,31,Ronnie Brown up the middle for 3 yards (tackle by Eric Barton and Erik Coleman),6.060,5.720
4,9:00,2,2,NYJ 2,19,31,"Ronnie Brown left guard for 2 yards, touchdown",5.720,7.000
4,,,,,21,31,"Two Point Attempt: Ronnie Brown left guard, conversion succeeds",1.000,1.000
4,,,,MIA 30,21,31,"Jay Feely kicks off 67 yards, returned by Brad Smith for 27 yards (tackle by Justin Peelle)",0.000,0.940
4,8:47,1,10,NYJ 30,21,31,Chad Pennington pass complete short right to Justin McCareins for 11 yards (tackle by Michael Lehan),0.940,1.660
4,8:00,1,10,NYJ 41,21,31,"Thomas Jones left tackle for no gain (tackle by Andre' Goodman). Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",1.660,2.390
4,7:31,1,5,NYJ 46,21,31,Thomas Jones left end for 2 yards (tackle by Channing Crowder and Donnie Spragan),2.390,2.070
4,6:44,2,3,NYJ 48,21,31,Thomas Jones right end for 6 yards (tackle by Michael Lehan and Travis Daniels),2.070,2.520
4,5:59,1,10,MIA 46,21,31,Thomas Jones left guard for no gain (tackle by Travis Daniels),2.520,1.980
4,5:17,2,10,MIA 46,21,31,Thomas Jones up the middle for 2 yards (tackle by Matt Roth),1.980,1.550
4,4:34,3,8,MIA 44,21,31,Chad Pennington pass complete short left to Brad Smith for 5 yards (tackle by Travares Tillman),1.550,0.660
4,4:34,4,3,MIA 39,21,31,Penalty on Chad Pennington: Delay of Game (Declined),0.660,0.660
4,3:40,4,3,MIA 39,21,31,"Ben Graham punts 29 yards, fair catch by Ted Ginn Jr.",0.660,0.380
4,3:34,1,10,MIA 10,21,31,Trent Green pass complete short middle to Ronnie Brown for 8 yards (tackle by Jonathan Vilma),-0.380,0.070
4,3:05,2,2,MIA 18,21,31,Ronnie Brown right guard for 7 yards (tackle by Dewayne Robertson and David Harris),0.070,0.610
4,2:42,1,10,MIA 25,21,31,Trent Green pass complete deep right to Chris Chambers for 26 yards (tackle by Erik Coleman),0.610,2.320
4,2:31,,,,21,31,Timeout #2 by Miami Dolphins,0.000,2.320
4,2:31,1,10,NYJ 49,21,31,Trent Green pass complete short middle to David Martin for 11 yards (tackle by Kerry Rhodes). Penalty on Kerry Rhodes: Defensive Holding (Declined),2.320,3.050
4,2:17,1,10,NYJ 38,21,31,Trent Green pass complete short middle to Marty Booker for 7 yards (tackle by Darrelle Revis),3.050,3.450
4,2:05,2,3,NYJ 31,21,31,Trent Green pass incomplete short right intended for Ronnie Brown (defended by Jonathan Vilma),3.450,2.740
4,2:00,3,3,NYJ 31,21,31,Trent Green pass complete short right to Derek Hagan for 9 yards (tackle by Darrelle Revis),2.740,4.110
4,1:34,1,10,NYJ 22,21,31,Trent Green pass incomplete deep left intended for Chris Chambers,4.110,3.560
4,1:28,2,10,NYJ 22,21,31,Trent Green pass incomplete deep right intended for Chris Chambers,3.560,2.870
4,1:23,3,10,NYJ 22,27,31,"Trent Green pass complete short right to Ronnie Brown for 22 yards, touchdown",2.870,7.000
4,,,,NYJ 2,28,31,Jay Feely kicks extra point good,0.000,0.000
4,,,,,28,31,"Penalty on Chris Baker: Illegal Bat, 10 yards (no play)",0.000,0.000
4,,,,MIA 40,28,31,Jay Feely kicks onside 4 yards,0.000,2.650
4,1:12,1,10,MIA 44,28,31,Chad Pennington kneels for -1 yards,2.650,1.980
4,1:10,,,,28,31,Timeout #3 by Miami Dolphins,0.000,1.980
4,1:10,2,11,MIA 45,28,31,Chad Pennington kneels for -1 yards,1.980,1.160
4,0:31,3,12,MIA 46,28,31,Chad Pennington kneels for -1 yards,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
