Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
1,1:35,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,2.150
1,1:35,3,6,NYG 37,0,0,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 8 yards (tackle by Mark Herzlich),2.150,3.640
1,0:57,1,10,NYG 29,0,0,Isaac Redman left guard for -1 yards (tackle by Stevie Brown),3.640,2.970
1,0:14,2,11,NYG 30,0,0,Ben Roethlisberger pass complete short middle to David Paulson for 7 yards (tackle by Michael Boley and Antrel Rolle),2.970,3.200
Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NYG 23,0,0,Ben Roethlisberger pass complete short right to Will Johnson for 5 yards (tackle by Michael Boley and Stevie Brown),3.200,4.370
2,14:28,1,10,NYG 18,0,0,Isaac Redman right tackle for 7 yards (tackle by Linval Joseph),4.370,5.010
2,13:43,2,3,NYG 11,0,0,Isaac Redman left guard for 5 yards (tackle by Stevie Brown),5.010,5.830
2,12:59,1,6,NYG 6,0,0,Isaac Redman right guard for 2 yards (tackle by Jason Pierre-Paul and Justin Tuck),5.830,5.340
2,12:20,2,4,NYG 4,6,0,"Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 4 yards, touchdown",5.340,7.000
2,12:20,,,NYG 2,7,0,Shaun Suisham kicks extra point good,0.000,0.000
2,12:09,,,PIT 35,7,0,"Shaun Suisham kicks off 69 yards, returned by David Wilson for 32 yards (tackle by Brandon Johnson)",0.000,0.810
2,12:03,1,10,NYG 28,7,0,Ahmad Bradshaw left guard for 5 yards (tackle by Will Allen),0.810,0.940
2,11:35,2,5,NYG 33,7,0,Eli Manning pass complete short middle to Martellus Bennett for 6 yards (tackle by Larry Foote),0.940,1.530
2,10:50,1,10,NYG 39,7,0,"Eli Manning pass incomplete deep middle intended for Hakeem Nicks (defended by Keenan Lewis). Penalty on Keenan Lewis: Defensive Pass Interference, 41 yards (no play)",1.530,4.240
2,10:41,1,10,PIT 20,7,0,Ahmad Bradshaw right tackle for 4 yards (tackle by Larry Foote and Keenan Lewis),4.240,4.280
2,10:05,2,6,PIT 16,7,0,Ahmad Bradshaw right guard for 4 yards (tackle by Larry Foote and Brett Keisel),4.280,4.340
2,9:20,3,2,PIT 12,7,0,Ahmad Bradshaw right tackle for 4 yards (tackle by Keenan Lewis and Ryan Clark),4.340,5.370
2,8:42,1,8,PIT 8,7,0,Ahmad Bradshaw left tackle for 3 yards (tackle by Ryan Clark and Brett Keisel),5.370,5.150
2,8:02,2,5,PIT 5,7,0,Ahmad Bradshaw right tackle for 3 yards (tackle by Lawrence Timmons),5.150,4.950
2,7:15,3,2,PIT 2,7,0,"Eli Manning pass incomplete short middle intended for Victor Cruz (defended by Ike Taylor). Penalty on Ryan Clark: Personal Foul, 1 yards (no play)",4.950,6.970
2,7:06,1,1,PIT 1,7,6,"Andre Brown right guard for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,7:06,,,PIT 2,7,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,7:01,,,NYG 35,7,7,"Lawrence Tynes kicks off 63 yards, returned by Chris Rainey for 50 yards (tackle by Justin Tryon)",0.000,2.390
2,6:51,1,10,NYG 48,7,7,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,2.390,1.850
2,6:46,2,10,NYG 48,7,7,Isaac Redman up the middle for 11 yards (tackle by Antrel Rolle and Prince Amukamara),1.850,3.120
2,6:07,1,10,NYG 37,7,7,Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards (tackle by Mark Herzlich),3.120,3.250
2,5:29,2,5,NYG 32,7,13,"Ben Roethlisberger sacked by Osi Umenyiora for -6 yards. Ben Roethlisberger fumbles (forced by Osi Umenyiora), recovered by Michael Boley at NYG-30 and returned for 70 yards, touchdown",3.250,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,,,,PIT 2,7,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,5:11,,,NYG 35,7,14,"Lawrence Tynes kicks off 65 yards, returned by Chris Rainey for 31 yards (tackle by Spencer Paysinger)",0.000,1.000
2,5:05,1,10,PIT 31,7,14,Isaac Redman right tackle for 12 yards (tackle by Rocky Bernard),1.000,1.800
2,4:28,1,10,PIT 43,7,14,Isaac Redman up the middle for 3 yards (tackle by Michael Boley and Justin Tuck),1.800,0.000
2,3:41,,,,7,14,Timeout #2 by Pittsburgh Steelers,0.000,1.660
2,3:41,2,7,PIT 46,7,14,Chris Rainey right guard for 4 yards (tackle by Rocky Bernard and Chris L. Canty),1.660,1.490
2,3:00,3,3,,7,14,Ben Roethlisberger pass complete short right to Chris Rainey for 2 yards (tackle by Michael Boley and Antrel Rolle),1.490,0.070
2,2:32,4,1,NYG 48,7,14,Isaac Redman right guard for 4 yards (tackle by Michael Boley and Stevie Brown),0.070,2.650
2,2:00,1,10,NYG 44,7,14,Isaac Redman up the middle for 3 yards (tackle by Linval Joseph),2.650,2.520
2,1:35,2,7,NYG 41,7,14,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Corey Webster),2.520,1.820
2,1:26,3,7,NYG 41,7,14,Ben Roethlisberger sacked by Jason Pierre-Paul for -12 yards,1.820,0.000
2,1:20,,,,7,14,Timeout #1 by New York Giants,0.000,-0.260
2,1:20,4,19,PIT 47,7,14,"Drew Butler punts 53 yards, touchback",-0.260,-0.280
2,1:10,1,10,NYG 20,7,14,Eli Manning pass incomplete short right intended for Victor Cruz,0.280,-0.270
2,1:02,2,10,NYG 20,7,14,"Eli Manning pass incomplete deep left intended for Domenik Hixon (defended by Keenan Lewis). Penalty on Keenan Lewis: Defensive Pass Interference, 46 yards (no play)",-0.270,3.310
2,0:52,1,10,PIT 34,7,14,"Penalty on Martellus Bennett: False Start, 5 yards (no play)",3.310,2.980
2,0:52,1,15,PIT 39,7,14,"Penalty on David Diehl: False Start, 5 yards (no play)",2.980,2.650
2,0:52,1,20,PIT 44,7,14,Eli Manning pass incomplete short middle intended for Rueben Randle (defended by Cortez Allen),2.650,1.420
2,0:48,2,20,PIT 44,7,14,Eli Manning pass complete short middle to Victor Cruz for 11 yards (tackle by Ryan Clark and Ike Taylor),1.420,0.000
2,0:41,,,,7,14,Timeout #2 by New York Giants,0.000,2.210
2,0:41,3,9,PIT 33,7,14,Eli Manning pass incomplete short left intended for Domenik Hixon,2.210,1.150
2,0:36,4,9,PIT 33,7,14,Lawrence Tynes 51 yard field goal no good,1.150,-1.660
2,0:31,1,10,PIT 41,7,14,Ben Roethlisberger pass complete deep middle to Jerricho Cotchery for 24 yards (tackle by Mark Herzlich),1.660,0.000
2,0:20,,,,7,14,Timeout #3 by Pittsburgh Steelers,0.000,3.250
2,0:20,1,10,NYG 35,7,14,Ben Roethlisberger pass complete deep middle to Heath Miller for 23 yards (tackle by Antrel Rolle),3.250,4.780
2,0:06,1,10,NYG 12,7,14,Ben Roethlisberger spiked the ball,4.780,4.100
2,0:05,2,10,NYG 12,10,14,Shaun Suisham 30 yard field goal good,4.100,3.000
Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,10,14,"Lawrence Tynes kicks off 68 yards, returned by Chris Rainey for 68 yards (tackle by Stevie Brown)",0.000,3.250
3,14:50,1,10,NYG 35,10,14,Isaac Redman right guard for 3 yards (tackle by Stevie Brown and Michael Boley),3.250,3.110
3,14:09,2,7,NYG 32,10,14,Ben Roethlisberger pass complete short right to Mike Wallace for no gain,3.110,2.410
3,13:36,3,7,NYG 32,10,14,Ben Roethlisberger sacked by Justin Tuck for -4 yards,2.410,0.880
3,13:12,4,11,NYG 36,10,14,Drew Butler punts 29 yards,0.880,0.380
3,13:02,1,10,NYG 7,10,14,Ahmad Bradshaw right tackle for 9 yards (tackle by Larry Foote and Will Allen),-0.380,-0.020
3,12:33,2,1,NYG 16,10,14,Ahmad Bradshaw up the middle for 4 yards (tackle by Ryan Mundy),-0.020,0.280
3,11:54,1,10,NYG 20,10,14,Eli Manning pass complete deep right to Martellus Bennett for 33 yards (tackle by Ryan Clark),0.280,2.460
3,11:10,1,10,PIT 47,10,14,Andre Brown right tackle for 4 yards (tackle by Ryan Mundy and Evander Hood),2.460,2.450
3,10:28,2,6,PIT 43,10,14,Eli Manning pass complete short left to Henry Hynoski for 8 yards (tackle by James Harrison),2.450,3.250
3,9:58,1,10,PIT 35,10,14,Ahmad Bradshaw left guard for 3 yards (tackle by James Harrison and Larry Foote),3.250,3.110
3,9:21,2,7,PIT 32,10,14,Ahmad Bradshaw up the middle for no gain (tackle by Ryan Clark),3.110,2.410
3,8:36,3,7,PIT 32,10,14,Eli Manning pass incomplete short middle intended for Victor Cruz,2.410,1.240
3,8:30,4,7,PIT 32,10,17,Lawrence Tynes 50 yard field goal good,1.240,3.000
3,8:25,,,NYG 35,10,17,"Lawrence Tynes kicks off 56 yards, returned by Chris Rainey for 10 yards (tackle by Spencer Paysinger). Penalty on Leonard Pope: Personal Foul, 6 yards",0.000,-0.380
3,8:18,1,10,PIT 6,10,17,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 6 yards (tackle by Mark Herzlich),-0.380,-0.340
3,7:47,2,4,PIT 12,10,17,"Isaac Redman left guard for 3 yards (tackle by Michael Boley). Penalty on Mathias Kiwanuka: Illegal Use of Hands, 5 yards",-0.340,0.280
3,7:23,1,10,PIT 20,10,17,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace is intercepted by Corey Webster at PIT-40 and returned for 7 yards (tackle by Mike Wallace),0.280,-3.380
3,7:09,1,10,PIT 33,10,17,Andre Brown left end for 3 yards (tackle by Ike Taylor),3.380,3.240
3,6:26,2,7,PIT 30,10,17,Eli Manning pass complete short middle to Victor Cruz for 6 yards (tackle by Ike Taylor),3.240,3.340
,,,,,,,"PIT challenged the first down ruling, and the original play was overturned.",,
3,5:35,3,1,PIT 24,10,17,Andre Brown right tackle for 8 yards (tackle by Will Allen and Ike Taylor),3.340,4.510
3,5:35,1,10,PIT 16,10,17,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",4.510,4.170
3,4:26,1,15,PIT 21,10,17,Eli Manning pass complete short middle to Victor Cruz for 7 yards (tackle by Larry Foote),4.170,4.210
3,3:43,2,8,PIT 14,10,17,Eli Manning pass complete short right to Hakeem Nicks for 10 yards (tackle by Will Allen),4.210,6.280
3,3:09,1,4,PIT 4,10,17,Andre Brown right tackle for 2 yards (tackle by LaMarr Woodley and Will Allen),6.280,5.720
3,2:26,2,2,PIT 2,10,17,Andre Brown left end for -3 yards (tackle by Ryan Clark and Ike Taylor),5.720,4.260
3,1:43,3,5,PIT 5,10,17,Eli Manning pass incomplete short left intended for Rueben Randle,4.260,3.010
3,1:36,4,5,PIT 5,10,20,Lawrence Tynes 23 yard field goal good,3.010,3.000
3,1:32,,,NYG 35,10,20,"Lawrence Tynes kicks off 61 yards, returned by Chris Rainey for 21 yards (tackle by Adrian Tracy)",0.000,0.610
3,1:26,1,10,PIT 25,10,20,Isaac Redman left tackle for 4 yards (tackle by Michael Boley),0.610,0.600
3,0:47,2,6,PIT 29,10,20,Ben Roethlisberger pass complete short left to Mike Wallace for 15 yards (tackle by Antrel Rolle),0.600,1.860
3,0:25,1,10,PIT 44,10,20,Isaac Redman right end for 2 yards (tackle by Mathias Kiwanuka and Osi Umenyiora),1.860,1.590
Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,PIT 46,10,20,Isaac Redman up the middle for 3 yards (tackle by Linval Joseph and Osi Umenyiora),1.590,1.290
4,14:16,3,5,PIT 49,16,20,"Ben Roethlisberger pass complete short middle to Mike Wallace for 51 yards, touchdown",1.290,7.000
4,14:16,,,NYG 2,17,20,Shaun Suisham kicks extra point good,0.000,0.000
4,14:05,,,PIT 35,17,20,"Shaun Suisham kicks off 65 yards, returned by David Wilson for 20 yards (tackle by Curtis Brown). Penalty on Cortez Allen: Face Mask (15 Yards), 15 yards",0.000,1.270
4,13:58,1,10,NYG 35,17,20,Eli Manning pass incomplete short right intended for Victor Cruz,1.270,0.720
4,13:54,2,10,NYG 35,17,20,Ahmad Bradshaw right tackle for -1 yards (tackle by Casey Hampton),0.720,-0.100
4,13:18,3,11,NYG 34,17,20,Eli Manning sacked by Lawrence Timmons for -11 yards,-0.100,-1.830
4,12:56,4,22,NYG 23,17,20,"Steve Weatherford punts 52 yards, returned by Emmanuel Sanders for 63 yards (tackle by Steve Weatherford)",-1.830,-4.780
4,12:36,1,10,NYG 12,17,20,Isaac Redman left guard for 3 yards (tackle by Linval Joseph and Jason Pierre-Paul),4.780,4.640
4,11:54,2,7,NYG 9,17,20,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Mark Herzlich and Michael Boley),4.640,5.060
4,11:08,3,1,NYG 3,17,20,Ben Roethlisberger pass complete short left to Isaac Redman for no gain,5.060,3.060
4,10:41,4,1,NYG 3,17,20,no good,3.060,0.380
4,10:30,1,10,NYG 4,17,20,Ahmad Bradshaw left tackle for 2 yards (tackle by Brett Keisel and James Harrison),-0.380,-0.630
4,9:59,2,8,NYG 6,17,20,Eli Manning pass incomplete deep left intended for Hakeem Nicks,-0.630,-1.190
4,9:45,3,8,NYG 6,17,20,Eli Manning pass complete short left to Martellus Bennett for 1 yard (tackle by Ryan Clark),-1.190,-2.490
4,9:10,4,7,NYG 7,17,20,"Steve Weatherford punts 55 yards, returned by Emmanuel Sanders for 11 yards (tackle by Michael Boley)",-2.490,-2.190
4,8:55,1,10,PIT 49,17,20,Isaac Redman right end for 4 yards (tackle by Osi Umenyiora and Antrel Rolle),2.190,2.190
4,8:11,2,6,NYG 47,17,20,Ben Roethlisberger pass complete short right to Heath Miller for 14 yards (tackle by Corey Webster and Mark Herzlich),2.190,3.380
4,7:30,1,10,NYG 33,17,20,Baron Batch up the middle for 4 yards (tackle by Jason Pierre-Paul),3.380,3.380
4,6:51,2,6,NYG 29,17,20,Ben Roethlisberger pass complete short right to Jerricho Cotchery for 12 yards (tackle by Prince Amukamara),3.380,4.440
4,6:15,1,10,NYG 17,17,20,Isaac Redman left guard for 3 yards (tackle by Stevie Brown and Linval Joseph),4.440,4.320
4,5:32,2,7,NYG 14,17,20,Ben Roethlisberger pass incomplete short left intended for Will Johnson,4.320,3.500
4,5:26,3,7,NYG 14,17,20,"Isaac Redman left tackle for 5 yards (tackle by Antrel Rolle and Mathias Kiwanuka). Penalty on Jayron Hosley: Defensive Offside, 5 yards (no play)",3.500,4.570
4,5:03,3,2,NYG 9,17,20,Isaac Redman right guard for 8 yards (tackle by Stevie Brown and Prince Amukamara),4.570,6.970
4,4:14,1,1,NYG 1,17,20,Ben Roethlisberger pass incomplete short left intended for David Paulson,6.970,5.910
4,4:08,2,1,NYG 1,23,20,"Isaac Redman right tackle for 1 yard, touchdown",5.910,7.000
4,4:08,,,NYG 2,24,20,Shaun Suisham kicks extra point good,0.000,0.000
4,4:02,,,PIT 35,24,20,"Shaun Suisham kicks off 61 yards, returned by David Wilson for 31 yards (tackle by Cortez Allen). Penalty on Tyler Sash: Offensive Holding, 10 yards",0.000,-0.350
4,3:55,1,10,NYG 12,24,20,Eli Manning pass incomplete short left intended for Victor Cruz,-0.350,-0.780
4,3:51,2,10,NYG 12,24,20,Eli Manning pass incomplete deep middle intended for Martellus Bennett,-0.780,-1.420
4,3:45,3,10,NYG 12,24,20,"Eli Manning sacked by LaMarr Woodley for -9 yards. Eli Manning fumbles (forced by LaMarr Woodley), recovered by Kevin Boothe at NYG-13",-1.420,-2.490
4,3:07,4,9,NYG 13,24,20,"Steve Weatherford punts 51 yards, returned by Emmanuel Sanders for 2 yards (tackle by Spencer Paysinger). Penalty on Brandon Johnson: Offensive Holding, 10 yards",-2.490,-0.810
4,2:52,1,10,PIT 28,24,20,Baron Batch right tackle for 3 yards (tackle by Mark Herzlich and Rocky Bernard),0.810,0.000
4,2:45,,,,24,20,Timeout #1 by New York Giants,0.000,0.670
4,2:45,2,7,PIT 31,24,20,Isaac Redman left tackle for -2 yards (tackle by Jason Pierre-Paul),0.670,0.000
4,2:40,,,,24,20,Timeout #2 by New York Giants,0.000,-0.300
4,2:40,3,9,PIT 29,24,20,Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 16 yards (tackle by Antrel Rolle),-0.300,0.000
4,2:23,,,,24,20,Timeout #3 by New York Giants,0.000,1.930
4,2:23,1,10,PIT 45,24,20,Isaac Redman up the middle for 28 yards (tackle by Antrel Rolle),1.930,3.780
4,2:00,1,10,NYG 27,24,20,Ben Roethlisberger kneels for -1 yards,3.780,3.100
4,1:19,2,11,NYG 28,24,20,Ben Roethlisberger kneels for -2 yards,3.100,2.150
4,0:38,3,13,NYG 30,24,20,Ben Roethlisberger kneels for -3 yards,2.150,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
