0,1
Game Info,Game Info
Won Toss,Panthers (deferred)
Roof,outdoors
Surface,grass
Duration,3:19
Attendance,60156
Weather,"82 degrees, relative humidity 55%, wind 13 mph, wind chill 0"
Vegas Line,Carolina Panthers -4.0
Over/Under,40.0 (under)
