Player,Pos
Brett Favre,QB
Ryan Grant,RB
Korey Hall,FB
Donald Driver,WR
Greg Jennings,WR
Donald Lee,TE
Chad Clifton,LT
Jason Spitz,LG
Scott Wells,C
Junius Coston,RG
Mark Tauscher,RT
Aaron Kampman,LDE
Ryan Pickett,LDT
Corey Williams,RDT
Cullen Jenkins,RDE
A.J. Hawk,WILL
Nick Barnett,MIKE
Brady Poppinga,SAM
Charles Woodson,LCB
Al Harris,RCB
Atari Bigby,SS
Nick Collins,FS
