Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
1,0:06,3,11,OAK 17,0,0,Josh McCown pass incomplete deep left intended for Jerry Porter,-1.340,-2.320
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,11,OAK 17,0,0,Shane Lechler punts 30 yards,-2.320,-2.460
2,14:52,1,10,OAK 47,0,0,Brett Favre pass complete short right to Ryan Grant for 5 yards (tackle by Robert W. Thomas),2.460,2.590
2,14:15,2,5,OAK 42,0,0,Ryan Grant right end for -2 yards (tackle by Gerard Warren),2.590,1.620
2,13:33,3,7,OAK 44,0,0,Brett Favre pass complete short middle to Donald Driver for 11 yards (tackle by Warren Sapp),1.620,3.380
2,12:50,1,10,OAK 33,0,0,Brett Favre pass complete short middle to Donald Lee for 5 yards (tackle by Kirk Morrison),3.380,3.510
2,12:11,2,5,OAK 28,0,0,Ryan Grant right tackle for 2 yards (tackle by Robert W. Thomas and Hiram Eugene),3.510,3.070
2,11:25,3,3,OAK 26,0,0,Brett Favre pass complete short middle to Donald Driver for 7 yards (tackle by Stanford Routt). Penalty on OAK: Defensive 12 On-field (Declined),3.070,4.310
2,11:01,1,10,OAK 19,0,0,Ryan Grant left end for 9 yards (tackle by Michael Huff),4.310,5.360
2,10:23,2,1,OAK 10,0,0,Ryan Grant right end for no gain (tackle by Hiram Eugene and Derrick Burgess),5.360,4.690
2,9:46,3,1,OAK 10,0,0,Ryan Grant right tackle for 4 yards (tackle by Thomas Howard),4.690,5.830
2,9:00,1,6,OAK 6,0,0,Brett Favre pass incomplete short right intended for Greg Jennings,5.830,4.950
2,8:56,2,6,OAK 6,0,6,"Ryan Grant left tackle for 6 yards, touchdown",4.950,7.000
2,,,,OAK 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,0,7,"Mason Crosby kicks off 63 yards, returned by Chris Carr for 10 yards (tackle by Korey Hall)",0.000,-0.060
2,8:46,1,10,OAK 17,0,7,Ronald Curry left end for 1 yard (tackle by Al Harris),-0.060,-0.420
2,8:10,2,9,OAK 18,0,7,"Josh McCown pass complete short left to LaMont Jordan for 26 yards (tackle by Brady Poppinga). Penalty on Jerry Porter: Offensive Pass Interference, 9 yards (no play)",-0.420,-1.360
2,7:46,2,18,OAK 9,0,7,"Josh McCown pass complete deep left to Zach Miller for 25 yards (tackle by Nick Collins). Penalty on Barry Sims: Offensive Holding, 4 yards (no play)",-1.360,-1.660
2,7:15,2,22,OAK 5,0,7,Justin Fargas right tackle for no gain (tackle by Cullen Jenkins),-1.660,-2.820
2,6:36,3,22,OAK 5,0,7,Justin Fargas left end for 11 yards (tackle by A.J. Hawk),-2.820,-2.390
2,5:59,4,11,OAK 16,0,13,"Shane Lechler punts 41 yards, returned by Will Blackmon for 57 yards, touchdown",-2.390,-7.000
2,,,,OAK 2,0,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,0,14,"Mason Crosby kicks off 60 yards, returned by Chris Carr for 18 yards (tackle by Charlie Peprah)",0.000,0.810
2,5:40,1,10,OAK 28,0,14,Josh McCown pass incomplete deep right intended for Jerry Porter is intercepted by Al Harris at GNB-21 and returned for 17 yards (tackle by Jerry Porter),0.810,-1.470
2,5:23,1,10,GNB 38,0,14,Ryan Grant left tackle for 3 yards (tackle by Derrick Burgess and Robert W. Thomas),1.470,1.330
2,4:38,2,7,GNB 41,0,14,Ryan Grant left end for no gain (tackle by Gerard Warren and Kirk Morrison),1.330,0.630
2,3:56,3,7,GNB 41,0,14,Brett Favre pass complete short middle to Donald Driver for 20 yards (tackle by Chris Carr),0.630,2.980
2,3:16,1,10,OAK 39,0,14,"Brett Favre pass complete short right to Ryan Grant for 9 yards (tackle by Stuart Schweigert). Penalty on Scott Wells: Ineligible Downfield Pass, 5 yards (no play)",2.980,2.650
2,2:45,1,15,OAK 44,0,14,Ryan Grant up the middle for 17 yards (tackle by Nnamdi Asomugha),2.650,3.780
2,2:01,1,10,OAK 27,0,14,Brett Favre pass incomplete,3.780,3.230
2,1:55,2,10,OAK 27,0,14,Ryan Grant right guard for 2 yards (tackle by Kirk Morrison),3.230,2.810
2,1:16,3,8,OAK 25,0,14,Brett Favre pass incomplete short left intended for Greg Jennings,2.810,1.800
2,1:12,4,8,OAK 25,0,14,Mason Crosby 43 yard field goal no good,1.800,-1.140
2,1:08,1,10,OAK 33,0,14,"Penalty on OAK: Delay of Game, 5 yards (no play)",1.140,0.810
2,1:08,1,15,OAK 28,0,14,Josh McCown pass complete deep middle to Tim Dwight for 22 yards (tackle by Atari Bigby),0.810,2.260
2,0:47,1,10,,0,14,Josh McCown pass complete short right to LaMont Jordan for 5 yards (tackle by Nick Collins),2.260,2.390
2,0:40,,,,0,14,Timeout #1 by Oakland Raiders,0.000,2.390
2,0:40,2,5,GNB 45,0,14,Josh McCown pass complete short middle to Jerry Porter for 20 yards (tackle by Al Harris),2.390,3.910
2,0:33,,,,0,14,Timeout #1 by Green Bay Packers,0.000,3.910
2,0:33,1,10,GNB 25,6,14,"Josh McCown pass complete deep left to Jerry Porter for 25 yards, touchdown",3.910,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,GNB 2,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,,,"Sebastian Janikowski kicks off 67 yards, returned by Koren Robinson for 24 yards (tackle by Ricky Brown)",,
2,0:18,1,10,GNB 27,7,14,Ryan Grant left end for 2 yards (tackle by Nnamdi Asomugha),0.740,0.470
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,7,14,"Sebastian Janikowski kicks off 58 yards, returned by Koren Robinson for 6 yards (tackle by Chris Johnson)",0.000,0.040
3,14:55,1,10,GNB 18,7,14,Brett Favre pass complete short right to Ryan Grant for 1 yard (tackle by Robert W. Thomas),0.040,-0.320
3,14:20,2,9,GNB 19,7,14,"Ryan Grant for 1 yard (tackle by Michael Huff). Penalty on Jason Spitz: Offensive Holding, 9 yards (no play)",-0.320,-1.360
3,13:53,2,18,GNB 10,7,14,Brett Favre pass incomplete short middle intended for Ryan Grant,-1.360,-2.360
3,13:48,3,18,GNB 10,7,14,Brett Favre pass complete short right to Greg Jennings for 20 yards (tackle by Michael Huff),-2.360,0.940
3,13:20,1,10,GNB 30,7,14,Brett Favre pass complete short right to Koren Robinson for 37 yards (tackle by Nnamdi Asomugha),0.940,3.380
3,12:37,1,10,OAK 33,7,14,Ryan Grant left tackle for 4 yards (tackle by Michael Huff),3.380,3.380
3,12:02,2,6,OAK 29,7,14,Ryan Grant right end for 5 yards (tackle by Kirk Morrison and Hiram Eugene),3.380,3.340
3,11:31,3,1,OAK 24,7,14,Ryan Grant right tackle for -2 yards (tackle by Warren Sapp),3.340,1.840
3,10:51,4,3,OAK 26,7,17,Mason Crosby 44 yard field goal good,1.840,3.000
3,,,,GNB 30,7,17,"Mason Crosby kicks off 57 yards, returned by Justin Griffith for 11 yards (tackle by Korey Hall)",0.000,0.540
3,10:41,1,10,OAK 24,7,17,Justin Fargas for 5 yards (tackle by A.J. Hawk),0.540,0.670
3,10:24,2,5,OAK 29,7,17,Justin Fargas right end for 2 yards (tackle by Ryan Pickett and Aaron Kampman),0.670,0.230
3,9:42,3,3,OAK 31,7,17,Josh McCown pass incomplete short right intended for Ronald Curry,0.230,-1.310
3,9:37,4,3,OAK 31,7,17,"Shane Lechler punts 48 yards, returned by Will Blackmon for -1 yards (tackle by Ricky Brown)",-1.310,-0.280
3,9:24,1,10,GNB 20,7,23,"Brett Favre pass complete deep right to Greg Jennings for 80 yards, touchdown. Penalty on Jay Richardson: Roughing the Passer, 15 yards",0.280,7.000
3,,,,OAK 2,7,23,"Mason Crosby kicks extra point good. Penalty on Donald Lee: Personal Foul, 15 yards (no play)",0.000,0.000
3,,,,OAK 2,7,24,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 45,7,24,"Mason Crosby kicks off 52 yards, returned by Chris Carr for 22 yards (tackle by Tramon Williams)",0.000,0.610
3,9:04,1,10,OAK 25,7,24,"Josh McCown pass incomplete short middle intended for Justin Fargas (defended by Justin Harrell). Penalty on Justin Harrell: Roughing the Passer, 15 yards (no play)",0.610,1.600
3,9:00,1,10,OAK 40,7,24,Justin Fargas right end for 4 yards (tackle by Nick Barnett and Justin Harrell),1.600,1.590
3,8:26,2,6,OAK 44,7,24,Josh McCown pass complete deep middle to Ronald Curry for 29 yards (tackle by Charles Woodson),1.590,3.780
3,7:46,1,10,GNB 27,7,24,Josh McCown pass incomplete deep right intended for Ronald Curry,3.780,3.230
3,7:39,2,10,GNB 27,7,24,Justin Fargas left end for 1 yard (tackle by Aaron Kampman and Justin Harrell),3.230,2.680
3,6:58,3,9,GNB 26,7,24,Josh McCown pass incomplete deep left intended for Jerry Porter,2.680,1.740
3,6:53,4,9,GNB 26,7,24,Sebastian Janikowski 44 yard field goal no good,1.740,-1.200
3,6:49,1,10,GNB 34,7,24,Ryan Grant for 13 yards (tackle by Stanford Routt),1.200,2.060
3,6:27,1,10,GNB 47,7,24,Ryan Grant up the middle for 2 yards (tackle by Michael Huff),2.060,1.790
3,5:50,2,8,GNB 49,7,24,Ryan Grant right end for 4 yards (tackle by Robert W. Thomas),1.790,1.620
3,5:08,3,4,OAK 47,7,24,Brett Favre pass incomplete short middle intended for Donald Lee,1.620,0.130
3,5:03,4,4,OAK 47,7,30,"Jon Ryan punts 39 yards, returned by Tim Dwight for 3 yards (tackle by Jason Hunter). Tim Dwight fumbles (forced by Jason Hunter), recovered by Will Blackmon at OAK--8, touchdown",0.130,7.000
,,,,,,,"GNB challenged the ruling, and the original play was overturned.",,
3,,,,GNB 2,7,31,,0.000,0.000
3,,,,GNB 30,7,31,"Mason Crosby kicks off 49 yards, returned by Chris Carr for 15 yards (tackle by Korey Hall)",0.000,1.330
3,4:43,1,10,OAK 36,7,31,Justin Fargas up the middle for 5 yards (tackle by A.J. Hawk),1.330,1.470
3,4:09,2,5,OAK 41,7,31,LaMont Jordan right tackle for 4 yards (tackle by Mike Montgomery),1.470,1.290
3,3:23,,,,7,31,Timeout #1 by Oakland Raiders,0.000,1.290
3,3:23,3,1,OAK 45,7,31,LaMont Jordan left end for -1 yards (tackle by Nick Barnett),1.290,-0.460
3,2:48,4,2,OAK 44,7,31,"Shane Lechler punts 56 yards, touchback",-0.460,-0.280
3,2:39,1,10,GNB 20,7,31,Ryan Grant right end for 5 yards (tackle by Gerard Warren and Robert W. Thomas),0.280,0.410
3,1:55,2,5,GNB 25,7,31,Ryan Grant right end for 1 yard (tackle by Warren Sapp),0.410,-0.160
3,1:10,3,4,GNB 26,7,31,Vernand Morency up the middle for 2 yards (tackle by Warren Sapp and Kirk Morrison),-0.160,-1.500
3,0:34,4,2,GNB 28,7,31,"Jon Ryan punts 34 yards, fair catch by Tim Dwight. Penalty on John Kuhn: Illegal Formation, 5 yards",-1.500,-1.800
3,0:27,1,10,OAK 43,7,31,"Josh McCown pass incomplete deep left intended for Ronald Curry is intercepted by Atari Bigby at GNB-30 and returned for 70 yards. Penalty on Cullen Jenkins: Unnecessary Roughness, 15 yards",1.800,-1.400
3,0:08,1,10,GNB 37,7,31,Ryan Grant left end for 26 yards (tackle by Fabian Washington),1.400,3.120
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 37,7,31,Ryan Grant left tackle for 3 yards (tackle by Kirk Morrison),3.120,2.980
4,14:18,2,7,OAK 34,7,31,"Ryan Grant right end for 5 yards (tackle by Thomas Howard). Penalty on Donald Lee: Offensive Holding, 10 yards",2.980,2.300
4,13:50,2,12,OAK 39,7,31,Brett Favre pass complete short right to Vernand Morency for -5 yards (tackle by Warren Sapp),2.300,0.960
4,13:05,3,17,OAK 44,7,31,Brett Favre pass complete short middle to Vernand Morency for 10 yards (tackle by Chris Carr),0.960,1.060
4,12:18,,,,7,31,Timeout #1 by Green Bay Packers,0.000,1.060
4,12:18,4,7,OAK 34,7,31,Mason Crosby 52 yard field goal no good,1.060,-1.730
4,12:13,1,10,OAK 42,7,31,Andrew Walter pass incomplete short left intended for Ronald Curry,1.730,1.190
4,12:09,2,10,OAK 42,7,31,LaMont Jordan left end for -3 yards (tackle by Atari Bigby),1.190,0.100
4,11:31,3,13,OAK 39,7,31,Andrew Walter pass complete short left to Ronald Curry for 19 yards (tackle by Nick Collins),0.100,2.790
4,11:04,1,10,GNB 42,7,31,"Penalty on Andrew Walter: False Start, 5 yards (no play)",2.790,2.460
4,10:40,1,15,GNB 47,7,31,Andrew Walter pass complete short middle to LaMont Jordan for 7 yards (tackle by A.J. Hawk),2.460,2.510
4,9:59,2,8,GNB 40,7,31,LaMont Jordan right tackle for no gain (tackle by Aaron Kampman),2.510,1.820
4,9:16,3,8,GNB 40,7,31,Andrew Walter pass complete short middle to LaMont Jordan for -1 yards (tackle by Kabeer Gbaja-Biamila),1.820,0.530
4,8:29,4,9,GNB 41,7,31,Andrew Walter pass complete short middle to Zach Miller for 8 yards (tackle by Aaron Kampman),0.530,-1.140
,,,,,,,"OAK challenged the first down ruling, and the play was upheld.",,
4,8:21,1,10,GNB 33,7,31,Vernand Morency left tackle for 8 yards (tackle by Stuart Schweigert),1.140,1.670
4,7:36,2,2,GNB 41,7,31,Vernand Morency right guard for 4 yards (tackle by Tyler Brayton and Michael Huff),1.670,1.930
4,6:53,1,10,GNB 45,7,31,Vernand Morency up the middle for 2 yards (tackle by Derrick Burgess),1.930,1.650
4,6:09,2,8,GNB 47,7,31,Vernand Morency left tackle for 4 yards (tackle by Robert W. Thomas and Warren Sapp),1.650,1.490
4,5:24,3,4,OAK 49,7,31,Vernand Morency right end for 5 yards (tackle by Stuart Schweigert),1.490,2.650
4,4:53,1,10,OAK 44,7,31,Vernand Morency left end for -2 yards (tackle by Tyler Brayton),2.650,1.840
4,4:11,2,12,OAK 46,7,37,"Brett Favre pass complete short middle to Donald Lee for 46 yards, touchdown",1.840,7.000
4,,,,OAK 2,7,38,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,7,38,"Mason Crosby kicks off 64 yards, returned by Chris Carr for 20 yards (tackle by Korey Hall)",0.000,0.670
4,3:56,1,10,OAK 26,7,38,LaMont Jordan left end for 7 yards (tackle by Tramon Williams and Nick Barnett),0.670,1.070
4,3:17,2,3,OAK 33,7,38,LaMont Jordan left end for 2 yards (tackle by Mike Montgomery),1.070,0.630
4,2:41,3,1,OAK 35,7,38,LaMont Jordan left end for no gain (tackle by Brady Poppinga and Mike Montgomery),0.630,-1.040
4,2:00,4,1,OAK 35,7,38,Andrew Walter pass complete short right to Johnnie Lee Higgins for 5 yards (tackle by A.J. Hawk),-1.040,1.600
4,1:27,1,10,OAK 40,7,38,Andrew Walter pass incomplete deep right intended for Tim Dwight,1.600,1.050
4,1:22,2,10,OAK 40,7,38,"Andrew Walter pass incomplete deep left intended for Johnnie Lee Higgins. Penalty on Frank Walker: Defensive Holding, 5 yards (no play)",1.050,1.930
4,1:17,1,10,OAK 45,7,38,Andrew Walter pass incomplete short left intended for LaMont Jordan,1.930,1.380
4,1:11,2,10,OAK 45,7,38,LaMont Jordan left tackle for 1 yard (tackle by Aaron Rouse),1.380,0.830
4,0:33,3,9,OAK 46,7,38,LaMont Jordan right tackle for 2 yards (tackle by Brady Poppinga),0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
