Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
2,5:33,4,5,JAX 39,20,0,"Bryan Anger punts 61 yards, touchback",-0.780,-0.280
2,5:24,1,10,IND 20,20,0,Ahmad Bradshaw right end for 8 yards (tackle by Tyson Alualu),0.280,0.810
2,4:48,2,2,IND 28,20,0,Ahmad Bradshaw left end for 8 yards (tackle by Paul Posluszny and Jonathan Cyprien),0.810,1.330
2,4:17,1,10,IND 36,20,0,Andrew Luck pass complete deep right to T.Y. Hilton for 39 yards (tackle by Jonathan Cyprien). Penalty on LaRoy Reynolds: Defensive Offside (Declined),1.330,3.910
2,3:47,1,10,JAX 25,20,0,Ahmad Bradshaw right end for 1 yard (tackle by Geno Hayes),3.910,3.910
2,3:13,1,10,JAX 25,20,0,Timeout #2 by Jacksonville Jaguars,3.910,3.500
2,3:13,2,9,JAX 24,20,0,Andrew Luck up the middle for 10 yards (tackle by Jonathan Cyprien),3.500,4.650
2,2:31,1,10,JAX 14,20,0,Ahmad Bradshaw right end for 7 yards (tackle by Abry Jones),4.650,5.280
2,2:00,2,3,JAX 7,20,0,Andrew Luck sacked by Sen'Derrick Marks and Red Bryant for 0 yards,5.280,4.500
2,1:15,3,3,JAX 7,20,0,Andrew Luck pass incomplete short left intended for T.Y. Hilton,4.500,4.500
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:15,3,3,JAX 7,20,0,Timeout #3 by Jacksonville Jaguars,4.500,2.990
2,1:13,4,3,JAX 7,23,0,Adam Vinatieri 25 yard field goal good,2.990,3.000
2,1:13,,,IND 35,23,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,1:10,1,10,JAX 20,23,0,"Chad Henne pass complete short left to Mike Brown for 14 yards (tackle by D'Qwell Jackson). Mike Brown fumbles (forced by D'Qwell Jackson), recovered by Darius Butler at JAX-36 and returned for 7 yards (tackle by Cecil Shorts)",0.280,-3.640
2,0:59,1,10,JAX 29,23,0,Andrew Luck pass complete short left to Trent Richardson for 3 yards (tackle by Will Blackmon),3.640,3.640
2,0:53,1,10,JAX 29,23,0,Timeout #1 by Indianapolis Colts,3.640,3.510
2,0:53,2,7,JAX 26,23,0,Andrew Luck pass complete short right to Reggie Wayne for 8 yards (tackle by Geno Hayes),3.510,4.370
2,0:36,1,10,JAX 18,23,0,Andrew Luck pass complete short middle to T.Y. Hilton for 11 yards (tackle by Will Blackmon),4.370,4.370
2,0:31,1,10,JAX 18,23,0,Timeout #2 by Indianapolis Colts,4.370,5.600
2,0:31,1,7,JAX 7,29,0,"Andrew Luck pass complete short right to Coby Fleener for 7 yards, touchdown",5.600,7.000
2,0:31,,,JAX 2,30,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,0:31,,,IND 35,30,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,0:28,1,10,JAX 20,30,0,Toby Gerhart right tackle for 13 yards (tackle by Mike Adams),0.280,1.140
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,30,0,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,30,0,Blake Bortles pass incomplete short right intended for Cecil Shorts,0.280,-0.270
3,14:57,2,10,JAX 20,30,0,Denard Robinson left end for 5 yards (tackle by D'Qwell Jackson),-0.270,-0.300
3,14:17,3,5,JAX 25,30,0,Blake Bortles pass complete short right to Allen Robinson for 21 yards (tackle by Darius Butler),-0.300,1.990
3,13:40,1,10,JAX 46,30,0,Blake Bortles pass incomplete short left intended for Jordan Todman,1.990,1.450
3,13:34,2,10,JAX 46,30,0,Denard Robinson left end for 10 yards (tackle by Vontae Davis),1.450,2.650
3,13:03,1,10,IND 44,30,0,"Blake Bortles right end for 14 yards. Penalty on Luke Bowanko: Offensive Holding, 10 yards (no play)",2.650,1.990
3,12:35,1,20,JAX 46,30,0,Denard Robinson up the middle for -2 yards (tackle by Zach Kerr),1.990,0.490
3,12:00,2,22,JAX 44,30,0,"Blake Bortles pass incomplete short middle intended for Allen Hurns. Penalty on Bjoern Werner: Defensive Offside, 5 yards (no play)",0.490,1.170
3,11:54,2,17,JAX 49,30,0,Blake Bortles pass incomplete short right intended for Cecil Shorts,1.170,0.500
3,11:50,3,17,JAX 49,30,0,Blake Bortles pass incomplete short middle intended for Mickey Shuler,0.500,-0.130
3,11:44,4,17,JAX 49,30,0,"Bryan Anger punts 38 yards, fair catch by Griff Whalen. Penalty on Josh Gordy: Offensive Holding, 6 yards",-0.130,0.380
3,11:37,1,10,IND 7,30,0,Andrew Luck pass complete short left to Trent Richardson for 5 yards (tackle by Sen'Derrick Marks),-0.380,-0.420
3,10:48,2,5,IND 12,30,0,Trent Richardson left end for -1 yards (tackle by Geno Hayes),-0.420,-0.950
3,10:07,3,6,IND 11,30,0,Andrew Luck pass complete short middle to Donte Moncrief for 21 yards (tackle by Paul Posluszny),-0.950,1.070
3,9:21,1,10,IND 32,30,0,Andrew Luck pass incomplete short left intended for Ahmad Bradshaw,1.070,0.530
3,9:21,2,10,IND 32,30,0,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",0.530,-0.150
3,9:15,2,15,IND 27,30,0,Andrew Luck pass incomplete short left intended for Trent Richardson,-0.150,-0.820
3,9:10,3,15,IND 27,30,0,Andrew Luck pass complete short middle to Donte Moncrief for 4 yards (tackle by Will Blackmon),-0.820,-1.310
3,8:27,4,11,IND 31,30,0,"Pat McAfee punts 51 yards, fair catch by Mike Brown",-1.310,-0.040
3,8:20,1,10,JAX 18,30,0,Toby Gerhart right end for 3 yards (tackle by D'Qwell Jackson),0.040,0.010
3,7:50,2,7,JAX 21,30,0,Blake Bortles pass complete deep right to Will Ta'ufo'ou for 26 yards (tackle by Erik Walden),0.010,2.060
3,7:12,1,10,JAX 47,30,0,Denard Robinson up the middle for 7 yards (tackle by D'Qwell Jackson),2.060,2.460
3,6:45,2,3,IND 46,30,0,Blake Bortles left end for 20 yards (tackle by LaRon Landry),2.460,3.840
3,6:10,1,10,IND 26,30,0,Blake Bortles pass incomplete deep right intended for Cecil Shorts (defended by Greg Toler),3.840,3.300
3,6:10,2,10,IND 26,30,0,Toby Gerhart left end for 3 yards (tackle by D'Qwell Jackson),3.300,3.010
3,5:17,3,7,IND 23,30,0,Blake Bortles pass incomplete deep right intended for Allen Robinson (defended by Mike Adams),3.010,1.930
3,5:17,4,7,IND 23,30,3,Josh Scobee 41 yard field goal good,1.930,3.000
3,5:17,,,JAX 35,30,3,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,5:13,1,10,IND 20,30,3,Ahmad Bradshaw left end for 28 yards (tackle by Josh Evans),0.280,2.130
3,4:55,1,10,IND 48,30,3,"Andrew Luck pass complete short middle to Dwayne Allen for 5 yards (tackle by Roy Miller). Penalty on Gosder Cherilus: Illegal Use of Hands, 10 yards (no play)",2.130,1.470
3,4:24,1,20,IND 38,30,3,Trent Richardson left end for 5 yards (tackle by Paul Posluszny),1.470,0.910
3,3:48,2,15,IND 43,30,3,Andrew Luck pass complete deep right to Hakeem Nicks for 29 yards,0.910,3.710
3,3:31,1,10,JAX 28,30,3,Andrew Luck pass complete short middle to Trent Richardson for 15 yards (tackle by Josh Evans),3.710,4.710
3,2:50,1,10,JAX 13,30,3,Trent Richardson right guard for 7 yards (tackle by Paul Posluszny and Jonathan Cyprien),4.710,5.340
3,2:11,2,3,JAX 6,30,3,Trent Richardson right end for -1 yards (tackle by Dwayne Gratz and Geno Hayes),5.340,4.330
3,1:33,3,4,JAX 7,30,3,Andrew Luck up the middle for 3 yards (tackle by Josh Evans),4.330,3.040
3,0:37,4,1,JAX 4,30,3,Ahmad Bradshaw up the middle for no gain (tackle by Geno Hayes). Penalty on Jamon Meredith: Illegal Substitution (Declined),3.040,0.380
3,0:32,1,10,JAX 4,30,3,"Blake Bortles sacked by Bjoern Werner for 0 yards. Blake Bortles fumbles (forced by Bjoern Werner), safety. Penalty on Vontae Davis: Illegal Contact, 5 yards",-0.380,-0.380
3,0:24,1,10,JAX 9,30,3,Blake Bortles pass complete short right to Cecil Shorts for 6 yards (tackle by Bjoern Werner),-0.380,-0.280
3,0:01,2,4,JAX 15,30,3,Toby Gerhart right end for -1 yards (tackle by Greg Toler),-0.280,-0.840
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,JAX 14,30,3,Blake Bortles pass complete short right to Cecil Shorts for 7 yards (tackle by Greg Toler),-0.840,0.340
4,14:33,1,10,JAX 21,30,3,Blake Bortles pass incomplete short left intended for Allen Hurns,0.340,-0.200
4,14:33,2,10,JAX 21,30,3,"Blake Bortles pass incomplete short left intended for Allen Hurns. Penalty on Vontae Davis: Illegal Contact, 5 yards (no play)",-0.200,0.670
4,14:23,1,10,JAX 26,30,3,Toby Gerhart left end for no gain (tackle by Erik Walden),0.670,0.130
4,13:43,2,10,JAX 26,30,3,Blake Bortles pass incomplete deep left intended for Allen Robinson is intercepted by Vontae Davis at IND-43 and returned for -7 yards,0.130,-1.330
4,13:35,1,10,IND 36,30,3,Andrew Luck pass complete short right to Jack Doyle for 6 yards (tackle by Dwayne Gratz),1.330,1.600
4,13:11,2,4,IND 42,30,3,Trent Richardson right end for 8 yards (tackle by Andre Branch),1.600,2.260
4,12:29,1,10,,30,3,Trent Richardson left end for 2 yards (tackle by Geno Hayes),2.260,1.980
4,11:45,2,8,JAX 48,30,3,Andrew Luck pass incomplete short left intended for Coby Fleener,1.980,1.290
4,11:39,3,8,JAX 48,30,3,Andrew Luck pass complete deep right to Reggie Wayne for 23 yards (tackle by Demetrius McCray). Penalty on Chris Clemons: Defensive Offside (Declined),1.290,3.910
4,11:07,1,10,JAX 25,30,3,Trent Richardson up the middle for 2 yards (tackle by Geno Hayes),3.910,3.630
4,10:43,2,8,JAX 23,30,3,Andrew Luck pass complete deep right to Donte Moncrief for 22 yards (tackle by Demetrius McCray),3.630,6.970
,,,,,,,"IND challenged the incomplete pass ruling, and the original play was overturned.",,
4,10:25,1,1,JAX 1,30,3,Trent Richardson right end for no gain (tackle by Red Bryant),6.970,5.910
4,9:39,2,1,JAX 1,30,3,Trent Richardson up the middle for no gain (tackle by Paul Posluszny),5.910,5.170
4,8:56,3,1,JAX 1,36,3,"Andrew Luck pass complete short right to Hakeem Nicks for 1 yard, touchdown. Penalty on Tyson Alualu: Defensive Offside (Declined), Penalty on Tyson Alualu: Defensive 12 On-field (Declined)",5.170,7.000
4,8:56,,,JAX 2,37,3,Adam Vinatieri kicks extra point good,0.000,0.000
4,8:56,,,IND 35,37,3,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,8:53,1,10,JAX 20,37,3,Blake Bortles sacked by Kelcy Quarles for -6 yards,0.280,-1.180
4,8:17,2,16,JAX 14,37,3,Denard Robinson left end for 4 yards (tackle by D'Qwell Jackson),-1.180,-1.330
4,7:41,3,12,JAX 18,37,3,Blake Bortles pass complete short middle to Allen Robinson for 15 yards (tackle by LaRon Landry),-1.330,1.140
4,7:07,1,10,JAX 33,37,3,Blake Bortles pass complete short right to Allen Robinson for 4 yards (tackle by Greg Toler),1.140,1.130
4,7:02,2,6,JAX 37,37,9,"Blake Bortles pass complete short middle to Allen Hurns for 63 yards, touchdown",1.130,7.000
4,7:02,,,IND 2,37,10,Josh Scobee kicks extra point good,0.000,0.000
4,7:02,,,JAX 35,37,10,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,6:51,1,10,IND 20,37,10,Dan Herron up the middle for 1 yard (tackle by Winston Guy),0.280,-0.130
4,6:10,2,9,IND 21,37,10,Matt Hasselbeck pass complete short middle to Dwayne Allen for 12 yards (tackle by Telvin Smith),-0.130,1.140
4,5:25,1,10,IND 33,37,10,Matt Hasselbeck pass incomplete short right intended for Dwayne Allen,1.140,0.590
4,5:20,2,10,IND 33,37,10,Matt Hasselbeck pass complete short left to Hakeem Nicks for 8 yards (tackle by Alan Ball and Telvin Smith),0.590,0.960
4,4:35,3,2,IND 41,37,10,Matt Hasselbeck pass incomplete deep right intended for Donte Moncrief,0.960,-0.650
4,4:28,4,2,IND 41,37,10,Pat McAfee punts 56 yards,-0.650,0.380
4,4:14,1,10,JAX 3,37,10,Blake Bortles pass complete short left to Allen Robinson for 6 yards (tackle by Vontae Davis),-0.380,-0.340
4,3:43,2,4,JAX 9,37,10,Blake Bortles pass complete short left to Allen Robinson for 18 yards (tackle by Darius Butler),-0.340,0.740
4,3:17,1,10,JAX 27,37,10,Blake Bortles pass incomplete short right intended for Denard Robinson (defended by Kelcy Quarles),0.740,0.200
4,3:13,2,10,JAX 27,43,10,"Blake Bortles pass incomplete deep right intended for Allen Hurns is intercepted by Greg Toler at JAX-47 and returned for 47 yards, touchdown",0.200,-7.000
4,2:58,,,JAX 2,44,10,Adam Vinatieri kicks extra point good,0.000,0.000
4,2:58,,,IND 35,44,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,2:58,1,10,JAX 20,44,10,Blake Bortles pass complete short right to Toby Gerhart for 26 yards (tackle by LaRon Landry),0.280,1.990
4,2:27,1,10,JAX 46,44,10,Jordan Todman left end for 10 yards (tackle by Jonathan Newsome),1.990,2.650
4,1:58,1,10,IND 44,44,10,Blake Bortles pass complete short right to Cecil Shorts for 7 yards (tackle by Loucheiz Purifoy),2.650,3.060
4,1:54,2,3,IND 37,44,10,Blake Bortles pass complete short left to Cecil Shorts for 5 yards (tackle by Josh Gordy),3.060,3.450
4,1:30,1,10,IND 32,44,10,Blake Bortles left end for 10 yards,3.450,4.110
4,0:59,1,10,IND 22,44,10,Blake Bortles pass complete short left to Allen Robinson for 9 yards (tackle by Colt Anderson),4.110,4.110
4,0:52,1,10,IND 22,44,10,Timeout #1 by Jacksonville Jaguars,4.110,5.060
4,0:49,2,1,IND 13,44,10,Toby Gerhart up the middle for 3 yards (tackle by Zach Kerr),5.060,4.910
4,0:22,1,10,IND 10,44,16,"Blake Bortles pass complete short right to Cecil Shorts for 10 yards, touchdown",4.910,7.000
4,0:22,,,IND 2,44,17,"Josh Scobee kicks extra point good. Penalty on Henoc Muamba: Illegal Use of Hands, 5 yards",0.000,0.000
4,0:22,,,JAX 40,44,17,"Josh Scobee kicks off 60 yards, touchback",0.000,-0.280
4,0:18,1,10,IND 20,44,17,Matt Hasselbeck kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
