Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
2,7:58,1,10,BAL 18,6,13,"Patrick Mahomes pass complete deep left to Demarcus Robinson for 18 yards, touchdown",4.370,7.000
2,7:52,,,BAL 15,6,14,Harrison Butker kicks extra point good,0.000,0.000
2,7:52,,,KAN 35,6,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,7:52,1,10,BAL 25,6,14,Mark Ingram right guard for 5 yards (tackle by Derrick Nnadi and Tyrann Mathieu),0.610,0.740
2,7:10,2,5,BAL 30,6,14,Mark Ingram right guard for 7 yards (tackle by Darron Lee),0.740,1.400
2,6:34,1,10,BAL 37,6,14,"Gus Edwards right end for 3 yards (tackle by Juan Thornhill). Penalty on Willie Snead: Offensive Holding, 10 yards",1.400,0.940
2,6:07,1,17,BAL 30,6,14,Lamar Jackson pass incomplete short right intended for Justice Hill (defended by Tyrann Mathieu),0.940,-0.090
2,6:03,2,17,BAL 30,6,14,Lamar Jackson right end for 4 yards (tackle by Derrick Nnadi),-0.090,-0.230
2,5:18,3,13,BAL 34,6,14,Lamar Jackson pass complete short left to Nick Boyle for 9 yards (tackle by Ben Niemann),-0.230,-0.520
2,4:39,4,4,BAL 43,6,14,Sam Koch punts 53 yards downed by Justin Bethel,-0.520,0.380
2,4:27,1,10,KAN 4,6,14,LeSean McCoy up the middle for 9 yards (tackle by Patrick Onwuasor),-0.380,-0.120
2,3:52,2,1,KAN 13,6,14,LeSean McCoy right end for 4 yards (tackle by Tony Jefferson),-0.120,-0.060
2,3:12,1,10,KAN 17,6,20,"Patrick Mahomes pass complete deep left to Mecole Hardman for 83 yards, touchdown",-0.060,7.000
2,3:00,,,BAL 15,6,20,Harrison Butker kicks extra point no good wide left,0.000,-1.000
2,3:00,,,KAN 35,6,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,3:00,1,10,BAL 25,6,20,Lamar Jackson left tackle for no gain (tackle by Damien Wilson),0.610,0.060
2,2:17,2,10,BAL 25,6,20,Lamar Jackson pass complete short left to Hayden Hurst for 11 yards (tackle by Tyrann Mathieu),0.060,1.330
2,2:00,1,10,BAL 36,6,20,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Tyrann Mathieu),1.330,0.790
2,1:55,2,10,BAL 36,6,20,Lamar Jackson pass complete short left to Willie Snead for 13 yards (tackle by Anthony Hitchens),0.790,2.190
2,1:48,1,10,BAL 49,6,20,"Penalty on Willie Snead: False Start, 5 yards (no play)",2.190,1.860
2,1:45,1,15,BAL 44,6,20,Lamar Jackson pass incomplete short right intended for Justice Hill,1.860,0.970
2,1:42,2,15,BAL 44,6,20,Lamar Jackson pass incomplete deep left intended for Willie Snead (defended by Ben Niemann),0.970,0.300
2,1:34,3,15,BAL 44,6,20,Lamar Jackson pass incomplete deep middle intended for Hayden Hurst,0.300,-0.460
2,1:28,4,15,BAL 44,6,20,"Sam Koch punts 48 yards, returned by De'Anthony Thomas for 9 yards (tackle by Justin Bethel)",-0.460,0.060
2,1:18,1,10,KAN 17,6,20,Patrick Mahomes pass complete short left to Darrel Williams for 8 yards (tackle by Patrick Onwuasor),-0.060,0.620
2,1:12,2,2,KAN 25,6,20,Patrick Mahomes pass incomplete short right intended for Mecole Hardman (defended by Brandon Carr),0.620,-0.240
2,1:10,3,2,KAN 25,6,20,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Anthony Averett),-0.240,1.000
2,0:53,1,10,KAN 31,6,20,Patrick Mahomes pass complete deep right to Demarcus Robinson for 18 yards (tackle by Brandon Carr),1.000,2.190
2,0:49,1,10,KAN 49,6,20,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,2.190,1.650
2,0:44,2,10,KAN 49,6,20,Patrick Mahomes pass complete short left to Darrel Williams for 5 yards (tackle by Maurice Canady),1.650,1.620
2,0:39,3,5,BAL 46,6,20,Patrick Mahomes pass complete short left to Travis Kelce for 19 yards (tackle by Patrick Onwuasor),1.620,3.780
2,0:33,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:33,1,10,BAL 27,6,20,"Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson. Penalty on Mitchell Schwartz: Offensive Holding, 10 yards (no play)",3.780,3.120
2,0:25,1,20,BAL 37,6,20,Patrick Mahomes pass complete short right to Sammy Watkins for 13 yards (tackle by Maurice Canady),3.120,3.640
2,0:10,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:10,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:10,2,7,BAL 24,6,23,Harrison Butker 42 yard field goal good,3.640,3.000
2,0:05,,,KAN 35,6,23,"Harrison Butker kicks off 64 yards, returned by Justice Hill for 25 yards (tackle by Daniel Sorensen)",0.000,1.270
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,6,23,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,6,23,Mark Ingram left guard for 9 yards (tackle by Damien Wilson),0.610,1.280
3,14:28,2,1,BAL 34,6,23,Mark Ingram right tackle for 4 yards (tackle by Frank Clark and Derrick Nnadi),1.280,1.470
3,13:54,1,10,BAL 38,6,23,Gus Edwards right tackle for 15 yards (tackle by Anthony Hitchens),1.470,2.460
3,13:17,1,10,KAN 47,6,23,Gus Edwards right end for 13 yards (tackle by Bashaud Breeland),2.460,3.310
3,12:40,1,10,KAN 34,6,23,Justice Hill right end for 1 yard (tackle by Alex Okafor),3.310,2.910
3,12:04,2,9,KAN 33,6,23,Gus Edwards up the middle for 6 yards (tackle by Anthony Hitchens),2.910,3.010
3,11:28,3,3,KAN 27,6,23,Lamar Jackson left end for 8 yards (tackle by Kendall Fuller),3.010,4.310
3,10:49,1,10,KAN 19,6,23,Lamar Jackson pass incomplete deep right intended for Hayden Hurst,4.310,3.750
3,10:42,2,10,KAN 19,12,23,"Mark Ingram right tackle for 19 yards, touchdown",3.750,7.000
3,10:35,,,KAN 15,13,23,Justin Tucker kicks extra point good,0.000,0.000
3,10:35,,,BAL 35,13,23,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,10:35,1,10,KAN 25,13,23,LeSean McCoy right end for 25 yards (tackle by Brandon Carr),0.610,2.260
3,10:01,1,10,KAN 50,13,23,Darrel Williams right tackle for 8 yards (tackle by Earl Thomas and Chuck Clark),2.260,2.790
3,9:23,2,2,BAL 42,13,23,Darrel Williams left guard for 1 yard (tackle by Matt Judon and Kenny Young),2.790,2.210
3,8:44,3,1,BAL 41,13,23,LeSean McCoy up the middle for no gain (tackle by Matt Judon),2.210,0.530
3,8:01,4,1,BAL 41,13,23,"Austin Reiter aborted snap, recovered by Patrick Mahomes at BAL-43 (tackle by Kenny Young and Earl Thomas). Patrick Mahomes fumbles (forced by Kenny Young), recovered by Darrel Williams at BAL-43 (tackle by Brandon Williams)",0.530,-1.800
3,7:54,1,10,BAL 43,13,23,Mark Ingram left tackle for 3 yards (tackle by Darron Lee),1.800,1.660
3,7:14,2,7,BAL 46,13,23,Gus Edwards right tackle for 2 yards (tackle by Frank Clark),1.660,1.220
3,6:33,3,5,BAL 48,13,23,Lamar Jackson pass incomplete short left intended for Marquise Brown (defended by Emmanuel Ogbah),1.220,-0.190
3,6:29,4,5,BAL 48,13,23,"Sam Koch punts 52 yards, touchback.",-0.190,-0.280
3,6:21,1,10,KAN 20,13,23,Patrick Mahomes pass complete deep right to Sammy Watkins for 36 yards (tackle by Marlon Humphrey),0.280,2.650
3,5:42,1,10,BAL 44,13,23,Patrick Mahomes pass complete short left to Demarcus Robinson for 7 yards (tackle by Marlon Humphrey),2.650,3.060
3,5:10,2,3,BAL 37,13,23,Darrel Williams left end for 5 yards (tackle by Patrick Onwuasor),3.060,3.450
3,4:26,1,10,BAL 32,13,23,"Patrick Mahomes pass complete short right to Darrel Williams for 7 yards (tackle by Chuck Clark). Penalty on Travis Kelce: Illegal Block Above the Waist, 10 yards",3.450,3.250
3,3:52,1,13,BAL 35,13,23,Patrick Mahomes pass complete short right to Byron Pringle for 7 yards (tackle by Maurice Canady),3.250,3.440
3,3:20,2,6,BAL 28,13,23,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,3.440,2.740
3,3:16,3,6,BAL 28,13,23,"Patrick Mahomes pass deep right is intercepted by Brandon Carr at BAL-11 and returned for no gain. Penalty on Tony Jefferson: Defensive Pass Interference, 13 yards (no play)",2.740,4.580
3,3:10,1,10,BAL 15,13,23,Patrick Mahomes left end for 6 yards (tackle by Matt Judon). Penalty on Austin Reiter: Offensive Holding (Offsetting) . Penalty on LeSean McCoy: Offensive Holding (Offsetting) (no play),4.580,4.580
3,2:55,1,10,BAL 15,13,23,LeSean McCoy left tackle for 1 yard (tackle by Tony Jefferson),4.580,4.110
3,2:15,2,9,BAL 14,13,29,"Patrick Mahomes pass complete short left to LeSean McCoy for 14 yards, touchdown",4.110,7.000
3,2:07,,,BAL 15,13,30,Harrison Butker kicks extra point good,0.000,0.000
3,2:07,,,KAN 35,13,30,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,2:07,1,10,BAL 25,13,30,Lamar Jackson pass complete short middle to Nick Boyle for 15 yards (tackle by Anthony Hitchens),0.610,1.600
3,1:28,1,10,BAL 40,13,30,Lamar Jackson sacked by Emmanuel Ogbah for -12 yards,1.600,-0.570
3,0:44,2,22,BAL 28,13,30,Lamar Jackson pass complete short right to Nick Boyle for 11 yards (tackle by Kendall Fuller),-0.570,0.230
3,0:05,3,11,BAL 39,13,30,Lamar Jackson pass complete short right to Marquise Brown for 18 yards (tackle by Bashaud Breeland),0.230,2.720
Quarter,Time,Down,ToGo,Location,BAL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 43,13,30,Mark Ingram right tackle for 5 yards (tackle by Kendall Fuller),2.720,2.850
4,14:31,2,5,KAN 38,13,30,Lamar Jackson pass incomplete deep right intended for Marquise Brown,2.850,2.150
4,14:25,3,5,KAN 38,13,30,Mark Ingram right end for 6 yards (tackle by Kendall Fuller and Alex Okafor),2.150,3.450
4,13:54,1,10,KAN 32,13,30,Lamar Jackson pass complete short left to Gus Edwards for 5 yards (tackle by Kendall Fuller),3.450,3.580
4,13:28,2,5,KAN 27,13,30,Lamar Jackson pass incomplete short left intended for Willie Snead,3.580,2.870
4,13:25,3,5,KAN 27,13,30,Lamar Jackson pass incomplete short left intended for Justice Hill,2.870,1.720
4,13:21,4,5,KAN 27,13,30,Lamar Jackson pass complete deep right to Seth Roberts for 25 yards (tackle by Kendall Fuller),1.720,6.740
4,12:52,1,2,KAN 2,13,30,Mark Ingram up the middle for 1 yard (tackle by Derrick Nnadi),6.740,5.910
4,12:27,2,1,KAN 1,19,30,"Mark Ingram up the middle for 1 yard, touchdown",5.910,7.000
4,12:22,,,KAN 2,19,30,"Two Point Attempt: Lamar Jackson pass incomplete intended for Nick Boyle, conversion fails",1.000,-1.000
4,12:22,,,BAL 35,19,30,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,12:22,1,10,KAN 25,19,30,Darrel Williams right guard for 4 yards (tackle by Pernell McPhee),0.610,0.600
4,11:46,2,6,KAN 29,19,30,Patrick Mahomes pass complete short middle to Travis Kelce for 14 yards (tackle by Brandon Carr),0.600,1.800
4,11:03,1,10,KAN 43,19,30,Patrick Mahomes pass incomplete short right intended for Sammy Watkins,1.800,1.250
4,10:59,2,10,KAN 43,19,30,Patrick Mahomes pass incomplete short middle intended for Sammy Watkins,1.250,0.560
4,10:55,3,10,KAN 43,19,30,Patrick Mahomes pass incomplete short right intended for Sammy Watkins,0.560,-0.520
4,10:49,4,10,KAN 43,19,30,"Dustin Colquitt punts 57 yards, touchback.",-0.520,-0.280
4,10:40,1,10,BAL 20,19,30,Mark Ingram right tackle for 8 yards (tackle by Alex Okafor and Anthony Hitchens),0.280,0.810
4,10:03,2,2,BAL 28,19,30,Gus Edwards up the middle for 9 yards (tackle by Anthony Hitchens),0.810,1.400
4,9:36,1,10,BAL 37,19,30,Lamar Jackson pass complete deep right to Marquise Brown for 31 yards (tackle by Bashaud Breeland),1.400,3.450
4,9:27,1,10,KAN 32,19,30,Lamar Jackson pass incomplete deep right intended for Marquise Brown,3.450,2.900
4,9:21,2,10,KAN 32,19,30,"Lamar Jackson pass complete short left to Chris Moore for 11 yards (tackle by Kendall Fuller). Penalty on Miles Boykin: Offensive Pass Interference, 10 yards (no play)",2.900,1.550
4,8:55,2,20,KAN 42,19,30,Lamar Jackson pass complete short right to Mark Ingram for 3 yards (tackle by Bashaud Breeland),1.550,1.290
4,8:13,3,17,KAN 39,19,30,Lamar Jackson pass complete deep left to Willie Snead for 23 yards (tackle by Charvarius Ward),1.290,4.510
4,7:39,1,10,KAN 16,19,30,Lamar Jackson pass incomplete deep right intended for Mark Andrews,4.510,3.900
4,7:34,2,10,KAN 16,19,30,Lamar Jackson pass incomplete deep middle intended for Hayden Hurst (defended by Tyrann Mathieu),3.900,3.080
4,7:29,3,10,KAN 16,19,30,Lamar Jackson sacked by Frank Clark for -5 yards,3.080,2.060
4,6:43,4,15,KAN 21,22,30,Justin Tucker 39 yard field goal good,2.060,3.000
4,6:39,,,BAL 35,22,30,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,6:39,1,10,KAN 25,22,30,Darrel Williams right end for 41 yards (tackle by Earl Thomas),0.610,3.310
4,5:54,1,10,BAL 34,22,30,Darrel Williams right tackle for 3 yards (tackle by Michael Pierce),3.310,3.180
4,5:45,,,,,,Timeout #1 by Baltimore Ravens,,
4,5:45,2,7,BAL 31,22,30,Darwin Thompson right tackle for 8 yards (tackle by Earl Thomas),3.180,4.040
4,5:02,1,10,BAL 23,22,30,"Darwin Thompson up the middle for no gain (tackle by Tony Jefferson). Penalty on Matt Judon: Illegal Use of Hands, 5 yards (no play)",4.040,4.370
4,4:55,1,10,BAL 18,22,30,Darwin Thompson up the middle for 2 yards (tackle by Michael Pierce and Patrick Onwuasor),4.370,4.090
4,4:50,,,,,,Timeout #2 by Baltimore Ravens,,
4,4:50,2,8,BAL 16,22,30,Darwin Thompson right end for -2 yards (tackle by Kenny Young),4.090,3.050
4,4:44,3,10,BAL 18,22,30,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman,3.050,2.250
4,4:39,4,10,BAL 18,22,33,Harrison Butker 36 yard field goal good,2.250,3.000
4,4:36,,,KAN 35,22,33,"Harrison Butker kicks off 57 yards, returned by Justice Hill for 22 yards (tackle by Jordan Lucas)",0.000,0.940
4,4:30,1,10,BAL 30,22,33,Lamar Jackson pass complete short left to Mark Ingram for 10 yards (tackle by Daniel Sorensen),0.940,1.600
4,4:00,1,10,BAL 40,22,33,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Anthony Hitchens),1.600,1.730
4,3:41,2,5,BAL 45,22,33,Lamar Jackson pass complete short left to Willie Snead for 11 yards (tackle by Kendall Fuller),1.730,2.650
4,3:17,1,10,KAN 44,22,33,Lamar Jackson pass complete short left to Mark Ingram for 13 yards (tackle by Daniel Sorensen),2.650,3.510
4,2:47,1,10,KAN 31,22,33,Lamar Jackson pass complete short left to Gus Edwards for 10 yards (tackle by Charvarius Ward),3.510,4.170
4,2:41,1,10,KAN 21,22,33,Lamar Jackson pass incomplete deep left intended for Miles Boykin,4.170,3.630
4,2:36,2,10,KAN 21,22,33,Lamar Jackson pass complete short left to Seth Roberts for 12 yards (tackle by Charvarius Ward),3.630,5.140
4,2:14,1,9,KAN 9,22,33,Lamar Jackson pass incomplete short left intended for Mark Andrews,5.140,4.380
4,2:10,2,9,KAN 9,28,33,"Lamar Jackson right end for 9 yards, touchdown",4.380,7.000
4,2:01,,,KAN 2,28,33,"Two Point Attempt: Lamar Jackson rushes, conversion fails.",1.000,-1.000
4,2:01,,,BAL 35,28,33,"Justin Tucker kicks onside 29 yards,",0.000,1.330
4,2:01,1,10,KAN 36,28,33,Darrel Williams up the middle for no gain (tackle by Michael Pierce),1.330,0.790
4,1:55,2,10,KAN 36,28,33,Darrel Williams up the middle for 1 yard (tackle by Tony Jefferson),0.790,0.230
4,1:51,,,,,,Timeout #3 by Baltimore Ravens,,
4,1:51,3,9,KAN 37,28,33,Patrick Mahomes pass complete short right to Darrel Williams for 16 yards (tackle by Tony Jefferson),0.230,2.460
4,1:05,1,10,BAL 47,28,33,Patrick Mahomes kneels for -1 yards,2.460,1.780
4,0:31,2,11,BAL 48,28,33,Patrick Mahomes kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
