Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
1,7:38,2,3,TEN 8,0,0,Ezekiel Elliott up the middle for 6 yards (tackle by Kevin Byard and Harold Landry),5.220,6.740
1,6:57,1,2,TEN 2,0,0,Ezekiel Elliott left tackle for -2 yards (tackle by Harold Landry),6.740,5.340
1,6:18,2,4,TEN 4,0,6,"Dak Prescott pass complete short left to Amari Cooper for 4 yards, touchdown",5.340,7.000
1,6:12,,,TEN 15,0,7,Brett Maher kicks extra point good,0.000,0.000
1,6:12,,,DAL 35,0,7,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,6:12,1,10,TEN 25,0,7,Marcus Mariota pass complete short right to Corey Davis for 14 yards (tackle by Chidobe Awuzie),0.610,1.530
1,5:34,1,10,TEN 39,0,7,Dion Lewis left tackle for 1 yard (tackle by Demarcus Lawrence and Jaylon Smith),1.530,1.120
1,5:09,2,9,TEN 40,0,7,"Marcus Mariota aborted snap, recovered by Jaylon Smith at TEN-41",1.120,-2.850
1,5:01,1,10,TEN 41,0,7,Dak Prescott pass complete short right to Ezekiel Elliott for 37 yards (tackle by Rashaan Evans),2.850,6.280
1,4:20,,,,,,Timeout #1 by Dallas Cowboys,,
1,4:20,1,4,TEN 4,0,7,Ezekiel Elliott left end for -2 yards (tackle by Jurrell Casey and Wesley Woodyard),6.280,4.950
1,3:37,2,6,TEN 6,0,7,Dak Prescott pass short left intended for Amari Cooper is intercepted by Kevin Byard at TEN-0 and returned for no gain,4.950,-0.280
1,3:30,1,10,TEN 20,0,7,Dion Lewis up the middle for 1 yard (tackle by Leighton Vander Esch),0.280,-0.130
1,3:05,2,9,TEN 21,0,7,Marcus Mariota pass incomplete short right intended for Luke Stocker (defended by Leighton Vander Esch),-0.130,-0.820
1,3:03,3,9,TEN 21,0,7,Marcus Mariota pass complete deep right to Taywan Taylor for 16 yards (tackle by Chidobe Awuzie),-0.820,1.400
1,2:35,1,10,TEN 37,0,7,Marcus Mariota pass complete short left to Corey Davis for 6 yards (tackle by Damien Wilson),1.400,1.670
1,1:52,2,4,TEN 43,0,7,Dion Lewis up the middle for no gain (tackle by Antwaun Woods),1.670,0.960
1,1:07,3,4,TEN 43,0,7,"Penalty on Josh Kline: False Start, 5 yards (no play)",0.960,0.300
1,0:43,3,9,TEN 38,0,7,Marcus Mariota pass complete deep right to Corey Davis for 17 yards (tackle by Byron Jones),0.300,2.590
Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 45,0,7,Corey Davis right end for 4 yards (tackle by Demarcus Lawrence and Chidobe Awuzie),2.590,2.580
2,14:16,2,6,DAL 41,0,7,Marcus Mariota pass complete short middle to Luke Stocker for 5 yards (tackle by Jaylon Smith),2.580,2.540
2,13:38,,,,,,Timeout #1 by Tennessee Titans,,
2,13:38,3,1,DAL 36,0,7,Marcus Mariota right tackle for 12 yards (tackle by Jeff Heath),2.540,3.970
2,12:57,1,10,DAL 24,0,7,Dion Lewis left tackle for 1 yard (tackle by Jaylon Smith),3.970,3.570
2,12:21,2,9,DAL 23,0,7,Dion Lewis left end for 12 yards (tackle by Jaylon Smith),3.570,4.840
2,11:38,1,10,DAL 11,0,7,Marcus Mariota pass complete short middle to Corey Davis for 5 yards (tackle by Leighton Vander Esch),4.840,5.080
2,11:00,2,5,DAL 6,0,7,Dion Lewis right end for 4 yards (tackle by Chidobe Awuzie),5.080,5.120
2,10:17,3,1,DAL 2,0,7,Marcus Mariota up the middle for 1 yard (tackle by Maliek Collins),5.120,6.970
2,9:41,1,1,DAL 1,6,7,"Derrick Henry right guard for 1 yard, touchdown",6.970,7.000
2,9:35,,,DAL 15,7,7,Ryan Succop kicks extra point good,0.000,0.000
2,9:35,,,TEN 35,7,7,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
2,9:35,1,10,DAL 25,7,7,Ezekiel Elliott up the middle for 4 yards (tackle by Jurrell Casey),0.610,0.600
2,9:01,2,6,DAL 29,7,7,Dak Prescott pass incomplete short right intended for Michael Gallup,0.600,-0.100
2,8:56,3,6,DAL 29,7,7,"Dak Prescott pass complete short middle to Amari Cooper for 7 yards (tackle by Adoree' Jackson). Penalty on Blake Jarwin: Offensive Pass Interference, 10 yards (no play)",-0.100,-1.510
2,8:32,3,16,DAL 19,7,7,Dak Prescott pass complete short right to Ezekiel Elliott for 7 yards (tackle by Wesley Woodyard and Logan Ryan),-1.510,-1.630
2,7:55,4,9,DAL 26,7,7,"Chris Jones punts 43 yards, fair catch by Adoree' Jackson at TEN-31",-1.630,-1.000
2,7:49,1,10,TEN 31,7,7,Marcus Mariota pass incomplete deep middle intended for Corey Davis (defended by Byron Jones),1.000,0.460
2,7:43,2,10,TEN 31,7,7,Marcus Mariota pass complete short left to Derrick Henry for 3 yards (tackle by Jeff Heath),0.460,0.170
2,6:59,3,7,TEN 34,7,7,Marcus Mariota pass complete short left to Cameron Batson for 12 yards (tackle by Byron Jones),0.170,1.990
2,6:13,1,10,TEN 46,7,7,Derrick Henry up the middle for 4 yards (tackle by Sean Lee),1.990,1.990
2,5:41,2,6,TEN 50,7,7,Marcus Mariota pass complete short left to Dion Lewis for -4 yards (tackle by Daniel Ross),1.990,0.760
2,4:56,,,,,,Timeout #2 by Tennessee Titans,,
2,4:56,3,10,TEN 46,7,7,Marcus Mariota pass complete deep middle to Darius Jennings for 36 yards (tackle by Xavier Woods),0.760,4.370
2,4:21,1,10,DAL 18,13,7,"Marcus Mariota pass complete short right to Dion Lewis for 18 yards, touchdown",4.370,7.000
2,4:11,,,DAL 15,14,7,Ryan Succop kicks extra point good,0.000,0.000
2,4:11,,,TEN 35,14,7,"Ryan Succop kicks off 66 yards, returned by Deonte Thompson for no gain (tackle by David Fluellen)",0.000,0.410
2,4:06,1,10,DAL 22,14,7,Dak Prescott pass complete short left to Blake Jarwin for 10 yards (tackle by Jayon Brown),0.410,1.070
2,3:30,1,10,DAL 32,14,7,Ezekiel Elliott left tackle for 5 yards (tackle by Wesley Woodyard),1.070,1.200
2,2:56,2,5,DAL 37,14,7,Ezekiel Elliott right guard for 4 yards (tackle by Wesley Woodyard and Harold Landry),1.200,1.030
2,2:22,3,1,DAL 41,14,7,Ezekiel Elliott up the middle for 1 yard (tackle by Kenny Vaccaro),1.030,1.730
2,2:00,1,10,DAL 42,14,7,Dak Prescott left end for 5 yards (tackle by Wesley Woodyard),1.730,1.860
2,1:52,2,5,DAL 47,14,7,Dak Prescott pass complete short left to Deonte Thompson for 15 yards (tackle by Kenny Vaccaro),1.860,3.050
2,1:28,1,10,TEN 38,14,7,Dak Prescott pass incomplete short right intended for Rod Smith (defended by Brian Orakpo),3.050,2.510
2,1:23,2,10,TEN 38,14,7,Dak Prescott pass complete short middle to Amari Cooper for 15 yards (tackle by Malcolm Butler),2.510,4.040
2,0:53,1,10,TEN 23,14,7,Dak Prescott pass incomplete short right,4.040,3.500
2,0:45,2,10,TEN 23,14,13,"Dak Prescott pass complete deep left to Allen Hurns for 23 yards, touchdown",3.500,7.000
2,0:39,,,TEN 15,14,14,Brett Maher kicks extra point good,0.000,0.000
2,0:39,,,DAL 35,14,14,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,0:39,1,10,TEN 25,14,14,Marcus Mariota sacked by Tyrone Crawford for -9 yards,0.610,-1.290
Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,14,14,"Brett Maher kicks off 65 yards, returned by Darius Jennings for no gain (tackle by Rod Smith)",0.000,0.480
3,14:54,1,10,TEN 23,14,14,Marcus Mariota pass incomplete short middle intended for Corey Davis,0.480,-0.070
3,14:50,2,10,TEN 23,14,14,Marcus Mariota pass complete deep left to Jonnu Smith for 26 yards (tackle by Jeff Heath),-0.070,2.190
3,14:20,1,10,TEN 49,14,14,Marcus Mariota pass incomplete short right,2.190,1.650
3,14:13,2,10,TEN 49,14,14,Dion Lewis left end for 1 yard (tackle by Jaylon Smith),1.650,1.090
3,13:33,3,9,TEN 50,14,14,Marcus Mariota sacked by Daniel Ross for -6 yards,1.090,-0.460
3,12:51,4,15,TEN 44,14,14,"Brett Kern punts 45 yards, returned by Cole Beasley for 7 yards (tackle by LeShaun Sims)",-0.460,-0.040
3,12:39,1,10,DAL 18,14,14,Ezekiel Elliott left end for 6 yards (tackle by Kamalei Correa),0.040,0.410
3,12:06,2,4,DAL 24,14,14,Ezekiel Elliott right tackle for 1 yard (tackle by Logan Ryan),0.410,-0.270
3,11:26,3,3,DAL 25,14,14,Dak Prescott pass complete short left to Michael Gallup for 20 yards (tackle by Kenny Vaccaro),-0.270,1.930
3,10:49,1,10,DAL 45,14,14,"Dak Prescott pass incomplete short right intended for Amari Cooper. Penalty on Connor Williams: Offensive Holding, 10 yards (no play)",1.930,1.270
3,10:43,1,20,DAL 35,14,14,Ezekiel Elliott up the middle for 6 yards (tackle by Wesley Woodyard),1.270,0.840
3,10:02,2,14,DAL 41,14,14,Dak Prescott pass complete short middle to Deonte Thompson for 6 yards (tackle by Wesley Woodyard),0.840,0.960
3,9:26,3,8,DAL 47,14,14,"Penalty on La'el Collins: False Start, 5 yards (no play)",0.960,0.300
3,9:09,3,13,DAL 42,14,14,"Dak Prescott sacked by Jayon Brown for -2 yards. Dak Prescott fumbles (forced by Jayon Brown), recovered by Wesley Woodyard at DAL-40 (tackle by La'el Collins)",0.300,-2.920
3,9:02,1,10,DAL 40,14,14,Dion Lewis right end for 9 yards (tackle by Demarcus Lawrence),2.920,3.590
3,8:21,2,1,DAL 31,14,14,Dion Lewis left tackle for 5 yards (tackle by Xavier Woods and Leighton Vander Esch),3.590,3.840
3,7:43,1,10,DAL 26,14,14,Dion Lewis left tackle for 3 yards (tackle by Leighton Vander Esch),3.840,3.700
3,7:22,2,7,DAL 23,14,14,Marcus Mariota pass complete short right to Corey Davis for 6 yards (tackle by Chidobe Awuzie),3.700,3.950
3,6:59,3,1,DAL 17,14,14,Marcus Mariota up the middle for 2 yards (tackle by Antwaun Woods and Leighton Vander Esch),3.950,4.580
3,6:17,1,10,DAL 15,14,14,Marcus Mariota pass complete short left to Taywan Taylor for 8 yards (tackle by Chidobe Awuzie),4.580,5.410
3,5:50,2,2,DAL 7,20,14,"Marcus Mariota pass complete short middle to Jonnu Smith for 7 yards, touchdown",5.410,7.000
3,5:44,,,DAL 15,21,14,Ryan Succop kicks extra point good,0.000,0.000
3,5:44,,,TEN 35,21,14,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
3,5:44,1,10,DAL 25,21,14,Ezekiel Elliott right end for 3 yards (tackle by Kevin Byard),0.610,0.470
3,5:06,2,7,DAL 28,21,14,Dak Prescott pass complete short left to Amari Cooper for 9 yards (tackle by Malcolm Butler),0.470,1.400
3,4:32,1,10,DAL 37,21,14,Ezekiel Elliott right guard for no gain (tackle by Darius Kilgo),1.400,0.860
3,3:54,2,10,DAL 37,21,14,Dak Prescott sacked by Austin Johnson for -6 yards,0.860,-0.620
3,3:08,3,16,DAL 31,21,14,Dak Prescott pass complete short right to Rod Smith for 8 yards (tackle by Wesley Woodyard and Kevin Byard),-0.620,-0.780
3,2:32,4,8,DAL 39,21,14,"Chris Jones punts 47 yards, returned by Adoree' Jackson for 11 yards (tackle by Damien Wilson and Jeff Heath)",-0.780,-0.610
3,2:20,1,10,TEN 25,21,14,Derrick Henry left tackle for 13 yards (tackle by Damien Wilson),0.610,1.470
3,1:41,1,10,TEN 38,21,14,Derrick Henry left guard for 2 yards (tackle by Maliek Collins and Taco Charlton),1.470,1.190
3,1:15,2,8,TEN 40,21,14,Marcus Mariota pass complete short right to Tajae Sharpe for no gain (tackle by Anthony Brown),1.190,0.500
3,0:29,,,,,,Timeout #1 by Tennessee Titans,,
3,0:29,3,8,TEN 40,21,14,Marcus Mariota pass complete short left to Cameron Batson for 9 yards (tackle by Xavier Woods and Anthony Brown),0.500,2.190
Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 49,21,14,Marcus Mariota pass incomplete deep left intended for Cameron Batson,2.190,1.650
4,14:53,2,10,TEN 49,21,14,Dion Lewis up the middle for 13 yards (tackle by Xavier Woods and Anthony Brown),1.650,3.050
4,14:11,1,10,DAL 38,21,14,Dion Lewis left tackle for no gain (tackle by Tyrone Crawford),3.050,2.510
4,13:43,2,10,DAL 38,21,14,"Marcus Mariota left end for 3 yards (tackle by Leighton Vander Esch). Penalty on Leighton Vander Esch: Unnecessary Roughness, 15 yards",2.510,4.240
4,13:12,1,10,DAL 20,21,14,Marcus Mariota pass complete short left to Dion Lewis for 9 yards (tackle by Leighton Vander Esch),4.240,5.260
4,12:38,2,1,DAL 11,21,14,Dion Lewis up the middle for 1 yard (tackle by Anthony Brown),5.260,4.910
4,11:50,1,10,DAL 10,21,14,Dion Lewis up the middle for 1 yard (tackle by Jaylon Smith and Dorance Armstrong),4.910,4.380
4,11:13,2,9,DAL 9,21,14,Marcus Mariota pass incomplete short right,4.380,3.360
4,11:06,3,9,DAL 9,21,14,Marcus Mariota pass incomplete short left intended for Corey Davis,3.360,2.830
4,11:02,4,9,DAL 9,21,14,Ryan Succop 28 yard field goal no good,2.830,-0.280
4,10:58,1,10,DAL 20,21,14,Dak Prescott sacked by Brian Orakpo for -2 yards,0.280,-0.630
4,10:19,2,12,DAL 18,21,14,Dak Prescott pass complete short right to Ezekiel Elliott for no gain (tackle by Adoree' Jackson),-0.630,-1.330
4,9:36,3,12,DAL 18,21,14,Dak Prescott sacked by Harold Landry for -8 yards,-1.330,-2.490
4,8:58,4,20,DAL 10,21,14,"Chris Jones punts 44 yards, returned by Adoree' Jackson for no gain (tackle by Jamize Olawale). Penalty on Kamalei Correa: Offensive Holding, 10 yards",-2.490,-1.330
4,8:46,1,10,TEN 36,21,14,Dion Lewis right end for -3 yards (tackle by Leighton Vander Esch and Daniel Ross),1.330,0.390
4,8:03,2,13,TEN 33,21,14,Marcus Mariota pass complete short right to Dion Lewis for 37 yards (tackle by Jeff Heath). Penalty on Byron Jones: Illegal Use of Hands (Declined),0.390,3.580
4,7:31,1,10,DAL 30,21,14,Marcus Mariota sacked by Caraun Reid and Dorance Armstrong for -2 yards,3.580,2.760
4,6:52,2,12,DAL 32,21,14,Derrick Henry right end for 6 yards (tackle by Xavier Woods),2.760,2.870
4,6:12,3,6,DAL 26,21,14,Marcus Mariota pass complete short right to Corey Davis for 8 yards (tackle by Chidobe Awuzie),2.870,4.370
4,5:28,1,10,DAL 18,21,14,Dion Lewis right end for 3 yards (tackle by Jaylon Smith),4.370,4.250
4,4:51,2,7,DAL 15,21,14,Marcus Mariota right end for 6 yards (tackle by Leighton Vander Esch),4.250,4.740
4,4:44,,,,,,Timeout #2 by Tennessee Titans,,
4,4:44,3,1,DAL 9,27,14,"Marcus Mariota up the middle for 9 yards, touchdown",4.740,7.000
4,4:38,,,DAL 15,28,14,Ryan Succop kicks extra point good,0.000,0.000
4,4:38,,,TEN 35,28,14,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
4,4:38,1,10,DAL 25,28,14,Dak Prescott pass complete short middle to Cole Beasley for 6 yards (tackle by Kenny Vaccaro),0.610,0.870
4,4:16,2,4,DAL 31,28,14,Dak Prescott pass complete short right to Cole Beasley for 5 yards (tackle by Logan Ryan),0.870,1.330
4,3:55,1,10,DAL 36,28,14,Dak Prescott sacked by Wesley Woodyard for no gain,1.330,0.790
4,3:48,2,10,DAL 36,28,14,Dak Prescott pass incomplete deep left intended for Michael Gallup,0.790,0.100
4,3:42,3,10,DAL 36,28,14,Dak Prescott pass complete short middle to Amari Cooper for 19 yards (tackle by Adoree' Jackson),0.100,2.590
4,3:18,1,10,TEN 45,28,14,Dak Prescott pass complete short middle to Cole Beasley for 5 yards (tackle by Kenny Vaccaro),2.590,2.720
4,2:56,2,5,TEN 40,28,14,"Penalty on La'el Collins: False Start, 5 yards (no play)",2.720,2.040
4,2:54,2,10,TEN 45,28,14,Dak Prescott pass complete deep middle to Michael Gallup for 21 yards (tackle by Malcolm Butler),2.040,3.970
4,2:25,1,10,TEN 24,28,14,Dak Prescott pass complete short right to Blake Jarwin for 5 yards (tackle by Kevin Byard),3.970,4.120
4,2:21,2,5,TEN 19,28,14,Dak Prescott pass incomplete short left intended for Cole Beasley,4.120,3.410
4,2:16,3,5,TEN 19,28,14,Dak Prescott left end for 6 yards (tackle by Kamalei Correa),3.410,4.710
4,2:00,1,10,TEN 13,28,14,Cole Beasley pass incomplete short left intended for Dak Prescott,4.710,4.050
4,1:52,2,10,TEN 13,28,14,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,4.050,3.120
4,1:47,3,10,TEN 13,28,14,Dak Prescott pass incomplete short left intended for Michael Gallup,3.120,2.570
4,1:43,4,10,TEN 13,28,14,Dak Prescott pass incomplete short right intended for Amari Cooper,2.570,0.320
4,1:31,1,10,TEN 13,28,14,Derrick Henry up the middle for 1 yard (tackle by Maliek Collins),-0.320,-0.680
4,1:26,,,,,,Timeout #1 by Dallas Cowboys,,
4,1:26,2,9,TEN 14,28,14,Dion Lewis up the middle for 8 yards (tackle by Xavier Woods),-0.680,-0.350
4,1:21,,,,,,Timeout #2 by Dallas Cowboys,,
4,1:21,3,1,TEN 22,28,14,Marcus Mariota left end for 3 yards (tackle by Xavier Woods),-0.350,0.610
4,1:15,,,,,,Timeout #3 by Dallas Cowboys,,
4,1:15,1,10,TEN 25,28,14,Marcus Mariota kneels for -2 yards,0.610,-0.210
4,0:36,2,12,TEN 23,28,14,Marcus Mariota kneels for -2 yards,-0.210,-1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
