Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,BAL 20,0,0,Ray Rice up the middle for 5 yards (tackle by Shaun Smith),0.280,0.410
1,14:24,2,5,BAL 25,0,0,Ray Rice right end for -2 yards (tackle by Dave Ball),0.410,-0.560
1,13:43,3,7,BAL 23,0,0,Joe Flacco pass incomplete short right intended for Anquan Boldin (defended by Cortland Finnegan),-0.560,-1.830
1,13:36,4,7,BAL 23,0,0,Sam Koch punts 42 yards,-1.830,-1.270
1,13:29,1,10,TEN 35,0,0,Chris Johnson up the middle for no gain (tackle by Tom Zbikowski),1.270,0.720
1,12:59,2,10,TEN 35,0,0,Chris Johnson left end for 1 yard (tackle by Haloti Ngata),0.720,0.170
1,12:17,3,9,TEN 36,0,0,Matt Hasselbeck pass complete short middle to Chris Johnson for 4 yards (tackle by Brendon Ayanbadejo),0.170,-0.720
1,11:38,4,5,TEN 40,0,0,"Brett Kern punts 55 yards, returned by Lardarius Webb for 9 yards (tackle by Colin McCarthy). Penalty on Cary Williams: Offensive Holding, 5 yards",-0.720,0.380
1,11:27,1,10,BAL 4,0,0,Ray Rice left guard for 2 yards (tackle by Will Witherspoon and Jurrell Casey),-0.380,-0.630
1,10:48,2,8,BAL 6,0,0,Joe Flacco pass incomplete short middle intended for Ed Dickson (defended by Cortland Finnegan),-0.630,-1.190
1,10:43,3,8,BAL 6,0,0,Joe Flacco pass incomplete short right intended for Lee Evans,-1.190,-2.490
1,10:36,4,8,BAL 6,0,0,"Sam Koch punts 48 yards, returned by Marc Mariani for 7 yards (tackle by Dannell Ellerbe)",-2.490,-2.460
1,10:24,1,10,BAL 47,0,0,Chris Johnson right guard for 3 yards (tackle by Jarret Johnson and Ray Lewis),2.460,2.320
1,9:48,2,7,BAL 44,0,0,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins is intercepted by Terrell Suggs at BAL-48,2.320,-2.130
1,9:41,1,10,BAL 48,0,0,Joe Flacco pass complete short right to Vonta Leach for 4 yards (tackle by Jason McCourty),2.130,2.120
1,9:02,2,6,TEN 48,0,0,Ray Rice left guard for 2 yards (tackle by Derrick Morgan),2.120,1.680
1,8:21,3,4,TEN 46,0,0,Joe Flacco pass incomplete short left intended for Lee Evans is intercepted by Alterraun Verner at TEN-35 and returned for 4 yards (tackle by Lee Evans),1.680,-1.530
1,8:14,1,10,TEN 39,0,0,Chris Johnson left guard for 2 yards (tackle by Cory Redding),1.530,1.260
1,7:34,2,8,TEN 41,0,0,Matt Hasselbeck pass complete short middle to Nate Washington for 17 yards (tackle by Ed Reed),1.260,2.790
1,6:59,1,10,BAL 42,0,0,Chris Johnson up the middle for 1 yard (tackle by Haloti Ngata and Arthur Jones),2.790,2.380
1,6:27,2,9,BAL 41,0,0,Chris Johnson left end for 2 yards (tackle by Terrell Suggs),2.380,1.950
1,5:44,3,7,BAL 39,0,0,"Matt Hasselbeck pass complete short left to Jared Cook for 8 yards (tackle by Haruki Nakamura). Penalty on Eugene Amano: Offensive Holding, 10 yards (no play)",1.950,0.630
1,5:14,3,17,BAL 49,0,0,Matt Hasselbeck pass complete short left to Javon Ringer for 12 yards (tackle by Brendon Ayanbadejo and Cary Williams),0.630,0.790
1,4:50,4,5,BAL 37,0,0,Brett Kern punts 33 yards,0.790,0.380
1,4:40,1,10,BAL 4,0,0,Joe Flacco pass complete short right to Lee Evans for 13 yards (tackle by Jason McCourty),-0.380,-0.060
1,4:15,1,10,BAL 17,0,0,Ray Rice left tackle for 3 yards (tackle by Jurrell Casey and Akeem Ayers),-0.060,-0.060
1,3:36,2,7,BAL 20,0,0,"Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Alterraun Verner). Penalty on Michael Griffin: Unnecessary Roughness, 15 yards (no play)",-0.060,1.270
1,3:31,1,10,BAL 35,0,0,Ray Rice up the middle for -2 yards (tackle by Michael Griffin),1.270,0.450
1,2:54,2,12,BAL 33,0,0,Joe Flacco pass incomplete short left intended for Dennis Pitta,0.450,-0.230
1,2:49,3,12,BAL 33,0,0,Joe Flacco pass incomplete short middle intended for Ray Rice,-0.230,-1.180
1,2:43,4,12,BAL 33,0,0,"Sam Koch punts 54 yards, returned by Marc Mariani for 6 yards (tackle by Albert McClellan)",-1.180,-0.150
1,2:31,1,10,TEN 19,0,0,Matt Hasselbeck pass complete deep left to Kenny Britt for 37 yards,0.150,2.650
