#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:38,LAR 37,5,2:55,6,Punt
2,1,7:28,LAR 6,9,3:53,60,Missed FG
3,2,14:51,LAR 25,6,3:41,9,Punt
4,2,10:07,LAR 39,8,4:11,38,Field Goal
5,2,3:46,LAR 12,8,3:29,88,Touchdown
6,3,15:00,LAR 26,1,0:16,0,Interception
7,3,13:19,LAR 25,9,4:22,75,Touchdown
8,3,7:16,LAR 29,11,5:54,38,Missed FG
9,4,13:49,LAR 25,3,1:13,7,Punt
10,4,7:20,LAR 25,5,1:52,18,Punt
