Quarter,Time,Tm,Detail,ATL,TAM
1.0,6:23,Falcons,Michael Turner 5 yard rush (Matt Bryant kick),7,0
,0:25,Buccaneers,LeGarrette Blount 6 yard rush (Connor Barth kick),7,7
2.0,4:37,Falcons,Ovie Mughelli 17 yard pass from Matt Ryan (Matt Bryant kick),14,7
,0:15,Buccaneers,Mike Williams 1 yard pass from Josh Freeman (Connor Barth kick),14,14
3.0,11:34,Buccaneers,Connor Barth 33 yard field goal,14,17
4.0,10:24,Buccaneers,John Gilmore 2 yard pass from Earnest Graham (Connor Barth kick),14,24
,10:03,Falcons,Eric Weems 102 yard kickoff return (Matt Bryant kick),21,24
,4:31,Falcons,Michael Jenkins 9 yard pass from Matt Ryan (Matt Bryant kick),28,24
