Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2,11:07,1,10,ATL 29,7,7,Michael Turner left tackle for 3 yards (tackle by Barrett Ruud),0.870,0.730
2,10:23,2,7,ATL 32,7,7,Michael Turner left tackle for 2 yards (tackle by Barrett Ruud),0.730,0.300
2,9:47,3,5,ATL 34,7,7,Matt Ryan pass incomplete short right intended for Roddy White (defended by E.J. Biggers),0.300,-1.110
2,9:41,4,5,ATL 34,7,7,"Michael Koenen punts 49 yards, returned by Micheal Spurlock for 58 yards (tackle by Brian Williams). Penalty on Myron Lewis: Offensive Holding, 10 yards",-1.110,0.350
2,9:18,1,10,TAM 12,7,7,LeGarrette Blount left guard for 2 yards (tackle by Vance Walker and Mike Peterson),-0.350,-0.610
2,8:42,2,8,TAM 14,7,7,LeGarrette Blount middle for 2 yards (tackle by Curtis Lofton and John Abraham),-0.610,-0.950
2,7:57,3,6,TAM 16,7,7,Josh Freeman pass complete short left to Cadillac Williams for 4 yards (tackle by Stephen Nicholas),-0.950,-2.030
2,7:19,4,2,TAM 20,7,7,Robert Malone punts 40 yards,-2.030,-1.600
2,7:11,1,10,ATL 40,7,7,Matt Ryan pass incomplete short middle intended for Justin Peelle (defended by Geno Hayes),1.600,1.050
2,7:06,2,10,ATL 40,7,7,Matt Ryan pass complete short left to Michael Jenkins for 15 yards (tackle by Myron Lewis),1.050,2.590
2,6:28,1,10,TAM 45,7,7,Matt Ryan pass complete deep right to Harry Douglas for 21 yards (tackle by E.J. Biggers),2.590,3.970
2,5:59,1,10,TAM 24,7,7,Matt Ryan pass complete short right to Roddy White for -3 yards (tackle by E.J. Biggers),3.970,3.030
2,5:59,2,13,TAM 27,7,7,"Penalty on Roddy White: Unnecessary Roughness, 15 yards (no play)",3.030,1.000
2,5:31,2,28,TAM 42,7,7,"Matt Ryan pass complete short left to Gartrell Johnson for 10 yards (tackle by E.J. Biggers). Penalty on Gerald McCoy: Unnecessary Roughness, 15 yards",1.000,4.440
2,4:59,1,10,TAM 17,7,7,Matt Ryan pass incomplete deep left intended for Harry Douglas,4.440,3.850
2,4:52,2,10,TAM 17,7,7,Matt Ryan pass incomplete short right intended for Brian Finneran,3.850,3.070
2,4:46,3,10,TAM 17,13,7,"Matt Ryan pass complete short left to Ovie Mughelli for 17 yards, touchdown",3.070,7.000
2,,,,TAM 2,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 30,14,7,"Michael Koenen kicks off 68 yards, returned by Micheal Spurlock for 27 yards (tackle by Chris Owens)",0.000,0.870
2,4:28,1,10,TAM 29,14,7,Josh Freeman pass complete short middle to Cadillac Williams for 2 yards (tackle by Stephen Nicholas),0.870,0.600
2,3:55,2,8,TAM 31,14,7,Cadillac Williams left tackle for 4 yards (tackle by William Moore),0.600,0.430
2,3:17,3,4,TAM 35,14,7,Josh Freeman pass complete short middle to Sammie Stroughter for 3 yards (tackle by William Moore),0.430,-0.850
2,2:37,4,1,TAM 38,14,7,Robert Malone punts 39 yards,-0.850,-0.480
2,2:24,1,10,ATL 23,14,7,Matt Ryan pass complete short right to Roddy White for 16 yards (tackle by E.J. Biggers),0.480,1.530
2,2:00,1,10,ATL 39,14,7,Matt Ryan pass incomplete short middle intended for Roddy White,1.530,0.990
2,1:55,2,10,ATL 39,14,7,Matt Ryan pass incomplete deep left intended for Tony Gonzalez is intercepted by Sean Jones at TAM-39 and returned for 31 yards,0.990,-3.580
2,1:39,1,10,ATL 30,14,7,Josh Freeman pass complete short left to Mike Williams for 9 yards (tackle by Dunta Robinson),3.580,4.250
2,1:14,2,1,ATL 21,14,7,Josh Freeman pass incomplete deep right intended for Micheal Spurlock,4.250,3.530
2,1:09,3,1,ATL 21,14,7,Arrelious Benn left end for 7 yards (tackle by John Abraham),3.530,4.650
2,1:03,1,10,ATL 14,14,7,Josh Freeman pass complete short right to Sammie Stroughter for 5 yards (tackle by Brent Grimes),4.650,4.900
2,0:33,2,5,ATL 9,14,7,Josh Freeman pass complete short middle to Kellen Winslow for 8 yards (tackle by Curtis Lofton),4.900,6.970
2,0:25,,,,14,7,Timeout #3 by Tampa Bay Buccaneers,0.000,6.970
2,0:24,1,1,ATL 1,14,7,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Brent Grimes),6.970,5.910
2,0:20,2,1,ATL 1,14,13,"Josh Freeman pass complete short left to Mike Williams for 1 yard, touchdown",5.910,7.000
2,,,,ATL 2,14,14,"Connor Barth kicks extra point good. Penalty on Jeremy Zuttah: Unnecessary Roughness, 15 yards",0.000,0.000
2,,,,TAM 15,14,14,"Connor Barth kicks off 60 yards, returned by Eric Weems for 20 yards (tackle by Sammie Stroughter)",0.000,1.930
2,0:09,1,10,ATL 45,14,14,Matt Ryan pass incomplete short middle intended for Brian Finneran,1.930,1.380
2,0:02,2,10,ATL 45,14,14,Matt Ryan kneels for -1 yards,1.380,0.560
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,14,14,"Michael Koenen kicks off 74 yards, returned by Micheal Spurlock for 38 yards (tackle by Michael Koenen)",0.000,1.200
3,14:53,1,10,TAM 34,14,14,Josh Freeman pass incomplete deep middle intended for Arrelious Benn,1.200,0.660
3,14:47,2,10,TAM 34,14,14,LeGarrette Blount left tackle for 28 yards (tackle by William Moore and Mike Peterson),0.660,3.050
3,14:06,1,10,ATL 38,14,14,LeGarrette Blount right guard for 4 yards (tackle by Mike Peterson),3.050,3.050
3,13:30,2,6,ATL 34,14,14,LeGarrette Blount right guard for 10 yards (tackle by Thomas DeCoud and Mike Peterson),3.050,3.970
3,12:51,1,10,ATL 24,14,14,Josh Freeman pass incomplete deep middle intended for Arrelious Benn (defended by Dunta Robinson),3.970,3.430
3,12:45,2,10,ATL 24,14,14,LeGarrette Blount left guard for 1 yard (tackle by Chauncey Davis),3.430,2.870
3,12:03,3,9,ATL 23,14,14,Josh Freeman pass complete short right to Kellen Winslow for 8 yards (tackle by Sean Weatherspoon),2.870,2.590
3,11:41,4,1,ATL 15,14,17,Connor Barth 33 yard field goal good,2.590,3.000
3,,,,TAM 30,14,17,"Connor Barth kicks off 61 yards, returned by Eric Weems for 16 yards (tackle by Corey Lynch)",0.000,0.610
3,11:29,1,10,ATL 25,14,17,Matt Ryan pass complete short right to Roddy White for 12 yards (tackle by Ronde Barber),0.610,1.400
3,11:01,1,10,ATL 37,14,17,"Penalty on Justin Peelle: False Start, 5 yards (no play)",1.400,1.070
3,10:40,1,15,ATL 32,14,17,Michael Turner left end for 4 yards (tackle by E.J. Biggers),1.070,0.720
3,10:01,2,11,ATL 36,14,17,Matt Ryan pass complete short middle to Tony Gonzalez for 7 yards (tackle by Stylez G. White),0.720,0.960
3,9:18,3,4,ATL 43,14,17,Matt Ryan pass incomplete deep right intended for Harry Douglas. Penalty on Todd McClure: Offensive Holding (Declined),0.960,-0.520
3,9:09,4,4,ATL 43,14,17,"Michael Koenen punts 52 yards, returned by Micheal Spurlock for 4 yards (tackle by Joe Zelenka)",-0.520,0.380
3,8:57,1,10,TAM 9,14,17,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Dunta Robinson),-0.380,-0.780
3,8:53,2,10,TAM 9,14,17,LeGarrette Blount middle for no gain (tackle by Mike Peterson),-0.780,-1.420
3,8:07,3,10,TAM 9,14,17,Josh Freeman pass complete short right to Mike Williams for 17 yards (tackle by Brent Grimes),-1.420,0.670
3,7:26,1,10,TAM 26,14,17,LeGarrette Blount middle for -1 yards (tackle by John Abraham),0.670,-0.010
3,6:47,2,11,TAM 25,14,17,Josh Freeman pass incomplete deep right intended for Mike Williams (defended by Brent Grimes),-0.010,-0.690
,,,,,,,"TAM challenged the incomplete pass ruling, and the original play was overturned.",,
3,6:41,3,11,TAM 25,14,17,"Josh Freeman pass incomplete short right intended for Mike Williams. Penalty on Kroy Biermann: Unnecessary Roughness, 15 yards",-0.690,1.600
3,6:32,1,10,TAM 40,14,17,Josh Freeman right end for 6 yards (tackle by Stephen Nicholas),1.600,1.860
3,6:08,2,4,TAM 46,14,17,Josh Freeman pass incomplete short right intended for Mike Williams,1.860,1.160
3,6:04,3,4,TAM 46,14,17,Josh Freeman middle for 4 yards (tackle by Curtis Lofton),1.160,2.260
3,5:18,1,10,,14,17,Josh Freeman pass incomplete short left intended for Ryan Purvis,2.260,1.710
3,5:11,2,10,,14,17,LeGarrette Blount left guard for 9 yards (tackle by Stephen Nicholas),1.710,2.210
3,4:27,3,1,ATL 41,14,17,LeGarrette Blount left guard for no gain (tackle by Corey Peters),2.210,0.530
3,3:40,4,1,ATL 41,14,17,Robert Malone punts 38 yards,0.530,0.380
3,3:28,1,10,ATL 3,14,17,Michael Turner left tackle for 1 yard (tackle by Geno Hayes),-0.380,-0.710
3,2:52,2,9,ATL 4,14,17,Matt Ryan pass complete short left to Ovie Mughelli for 11 yards (tackle by Sean Jones),-0.710,-0.220
3,2:11,1,10,ATL 15,14,17,Michael Turner right tackle for 9 yards (tackle by E.J. Biggers),-0.220,0.620
3,1:37,2,1,ATL 24,14,17,Michael Turner left guard for no gain (tackle by Quincy Black),0.620,-0.270
3,0:56,3,1,ATL 24,14,17,Matt Ryan pass complete short right to Michael Jenkins for 6 yards (tackle by Myron Lewis),-0.270,0.940
3,0:24,1,10,ATL 30,14,17,Matt Ryan pass incomplete deep right intended for Roddy White,0.940,0.390
3,0:17,2,10,ATL 30,14,17,Michael Turner right tackle for -1 yards (tackle by Ronde Barber),0.390,-0.430
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,ATL 29,14,17,Matt Ryan pass incomplete short right intended for Roddy White,-0.430,-1.440
4,14:47,4,11,ATL 29,14,17,"Michael Koenen punts 38 yards, returned by Micheal Spurlock for 4 yards (tackle by Ovie Mughelli)",-1.440,-1.400
4,14:35,1,10,TAM 37,14,17,LeGarrette Blount middle for 5 yards (tackle by Mike Peterson and Curtis Lofton),1.400,1.530
4,13:55,2,5,TAM 42,14,17,LeGarrette Blount middle for -1 yards (tackle by Jonathan Babineaux and Jamaal Anderson),1.530,0.700
4,13:23,3,6,TAM 41,14,17,"Josh Freeman pass complete short right to Mike Williams for 10 yards (tackle by Brent Grimes). Penalty on Micheal Spurlock: Illegal Formation, 5 yards (no play)",0.700,0.040
4,12:56,3,11,TAM 36,14,17,Josh Freeman pass incomplete deep left intended for Micheal Spurlock,0.040,-0.980
4,12:43,4,11,TAM 36,14,17,"Robert Malone punts 64 yards, touchback",-0.980,-0.280
4,12:33,1,10,ATL 20,14,17,Matt Ryan pass incomplete deep middle intended for Roddy White is intercepted by Corey Lynch at ATL-39,0.280,-2.980
,,,,,,,"ATL challenged the incomplete pass ruling, and the play was upheld.",,
4,12:24,1,10,ATL 39,14,17,Josh Freeman pass complete short right to Mike Williams for 9 yards (tackle by Brent Grimes),2.980,3.660
4,11:51,2,1,ATL 30,14,17,Josh Freeman pass complete short left to Arrelious Benn for 28 yards (tackle by Curtis Lofton),3.660,6.740
4,11:13,,,,14,17,Timeout #1 by Tampa Bay Buccaneers,0.000,6.740
4,11:13,1,2,ATL 2,14,17,LeGarrette Blount middle for no gain (tackle by Corey Peters and Mike Peterson),6.740,5.720
4,10:30,2,2,ATL 2,14,23,"Earnest Graham pass complete short right to John Gilmore for 2 yards, touchdown",5.720,7.000
4,,,,ATL 2,14,24,Connor Barth kicks extra point good,0.000,0.000
4,,,,TAM 30,20,24,"Connor Barth kicks off 72 yards, returned by Eric Weems for 102 yards, touchdown",0.000,7.000
,,,,,,,"TAM challenged the runner was in bounds ruling, and the play was upheld.",,
4,,,,TAM 2,21,24,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,21,24,"Michael Koenen kicks off 60 yards, returned by Micheal Spurlock for 25 yards (tackle by Chris Owens)",0.000,1.270
4,9:55,1,10,TAM 35,21,24,LeGarrette Blount left guard for 1 yard (tackle by Vance Walker),1.270,0.860
4,9:21,2,9,TAM 36,21,24,Josh Freeman pass incomplete short right intended for Arrelious Benn (defended by Brent Grimes),0.860,0.170
4,9:14,3,9,TAM 36,21,24,Josh Freeman sacked by Jonathan Babineaux for -9 yards,0.170,-1.570
4,8:43,4,18,TAM 27,21,24,Robert Malone punts 40 yards,-1.570,-1.140
4,8:30,1,10,ATL 33,21,24,"Michael Turner left end for 4 yards (tackle by Stylez G. White). Penalty on Harvey Dahl: Offensive Holding, 10 yards (no play)",1.140,0.480
4,8:03,1,20,ATL 23,21,24,Matt Ryan pass incomplete deep left intended for Roddy White,0.480,-0.760
4,7:55,2,20,ATL 23,21,24,Matt Ryan pass incomplete deep middle intended for Roddy White,-0.760,-1.420
,,,,,,,"ATL challenged the pass completion ruling, and the play was upheld.",,
4,7:40,3,20,ATL 23,21,24,Matt Ryan pass complete deep right to Roddy White for 25 yards (tackle by Corey Lynch),-1.420,2.130
4,7:18,1,10,ATL 48,21,24,Michael Turner middle for 6 yards (tackle by Sean Jones),2.130,2.390
4,6:42,2,4,TAM 46,21,24,Michael Turner middle for 3 yards (tackle by Roy Miller and Geno Hayes),2.390,2.080
4,6:01,3,1,TAM 43,21,24,"Matt Ryan pass incomplete short left intended for Tony Gonzalez. Penalty on Ronde Barber: Defensive Pass Interfere, 10 yards (no play)",2.080,3.380
4,5:56,1,10,TAM 33,21,24,Michael Turner left tackle for 2 yards (tackle by Al Woods),3.380,3.110
4,5:18,2,8,TAM 31,21,24,"Michael Turner left end for no gain (tackle by Quincy Black). Penalty on Quincy Black: Horse Collar Tackle, 15 yards",3.110,4.510
4,4:52,1,10,TAM 16,21,24,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by Quincy Black),4.510,4.390
4,4:43,2,7,TAM 13,21,24,Matt Ryan pass complete short right to Ovie Mughelli for 4 yards,4.390,4.390
4,4:36,3,3,TAM 9,27,24,"Matt Ryan pass complete short left to Michael Jenkins for 9 yards, touchdown",4.390,7.000
4,,,,TAM 2,28,24,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,28,24,"Michael Koenen kicks off 63 yards, returned by Micheal Spurlock for 16 yards (tackle by Eric Weems)",0.000,0.480
4,4:24,1,10,TAM 23,28,24,Josh Freeman pass complete short right to Sammie Stroughter for 3 yards (tackle by William Moore),0.480,0.340
4,3:56,2,7,TAM 26,28,24,Josh Freeman pass complete short left to Sammie Stroughter for 9 yards (tackle by Curtis Lofton),0.340,1.270
4,3:29,1,10,TAM 35,28,24,Josh Freeman pass incomplete short left intended for Mike Williams,1.270,0.720
4,3:24,2,10,TAM 35,28,24,Josh Freeman pass incomplete short right intended for Micheal Spurlock (defended by Brent Grimes),0.720,0.040
4,3:20,3,10,TAM 35,28,24,Josh Freeman pass complete deep middle to Mike Williams for 21 yards (tackle by Dunta Robinson),0.040,2.650
4,2:36,1,10,ATL 44,28,24,"Josh Freeman pass incomplete short right intended for Kellen Winslow. Penalty on Josh Freeman: Intentional Grounding, 12 yards",2.650,0.490
4,2:31,2,22,TAM 44,28,24,Josh Freeman pass complete short middle to Kellen Winslow for 10 yards (tackle by Brent Grimes),0.490,1.160
4,2:23,3,12,ATL 46,28,24,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Brent Grimes),1.160,0.200
4,2:18,4,12,ATL 46,28,24,Josh Freeman pass complete deep middle to Sammie Stroughter for 19 yards (tackle by William Moore),0.200,3.780
4,2:00,1,10,ATL 27,28,24,"Josh Freeman pass incomplete short right intended for Mike Williams is intercepted by Brent Grimes at ATL-19 and returned for 33 yards. Penalty on Josh Freeman: Personal Foul, 15 yards",3.780,-3.380
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,1:50,1,10,TAM 33,28,24,"Michael Turner right guard for no gain (tackle by Quincy Black). Penalty on Ronde Barber: Defensive Offside, 5 yards (no play)",3.380,4.110
4,1:37,1,5,TAM 28,28,24,Michael Turner right end for 2 yards (tackle by Quincy Black and Sean Jones),4.110,3.780
4,1:37,,,,28,24,Timeout #3 by Tampa Bay Buccaneers,0.000,3.780
4,1:37,2,3,TAM 26,28,24,Michael Turner left guard for 11 yards (tackle by Sean Jones),3.780,4.580
4,0:50,1,10,TAM 15,28,24,Matt Ryan kneels for -1 yards,4.580,3.810
4,0:32,2,11,TAM 16,28,24,Matt Ryan kneels for -1 yards,3.810,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
