Quarter,Time,Tm,Detail,GNB,DET
1.0,4:59,Packers,Mason Crosby 41 yard field goal,3,0
,3:02,Lions,Matt Prater 28 yard field goal,3,3
2.0,7:27,Lions,Kenny Golladay 54 yard pass from Matthew Stafford (Matt Prater kick),3,10
,2:20,Lions,Marvin Jones 3 yard pass from Matthew Stafford (Matt Prater kick),3,17
,0:31,Lions,Matt Prater 30 yard field goal,3,20
3.0,1:38,Lions,Golden Tate 71 yard pass from Matthew Stafford (Matt Prater kick),3,27
4.0,11:27,Packers,Randall Cobb 17 yard pass from Brett Hundley (Randall Cobb pass from Brett Hundley),11,27
,7:16,Lions,Ameer Abdullah 7 yard rush (Matthew Stafford pass from Golden Tate),11,35
