Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2,7:17,1,10,NYG 21,3,3,Darren McFadden right guard for 3 yards (tackle by Kerry Wynn),4.170,4.040
2,6:30,2,7,NYG 18,3,3,Tony Romo pass complete short middle to Dez Bryant for 4 yards (tackle by Brandon Meriweather),4.040,4.020
2,5:42,3,3,NYG 14,3,3,Tony Romo pass incomplete short left intended for Dez Bryant,4.020,2.610
2,5:35,4,3,NYG 14,3,6,Dan Bailey 32 yard field goal good,2.610,3.000
2,5:35,,,DAL 35,3,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
2,5:31,1,10,NYG 20,3,6,Eli Manning pass complete short right to Rueben Randle for 5 yards (tackle by Brandon Carr and Demarcus Lawrence),0.280,0.410
2,5:00,2,5,NYG 25,3,6,Rashad Jennings left end for 5 yards (tackle by Tyler Patmon),0.410,0.940
2,4:17,1,10,NYG 30,3,6,Eli Manning sacked by Tyrone Crawford for -3 yards,0.940,-0.010
2,3:42,2,13,NYG 27,3,6,Eli Manning pass incomplete short left intended for Rashad Jennings,-0.010,-0.690
2,3:34,3,13,NYG 27,3,6,Eli Manning pass complete short right to Shane Vereen for 10 yards (tackle by Barry Church),-0.690,-0.910
2,3:02,4,3,NYG 37,3,6,"Brad Wing punts 50 yards, fair catch by Cole Beasley",-0.910,0.320
2,2:54,1,10,DAL 13,3,6,Tony Romo pass complete short right to Lance Dunbar for -5 yards (tackle by Markus Kuhn),-0.320,-1.150
2,2:07,2,15,DAL 8,3,6,Tony Romo pass complete short middle to Lance Dunbar for 9 yards (tackle by Brandon Meriweather and Devon Kennard),-1.150,-0.940
2,1:55,3,6,DAL 17,3,6,Tony Romo pass complete short middle to Dez Bryant for 18 yards (tackle by Dominique Rodgers-Cromartie),-0.940,1.270
2,1:30,1,10,DAL 35,3,6,Tony Romo pass complete short left to Terrance Williams for 8 yards (tackle by Prince Amukamara),1.270,1.800
2,1:12,2,2,DAL 43,9,6,"Tony Romo pass complete short right to Cole Beasley for 14 yards (tackle by Trumaine McBride). Cole Beasley fumbles (forced by Trumaine McBride), recovered by Dominique Rodgers-Cromartie at NYG-43 and returned for 57 yards, touchdown",1.800,-7.000
2,0:56,,,DAL 43,10,6,Josh Brown kicks extra point good,0.000,0.000
2,0:56,,,NYG 35,10,6,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,0:55,1,10,DAL 20,10,6,"Tony Romo pass incomplete short right intended for Jason Witten is intercepted by Uani Unga at DAL-22 and returned for 1 yard. Penalty on Cullen Jenkins: Unnecessary Roughness, 15 yards",0.280,-3.180
2,0:46,1,10,DAL 36,10,6,Eli Manning pass complete short left to Larry Donnell for 8 yards (tackle by Morris Claiborne),3.180,3.180
2,0:39,1,10,DAL 36,10,6,Timeout #1 by New York Giants,3.180,3.720
2,0:39,2,2,DAL 28,10,6,Eli Manning pass complete short right to Larry Donnell for 8 yards,3.720,4.240
2,0:34,1,10,DAL 20,10,6,Eli Manning pass complete short right to Odell Beckham for 3 yards (tackle by Brandon Carr),4.240,4.120
2,0:29,2,7,DAL 17,10,6,"Penalty on Ereck Flowers: False Start, 5 yards (no play)",4.120,3.420
2,0:29,2,12,DAL 22,10,6,Eli Manning pass incomplete short left intended for Daniel Fells,3.420,2.740
2,0:24,3,12,DAL 22,10,6,Eli Manning pass incomplete short left intended for Preston Parker,2.740,1.990
2,0:19,4,12,DAL 22,13,6,Josh Brown 40 yard field goal good,1.990,3.000
2,0:19,,,NYG 35,13,6,"Josh Brown kicks off 38 yards, returned by Tyler Patmon for 6 yards (tackle by Orleans Darkwa)",0.000,-1.140
2,0:14,1,10,DAL 33,13,6,Tony Romo kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,13,6,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NYG 20,13,6,Dwayne Harris right end for 11 yards (tackle by J.J. Wilcox and Anthony Hitchens),0.280,1.000
3,14:19,1,10,NYG 31,13,6,Eli Manning pass complete short left to Odell Beckham for 4 yards (tackle by J.J. Wilcox),1.000,1.000
3,13:45,2,6,NYG 35,13,6,Andre Williams left end for -1 yards (tackle by Tyrone Crawford),1.000,0.170
3,13:04,3,7,NYG 34,13,6,Eli Manning pass complete short left to Rueben Randle for 16 yards,0.170,2.260
3,12:48,1,10,DAL 50,13,6,Shane Vereen middle for 3 yards (tackle by Sean Lee),2.260,2.120
3,12:18,2,7,DAL 47,13,6,Eli Manning pass complete short right to Daniel Fells for 11 yards (tackle by Brandon Carr),2.120,3.180
3,11:35,1,10,DAL 36,13,6,Eli Manning pass incomplete short left intended for Odell Beckham,3.180,2.640
3,11:29,2,10,DAL 36,13,6,Eli Manning pass complete short middle to Odell Beckham for 16 yards (tackle by Tyler Patmon),2.640,4.240
3,11:09,1,10,DAL 20,13,6,Andre Williams right tackle for 3 yards (tackle by Anthony Hitchens),4.240,4.120
3,10:35,2,7,DAL 17,13,6,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by Sean Lee),4.120,4.340
3,9:57,3,2,DAL 12,13,6,Eli Manning pass incomplete short middle intended for Preston Parker,4.340,2.760
3,9:52,4,2,DAL 12,16,6,Josh Brown 30 yard field goal good,2.760,3.000
3,9:52,,,NYG 35,16,6,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,9:48,1,10,DAL 20,16,6,Joseph Randle left tackle for 2 yards (tackle by Johnathan Hankins),0.280,0.000
3,9:05,2,8,DAL 22,16,6,Joseph Randle right end for 7 yards (tackle by Dominique Rodgers-Cromartie),0.000,0.230
3,8:24,3,1,DAL 29,16,6,Tony Romo pass complete short right to Joseph Randle for 25 yards (tackle by Dominique Rodgers-Cromartie),0.230,2.520
3,7:52,1,10,NYG 46,16,6,Tony Romo pass complete short right to Joseph Randle for 11 yards (tackle by J.T. Thomas),2.520,3.250
3,7:14,1,10,NYG 35,16,6,Joseph Randle left end for 5 yards (tackle by Devon Kennard and George Selvie),3.250,3.380
3,6:30,2,5,NYG 30,16,6,Tony Romo pass complete short right to Lance Dunbar for 6 yards (tackle by Mark Herzlich),3.380,3.970
3,5:41,1,10,NYG 24,16,6,Joseph Randle right tackle for 5 yards (tackle by Uani Unga),3.970,4.120
3,4:53,2,5,NYG 19,16,6,Darren McFadden left end for 1 yard (tackle by Trumaine McBride),4.120,3.570
3,4:13,3,4,NYG 18,16,6,"Tony Romo pass incomplete deep right intended for Terrance Williams. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference, 16 yards (no play)",3.570,6.740
3,4:08,1,2,NYG 2,16,12,"Tony Romo pass complete short middle to Gavin Escobar for 2 yards, touchdown",6.740,7.000
3,4:08,,,NYG 2,16,13,Dan Bailey kicks extra point good,0.000,0.000
3,4:08,,,DAL 35,16,13,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
3,4:01,1,10,NYG 20,16,13,Eli Manning pass incomplete short right intended for Odell Beckham,0.280,-0.270
3,3:57,2,10,NYG 20,16,13,Rashad Jennings left tackle for -3 yards (tackle by Sean Lee),-0.270,-1.510
3,3:28,3,13,NYG 17,16,13,Eli Manning pass complete short right to Shane Vereen for 12 yards (tackle by Barry Church and Sean Lee),-1.510,-1.440
3,2:42,4,1,NYG 29,16,13,Brad Wing punts 63 yards,-1.440,0.380
3,2:26,1,10,DAL 8,16,13,Joseph Randle left tackle for 4 yards (tackle by George Selvie and Johnathan Hankins),-0.380,-0.490
3,1:50,2,6,DAL 12,16,13,Joseph Randle right guard for 1 yard (tackle by Uani Unga),-0.490,-0.840
3,1:04,3,5,DAL 13,16,13,Tony Romo pass complete short left to Terrance Williams for 7 yards (tackle by Prince Amukamara),-0.840,0.280
3,0:19,1,10,DAL 20,16,13,Joseph Randle left guard for 2 yards (tackle by Kerry Wynn),0.280,0.000
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DAL 22,16,13,Tony Romo pass incomplete short middle intended for Cole Beasley,0.000,-0.690
4,14:55,3,8,DAL 22,16,13,Tony Romo pass complete short right to Dez Bryant for 5 yards (tackle by Prince Amukamara),-0.690,-1.570
4,14:13,4,3,DAL 27,16,13,"Chris Jones punts 53 yards, returned by Dwayne Harris for 3 yards (tackle by Corey White)",-1.570,-0.480
4,13:59,1,10,NYG 23,16,13,Andre Williams right guard for 5 yards (tackle by Demarcus Lawrence and Anthony Hitchens),0.480,0.610
4,13:20,2,5,NYG 28,16,13,Eli Manning pass complete short left to Rueben Randle for 2 yards (tackle by Tyler Patmon and Anthony Hitchens),0.610,0.170
4,12:33,3,3,NYG 30,16,13,Eli Manning pass complete short right to Preston Parker for 15 yards (tackle by Brandon Carr),0.170,1.930
4,12:06,1,10,NYG 45,16,13,Eli Manning pass complete short left to Preston Parker for 8 yards (tackle by Tyler Patmon),1.930,2.460
4,11:29,2,2,DAL 47,16,13,Eli Manning pass incomplete,2.460,1.750
4,11:23,3,2,DAL 47,16,13,Shane Vereen left end for 7 yards (tackle by Sean Lee),1.750,2.920
4,10:45,1,10,DAL 40,16,13,Eli Manning pass incomplete short right intended for Rueben Randle,2.920,2.370
4,10:39,2,10,DAL 40,16,13,Andre Williams middle for 2 yards (tackle by Sean Lee),2.370,1.950
4,10:00,3,8,DAL 38,16,13,Eli Manning pass incomplete deep right intended for Preston Parker,1.950,0.720
4,9:54,4,8,DAL 38,16,13,"Brad Wing punts 26 yards, fair catch by Cole Beasley",0.720,0.350
4,9:46,1,10,DAL 12,16,13,Tony Romo pass complete short middle to Jason Witten for 6 yards (tackle by J.T. Thomas),-0.350,-0.070
4,9:05,2,4,DAL 18,16,13,Darren McFadden middle for -2 yards (tackle by Landon Collins),-0.070,-0.950
4,8:17,3,6,DAL 16,16,13,Tony Romo pass incomplete short left intended for Devin Street is intercepted by Trumaine McBride at DAL-20 and returned for 19 yards,-0.950,-6.970
4,8:09,1,1,DAL 1,22,13,"Rashad Jennings middle for 1 yard, touchdown",6.970,7.000
4,8:09,,,DAL 1,23,13,Josh Brown kicks extra point good,0.000,0.000
4,8:09,,,NYG 35,23,13,"Josh Brown kicks off 73 yards, returned by Lance Dunbar for 32 yards (tackle by Craig Dahl)",0.000,-0.540
4,7:57,1,10,DAL 24,23,13,Tony Romo pass complete short left to Jason Witten for 15 yards (tackle by Uani Unga),0.540,1.530
4,7:28,1,10,DAL 39,23,13,Tony Romo pass complete short right to Terrance Williams for 16 yards (tackle by Trumaine McBride),1.530,2.590
4,6:51,1,10,NYG 45,23,13,Tony Romo pass complete short left to Cole Beasley for 7 yards (tackle by Prince Amukamara),2.590,2.990
4,6:24,2,3,NYG 38,23,13,Tony Romo pass complete deep middle to Terrance Williams for 21 yards (tackle by Dominique Rodgers-Cromartie),2.990,4.440
4,5:47,1,10,NYG 17,23,13,Tony Romo pass complete short left to Cole Beasley for 16 yards (tackle by Uani Unga),4.440,6.970
4,5:11,1,1,NYG 1,23,19,"Tony Romo pass complete short left to Jason Witten for 1 yard, touchdown",6.970,7.000
4,5:11,,,NYG 1,23,20,Dan Bailey kicks extra point good,0.000,0.000
4,5:11,,,DAL 35,23,20,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,5:08,1,10,NYG 20,23,20,Eli Manning pass complete short right to Shane Vereen for 5 yards (tackle by Kyle Wilber),0.280,0.410
4,4:28,2,5,NYG 25,23,20,Rashad Jennings middle for 3 yards (tackle by Sean Lee and Demarcus Lawrence),0.410,0.100
4,3:57,3,2,NYG 28,23,20,Eli Manning pass complete short right to Odell Beckham for 5 yards (tackle by Brandon Carr),0.100,1.140
4,3:18,1,10,NYG 33,23,20,Rashad Jennings middle for 27 yards (tackle by J.J. Wilcox),1.140,2.920
4,2:31,1,10,DAL 40,23,20,Rashad Jennings middle for 7 yards (tackle by Sean Lee),2.920,2.920
4,2:25,1,10,DAL 40,23,20,Timeout #1 by Dallas Cowboys,2.920,3.320
4,2:25,2,3,DAL 33,23,20,"Rashad Jennings middle for 2 yards (tackle by Jeremy Mincey and Jack Crawford). Penalty on Jeremy Mincey: Unnecessary Roughness, 15 yards",3.320,4.510
4,2:17,1,10,DAL 16,23,20,Andre Williams middle for no gain (tackle by Anthony Hitchens). Penalty on Ereck Flowers: Illegal Formation (Declined),4.510,3.900
4,2:12,2,10,DAL 16,23,20,Rashad Jennings left end for -4 yards (tackle by Kyle Wilber),3.900,2.740
4,2:00,3,14,DAL 20,23,20,Eli Manning pass complete deep left to Odell Beckham for 16 yards (tackle by Barry Church). Penalty on Demarcus Lawrence: Defensive Offside (Declined),2.740,6.280
4,1:54,1,4,DAL 4,23,20,Rashad Jennings middle for 2 yards (tackle by Barry Church),6.280,6.280
4,1:50,1,4,DAL 4,23,20,Timeout #2 by Dallas Cowboys,6.280,5.720
4,1:50,2,2,DAL 2,23,20,Rashad Jennings left tackle for 1 yard (tackle by Anthony Hitchens and Barry Church),5.720,5.720
4,1:43,2,2,DAL 2,23,20,Timeout #3 by Dallas Cowboys,5.720,5.170
4,1:43,3,1,DAL 1,23,20,Eli Manning pass incomplete,5.170,3.550
4,1:37,4,1,DAL 1,26,20,Josh Brown 19 yard field goal good,3.550,3.000
4,1:37,,,NYG 35,26,20,"Josh Brown kicks off 57 yards, returned by Tyler Patmon for 20 yards (tackle by Trevin Wade)",0.000,-0.810
4,1:29,1,10,DAL 28,26,20,Tony Romo pass complete short left to Lance Dunbar for 24 yards (tackle by Landon Collins and Uani Unga),0.810,2.390
4,1:04,1,10,NYG 48,26,20,Tony Romo pass complete short right to Lance Dunbar for 16 yards (tackle by Jonathan Casillas),2.390,3.450
4,0:43,1,10,NYG 32,26,20,Tony Romo pass complete short middle to Jason Witten for 13 yards (tackle by Uani Unga),3.450,4.310
4,0:23,1,10,NYG 19,26,20,Tony Romo pass incomplete short middle intended for Cole Beasley,4.310,3.750
4,0:17,2,10,NYG 19,26,20,Tony Romo pass complete short right to Terrance Williams for 8 yards,3.750,4.430
4,0:13,3,2,NYG 11,26,26,"Tony Romo pass complete to Jason Witten for 11 yards. Travis Frederick fumbles, recovered by Tony Romo and returned for 11 yards, touchdown",4.430,7.000
4,0:13,,,NYG 11,26,27,Dan Bailey kicks extra point good,0.000,0.000
4,0:13,,,DAL 35,26,27,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,0:07,1,10,NYG 20,26,27,Eli Manning pass incomplete short right intended for Shane Vereen,0.280,-0.270
4,0:04,2,10,NYG 20,26,27,"Eli Manning pass complete short right to Shane Vereen for 19 yards, lateral to Preston Parker for 3 yards (tackle by Tyrone Crawford)",-0.270,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
