Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
2,6:25,1,10,SEA 43,7,13,Kenneth Walker left end for 8 yards (tackle by Fred Warner),1.800,2.330
2,5:55,2,2,SFO 49,7,13,Kenneth Walker right tackle for -1 yards (tackle by Nick Bosa),2.330,1.490
2,5:08,3,3,SFO 50,13,13,"Geno Smith pass complete deep left to D.K. Metcalf for 50 yards, touchdown",1.490,7.000
2,5:01,,,SFO 15,14,13,Jason Myers kicks extra point good,0.000,0.000
2,5:01,,,SEA 35,14,13,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,5:01,1,10,SFO 25,14,13,Brock Purdy pass complete short right to Deebo Samuel for 7 yards (tackle by Ryan Neal),0.610,1.010
2,4:27,2,3,SFO 32,14,13,Christian McCaffrey left tackle for no gain (tackle by Shelby Harris),1.010,0.300
2,3:48,3,3,SFO 32,14,13,Brock Purdy pass incomplete short right intended for Deebo Samuel (defended by Tanner Muse),0.300,-1.240
2,3:43,4,3,SFO 32,14,13,"Penalty on Tarvarius Moore: False Start, 5 yards (accepted) (no play)",-1.240,-1.570
2,3:43,4,8,SFO 27,14,13,"Mitch Wishnowsky punts 57 yards, returned by DeeJay Dallas for no gain (tackle by Danny Gray)",-1.570,0.140
2,3:35,1,10,SEA 16,14,13,Kenneth Walker left tackle for 4 yards (tackle by Dre Greenlaw),-0.140,0.010
2,3:05,2,6,SEA 20,14,13,Geno Smith pass complete short right to D.K. Metcalf for 7 yards (tackle by Talanoa Hufanga),0.010,0.740
2,2:28,1,10,SEA 27,14,13,Kenneth Walker right guard for 2 yards (tackle by Dre Greenlaw),0.740,0.470
2,2:00,2,8,SEA 29,14,13,DeeJay Dallas right tackle for no gain (tackle by Dre Greenlaw),0.470,-0.230
2,1:17,3,8,SEA 29,14,13,DeeJay Dallas left tackle for no gain (tackle by Nick Bosa),-0.230,-1.440
2,1:15,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:15,4,8,SEA 29,14,13,"Michael Dickson punts 48 yards, fair catch by Ray-Ray McCloud at SF-23",-1.440,-0.480
2,1:08,1,10,SFO 23,14,13,Brock Purdy pass complete deep middle to Brandon Aiyuk for 31 yards (tackle by Tariq Woolen),0.480,2.520
2,1:00,1,10,SEA 46,14,13,Brock Purdy pass incomplete short left,2.520,1.980
2,0:52,2,10,SEA 46,14,13,Brock Purdy pass incomplete deep left intended for Jauan Jennings,1.980,1.290
2,0:48,3,10,SEA 46,14,13,Brock Purdy pass complete short left to Deebo Samuel for 18 yards (tackle by Coby Bryant),1.290,3.710
2,0:41,1,10,SEA 28,14,13,Brock Purdy pass incomplete deep left,3.710,3.170
2,0:32,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:32,2,10,SEA 28,14,13,Brock Purdy pass incomplete deep left,3.170,2.480
2,0:23,3,10,SEA 28,14,13,Brock Purdy pass incomplete deep right intended for Deebo Samuel (defended by Michael Jackson),2.480,1.590
2,0:17,4,10,SEA 28,14,16,Robbie Gould 46 yard field goal good,1.590,3.000
2,0:13,,,SFO 35,14,16,"Robbie Gould kicks off 41 yards, returned by Colby Parkinson for 14 yards (tackle by Demetrius Flannigan-Fowles)",0.000,1.470
2,0:09,1,10,SEA 38,14,16,"Geno Smith scrambles right tackle for 9 yards (tackle by Jimmie Ward). Penalty on Jimmie Ward: Unnecessary Roughness / Defense, 15 yards (accepted)",1.470,3.050
2,0:01,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:01,1,10,SFO 38,17,16,Jason Myers 56 yard field goal good,3.050,3.000
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,17,16,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,17,16,Brock Purdy pass complete short right to Kyle Juszczyk for 6 yards (tackle by Ryan Neal),0.610,0.870
3,14:22,2,4,SFO 31,17,16,Christian McCaffrey left guard for 3 yards (tackle by Shelby Harris and Cody Barton),0.870,0.560
3,13:42,3,1,SFO 34,17,16,Brock Purdy up the middle for 3 yards (tackle by Shelby Harris),0.560,1.400
3,13:06,1,10,SFO 37,17,16,Christian McCaffrey up the middle for no gain (tackle by Bruce Irvin),1.400,0.860
3,12:28,2,10,SFO 37,17,16,Brock Purdy pass complete deep right to George Kittle for 23 yards (tackle by Michael Jackson),0.860,2.920
3,11:45,1,10,SEA 40,17,16,Elijah Mitchell right tackle for 4 yards (tackle by Ryan Neal),2.920,2.910
3,11:07,2,6,SEA 36,17,16,Elijah Mitchell up the middle for -1 yards (tackle by Uchenna Nwosu),2.910,2.080
3,10:26,3,7,SEA 37,17,16,Brock Purdy pass complete short middle to Deebo Samuel for 21 yards (tackle by Johnathan Abram),2.080,4.510
3,9:51,1,10,SEA 16,17,16,Christian McCaffrey up the middle for 7 yards (tackle by Ryan Neal),4.510,5.160
3,9:13,2,3,SEA 9,17,16,Christian McCaffrey up the middle for 2 yards (tackle by Tanner Muse),5.160,4.850
3,8:31,3,1,SEA 7,17,16,Christian McCaffrey up the middle for 5 yards (tackle by Tanner Muse),4.850,6.740
3,7:53,1,2,SEA 2,17,16,Christian McCaffrey up the middle for 1 yard (tackle by Boye Mafe and Tanner Muse),6.740,5.910
3,7:19,2,1,SEA 1,17,22,"Brock Purdy up the middle for 1 yard, touchdown",5.910,7.000
3,7:15,,,SEA 15,17,23,Robbie Gould kicks extra point good,0.000,0.000
3,7:15,,,SFO 35,17,23,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
3,7:15,1,10,SEA 25,17,23,Kenneth Walker up the middle for 2 yards (tackle by Nick Bosa),0.610,0.330
3,6:42,2,8,SEA 27,17,23,Geno Smith pass complete short right to D.K. Metcalf for 25 yards (tackle by Azeez Al-Shaair and Talanoa Hufanga),0.330,2.390
3,6:05,1,10,SFO 48,17,23,Geno Smith pass complete short right to Colby Parkinson for 5 yards (tackle by Dre Greenlaw),2.390,2.520
3,5:31,2,5,SFO 43,17,23,Geno Smith pass incomplete short left intended for Colby Parkinson,2.520,1.820
3,5:26,,,,,,Timeout #1 by Seattle Seahawks,,
3,5:26,3,5,SFO 43,17,23,Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Fred Warner),1.820,3.180
3,4:59,1,10,SFO 36,17,23,DeeJay Dallas up the middle for 3 yards (tackle by Arik Armstead and Nick Bosa),3.180,3.040
3,4:17,2,7,SFO 33,17,23,Geno Smith pass incomplete short right,3.040,2.350
3,4:06,3,7,SFO 33,17,23,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",2.350,1.690
3,4:06,3,12,SFO 38,17,23,Geno Smith pass complete short left to D.K. Metcalf for 13 yards (tackle by Talanoa Hufanga),1.690,3.910
3,3:33,1,10,SFO 25,17,23,Geno Smith pass complete to Tyler Lockett for 10 yards (tackle by Charvarius Ward),3.910,4.580
3,3:09,1,10,SFO 15,17,23,DeeJay Dallas up the middle for 1 yard (tackle by Fred Warner),4.580,4.110
3,2:32,2,9,SFO 14,17,23,"Geno Smith pass complete to Tyler Lockett for 7 yards. Penalty on Damien Lewis: Ineligible Downfield Pass, 5 yards (accepted) (no play)",4.110,3.450
3,2:36,2,14,SFO 19,17,23,Geno Smith pass incomplete deep left intended for D.K. Metcalf,3.450,2.790
3,2:31,3,14,SFO 19,17,23,"Geno Smith sacked by Charles Omenihu for -11 yards. Geno Smith fumbles (forced by Charles Omenihu), recovered by Nick Bosa at SF-30",2.790,-0.940
3,2:25,1,10,SFO 30,17,23,Brock Purdy pass complete short middle to Deebo Samuel for 11 yards (tackle by Quandre Diggs),0.940,1.660
3,1:43,1,10,SFO 41,17,23,Christian McCaffrey left end for 8 yards (tackle by Bruce Irvin and Michael Jackson),1.660,2.270
3,0:59,2,1,SFO 49,17,23,Christian McCaffrey up the middle for 12 yards (tackle by Ryan Neal and Quandre Diggs),2.270,2.980
3,0:17,1,10,SEA 39,17,23,Christian McCaffrey left end for -1 yards (tackle by Bruce Irvin and Tanner Muse),2.980,2.300
Quarter,Time,Down,ToGo,Location,SEA,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,SEA 40,17,23,Brock Purdy pass complete deep left to Jauan Jennings for 33 yards (tackle by Quandre Diggs),2.300,5.600
4,14:15,1,7,SEA 7,17,23,Brock Purdy pass incomplete short middle intended for Elijah Mitchell,5.600,4.760
4,14:10,2,7,SEA 7,17,29,"Brock Purdy pass complete short right to Elijah Mitchell for 7 yards, touchdown",4.760,7.000
4,14:02,,,SEA 2,17,31,Two Point Attempt: Brock Purdy pass complete to to George Kittle for no gain,1.000,1.000
4,14:02,,,SFO 35,17,31,"Robbie Gould kicks off 66 yards, returned by Godwin Igwebuike for 20 yards (tackle by Oren Burks)",0.000,0.150
4,13:58,1,10,SEA 19,17,31,Geno Smith pass complete short left to D.K. Metcalf for 15 yards (tackle by Charvarius Ward),0.150,1.200
4,13:23,1,10,SEA 34,17,31,Kenneth Walker for no gain (no play),1.200,0.540
4,13:01,1,20,SEA 24,17,31,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",0.540,0.090
4,13:01,1,25,SEA 19,17,31,Geno Smith pass incomplete deep left intended for D.K. Metcalf,0.090,-1.430
4,12:49,2,25,SEA 19,17,31,"Geno Smith pass complete to D.K. Metcalf for 3 yards (tackle by Charvarius Ward). Penalty on Damien Lewis: Ineligible Downfield Pass, 5 yards (declined)",-1.430,-1.620
4,12:40,3,22,SEA 22,17,31,Geno Smith pass complete short left to Cade Johnson for 10 yards (tackle by Dre Greenlaw),-1.620,-1.240
4,11:58,4,12,SEA 32,17,31,"Michael Dickson punts 60 yards, returned by Ray-Ray McCloud for 16 yards (tackle by Jon Rhattigan and Nick Bellore)",-1.240,-0.540
4,11:45,1,10,SFO 24,17,31,Brock Purdy pass complete short left to Deebo Samuel for 2 yards (tackle by Boye Mafe and Ryan Neal),0.540,0.270
4,11:04,2,8,SFO 26,17,37,"Brock Purdy pass complete short left to Deebo Samuel for 74 yards, touchdown",0.270,7.000
4,10:51,,,SEA 15,17,38,Robbie Gould kicks extra point good,0.000,0.000
4,10:51,,,SFO 35,17,38,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
4,10:51,1,10,SEA 25,17,38,Geno Smith pass deep right intended for Tyler Lockett is intercepted by Deommodore Lenoir at SEA-43 and returned for 6 yards (tackle by Tyler Lockett),0.610,-3.120
4,10:45,1,10,SEA 37,17,38,Elijah Mitchell right tackle for no gain (tackle by Al Woods),3.120,2.570
4,10:01,2,10,SEA 37,17,38,Deebo Samuel right tackle for 3 yards (tackle by Cody Barton),2.570,2.280
4,9:21,3,7,SEA 34,17,38,Brock Purdy pass complete short left to Jauan Jennings for 8 yards (tackle by Ryan Neal),2.280,3.840
4,8:44,1,10,SEA 26,17,38,Elijah Mitchell up the middle for -1 yards (tackle by Quinton Jefferson and Bruce Irvin),3.840,3.160
4,7:59,2,11,SEA 27,17,38,Elijah Mitchell left guard for 4 yards (tackle by Ryan Neal),3.160,3.010
4,7:15,3,7,SEA 23,17,38,Christian McCaffrey up the middle for 10 yards (tackle by Quandre Diggs),3.010,4.710
4,6:35,1,10,SEA 13,17,38,Elijah Mitchell right guard for 1 yard (tackle by Alexander Johnson),4.710,4.220
4,5:53,2,9,SEA 12,17,38,Elijah Mitchell left end for -1 yards (tackle by Cody Barton),4.220,3.120
4,5:13,3,10,SEA 13,17,38,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,3.120,2.570
4,4:59,4,10,SEA 13,17,41,Robbie Gould 31 yard field goal good,2.570,3.000
4,4:56,,,SFO 35,17,41,"Robbie Gould kicks off 66 yards, returned by Godwin Igwebuike for 25 yards (tackle by Charlie Woerner)",0.000,0.540
4,4:50,1,10,SEA 24,17,41,"Geno Smith pass complete to Kenneth Walker for no gain. Penalty on Damien Lewis: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.540,0.130
4,4:43,1,15,SEA 19,17,41,Geno Smith pass complete short left to Tyler Lockett for 6 yards (tackle by Demetrius Flannigan-Fowles),0.130,0.130
4,4:39,2,9,SEA 25,17,41,Geno Smith scrambles left end for 9 yards (tackle by Kevin Givens),0.130,1.200
4,4:31,1,10,SEA 34,17,41,Geno Smith pass complete short left to D.K. Metcalf for 4 yards (tackle by Samuel Womack),1.200,1.200
4,4:02,2,6,SEA 38,17,41,Kenneth Walker up the middle for 7 yards (tackle by Azeez Al-Shaair),1.200,1.930
4,3:35,1,10,SEA 45,17,41,Geno Smith pass complete short left to Colby Parkinson for 5 yards (tackle by Samuel Womack),1.930,2.060
4,3:30,2,5,SFO 50,17,41,Geno Smith pass incomplete short left intended for Tyler Lockett,2.060,1.360
4,3:27,3,5,SFO 50,17,41,Geno Smith pass incomplete deep left intended for Colby Parkinson,1.360,-0.060
4,3:16,4,5,SFO 50,17,41,Geno Smith pass complete short right to Cade Johnson for 5 yards (tackle by Jackrabbit Jenkins),-0.060,2.590
4,3:10,1,10,SFO 45,17,41,Geno Smith pass complete short left to Dareke Young for 11 yards (tackle by Samuel Womack),2.590,3.310
4,3:05,1,10,SFO 34,17,41,Geno Smith pass complete deep right to Cade Johnson for 24 yards (tackle by Tarvarius Moore),3.310,4.910
4,2:37,1,10,SFO 10,17,41,Geno Smith pass incomplete short middle intended for Noah Fant,4.910,4.190
4,2:32,2,10,SFO 10,17,41,Geno Smith pass complete short right to Tyler Lockett for 3 yards,4.190,3.810
4,2:27,3,7,SFO 7,17,41,Geno Smith sacked by Charles Omenihu for -4 yards,3.810,2.700
4,2:00,4,11,SFO 11,17,41,"Geno Smith pass incomplete intended for Tyler Lockett. Penalty on Samuel Womack: Defensive Pass Interference, 8 yards (accepted) (no play)",2.700,6.510
4,1:55,1,3,SFO 3,17,41,Geno Smith pass incomplete short right intended for Colby Parkinson,6.510,5.530
4,1:52,2,3,SFO 3,23,41,"Geno Smith pass complete short right to D.K. Metcalf for 3 yards, touchdown",5.530,7.000
4,1:48,,,SFO 2,23,41,Two Point Attempt: Geno Smith pass incomplete intended for D.K. Metcalf,1.000,-1.000
4,1:48,,,SEA 35,23,41,"Jason Myers kicks onside 12 yards, returned by Christian McCaffrey for no gain",0.000,2.460
4,1:47,1,10,SEA 47,23,41,Jordan Mason right guard for 8 yards (tackle by Johnathan Abram),2.460,2.990
4,1:02,2,2,SEA 39,23,41,Jordan Mason left guard for 4 yards (tackle by Cody Barton and Myles Adams),2.990,3.250
4,0:22,1,10,SEA 35,23,41,Brock Purdy kneels for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
