Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
D.K. Metcalf,SEA,13,10,136,2,7,91,9.1,45,4.5,13.8,0,,0,0.0,0,149.4
Tyler Lockett,SEA,8,6,39,0,3,33,5.5,6,1.0,7.0,0,,1,12.5,1,45.3
Cade Johnson,SEA,3,3,39,0,2,33,11.0,6,2.0,11.0,0,,0,0.0,0,118.7
Colby Parkinson,SEA,6,3,14,0,,9,3.0,5,1.7,5.8,0,,0,0.0,0,56.2
Noah Fant,SEA,2,1,11,0,1,0,0.0,11,11.0,5.0,0,,0,0.0,0,66.7
Kenneth Walker III,SEA,1,1,3,0,0,0,0.0,3,3.0,0.0,0,,0,0.0,0,79.2
Dareke Young,SEA,1,1,11,0,1,10,10.0,1,1.0,10.0,0,,0,0.0,0,112.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Deebo Samuel,SFO,9,6,133,1,4,22,3.7,111,18.5,9.6,0,,0,0.0,0,146.8
Brandon Aiyuk,SFO,5,3,73,0,3,56,18.7,17,5.7,22.0,0,,1,20.0,0,104.2
Jauan Jennings,SFO,5,2,41,0,2,34,17.0,7,3.5,17.8,0,,0,0.0,0,69.6
George Kittle,SFO,2,2,37,0,2,25,12.5,12,6.0,12.5,0,,0,0.0,0,118.7
Christian McCaffrey,SFO,2,2,17,1,2,4,2.0,13,6.5,2.0,0,,0,0.0,0,141.7
Elijah Mitchell,SFO,3,2,25,1,2,3,1.5,22,11.0,0.0,0,,0,0.0,0,131.9
Kyle Juszczyk,SFO,1,1,6,0,,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7
