Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Wes Welker,NWE,0,0,,0,0,1,4,4.0,0,0
Willie Andrews,NWE,1,15,15.0,0,0,0,0,,0,0
Ellis Hobbs,NWE,1,17,17.0,0,0,0,0,,0,0
Chad Jackson,NWE,1,15,15.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Terrence McGee,BUF,8,147,18.4,0,0,0,0,,0,0
Fred Jackson,BUF,1,16,16.0,0,0,0,0,,0,0
