Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Redskins won the coin toss, Redskins to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Dan Bailey kicks off 58 yards, returned by Brandon Banks for 23 yards (tackle by Dan Bailey)",0.000,0.940
1,14:55,1,10,WAS 30,0,0,Tim Hightower up the middle for no gain (tackle by Jason Hatcher),0.940,0.390
1,14:19,2,10,WAS 30,0,0,Rex Grossman pass complete deep middle to Santana Moss for 16 yards (tackle by Mike Jenkins),0.390,1.990
1,13:44,1,10,WAS 46,0,0,Tim Hightower left end for 5 yards (tackle by Mike Jenkins),1.990,2.130
1,13:04,2,5,DAL 49,0,0,Tim Hightower right end for 4 yards (tackle by Alan Ball),2.130,1.950
1,12:22,3,1,DAL 45,0,0,Chris Cooley up the middle for 3 yards (tackle by Bradie James),1.950,2.790
1,11:44,1,10,DAL 42,0,0,Rex Grossman pass complete short middle to Chris Cooley for 17 yards (tackle by Abram Elam),2.790,3.910
1,11:02,1,10,DAL 25,0,0,Rex Grossman pass incomplete,3.910,3.360
1,10:56,2,10,DAL 25,0,0,Rex Grossman pass complete short middle to Santana Moss for -3 yards (tackle by Kenyon Coleman),3.360,2.280
1,10:17,3,13,DAL 28,0,0,Rex Grossman pass incomplete short right intended for Fred Davis,2.280,1.590
1,10:17,4,13,DAL 28,3,0,Graham Gano 46 yard field goal good,1.590,3.000
1,,,,WAS 35,3,0,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
1,10:06,1,10,DAL 20,3,0,Felix Jones up the middle for 4 yards (tackle by Josh Wilson),0.280,0.270
1,9:24,2,6,DAL 24,3,0,Tony Romo pass complete short left to Dez Bryant for 10 yards (tackle by DeAngelo Hall),0.270,1.200
1,8:45,1,10,DAL 34,3,0,Felix Jones right end for 1 yard (tackle by London Fletcher and Barry Cofield),1.200,0.790
1,7:59,2,9,DAL 35,3,0,Felix Jones up the middle for no gain (tackle by LaRon Landry),0.790,0.100
1,7:17,3,9,DAL 35,3,0,"Tony Romo pass incomplete short middle intended for Jason Witten. Penalty on Kevin Barnes: Defensive Pass Interference, 13 yards (no play)",0.100,2.130
1,7:11,1,10,DAL 48,3,0,Tony Romo pass complete short right to Felix Jones for 27 yards (tackle by DeAngelo Hall),2.130,3.910
1,6:33,1,10,WAS 25,3,0,Tashard Choice left guard for 2 yards (tackle by Kedric Golston),3.910,3.630
1,5:49,2,8,WAS 23,3,0,Tony Romo pass incomplete short left intended for Jason Witten,3.630,2.940
1,5:44,3,8,WAS 23,3,0,Tony Romo pass incomplete short right intended for Jason Witten,2.940,1.930
1,5:37,4,8,WAS 23,3,3,Dan Bailey 41 yard field goal good,1.930,3.000
1,,,,DAL 35,3,3,"Dan Bailey kicks off 64 yards, returned by Brandon Banks for 15 yards (tackle by Abram Elam)",0.000,-0.140
1,5:27,1,10,WAS 16,3,3,Tim Hightower right end for no gain (tackle by Kenyon Coleman),-0.140,-0.660
1,4:47,2,10,WAS 16,3,3,Tim Hightower left end for 9 yards (tackle by Bradie James),-0.660,-0.200
1,4:07,3,1,WAS 25,3,3,Chris Cooley up the middle for no gain (tackle by Abram Elam and Kenyon Coleman),-0.200,-1.700
