Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
1,4:34,1,5,TAM 5,6,3,"Marshall Faulk right end for 5 yards, touchdown",6.060,7.000
1,4:34,,,TAM 5,7,3,Jeff Wilkins kicks extra point good,0.000,0.000
1,4:34,,,STL 30,7,3,"Jeff Wilkins kicks off 68 yards, returned by Aaron Stecker for 25 yards (tackle by Yo Murphy)",0.000,0.740
1,4:19,1,10,TAM 27,7,3,Michael Pittman right tackle for 3 yards (tackle by Damione Lewis and Jeff Zgonina),0.740,0.600
1,3:44,2,7,TAM 30,7,3,Brad Johnson pass complete to Ken Dilger for 7 yards (tackle by Dre' Bly),0.600,1.400
1,3:02,1,10,TAM 37,7,3,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",1.400,1.070
1,2:40,1,15,TAM 32,7,3,Brad Johnson pass complete to Keyshawn Johnson for 20 yards (tackle by Kim Herring),1.070,2.390
1,2:17,1,10,STL 48,7,3,Michael Pittman middle for 1 yard (tackle by Jeff Zgonina),2.390,1.980
1,1:40,2,9,STL 47,7,3,Brad Johnson pass incomplete intended for Michael Pittman,1.980,1.290
1,1:34,3,9,STL 47,7,3,Brad Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Kim Herring),1.290,3.180
1,0:50,1,10,STL 36,7,3,Brad Johnson pass incomplete intended for Rickey Dudley,3.180,2.640
1,0:45,2,10,STL 36,7,3,Brad Johnson pass complete to Keyshawn Johnson for 7 yards (tackle by Don Davis and Aeneas Williams),2.640,2.870
1,0:05,3,3,STL 29,7,3,Brad Johnson pass incomplete intended for Keyshawn Johnson,2.870,1.580
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,STL 29,7,6,Martin Gramatica 47 yard field goal good,1.580,3.000
2,15:00,,,TAM 30,7,6,"Martin Gramatica kicks off 68 yards, returned by Terrence Wilkins for 17 yards (tackle by Todd Yoder)",0.000,0.150
2,14:49,1,10,STL 19,7,6,Marshall Faulk left end for -3 yards (tackle by Anthony McFarland),0.150,-0.870
2,14:05,2,13,STL 16,7,6,Kurt Warner pass complete to Torry Holt for 10 yards (tackle by Brian Kelly and Alshermond Singleton),-0.870,-0.160
2,13:22,3,3,STL 26,7,6,Kurt Warner pass complete to Ricky Proehl for 7 yards (tackle by Ronde Barber and John Lynch),-0.160,1.140
2,12:42,1,10,STL 33,7,6,Kurt Warner pass complete to Marshall Faulk for 4 yards (tackle by Derrick Brooks),1.140,1.130
2,11:57,1,10,STL 33,,,Timeout #1 by Los Angeles Rams,1.140,1.130
2,11:57,2,6,STL 37,7,6,Kurt Warner pass complete to Torry Holt for 10 yards (tackle by Shelton Quarles),1.130,2.060
2,11:20,1,10,STL 47,7,6,Marshall Faulk left tackle for -1 yards (tackle by Derrick Brooks),2.060,1.380
2,10:23,2,11,STL 46,7,6,Kurt Warner pass complete to Torry Holt for 8 yards (tackle by Dwight Smith),1.380,1.750
2,9:53,3,3,TAM 46,7,6,Kurt Warner pass incomplete intended for Isaac Bruce (defended by Ronde Barber),1.750,0.200
2,9:49,4,3,TAM 46,7,6,Mitch Berger punts 42 yards,0.200,0.380
2,9:39,1,10,TAM 4,7,6,Mike Alstott left tackle for no gain (tackle by Jamie Duncan and Aeneas Williams),-0.380,-0.780
2,9:00,2,10,TAM 4,7,6,Brad Johnson pass incomplete intended for Michael Pittman,-0.780,-1.420
2,8:55,3,10,TAM 4,7,6,"Penalty on Keyshawn Johnson: False Start, 2 yards (no play)",-1.420,-1.650
2,8:55,3,12,TAM 2,7,6,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by Dexter McCleon),-1.650,-2.490
2,8:22,4,5,TAM 9,7,6,"Tom Tupa punts 39 yards, out of bounds",-2.490,-2.390
2,8:14,1,10,TAM 48,7,6,"Kurt Warner pass complete to Ernie Conwell for 6 yards (tackle by Alshermond Singleton). Penalty on Brian Kelly: Defensive Holding, 5 yards (no play)",2.390,2.720
2,7:47,1,10,TAM 43,7,6,Kurt Warner pass complete to Trung Canidate for 5 yards (tackle by Ronde Barber),2.720,2.850
2,7:18,1,10,TAM 43,,,Timeout #2 by Los Angeles Rams,2.720,2.850
2,7:18,2,5,TAM 38,7,6,Kurt Warner pass complete to Terrence Wilkins for 10 yards (tackle by Dexter Jackson and Shelton Quarles),2.850,3.710
2,6:36,1,10,TAM 28,7,6,Kurt Warner pass complete to Torry Holt for 9 yards (tackle by Brian Kelly and Alshermond Singleton),3.710,4.420
2,5:59,2,1,TAM 19,7,6,Kurt Warner pass incomplete intended for Ricky Proehl (defended by Shelton Quarles),4.420,3.720
2,5:53,3,1,TAM 19,7,6,Trung Canidate middle for 2 yards (tackle by Derrick Brooks and Ronde Barber),3.720,4.440
2,5:12,1,10,TAM 17,7,6,Trung Canidate for 1 yard (tackle by Brian Kelly),4.440,4.000
2,4:39,2,9,TAM 16,7,6,Kurt Warner pass incomplete intended for Torry Holt is intercepted by Simeon Rice at TAM-14 and returned for 30 yards,4.000,-1.860
2,4:30,1,10,TAM 44,7,6,Brad Johnson pass complete to Michael Pittman for 9 yards (tackle by Robert Thomas and Jamie Duncan),1.860,2.530
2,3:53,2,1,STL 47,7,6,"Penalty on Kerry Jenkins: False Start, 5 yards (no play)",2.530,1.860
2,3:34,2,6,TAM 48,7,6,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Robert Thomas and Leonard Little),1.860,1.420
2,2:50,3,4,,7,6,"Brad Johnson pass complete to Keenan McCardell for 9 yards (tackle by Aeneas Williams). Penalty on Kerry Jenkins: Tripping, 10 yards (no play)",1.420,0.100
2,2:30,3,14,TAM 40,7,6,Brad Johnson pass complete to Keyshawn Johnson for 21 yards (tackle by Adam Archuleta),0.100,2.980
2,2:00,1,10,STL 39,7,6,Brad Johnson pass complete to Todd Yoder for 16 yards (tackle by Jamie Duncan and Tommy Polley),2.980,4.040
2,1:20,1,10,STL 23,7,6,Michael Pittman right tackle for 14 yards (tackle by Tommy Polley and Aeneas Williams),4.040,5.140
2,1:03,1,10,STL 23,,,Timeout #1 by Tampa Bay Buccaneers,4.040,5.140
2,1:02,1,9,STL 9,7,12,"Brad Johnson pass complete to Rickey Dudley for 9 yards, touchdown",5.140,7.000
2,1:02,,,STL 9,7,13,Martin Gramatica kicks extra point good,0.000,0.000
2,1:02,,,TAM 30,7,13,"Martin Gramatica kicks off 51 yards, returned by Brandon Manumaleuna for 15 yards (tackle by Aaron Stecker)",0.000,1.200
2,1:02,1,9,STL 9,,,Timeout #2 by Tampa Bay Buccaneers,5.140,-1.200
2,0:51,1,10,STL 34,7,13,Kurt Warner pass incomplete (defended by Warren Sapp),1.200,0.660
2,0:45,2,10,STL 34,7,13,"Penalty on Torry Holt: False Start, 5 yards (no play)",0.660,-0.020
2,0:45,2,15,STL 29,7,13,Kurt Warner pass complete to Isaac Bruce for 12 yards (tackle by Dexter Jackson),-0.020,0.890
2,0:37,3,3,STL 41,7,13,Kurt Warner pass complete to Ricky Proehl for 4 yards (tackle by Derrick Brooks),0.890,1.930
2,0:14,1,10,STL 45,7,13,Kurt Warner pass incomplete is intercepted by Dexter Jackson at TAM-25 and returned for 20 yards. Penalty on Isaac Bruce: Illegal Motion (Declined),1.930,0.000
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,7,13,"Martin Gramatica kicks off 66 yards, returned by Terrence Wilkins for 14 yards (tackle by Dwight Smith)",0.000,0.040
3,14:55,1,10,STL 18,7,13,Kurt Warner pass complete to Isaac Bruce for 22 yards (tackle by Derrick Brooks),0.040,1.600
3,14:18,1,10,STL 40,7,13,Terrence Wilkins for 2 yards (tackle by Ronde Barber and Alshermond Singleton),1.600,1.320
3,13:38,2,8,STL 42,7,13,Kurt Warner pass incomplete intended for Torry Holt,1.320,0.630
3,13:34,3,8,STL 42,7,13,Kurt Warner pass complete to Torry Holt for 9 yards (tackle by Dwight Smith),0.630,2.320
3,12:54,1,10,TAM 49,7,13,Kurt Warner sacked by Warren Sapp for -11 yards,2.320,0.300
3,12:21,2,21,STL 40,7,13,Trung Canidate right guard for 8 yards (tackle by Shelton Quarles and John Lynch),0.300,0.700
3,11:40,3,13,STL 48,7,13,Kurt Warner pass incomplete intended for Isaac Bruce,0.700,-0.190
3,11:31,4,13,STL 48,7,13,"Mitch Berger punts 46 yards, returned by Karl Williams for 14 yards (tackle by Adam Archuleta). Penalty on Alshermond Singleton: Offensive Holding, 3 yards, Penalty on Aaron Stecker: Offensive Holding (Declined)",-0.190,0.380
3,11:17,1,10,TAM 3,7,13,Michael Pittman middle for 2 yards (tackle by Jamie Duncan and Adam Archuleta),-0.380,-0.630
3,10:41,2,8,TAM 5,7,13,Brad Johnson pass complete to Michael Pittman for 1 yard (tackle by Aeneas Williams),-0.630,-1.070
3,10:01,3,7,TAM 6,7,13,Brad Johnson pass incomplete intended for Michael Pittman,-1.070,-2.490
3,9:56,4,7,TAM 6,7,13,"Tom Tupa punts 51 yards, returned by Terrence Wilkins for 7 yards (tackle by Dwight Smith)",-2.490,-2.260
3,9:44,1,10,,7,13,Kurt Warner pass complete to Torry Holt for 6 yards (tackle by Brian Kelly),2.260,2.520
3,9:07,2,4,TAM 44,7,13,Trung Canidate left end for -1 yards (tackle by Dwight Smith),2.520,1.690
3,8:25,3,5,TAM 45,7,13,Kurt Warner left tackle for 4 yards (tackle by Chartric Darby and Nate Webster),1.690,0.530
3,7:40,4,1,TAM 41,7,13,"Mitch Berger punts 41 yards, touchback",0.530,-0.280
3,7:27,1,10,TAM 20,7,13,Brad Johnson pass complete to Michael Pittman for 10 yards (tackle by Aeneas Williams),0.280,0.940
3,6:48,1,10,TAM 30,7,13,Brad Johnson pass incomplete intended for Mike Alstott,0.940,0.390
3,6:43,2,10,TAM 30,7,13,Brad Johnson pass complete to Rickey Dudley for 6 yards (tackle by Dre' Bly),0.390,0.500
3,5:59,3,4,TAM 36,7,13,"Brad Johnson pass complete to Keenan McCardell for 5 yards (tackle by Aeneas Williams). Keenan McCardell fumbles (forced by Aeneas Williams), recovered by Aeneas Williams at TAM-41 and returned for 2 yards (tackle by Keenan McCardell)",0.500,-2.980
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
3,5:49,1,10,TAM 39,7,13,Kurt Warner sacked by Shelton Quarles for -8 yards,2.980,1.360
3,5:22,2,18,TAM 47,7,13,"Penalty on Orlando Pace: False Start, 5 yards (no play)",1.360,0.690
3,4:58,2,23,STL 48,7,13,"Kurt Warner pass complete to Yo Murphy for 3 yards (tackle by Shelton Quarles). Penalty on Shelton Quarles: Unnecessary Roughness, 15 yards, Penalty on Dexter Jackson: Unsportsmanlike Conduct (Declined)",0.690,3.310
3,4:33,1,10,TAM 34,7,13,Trung Canidate left tackle for 3 yards (tackle by Warren Sapp),3.310,3.180
3,3:49,2,7,TAM 31,7,13,"Kurt Warner sacked by Simeon Rice for -7 yards. Kurt Warner fumbles (forced by Simeon Rice), recovered by Adam Timmerman at TAM-38. Penalty on Grant Williams: Offensive Holding (Declined)",3.180,1.550
3,3:18,3,14,TAM 38,7,13,Kurt Warner pass incomplete intended for Ricky Proehl (defended by Dwight Smith),1.550,0.720
3,3:11,4,14,TAM 38,7,13,"Mitch Berger punts 38 yards, touchback",0.720,-0.280
3,2:57,1,10,TAM 20,7,13,Michael Pittman left end for 3 yards (tackle by Grant Wistrom),0.280,0.140
3,2:33,2,7,TAM 23,7,13,"Brad Johnson sacked by Leonard Little for -10 yards. Brad Johnson fumbles (forced by Leonard Little), recovered by Roman Oben at TAM-10",0.140,-2.590
3,1:47,3,20,TAM 10,7,13,Brad Johnson pass complete to Michael Pittman for -1 yards (tackle by Leonard Little),-2.590,-2.490
3,1:19,4,21,TAM 9,7,13,Tom Tupa punts 41 yards,-2.490,-2.260
3,1:07,1,10,,7,13,Kurt Warner pass incomplete intended for Isaac Bruce (defended by John Lynch),2.260,1.710
3,1:00,2,10,,7,13,Kurt Warner pass incomplete intended for Trung Canidate (defended by Derrick Brooks),1.710,1.030
3,0:55,3,10,,7,13,Kurt Warner pass complete to Isaac Bruce for 8 yards (tackle by Ronde Barber),1.030,0.460
3,0:11,4,2,TAM 42,7,13,"Mitch Berger punts 29 yards, fair catch by Karl Williams",0.460,0.320
3,0:03,1,10,TAM 13,7,13,Michael Pittman middle for 12 yards (tackle by Kim Herring),-0.320,0.610
Quarter,Time,Down,ToGo,Location,STL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 25,7,13,Michael Pittman right end for 9 yards (tackle by Jamie Duncan and Adam Archuleta),0.610,1.280
4,14:26,2,1,TAM 34,7,13,Mike Alstott middle for 7 yards (tackle by Don Davis and Aeneas Williams),1.280,1.660
4,14:01,1,10,TAM 41,7,13,Mike Alstott middle for 2 yards (tackle by Don Davis and Tommy Polley),1.660,1.390
4,13:22,2,8,TAM 43,7,13,Brad Johnson pass complete to Ken Dilger for 7 yards (tackle by Robert Thomas and Adam Archuleta),1.390,1.620
4,12:37,3,1,,7,13,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Grant Wistrom),1.620,-0.060
4,12:31,4,1,,7,13,"Tom Tupa punts 50 yards, touchback. Penalty on Ryan Nece: Ineligible Downfield Kick (Declined)",-0.060,-0.280
4,12:22,1,10,STL 20,7,13,Trung Canidate middle for 2 yards (tackle by Ellis Wyms),0.280,0.000
4,11:38,2,8,STL 22,7,13,Kurt Warner pass incomplete intended for Trung Canidate is intercepted by Brian Kelly at STL-32 and returned for 31 yards,0.000,-6.970
4,11:27,1,1,STL 1,7,13,Mike Alstott middle for -1 yards (tackle by Grant Wistrom and Tommy Polley),6.970,5.720
4,10:49,2,2,STL 2,7,19,"Mike Alstott right guard for 2 yards, touchdown",5.720,7.000
4,10:42,2,2,STL 2,,,Timeout #2 by Tampa Bay Buccaneers,5.720,5.720
4,10:42,2,,STL 2,7,19,"Two Point Attempt: Brad Johnson pass incomplete intended for Mike Alstott, conversion fails",1.000,-1.000
4,10:42,,,TAM 30,7,19,"Martin Gramatica kicks off 45 yards, muffed catch by Brandon Manumaleuna, recovered by Brandon Manumaleuna at SL-25, and returned for 4 yards",0.000,0.870
4,10:34,1,10,STL 29,7,19,"Penalty on Ernie Conwell: False Start, 5 yards (no play)",0.870,0.540
4,10:34,1,15,STL 24,7,19,Kurt Warner pass complete to Ernie Conwell for 6 yards (tackle by Ronde Barber and Alshermond Singleton),0.540,0.460
4,9:48,2,9,STL 30,7,19,Kurt Warner pass complete to Torry Holt for 13 yards (tackle by Nate Webster),0.460,1.800
4,9:05,1,10,STL 43,7,19,Kurt Warner pass complete to Lamar Gordon for 7 yards (tackle by Alshermond Singleton),1.800,2.200
4,8:32,2,3,,7,19,"Lamar Gordon middle for 7 yards (tackle by Dexter Jackson and John Lynch). Penalty on Grant Williams: Offensive Holding, 10 yards",2.200,1.790
4,8:05,2,6,STL 47,7,19,Kurt Warner pass complete to Ricky Proehl for 13 yards (tackle by Ronde Barber and Shelton Quarles),1.790,2.920
4,7:25,1,10,TAM 40,7,19,Lamar Gordon middle for 3 yards (tackle by Shelton Quarles),2.920,2.780
4,6:43,2,7,TAM 37,7,19,Kurt Warner pass complete to Ricky Proehl for 7 yards (tackle by Brian Kelly),2.780,3.580
4,6:01,1,10,TAM 30,7,19,Kurt Warner pass incomplete intended for Isaac Bruce,3.580,3.030
4,5:55,2,10,TAM 30,7,19,Kurt Warner pass complete to Lamar Gordon for 8 yards (tackle by Ryan Nece),3.030,3.400
4,5:14,3,2,TAM 22,7,19,Kurt Warner pass complete to Isaac Bruce for 1 yard (tackle by Ronde Barber),3.400,2.210
4,4:29,4,1,TAM 21,13,19,"Lamar Gordon left end for 21 yards, touchdown",2.210,7.000
4,4:29,,,TAM 21,14,19,Jeff Wilkins kicks extra point good,0.000,0.000
4,4:29,,,STL 30,14,19,"Jeff Wilkins kicks off 58 yards, returned by Aaron Stecker for 26 yards (tackle by Adam Archuleta)",0.000,1.470
4,4:13,1,10,TAM 38,14,19,"Penalty on Cosey Coleman: False Start, 5 yards (no play)",1.470,1.140
4,4:13,1,15,TAM 33,14,19,Michael Pittman right tackle for 1 yard (tackle by Ryan Pickett and Adam Archuleta),1.140,0.380
4,3:34,2,14,TAM 34,14,19,Brad Johnson pass complete to Mike Alstott for 10 yards (tackle by Aeneas Williams),0.380,1.020
4,2:47,2,14,TAM 34,,,Timeout #3 by Tampa Bay Buccaneers,0.380,1.020
4,2:47,3,4,TAM 44,14,19,Brad Johnson pass incomplete intended for Ken Dilger,1.020,-0.460
4,2:42,4,4,TAM 44,14,19,"Tom Tupa punts 50 yards, out of bounds",-0.460,0.380
4,2:34,1,10,STL 6,14,19,Lamar Gordon middle for 13 yards (tackle by Greg Spires and Dexter Jackson),-0.380,0.150
4,2:01,1,10,STL 19,14,19,Kurt Warner for 6 yards (tackle by Dwight Smith and Anthony McFarland),0.150,0.480
4,1:53,2,4,STL 25,14,19,Kurt Warner pass complete to Torry Holt for 6 yards (tackle by Ronde Barber),0.480,1.000
4,1:31,1,10,STL 31,14,19,Kurt Warner pass complete to Torry Holt for 3 yards (tackle by Dwight Smith),1.000,0.870
4,1:24,2,7,STL 34,14,19,"Kurt Warner sacked by Ellis Wyms for -9 yards. Kurt Warner fumbles (forced by Ellis Wyms), recovered by Adam Timmerman at STL-25 and returned for 9 yards",0.870,0.170
4,1:09,3,7,STL 34,14,25,"Kurt Warner pass incomplete intended for Lamar Gordon is intercepted by Derrick Brooks at STL-39 and returned for 39 yards, touchdown",0.170,-7.000
4,0:59,,,STL 34,14,26,Martin Gramatica kicks extra point good,0.000,0.000
4,0:59,,,TAM 30,14,26,"Martin Gramatica kicks off 70 yards, returned by Terrence Wilkins for 24 yards (tackle by Ronde Barber)",0.000,0.540
4,0:50,1,10,STL 24,14,26,Kurt Warner pass complete to Yo Murphy for 8 yards (tackle by Alshermond Singleton and Ryan Nece),0.540,1.080
4,0:29,2,2,STL 32,14,26,Kurt Warner pass complete to Torry Holt for 24 yards (tackle by Dexter Jackson),1.080,2.650
4,0:21,2,2,STL 32,,,Timeout #1 by Los Angeles Rams,1.080,2.650
4,0:21,1,10,TAM 44,14,26,Kurt Warner pass incomplete intended for Isaac Bruce,2.650,2.110
4,0:15,2,10,TAM 44,14,26,Kurt Warner for 9 yards (tackle by Alshermond Singleton),2.110,2.610
4,0:06,3,1,TAM 35,14,26,Kurt Warner sacked by Greg Spires for -6 yards,2.610,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
