Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ed Dickson,SEA,5,4,42,0,1,21,5.3,21,5.3,4.8,0,,0,0.0,0,101.7
Tyler Lockett,SEA,6,4,120,0,3,92,23.0,28,7.0,20.7,0,,0,0.0,0,109.7
Doug Baldwin,SEA,6,3,32,0,1,32,10.7,0,0.0,11.8,0,,0,0.0,0,66.0
Chris Carson,SEA,3,2,-1,0,,-7,-3.5,6,3.0,-1.7,0,,1,33.3,0,70.1
Mike Davis,SEA,2,2,22,0,0,-10,-5.0,32,16.0,-5.0,0,,0,0.0,0,112.5
J.D. McKissic,SEA,3,2,13,1,1,6,3.0,7,3.5,2.0,0,,0,0.0,0,115.3
Nick Vannett,SEA,2,1,5,0,,1,1.0,4,4.0,7.0,0,,0,0.0,0,56.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amari Cooper,DAL,9,7,106,0,4,72,10.3,34,4.9,11.7,0,,0,0.0,0,115.7
Ezekiel Elliott,DAL,5,4,32,0,0,-1,-0.3,33,8.3,-0.8,0,,0,0.0,0,93.3
Cole Beasley,DAL,3,3,28,0,2,18,6.0,10,3.3,6.0,0,,0,0.0,0,105.6
Blake Jarwin,DAL,3,3,15,0,1,2,0.7,13,4.3,0.7,0,,0,0.0,0,87.5
Michael Gallup,DAL,6,2,18,1,1,18,9.0,0,0.0,13.7,0,,0,0.0,0,81.9
Tavon Austin,DAL,1,1,7,0,1,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
Noah Brown,DAL,4,1,6,0,1,0,0.0,6,6.0,5.5,0,,1,25.0,1,0.0
Allen Hurns,DAL,1,1,14,0,1,7,7.0,7,7.0,7.0,0,,0,0.0,0,118.7
