Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
2,8:53,1,10,STL 20,10,10,Marc Bulger pass complete to Isaac Bruce for 7 yards (tackle by Eric Green),0.280,0.680
2,8:17,2,3,STL 27,10,10,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by Eric Green),0.680,0.940
2,7:34,1,10,STL 30,10,10,"Penalty on Brandon Manumaleuna: False Start, 5 yards (no play)",0.940,0.610
2,7:17,1,15,STL 25,10,10,Marc Bulger pass complete to Torry Holt for 10 yards (tackle by David Macklin),0.610,1.070
2,6:35,2,5,STL 35,10,10,Steven Jackson up the middle for 3 yards (tackle by Adrian Wilson),1.070,0.760
2,5:58,3,2,STL 38,10,10,Marc Bulger pass complete to Steven Jackson for 6 yards (tackle by James Darling),0.760,1.860
2,5:18,1,10,STL 44,10,10,Marc Bulger pass complete to Kevin Curtis for 6 yards (tackle by Eric Green),1.860,2.130
2,4:40,2,4,STL 50,10,10,Marc Bulger pass incomplete intended for Kevin Curtis (defended by Eric Green),2.130,1.420
2,4:33,,,,10,10,Timeout #1 by St. Louis Rams,0.000,1.420
2,4:33,3,4,STL 50,10,10,"Marc Bulger pass incomplete intended for Marshall Faulk (defended by Darnell Dockett). Penalty on Antonio Smith: Defensive Offside, 5 yards (no play)",1.420,2.590
2,4:29,1,10,ARI 45,10,10,Marc Bulger pass complete to Torry Holt for 7 yards (tackle by Orlando Huff),2.590,2.990
2,4:02,2,3,ARI 38,10,10,Steven Jackson left tackle for 6 yards (tackle by Darryl Blackstock),2.990,3.450
2,3:20,1,10,ARI 32,10,10,Marc Bulger pass complete to Kevin Curtis for 5 yards (tackle by Robert Tate),3.450,3.580
2,2:37,2,5,ARI 27,10,10,Steven Jackson right end for 4 yards (tackle by Adrian Wilson),3.580,3.400
2,2:00,3,1,ARI 23,10,10,"Steven Jackson left end for -2 yards (tackle by Orlando Huff). Steven Jackson fumbles (forced by Orlando Huff), recovered by Ross Kolodziej at ARI-25 (tackle by Alex Barron)",3.400,-0.610
2,1:50,1,10,ARI 25,10,10,Kurt Warner pass complete to Adam Bergen for 11 yards (tackle by Brandon Chillar),0.610,1.330
2,1:29,1,10,ARI 36,10,10,Kurt Warner pass complete to Anquan Boldin for 4 yards (tackle by Mike Furrey),1.330,1.330
2,1:25,2,6,ARI 40,10,10,J.J. Arrington up the middle for 3 yards (tackle by Leonard Little),1.330,1.030
2,1:05,3,3,ARI 43,10,10,Kurt Warner pass complete to Adam Bergen for 11 yards (tackle by Jerome Carter),1.030,2.520
2,0:55,,,,10,10,Timeout #2 by Arizona Cardinals,0.000,2.520
2,0:55,1,10,STL 46,10,10,Kurt Warner pass complete to Larry Fitzgerald for 31 yards (tackle by Mike Furrey),2.520,4.580
2,0:38,1,10,STL 15,10,10,Kurt Warner spiked the ball,4.580,3.950
2,0:37,2,10,STL 15,10,10,Kurt Warner pass incomplete intended for LeRon McCoy,3.950,3.100
2,0:34,3,10,STL 15,10,10,Kurt Warner pass incomplete intended for Anquan Boldin. Penalty on J.J. Arrington: Illegal Motion (Declined),3.100,2.440
2,0:30,4,10,STL 15,13,10,Neil Rackers 33 yard field goal good,2.440,3.000
2,,,,ARI 30,13,10,"Neil Rackers kicks off 62 yards, returned by David Allen for 32 yards (tackle by Quentin Harris)",0.000,1.600
2,0:18,1,10,STL 40,13,10,Marc Bulger pass complete to Steven Jackson for 9 yards (tackle by Eric Green),1.600,2.270
2,0:10,,,,13,10,Timeout #2 by St. Louis Rams,0.000,2.270
2,0:10,2,1,STL 49,13,10,Marc Bulger pass complete to Shaun McDonald for 10 yards (tackle by Darryl Blackstock),2.270,2.850
2,0:04,1,10,ARI 41,13,10,Marc Bulger pass incomplete intended for Kevin Curtis,2.850,2.310
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,13,10,"Jeff Wilkins kicks off 66 yards, returned by Reggie Swinton for 16 yards (tackle by Drew Wahlroos)",0.000,0.280
3,14:54,1,10,ARI 20,13,10,Kurt Warner pass complete to Anquan Boldin for 34 yards (tackle by Mike Furrey),0.280,2.520
3,14:08,,,,13,10,Timeout #1 by Arizona Cardinals,0.000,2.520
3,14:08,1,10,STL 46,13,10,Marcel Shipp left tackle for no gain (tackle by Pisa Tinoisamoa),2.520,1.980
3,13:32,2,10,STL 46,13,10,Kurt Warner pass complete to Larry Fitzgerald for 11 yards (tackle by Ronald Bartell),1.980,3.250
3,12:53,1,10,STL 35,13,10,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at STL-41",3.250,1.890
3,12:09,2,16,STL 41,13,10,"Kurt Warner pass incomplete intended for Marcel Shipp. Penalty on Pisa Tinoisamoa: Defensive Holding, 5 yards (no play)",1.890,3.180
3,12:03,1,10,STL 36,13,10,Kurt Warner pass incomplete intended for Eric Edwards (defended by Pisa Tinoisamoa),3.180,2.640
3,11:57,2,10,STL 36,13,10,James Jackson up the middle for 3 yards (tackle by Brandon Chillar),2.640,2.350
3,11:18,3,7,STL 33,13,10,Kurt Warner pass incomplete intended for Anquan Boldin,2.350,1.150
3,11:14,4,7,STL 33,16,10,Neil Rackers 51 yard field goal good,1.150,3.000
3,,,,ARI 30,16,10,"Neil Rackers kicks off 65 yards, returned by David Allen for 23 yards (tackle by Isaac Keys)",0.000,0.810
3,11:03,1,10,STL 28,16,10,Marc Bulger pass complete to Kevin Curtis for 13 yards (tackle by Robert Griffith),0.810,1.660
3,10:27,1,10,STL 41,16,10,"Marc Bulger pass complete to Kevin Curtis for 17 yards (tackle by James Darling). Penalty on Claude Terrell: Offensive Holding, 10 yards (no play)",1.660,1.000
3,10:06,1,20,STL 31,16,10,Marc Bulger pass complete to Isaac Bruce for 11 yards (tackle by David Macklin),1.000,1.260
3,9:27,2,9,STL 42,16,10,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by James Darling),1.260,2.590
3,8:46,1,10,ARI 45,16,10,Marc Bulger pass complete to Kevin Curtis for 6 yards (tackle by David Macklin),2.590,2.850
3,8:11,2,4,ARI 39,16,10,Marc Bulger sacked by Chike Okeafor for -7 yards. Penalty on Alex Barron: Tripping (Declined),2.850,1.220
3,7:47,3,11,ARI 46,16,16,"Marc Bulger pass complete to Isaac Bruce for 46 yards, touchdown",1.220,7.000
3,,,,ARI 2,16,17,Jeff Wilkins kicks extra point good,0.000,0.000
3,,,,STL 30,16,17,"Jeff Wilkins kicks off 69 yards, returned by Reggie Swinton for 28 yards (tackle by Brandon Chillar). Penalty on Chike Okeafor: Illegal Block Above the (Offsetting), Penalty on Madison Hedgecock: Unnecessary Roughness (Offsetting)",0.000,0.870
3,7:32,1,10,ARI 29,16,17,J.J. Arrington up the middle for 5 yards (tackle by Dexter Coakley),0.870,1.000
3,6:55,2,5,ARI 34,16,17,Kurt Warner pass complete to J.J. Arrington for 8 yards (tackle by Ryan Pickett),1.000,1.730
3,6:18,1,10,ARI 42,16,17,"Kurt Warner pass complete to Larry Fitzgerald for 18 yards (tackle by Mike Furrey). Penalty on Adam Bergen: Offensive Pass Interfere, 10 yards (no play)",1.730,1.070
3,6:18,1,20,ARI 32,16,17,Kurt Warner pass complete to Anquan Boldin for 8 yards (tackle by Brandon Chillar and Jerome Carter),1.070,0.920
3,5:12,2,12,ARI 40,16,17,Kurt Warner pass incomplete intended for Anquan Boldin,0.920,0.230
3,5:06,3,12,ARI 40,16,17,"Penalty on Oliver Ross: False Start, 5 yards (no play)",0.230,-0.430
3,5:06,3,17,ARI 35,16,17,Kurt Warner pass incomplete intended for Reggie Newhouse,-0.430,-1.040
3,5:00,4,17,ARI 35,16,17,"Scott Player punts 35 yards, fair catch by David Allen",-1.040,-0.940
3,4:52,1,10,STL 30,16,17,"Marc Bulger pass incomplete intended for Torry Holt. Penalty on Torry Holt: Illegal Touch Pass, 5 yards (no play)",0.940,0.610
3,4:47,1,15,STL 25,16,17,Marc Bulger sacked by Adrian Wilson for -11 yards,0.610,-1.900
3,4:31,2,26,STL 14,16,17,Jamie Martin pass complete to Torry Holt for 4 yards (tackle by Eric Green),-1.900,-2.120
3,3:53,3,22,STL 18,16,17,Jamie Martin pass complete to Isaac Bruce for 19 yards (tackle by David Macklin),-2.120,-0.910
3,3:32,4,3,STL 37,16,17,"Bryan Barker punts 43 yards, returned by Reggie Swinton for 5 yards (tackle by Trev Faulk)",-0.910,-0.610
3,3:14,1,10,ARI 25,16,17,Kurt Warner pass complete to Larry Fitzgerald for 20 yards (tackle by Ronald Bartell),0.610,1.930
3,2:42,1,10,ARI 45,16,17,Kurt Warner pass complete to Larry Fitzgerald for 12 yards (tackle by Ronald Bartell),1.930,2.720
3,2:12,1,10,STL 43,16,17,Kurt Warner pass incomplete intended for Larry Fitzgerald,2.720,2.180
3,2:06,2,10,STL 43,16,17,Marcel Shipp up the middle for 1 yard (tackle by Ryan Pickett),2.180,1.620
3,1:26,3,9,STL 42,16,17,Kurt Warner pass complete to LeRon McCoy for 5 yards (tackle by Pisa Tinoisamoa),1.620,0.790
3,0:47,4,4,STL 37,16,17,"Scott Player punts 26 yards, fair catch by David Allen",0.790,0.370
3,0:37,1,10,STL 11,16,17,Jamie Martin pass incomplete intended for Brandon Manumaleuna,-0.370,-0.780
3,0:32,2,10,STL 11,16,17,Steven Jackson right tackle for -3 yards (tackle by Adrian Wilson and Chike Okeafor),-0.780,-1.770
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,STL 8,16,17,Jamie Martin pass complete to Madison Hedgecock for 9 yards (tackle by Eric Green and Quentin Harris),-1.770,-2.320
4,14:23,4,4,STL 17,16,17,"Bryan Barker punts 43 yards, returned by Reggie Swinton for 12 yards (tackle by Chris Massey)",-2.320,-2.390
4,14:10,1,10,STL 48,16,17,J.J. Arrington up the middle for 3 yards (tackle by Jerome Carter),2.390,2.250
4,13:37,2,7,STL 45,16,17,Kurt Warner pass complete to Anquan Boldin for 6 yards (tackle by DeJuan Groce),2.250,2.340
4,13:01,3,1,STL 39,16,17,Kurt Warner up the middle for 1 yard (tackle by Damione Lewis and Jerome Carter),2.340,3.050
4,12:15,1,10,STL 38,16,17,"Penalty on Oliver Ross: False Start, 5 yards (no play)",3.050,2.720
4,11:57,1,15,STL 43,16,17,Kurt Warner pass incomplete intended for J.J. Arrington (defended by Pisa Tinoisamoa),2.720,1.830
4,11:52,2,15,STL 43,16,17,Kurt Warner pass complete to Larry Fitzgerald for 8 yards (tackle by DeJuan Groce),1.830,2.210
4,11:15,3,7,STL 35,16,17,"Penalty on Leonard Davis: False Start, 5 yards (no play)",2.210,1.550
4,10:49,3,12,STL 40,16,17,"Kurt Warner pass incomplete intended for Adam Bergen. Penalty on Chris Johnson: Illegal Use of Hands, 5 yards (no play)",1.550,3.250
4,10:45,1,10,STL 35,16,17,J.J. Arrington right tackle for no gain (tackle by Anthony Hargrove and Damione Lewis),3.250,2.700
4,10:06,2,10,STL 35,16,17,Kurt Warner pass complete to J.J. Arrington for 15 yards (tackle by Chris Johnson),2.700,4.240
4,9:33,1,10,STL 20,16,17,J.J. Arrington right end for 9 yards (tackle by Anthony Hargrove),4.240,5.260
4,8:55,2,1,STL 11,16,17,Obafemi Ayanbadejo up the middle for 2 yards (tackle by Chris Claiborne),5.260,5.140
4,8:17,1,9,STL 9,22,17,"Kurt Warner pass complete to Adam Bergen for 9 yards, touchdown",5.140,7.000
4,,,,,24,17,"Two Point Attempt: Kurt Warner pass complete to Anquan Boldin, conversion succeeds",1.000,1.000
4,,,,ARI 30,24,17,"Neil Rackers kicks off 69 yards, returned by David Allen for 30 yards (tackle by Lamont Reid)",0.000,1.000
4,8:03,1,10,STL 31,24,17,Jamie Martin pass incomplete intended for Torry Holt,1.000,0.460
4,8:00,2,10,STL 31,24,17,Jamie Martin sacked by Adrian Wilson for -4 yards,0.460,-0.760
4,7:27,3,14,STL 27,24,17,Jamie Martin pass complete to Torry Holt for 37 yards (tackle by Adrian Wilson),-0.760,3.180
4,6:43,1,10,ARI 36,24,17,Steven Jackson right end for 1 yard (tackle by James Darling and Quentin Harris),3.180,2.770
4,6:04,2,9,ARI 35,24,17,Jamie Martin pass complete to Steven Jackson for 1 yard (tackle by Eric Green),2.770,2.210
4,5:22,3,8,ARI 34,24,17,Jamie Martin pass complete to Torry Holt for 15 yards (tackle by Orlando Huff),2.210,4.310
4,4:46,1,10,ARI 19,24,17,Jamie Martin pass complete to Torry Holt for 5 yards (tackle by Eric Green),4.310,4.530
4,4:02,2,5,ARI 14,24,17,Jamie Martin pass incomplete intended for Torry Holt,4.530,3.760
4,3:58,,,,24,17,Timeout #1 by St. Louis Rams,0.000,3.760
4,3:58,3,5,ARI 14,24,17,Jamie Martin pass complete to Torry Holt for no gain,3.760,2.560
4,3:39,4,5,ARI 14,24,20,Jeff Wilkins 32 yard field goal good,2.560,3.000
4,,,,STL 30,24,20,"Jeff Wilkins kicks off 65 yards, returned by Reggie Swinton for 90 yards (tackle by Ronald Bartell)",0.000,6.060
4,3:23,1,5,STL 5,24,20,Marcel Shipp up the middle for -2 yards (tackle by Leonard Little),6.060,4.760
4,3:17,,,,24,20,Timeout #2 by St. Louis Rams,0.000,4.760
4,3:17,2,7,STL 7,30,20,"Kurt Warner pass complete to Larry Fitzgerald for 7 yards, touchdown",4.760,7.000
4,,,,STL 2,31,20,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,31,20,"Neil Rackers kicks off 68 yards, returned by David Allen for 26 yards (tackle by Aaron Francisco)",0.000,0.810
4,3:05,1,10,STL 28,31,20,"Jamie Martin sacked by Darryl Blackstock for -9 yards. Jamie Martin fumbles (forced by Darryl Blackstock), recovered by Adrian Wilson at STL-15 (tackle by Alex Barron)",0.810,-4.580
4,2:58,1,10,STL 15,31,20,J.J. Arrington left tackle for 4 yards (tackle by Dexter Coakley),4.580,4.640
4,2:13,2,6,STL 11,31,20,J.J. Arrington left end for -5 yards (tackle by Chris Claiborne),4.640,3.040
4,2:04,,,,31,20,Timeout #3 by St. Louis Rams,0.000,3.040
4,2:04,3,11,STL 16,31,20,"Kurt Warner pass complete to Obafemi Ayanbadejo for 6 yards (tackle by Dexter Coakley). Penalty on Leonard Little: Unnecessary Roughness, 9 yards (no play)",3.040,5.600
4,1:55,1,7,STL 7,37,20,"J.J. Arrington up the middle for 7 yards, touchdown",5.600,7.000
4,,,,STL 2,38,20,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,38,20,Neil Rackers kicks off 69 yards,0.000,1.600
4,1:54,1,10,STL 40,38,20,Jamie Martin pass complete to Kevin Curtis for 4 yards (tackle by Eric Green),1.600,1.590
4,1:29,2,6,STL 44,38,20,Jamie Martin pass complete to Dane Looker for 10 yards (tackle by Eric Green),1.590,2.520
4,1:04,1,10,ARI 46,38,20,Jamie Martin pass complete to Shaun McDonald for 20 yards (tackle by Robert Griffith),2.520,3.840
4,0:41,1,10,ARI 26,38,26,"Jamie Martin pass complete to Kevin Curtis for 26 yards, touchdown",3.840,7.000
4,,,,,38,28,"Two Point Attempt: Jamie Martin pass complete to Arlen Harris, conversion succeeds",1.000,1.000
4,,,,STL 30,38,28,Jeff Wilkins kicks onside 18 yards (onside kick successful),0.000,2.130
4,0:33,1,10,STL 48,38,28,Jamie Martin pass incomplete intended for Torry Holt,2.130,1.580
4,0:28,2,10,STL 48,38,28,Jamie Martin pass complete to Torry Holt for 4 yards (tackle by Eric Green),1.580,1.420
4,0:24,3,6,ARI 48,38,28,Jamie Martin pass incomplete intended for Shaun McDonald (defended by Chike Okeafor),1.420,0.070
4,0:20,4,6,ARI 48,38,28,Jamie Martin pass complete to Shaun McDonald for 7 yards (tackle by Eric Green),0.070,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
