Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Riley Patterson kicks off 65 yards, returned by Isaiah Rodgers for 14 yards (tackle by Ty Summers)",0.000,-0.280
1,14:53,1,10,IND 14,0,0,Matt Ryan pass incomplete short left intended for Alec Pierce (defended by Tyson Campbell),-0.280,-0.750
1,14:49,2,10,IND 14,0,0,Matt Ryan pass complete short right to Deon Jackson for 20 yards (tackle by Devin Lloyd),-0.750,1.200
1,14:26,1,10,IND 34,0,0,Matt Ryan pass complete short left to Parris Campbell for 8 yards (tackle by Andre Cisco and Shaquill Griffin),1.200,1.740
1,14:02,2,2,IND 42,0,0,Matt Ryan pass complete short left to Michael Pittman for 3 yards (tackle by Tyson Campbell),1.740,1.930
1,13:23,1,10,IND 45,0,0,"Matt Ryan pass incomplete short left intended for Parris Campbell. Penalty on Braden Smith: Offensive Holding, 10 yards (accepted) (no play)",1.930,1.270
1,13:23,1,20,IND 35,0,0,Matt Ryan pass complete short left to Michael Pittman for 10 yards (tackle by Darious Williams),1.270,1.380
1,12:58,2,10,IND 45,0,0,Matt Ryan pass complete short left to Michael Pittman for 3 yards (tackle by Tyson Campbell),1.380,1.090
1,12:31,3,7,IND 48,0,0,Matt Ryan pass complete short left to Deon Jackson for 4 yards (tackle by Devin Lloyd),1.090,0.070
1,12:18,4,3,JAX 48,0,0,"Matt Haack punts 33 yards, fair catch by Jamal Agnew at JAC-15",0.070,0.220
1,12:11,1,10,JAX 15,0,0,Trevor Lawrence pass complete short right to Christian Kirk for 9 yards (tackle by Stephon Gilmore and Bobby Okereke),-0.220,0.620
1,11:48,2,1,JAX 24,0,0,Travis Etienne right end for 1 yard (tackle by Grover Stewart and DeForest Buckner),0.620,0.610
1,11:11,1,10,JAX 25,0,0,Travis Etienne left tackle for 48 yards (tackle by Rodney Thomas),0.610,3.780
1,10:37,1,10,IND 27,0,0,Travis Etienne right guard for 1 yard (tackle by Tyquan Lewis),3.780,3.370
1,10:01,2,9,IND 26,0,0,Trevor Lawrence pass incomplete deep right intended for Evan Engram,3.370,2.680
1,9:53,3,9,IND 26,0,0,Trevor Lawrence sacked by DeForest Buckner for -14 yards,2.680,0.590
1,9:11,4,23,IND 40,0,0,"Logan Cooke punts 30 yards, fair catch by Keke Coutee at IND-10",0.590,0.380
1,9:04,1,10,IND 10,0,0,Deon Jackson right end for 1 yard (tackle by DaVon Hamilton and Roy Robertson-Harris),-0.380,-0.710
1,8:35,2,9,IND 11,0,0,Matt Ryan pass complete short left to Parris Campbell for 5 yards (tackle by Andre Cisco),-0.710,-0.720
1,8:05,3,4,IND 16,0,0,Matt Ryan pass complete short middle to Deon Jackson for 3 yards (tackle by Travon Walker),-0.720,-2.140
1,7:27,4,1,IND 19,0,0,"Matt Haack punts 45 yards, returned by Jamal Agnew for 8 yards (tackle by Kylen Granson)",-2.140,-1.860
1,7:18,1,10,JAX 44,0,0,James Robinson right tackle for 14 yards (tackle by Rodney Thomas),1.860,2.790
1,6:39,1,10,IND 42,0,0,Trevor Lawrence pass complete short right to Travis Etienne for 22 yards (tackle by Brandon Facyson and Rodney Thomas),2.790,4.240
1,5:58,1,10,IND 20,0,0,Jamal Agnew left end for 19 yards (tackle by Bobby Okereke),4.240,6.970
1,5:02,1,1,IND 1,0,0,Travis Etienne right tackle for -2 yards (tackle by Zaire Franklin and Byron Cowart),6.970,5.530
1,4:26,2,3,IND 3,0,0,James Robinson left tackle for 2 yards (tackle by Bobby Okereke and Rodney Thomas),5.530,5.170
1,3:51,,,,,,Timeout #1 by Jacksonville Jaguars,,
1,3:51,3,1,IND 1,6,0,"Trevor Lawrence up the middle for 1 yard, touchdown",5.170,7.000
1,3:48,,,IND 15,7,0,Riley Patterson kicks extra point good,0.000,0.000
1,3:48,,,JAX 35,7,0,"Riley Patterson kicks off 62 yards, returned by Isaiah Rodgers for 20 yards (tackle by Daniel Thomas and Ty Summers)",0.000,0.480
1,3:42,1,10,IND 23,7,0,Matt Ryan pass complete short left to Deon Jackson for 9 yards (tackle by Rayshawn Jenkins),0.480,1.150
1,3:18,2,1,IND 32,7,0,Deon Jackson up the middle for 4 yards (tackle by Roy Robertson-Harris and DaVon Hamilton),1.150,1.330
1,2:47,1,10,IND 36,7,0,Matt Ryan pass complete short left to Jelani Woods for 17 yards (tackle by Foyesade Oluokun),1.330,2.460
1,2:20,1,10,JAX 47,7,0,Matt Ryan pass complete short middle to Phillip Lindsay for 3 yards (tackle by Foyesade Oluokun),2.460,2.320
1,1:41,2,7,JAX 44,7,0,Matt Ryan pass incomplete deep left intended for Alec Pierce (defended by Tyson Campbell),2.320,1.620
1,1:35,3,7,JAX 44,7,0,Matt Ryan pass complete short left to Michael Pittman for 15 yards (tackle by Shaquill Griffin),1.620,3.640
1,1:09,1,10,JAX 29,7,0,Deon Jackson right guard for 7 yards (tackle by Rayshawn Jenkins and Foyesade Oluokun),3.640,4.050
1,0:39,2,3,JAX 22,7,0,Deon Jackson up the middle for 1 yard (tackle by Rayshawn Jenkins),4.050,3.470
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,JAX 21,7,0,Matt Ryan pass complete short right to Alec Pierce for 11 yards (tackle by Shaquill Griffin),3.470,4.910
2,14:19,1,10,JAX 10,7,0,Matt Ryan pass incomplete short left intended for Alec Pierce,4.910,4.190
2,14:12,2,10,JAX 10,7,0,Matt Ryan pass incomplete short middle intended for Mike Strachan,4.190,3.130
2,14:06,3,10,JAX 10,7,0,Matt Ryan pass incomplete short right intended for Mike Strachan,3.130,2.760
2,14:00,4,10,JAX 10,7,3,Chase McLaughlin 28 yard field goal good,2.760,3.000
2,13:56,,,IND 35,7,3,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
2,13:56,1,10,JAX 25,7,3,Trevor Lawrence sacked by Grover Stewart for no gain,0.610,0.060
2,13:17,2,10,JAX 25,7,3,"Trevor Lawrence sacked by Grover Stewart for no gain. Penalty on Rodney McLeod: Defensive Holding, 5 yards (accepted) (no play)",0.060,0.940
2,12:51,1,10,JAX 30,7,3,Trevor Lawrence pass complete short right to Jamal Agnew for 5 yards (tackle by Zaire Franklin and Bobby Okereke),0.940,1.070
2,12:20,2,5,JAX 35,7,3,Trevor Lawrence pass complete short left to Evan Engram for 4 yards (tackle by Zaire Franklin),1.070,0.890
2,11:37,3,1,JAX 39,13,3,"Jamycal Hasty right tackle for 61 yards, touchdown",0.890,7.000
2,11:27,,,IND 15,14,3,Riley Patterson kicks extra point good,0.000,0.000
2,11:27,,,JAX 35,14,3,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
2,11:27,1,10,IND 25,14,3,Matt Ryan pass complete short middle to Michael Pittman for 17 yards (tackle by Shaquill Griffin),0.610,1.730
2,10:44,1,10,IND 42,14,3,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by Shaquill Griffin),1.730,1.190
2,10:39,2,10,IND 42,14,3,Matt Ryan pass complete short middle to Michael Pittman for 20 yards (tackle by Andre Cisco),1.190,3.050
2,10:09,1,10,JAX 38,14,3,Phillip Lindsay right guard for 3 yards (tackle by Arden Key and DaVon Hamilton),3.050,2.910
2,9:39,2,7,JAX 35,14,3,Deon Jackson left tackle for 1 yard (tackle by Travon Walker and Foyesade Oluokun),2.910,2.340
2,8:49,3,6,JAX 34,14,3,"Matt Ryan pass incomplete short right. Penalty on Matt Ryan: Intentional Grounding, 10 yards (accepted)",2.340,0.330
2,8:49,4,16,JAX 44,14,3,"Matt Haack punts 32 yards, fair catch by Jamal Agnew at JAC-12",0.330,0.350
2,8:43,1,10,JAX 12,14,3,James Robinson left end for 6 yards (tackle by Zaire Franklin),-0.350,-0.070
