Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Devin Lloyd,JAX,0,12,11,91.7%,108,9.8,9.0,1,131.9,4.1,28,80,10,0,0,0.0,0,7,1,12.5%
Shaquill Griffin,JAX,0,13,8,61.5%,123,15.4,9.5,1,118.4,9.7,77,46,0,0,0,0.0,0,9,1,10.0%
Foyesade Oluokun,JAX,0,7,7,100.0%,67,9.6,9.6,0,106.5,3.7,26,41,3,0,1,0.0,1,12,1,7.7%
Darious Williams,JAX,0,6,5,83.3%,21,4.2,3.5,1,120.8,2.7,11,10,0,0,0,0.0,0,2,2,50.0%
Rayshawn Jenkins,JAX,0,5,4,80.0%,33,8.3,6.6,0,94.2,6.6,18,15,3,1,0,0.0,1,8,2,20.0%
Tyson Campbell,JAX,0,9,4,44.4%,2,0.5,0.2,0,51.6,4.0,4,-2,0,0,0,0.0,0,7,0,0.0%
Andre Cisco,JAX,0,2,2,100.0%,15,7.5,7.5,0,97.9,4.0,8,7,1,0,0,0.0,0,9,0,0.0%
Travon Walker,JAX,0,2,1,50.0%,20,20.0,10.0,0,85.4,6.0,8,12,5,1,1,0.0,2,4,1,20.0%
Josh Allen,JAX,0,0,0,,,,,,,,,,5,1,1,0.0,2,1,0,0.0%
Adam Gotsis,JAX,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
DaVon Hamilton,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,6,0,0.0%
Roy Robertson-Harris,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Corey Peters,JAX,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Zaire Franklin,IND,0,6,6,100.0%,41,6.8,6.8,0,95.1,-0.7,-4,45,0,0,0,0.0,0,12,0,0.0%
Rodney McLeod,IND,0,5,5,100.0%,35,7.0,7.0,0,95.8,-1.4,-7,42,1,0,0,0.0,0,5,0,0.0%
Stephon Gilmore,IND,0,5,4,80.0%,45,11.3,9.0,0,104.2,11.0,29,16,0,0,0,0.0,0,3,0,0.0%
Bobby Okereke,IND,0,2,2,100.0%,16,8.0,8.0,0,100.0,7.5,15,1,0,0,0,0.0,0,13,0,0.0%
Kenny Moore,IND,0,2,1,50.0%,13,13.0,6.5,0,70.8,9.0,13,0,0,0,0,0.0,0,2,0,0.0%
Rodney Thomas II,IND,0,2,1,50.0%,4,4.0,2.0,1,95.8,15.0,4,0,0,0,0,0.0,0,7,0,0.0%
Brandon Facyson,IND,0,1,1,100.0%,20,20.0,20.0,0,118.7,6.0,6,14,0,0,0,0.0,0,1,1,50.0%
Tyquan Lewis,IND,0,0,0,,,,,,,,,,0,2,0,1.0,3,4,0,0.0%
Ifeadi Odenigbo,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
