Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2,1:50,1,10,TEN 8,7,10,Derrick Henry left guard for 6 yards (tackle by Kenny Moore),-0.380,-0.320
2,1:33,2,4,TEN 14,7,10,Derrick Henry right tackle for 12 yards (tackle by Anthony Walker),-0.320,0.670
2,1:14,1,10,TEN 26,7,10,Ryan Tannehill pass complete short right to Derrick Henry for 9 yards (tackle by Pierre Desir),0.670,1.350
2,1:07,2,1,TEN 35,7,10,Ryan Tannehill pass complete short right to Anthony Firkser for 13 yards (tackle by George Odum),1.350,2.130
2,0:48,1,10,TEN 48,7,10,Ryan Tannehill sacked by Jabaal Sheard for -8 yards,2.130,0.500
2,0:42,,,,,,Timeout #1 by Tennessee Titans,,
2,0:42,2,18,TEN 40,7,10,Ryan Tannehill pass complete short right to Cody Hollister for 11 yards (tackle by Pierre Desir),0.500,1.290
2,0:33,,,,,,Timeout #2 by Tennessee Titans,,
2,0:33,3,7,IND 49,7,10,Ryan Tannehill sacked by and Darius Leonard for -5 yards and Denico Autry for -5 yards,1.290,-0.320
2,0:26,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:26,4,12,TEN 46,7,10,Brett Kern punts 48 yards downed by Joshua Kalu,-0.320,0.380
2,0:15,1,10,IND 6,7,10,Jacoby Brissett kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,7,10,"Ryan Santoso kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,7,10,Jacoby Brissett pass complete short right to Marcus Johnson for 11 yards (tackle by Tye Smith),0.610,1.330
3,14:24,1,10,IND 36,7,10,Jacoby Brissett sacked by Harold Landry for -2 yards,1.330,0.520
3,13:48,2,12,IND 34,7,10,Jacoby Brissett pass complete short middle to Zach Pascal for 19 yards (tackle by Kareem Orr),0.520,2.460
3,13:08,1,10,TEN 47,7,10,Jordan Wilkins up the middle for 2 yards (tackle by Jeffery Simmons),2.460,2.180
3,12:27,2,8,TEN 45,7,10,Jordan Wilkins right end for 3 yards (tackle by Kamalei Correa and Jurrell Casey),2.180,1.880
3,11:46,3,5,TEN 42,7,10,Jacoby Brissett pass complete deep middle to Zach Pascal for 26 yards (tackle by Tye Smith). Penalty on Logan Ryan: Illegal Contact (Declined),1.880,4.510
3,11:13,1,10,TEN 16,7,10,Jacoby Brissett pass incomplete deep right,4.510,3.900
3,11:07,2,10,TEN 16,7,10,Jacoby Brissett pass incomplete deep right intended for Zach Pascal,3.900,3.080
3,11:01,3,10,TEN 16,7,10,Jacoby Brissett pass complete short left to Jack Doyle for 12 yards (tackle by Amani Hooker),3.080,6.280
3,10:49,1,4,TEN 4,7,10,Nyheim Hines right guard for 3 yards (tackle by Jayon Brown),6.280,5.910
3,10:25,2,1,TEN 1,7,16,"Nyheim Hines left guard for 1 yard, touchdown",5.910,7.000
3,10:23,,,TEN 15,7,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,10:23,,,IND 35,7,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,10:23,1,10,TEN 25,7,17,Derrick Henry right tackle for 7 yards (tackle by Khari Willis and Pierre Desir),0.610,1.010
3,9:52,2,3,TEN 32,7,17,Derrick Henry right end for 34 yards (tackle by Malik Hooker),1.010,3.310
3,9:12,1,10,IND 34,7,17,"Ryan Tannehill pass incomplete short right intended for Derrick Henry (defended by Denico Autry). Penalty on Ben Jones: Offensive Holding, 10 yards (no play)",3.310,2.650
3,9:05,1,20,IND 44,7,17,Ryan Tannehill pass complete short left to A.J. Brown for 16 yards (tackle by Anthony Walker),2.650,3.580
3,8:41,2,4,IND 28,7,17,Derrick Henry right guard for 6 yards (tackle by Anthony Walker and Khari Willis),3.580,4.110
3,8:00,1,10,IND 22,7,17,Ryan Tannehill sacked by and Darius Leonard for -2 yards and Kenny Moore for -2 yards,4.110,3.290
3,7:16,2,12,IND 24,7,17,Ryan Tannehill pass complete short left to Cody Hollister for 2 yards (tackle by Rock Ya-Sin),3.290,2.870
3,6:34,3,10,IND 22,7,17,Ryan Tannehill pass complete short right to Dion Lewis for 9 yards (tackle by Pierre Desir and Darius Leonard),2.870,2.720
3,5:59,4,1,IND 13,13,17,"Derrick Henry left end for 13 yards, touchdown",2.720,7.000
3,5:52,,,IND 15,14,17,Ryan Succop kicks extra point good,0.000,0.000
3,5:52,,,TEN 35,14,17,"Ryan Santoso kicks off 65 yards, touchback.",0.000,0.610
3,5:52,1,10,IND 25,14,17,Jacoby Brissett pass short middle intended for Jack Doyle is intercepted by Kevin Byard at IND-35 and returned for 21 yards,0.610,-4.650
3,5:40,1,10,IND 14,14,17,Derrick Henry left end for -1 yards (tackle by Kenny Moore and Khari Willis),4.650,3.850
3,5:15,2,11,IND 15,14,17,Derrick Henry up the middle for 3 yards (tackle by Margus Hunt and Darius Leonard),3.850,3.430
3,4:36,3,8,IND 12,14,17,Ryan Tannehill pass incomplete short right,3.430,2.630
3,4:30,4,8,IND 12,17,17,Ryan Succop 31 yard field goal good,2.630,3.000
3,4:26,,,TEN 35,17,17,"Ryan Santoso kicks off 65 yards, touchback.",0.000,0.610
3,4:26,1,10,IND 25,17,17,Jordan Wilkins left end for no gain (tackle by Harold Landry),0.610,0.060
3,3:52,2,10,IND 25,17,17,Jordan Wilkins right tackle for 3 yards (tackle by Jeffery Simmons and Rashaan Evans),0.060,-0.230
3,3:12,3,7,IND 28,17,17,Jacoby Brissett pass incomplete short right,-0.230,-1.500
3,3:06,4,7,IND 28,17,17,"Rigoberto Sanchez punts 50 yards, returned by Adam Humphries for 6 yards (tackle by George Odum)",-1.500,-0.810
3,2:55,1,10,TEN 28,17,17,Derrick Henry left end for 2 yards (tackle by Grover Stewart and Anthony Walker),0.810,0.530
3,2:19,2,8,TEN 30,17,17,Derrick Henry left end for 2 yards (tackle by Denico Autry and Bobby Okereke),0.530,0.100
3,1:33,3,6,TEN 32,17,17,Ryan Tannehill pass complete short middle to Jonnu Smith for 2 yards (tackle by George Odum),0.100,-1.110
3,0:54,4,4,TEN 34,17,17,"Brett Kern punts 63 yards, returned by Nyheim Hines for 9 yards (tackle by Kamalei Correa and Amani Hooker)",-1.110,0.350
3,0:41,1,10,IND 12,17,17,Jacoby Brissett pass complete short right to Jordan Wilkins for 5 yards (tackle by Jayon Brown and Logan Ryan),-0.350,-0.230
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,IND 17,17,17,Jacoby Brissett pass complete short left to Zach Pascal for 12 yards (tackle by Kenny Vaccaro and Tye Smith),-0.230,0.870
4,14:24,1,10,IND 29,17,17,Jordan Wilkins right tackle for no gain (tackle by Jurrell Casey and Logan Ryan),0.870,0.330
4,13:51,2,10,IND 29,17,17,Jacoby Brissett pass incomplete short left intended for Marcus Johnson,0.330,-0.360
4,13:46,3,10,IND 29,17,17,Jacoby Brissett pass incomplete short middle intended for Marcus Johnson,-0.360,-1.440
4,13:40,4,10,IND 29,17,17,"Rigoberto Sanchez punts 51 yards, fair catch by Kalif Raymond at TEN-20",-1.440,-0.280
4,13:32,1,10,TEN 20,17,17,Derrick Henry up the middle for 3 yards (tackle by Anthony Walker and Darius Leonard),0.280,0.140
4,13:04,2,7,TEN 23,17,17,Ryan Tannehill left end for 8 yards (tackle by Pierre Desir),0.140,1.000
4,12:31,1,10,TEN 31,17,17,Derrick Henry left end for 3 yards (tackle by Clayton Geathers and Darius Leonard),1.000,0.870
4,11:56,2,7,TEN 34,17,17,Ryan Tannehill pass complete deep left to A.J. Brown for 16 yards,0.870,2.260
4,11:27,1,10,TEN 50,17,17,Ryan Tannehill pass incomplete short right intended for A.J. Brown (defended by Pierre Desir),2.260,1.710
4,11:19,2,10,TEN 50,17,17,Derrick Henry left end for 3 yards (tackle by Denico Autry and Darius Leonard),1.710,1.420
4,11:14,3,7,IND 47,17,17,Ryan Tannehill pass incomplete deep right intended for Adam Humphries,1.420,0.130
4,11:08,4,7,IND 47,17,17,"Brett Kern punts 37 yards, fair catch by Nyheim Hines at IND-10",0.130,0.380
4,11:02,1,10,IND 10,17,17,Jordan Wilkins left guard for 3 yards (tackle by Harold Landry and Jayon Brown),-0.380,-0.560
4,10:23,2,7,IND 13,17,17,Jacoby Brissett pass complete short right to Jordan Wilkins for 4 yards (tackle by Logan Ryan and Harold Landry),-0.560,-0.600
4,9:39,3,3,IND 17,17,17,"Jacoby Brissett pass complete short left to Zach Pascal for 6 yards (tackle by Kareem Orr). Penalty on Rashaan Evans: Unnecessary Roughness, 15 yards",-0.600,1.470
4,9:14,1,10,IND 38,17,17,Jacoby Brissett pass complete short left to Zach Pascal for 19 yards (tackle by Kareem Orr and Jayon Brown),1.470,2.720
4,8:35,1,10,TEN 43,17,17,Nyheim Hines up the middle for 4 yards (tackle by Logan Ryan),2.720,2.720
4,7:55,2,6,TEN 39,17,17,Jordan Wilkins left end for 11 yards (tackle by Kareem Orr),2.720,3.710
4,7:18,1,10,TEN 28,17,17,"Nyheim Hines left end for 6 yards (tackle by Austin Johnson). Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",3.710,3.050
4,6:50,1,20,TEN 38,17,17,Jacoby Brissett pass complete short left to Nyheim Hines for 11 yards (tackle by Kareem Orr and Jayon Brown),3.050,3.300
4,6:03,2,9,TEN 27,17,17,Jacoby Brissett pass incomplete short left intended for Jack Doyle (defended by Jayon Brown),3.300,2.610
4,5:57,3,9,TEN 27,17,17,Jacoby Brissett sacked by Kamalei Correa for -1 yards,2.610,1.590
4,5:12,4,10,TEN 28,23,17,"Adam Vinatieri 46 yard field goal no good blocked by Dane Cruikshank, recovered by Tye Smith, touchdown",1.590,-7.000
4,5:02,,,IND 15,24,17,Ryan Succop kicks extra point good,0.000,0.000
4,5:02,,,TEN 35,24,17,"Ryan Santoso kicks off 54 yards, returned by Jordan Wilkins for 15 yards (tackle by Khari Blasingame)",0.000,0.670
4,4:56,1,10,IND 26,24,17,Jacoby Brissett pass incomplete short right intended for Jack Doyle,0.670,0.130
4,4:52,2,10,IND 26,24,17,Jacoby Brissett pass deep middle intended for Zach Pascal is intercepted by Logan Ryan at TEN-40 and returned for 16 yards,0.130,-2.650
4,4:41,1,10,IND 44,24,17,Derrick Henry up the middle for 4 yards (tackle by Denico Autry and Malik Hooker),2.650,2.650
4,3:55,2,6,IND 40,24,17,Derrick Henry left guard for no gain (tackle by Denico Autry and Al-Quadin Muhammad),2.650,1.950
4,3:11,3,6,IND 40,30,17,"Ryan Tannehill pass complete deep left to Kalif Raymond for 40 yards, touchdown",1.950,7.000
4,3:02,,,IND 15,31,17,Ryan Succop kicks extra point good,0.000,0.000
4,3:02,,,TEN 35,31,17,"Ryan Santoso kicks off 65 yards, touchback.",0.000,0.610
4,3:02,1,10,IND 25,31,17,Jacoby Brissett pass complete short left to Marcus Johnson for 7 yards (tackle by Kareem Orr),0.610,1.010
4,2:43,2,3,IND 32,31,17,Jacoby Brissett pass complete short left to Nyheim Hines for 7 yards (tackle by Kareem Orr),1.010,1.530
4,2:37,1,10,IND 39,31,17,Jacoby Brissett pass incomplete deep left intended for Zach Pascal,1.530,0.990
4,2:33,2,10,IND 39,31,17,Jacoby Brissett pass incomplete short right intended for Ross Travis,0.990,0.300
4,2:28,3,10,IND 39,31,17,Jacoby Brissett pass complete short left to Jack Doyle for 17 yards (tackle by Logan Ryan),0.300,2.650
4,2:23,1,10,TEN 44,31,17,Jacoby Brissett pass complete short right to Ross Travis for 6 yards (tackle by Logan Ryan),2.650,2.920
4,2:03,2,4,TEN 38,31,17,"Jacoby Brissett pass complete deep right to Ross Travis for 25 yards (tackle by Tye Smith). Ross Travis fumbles (forced by Tye Smith), recovered by Kamalei Correa at TEN-8",2.920,0.380
4,1:58,1,10,TEN 8,31,17,Derrick Henry left end for 7 yards (tackle by Anthony Walker and Malik Hooker),-0.380,-0.210
4,1:53,,,,,,Timeout #2 by Indianapolis Colts,,
4,1:53,2,3,TEN 15,31,17,Derrick Henry right tackle for no gain (tackle by Margus Hunt),-0.210,-0.600
4,1:48,,,,,,Timeout #3 by Indianapolis Colts,,
4,1:48,3,3,TEN 15,31,17,"Penalty on Margus Hunt: Neutral Zone Infraction, 5 yards (no play)",-0.600,0.280
4,1:48,1,10,TEN 20,31,17,Ryan Tannehill kneels for -1 yards,0.280,-0.460
4,1:11,2,11,TEN 19,31,17,Ryan Tannehill kneels for -1 yards,-0.460,-1.330
4,0:35,3,12,TEN 18,31,17,Ryan Tannehill kneels for -1 yards,-1.330,-2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
