Quarter,Time,Tm,Detail,CIN,PIT
1.0,10:45,Steelers,George Pickens 86 yard pass from Mason Rudolph (Chris Boswell kick),0,7
2.0,14:21,Steelers,Calvin Austin 7 yard rush (Chris Boswell kick),0,14
,7:06,Steelers,Najee Harris 3 yard rush (Chris Boswell kick),0,21
,0:00,Steelers,Chris Boswell 50 yard field goal,0,24
3.0,11:11,Bengals,Tee Higgins 80 yard pass from Jake Browning (Joe Mixon pass from Jake Browning),8,24
,9:48,Steelers,George Pickens 66 yard pass from Mason Rudolph (Chris Boswell kick),8,31
,0:00,Bengals,Evan McPherson 35 yard field goal,11,31
4.0,6:57,Steelers,Chris Boswell 30 yard field goal,11,34
