Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jonah Williams,T,64,100%,0,0%,1,4%
Cordell Volson,G,64,100%,0,0%,1,4%
Ted Karras,C,64,100%,0,0%,1,4%
Orlando Brown Jr.,T,64,100%,0,0%,1,4%
Jake Browning,QB,64,100%,0,0%,0,0%
Alex Cappa,G,64,100%,0,0%,0,0%
Tee Higgins,WR,52,81%,0,0%,0,0%
Tyler Boyd,WR,51,80%,0,0%,0,0%
Andrei Iosivas,WR,46,72%,0,0%,0,0%
Joe Mixon,RB,38,59%,0,0%,0,0%
Drew Sample,TE,35,55%,0,0%,10,42%
Tanner Hudson,TE,32,50%,0,0%,6,25%
Trenton Irwin,WR,26,41%,0,0%,0,0%
Mitchell Wilcox,TE,15,23%,0,0%,16,67%
Chase Brown,RB,14,22%,0,0%,13,54%
Charlie Jones,WR,7,11%,0,0%,5,21%
Trayveon Williams,RB,3,5%,0,0%,16,67%
Cody Ford,G,1,2%,0,0%,1,4%
Logan Wilson,LB,0,0%,59,100%,7,29%
Daxton Hill,FS,0,0%,59,100%,6,25%
Chidobe Awuzie,CB,0,0%,59,100%,6,25%
DJ Turner,CB,0,0%,59,100%,0,0%
Germaine Pratt,LB,0,0%,55,93%,1,4%
Jordan Battle,SS,0,0%,48,81%,1,4%
Mike Hilton,CB,0,0%,47,80%,0,0%
Sam Hubbard,DE,0,0%,46,78%,1,4%
B.J. Hill,DT,0,0%,43,73%,7,29%
Zachary Carter,DT,0,0%,43,73%,7,29%
Trey Hendrickson,DE,0,0%,35,59%,0,0%
Myles Murphy,DE,0,0%,32,54%,8,33%
Josh Tupou,NT,0,0%,17,29%,7,29%
Cameron Sample,DE,0,0%,13,22%,12,50%
Nick Scott,SS,0,0%,10,17%,22,92%
Akeem Davis-Gaither,LB,0,0%,8,14%,22,92%
Jay Tufele,NT,0,0%,8,14%,0,0%
Sidney Jones,CB,0,0%,5,8%,8,33%
Joseph Ossai,DE,0,0%,2,3%,0,0%
Jalen Davis,CB,0,0%,1,2%,17,71%
Joe Bachie,LB,0,0%,0,0%,16,67%
Shedrick Jackson,WR,0,0%,0,0%,16,67%
Markus Bailey,LB,0,0%,0,0%,16,67%
Cal Adomitis,LS,0,0%,0,0%,4,17%
Brad Robbins,P,0,0%,0,0%,4,17%
Evan McPherson,K,0,0%,0,0%,4,17%
Max Scharping,G,0,0%,0,0%,1,4%
