Quarter,Time,Tm,Detail,NYJ,BUF
2.0,11:26,Bills,Charles Clay 1 yard pass from Tyrod Taylor (Stephen Hauschka kick),0,7
,6:34,Jets,Chandler Catanzaro 48 yard field goal,3,7
,1:44,Jets,Chandler Catanzaro 52 yard field goal,6,7
3.0,6:52,Bills,Andre Holmes 1 yard pass from Tyrod Taylor (Stephen Hauschka kick),6,14
,2:00,Jets,Josh McCown 1 yard rush (pass failed),12,14
4.0,12:47,Bills,Mike Tolbert 1 yard rush (Stephen Hauschka kick),12,21
