Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rigoberto Sanchez kicks off 63 yards, returned by Darius Jennings for 26 yards (tackle by Nyheim Hines and Ryan Lewis)",0.000,0.810
1,14:51,1,10,TEN 28,0,0,Marcus Mariota pass incomplete short middle intended for Delanie Walker,0.810,0.260
1,14:47,2,10,TEN 28,0,0,Derrick Henry right tackle for -3 yards (tackle by Denico Autry and Justin Houston),0.260,-0.820
1,14:09,3,13,TEN 25,0,0,Marcus Mariota pass complete short middle to Delanie Walker for 12 yards (tackle by Malik Hooker),-0.820,-0.910
1,13:25,4,1,TEN 37,0,0,"Brett Kern punts 49 yards, returned by Chester Rogers for 18 yards (tackle by Christopher Milton). Penalty on Zaire Franklin: Offensive Holding, 10 yards",-0.910,-0.410
1,13:12,1,10,IND 22,0,0,Jacoby Brissett pass complete short left to Jack Doyle for 8 yards (tackle by Malcolm Butler),0.410,0.950
1,12:32,2,2,IND 30,0,0,Marlon Mack right tackle for 5 yards (tackle by DaQuan Jones),0.950,1.270
1,11:48,1,10,IND 35,0,0,Jacoby Brissett sacked by Isaiah Mack for -7 yards,1.270,-0.220
1,11:03,2,17,IND 28,0,0,Jacoby Brissett pass complete short left to Chester Rogers for 5 yards (tackle by Rashaan Evans and Logan Ryan),-0.220,-0.230
1,10:16,3,12,IND 33,0,0,Jacoby Brissett pass complete short right to Eric Ebron for 13 yards (tackle by Adoree' Jackson),-0.230,1.990
1,9:40,1,10,IND 46,0,0,"Jacoby Brissett pass incomplete deep middle intended for Deon Cain. Penalty on Adoree' Jackson: Defensive Pass Interference, 46 yards (no play)",1.990,5.370
1,9:32,1,8,TEN 8,0,0,Jacoby Brissett right end for 5 yards (tackle by Kenny Vaccaro),5.370,5.530
1,8:57,2,3,TEN 3,6,0,"Jacoby Brissett pass complete short middle to Eric Ebron for 3 yards, touchdown",5.530,7.000
1,8:53,,,TEN 15,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,8:53,,,IND 35,7,0,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,8:53,1,10,TEN 25,7,0,Derrick Henry up the middle for 3 yards (tackle by Darius Leonard),0.610,0.470
1,8:19,2,7,TEN 28,7,0,Marcus Mariota pass incomplete short left intended for Derrick Henry,0.470,-0.230
1,8:13,3,7,TEN 28,7,0,Marcus Mariota pass complete short middle to A.J. Brown for 6 yards (tackle by Kenny Moore and Darius Leonard),-0.230,-1.110
1,7:37,4,1,TEN 34,7,0,"Brett Kern punts 61 yards, returned by Chester Rogers for 13 yards (tackle by Beau Brinkley and Kevin Byard)",-1.110,-0.040
1,7:25,1,10,IND 18,7,0,"Marlon Mack left end for 22 yards (tackle by Kevin Byard). Penalty on Ryan Kelly: Offensive Holding, 9 yards (no play)",0.040,-0.720
1,6:55,1,19,IND 9,7,0,Jacoby Brissett pass incomplete short right intended for Mo Alie-Cox,-0.720,-1.440
1,6:50,,,,,,Timeout #1 by Indianapolis Colts,,
1,6:50,2,19,IND 9,7,0,Marlon Mack left guard for 2 yards (tackle by Jayon Brown),-1.440,-2.240
1,6:22,3,17,IND 11,7,0,Jacoby Brissett pass complete short right to T.Y. Hilton for 11 yards (tackle by Jayon Brown),-2.240,-1.900
1,5:41,4,6,IND 22,7,0,"Rigoberto Sanchez punts 59 yards, returned by Adoree' Jackson for 9 yards (tackle by Bobby Okereke and Ryan Lewis)",-1.900,-0.810
1,5:26,1,10,TEN 28,7,0,Marcus Mariota pass complete short left to Derrick Henry for 9 yards (tackle by Matthew Adams),0.810,1.480
1,4:46,2,1,TEN 37,7,0,Derrick Henry right tackle for 8 yards (tackle by Khari Willis and Darius Leonard),1.480,1.930
1,4:05,1,10,TEN 45,7,0,Marcus Mariota pass complete short left to Tajae Sharpe for 15 yards,1.930,2.920
1,3:51,1,10,IND 40,7,0,Derrick Henry left tackle for 2 yards (tackle by Khari Willis and Tyquan Lewis),2.920,2.640
1,3:12,2,8,IND 38,7,0,Marcus Mariota pass complete short right to Corey Davis for 6 yards (tackle by Matthew Adams),2.640,2.740
1,2:30,3,2,IND 32,7,0,Marcus Mariota pass complete short right to Delanie Walker for 8 yards (tackle by Pierre Desir),2.740,3.970
1,1:52,1,10,IND 24,7,0,Derrick Henry right guard for 12 yards (tackle by Darius Leonard),3.970,4.780
1,1:11,1,10,IND 12,7,0,"Derrick Henry right guard for 1 yard (tackle by Al-Quadin Muhammad). Derrick Henry fumbles (forced by Al-Quadin Muhammad), recovered by Jack Conklin at IND-12 (tackle by Denico Autry)",4.780,4.100
1,0:24,2,10,IND 12,7,0,Marcus Mariota pass complete short middle to Darius Jennings for 11 yards (tackle by Darius Leonard and Khari Willis),4.100,6.970
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,IND 1,7,6,"Marcus Mariota pass complete short middle to David Quessenberry for 1 yard, touchdown",6.970,7.000
2,14:55,,,IND 15,7,7,Cairo Santos kicks extra point good,0.000,0.000
2,14:55,,,TEN 35,7,7,"Cairo Santos kicks off 66 yards, muffed catch by Parris Campbell returned by Parris Campbell for 21 yards (tackle by Darius Jennings)",0.000,0.740
2,14:47,1,10,IND 27,7,7,Jacoby Brissett pass incomplete short right intended for Marlon Mack,0.740,0.200
2,14:43,2,10,IND 27,7,7,Marlon Mack up the middle for 8 yards (tackle by Kenny Vaccaro),0.200,0.560
2,14:01,,,,,,Timeout #2 by Indianapolis Colts,,
2,14:01,3,2,IND 35,7,7,"Penalty on Jacoby Brissett: False Start, 5 yards (no play)",0.560,-0.100
2,14:01,3,7,IND 30,7,7,"Jacoby Brissett pass incomplete short left intended for T.Y. Hilton. Penalty on Malcolm Butler: Defensive Pass Interference, 9 yards (no play)",-0.100,1.530
2,13:56,1,10,IND 39,7,7,Marlon Mack left end for 1 yard (tackle by Malcolm Butler),1.530,1.120
2,13:22,2,9,IND 40,7,7,Marlon Mack left end for 2 yards (tackle by DaQuan Jones),1.120,0.700
2,12:35,3,7,IND 42,7,7,Jacoby Brissett up the middle for 7 yards (tackle by Logan Ryan),0.700,2.190
2,11:50,1,10,IND 49,7,7,"Jacoby Brissett pass incomplete deep right intended for Deon Cain. Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",2.190,1.530
2,11:40,1,20,IND 39,7,7,Nyheim Hines left end for 5 yards (tackle by Harold Landry and Jayon Brown),1.530,0.970
2,10:57,2,15,IND 44,7,7,Jacoby Brissett pass incomplete short left intended for Eric Ebron (defended by Kamalei Correa),0.970,0.300
2,10:52,3,15,IND 44,7,7,Jacoby Brissett pass complete deep left to T.Y. Hilton for 19 yards (tackle by Malcolm Butler),0.300,3.120
2,10:11,1,10,TEN 37,7,7,Marlon Mack left guard for 10 yards (tackle by Kenny Vaccaro),3.120,3.780
2,9:30,1,10,TEN 27,7,7,Jordan Wilkins left end for 15 yards (tackle by Kevin Byard),3.780,4.780
2,8:48,1,10,TEN 12,7,7,Marlon Mack left guard for no gain (tackle by DaQuan Jones and Kenny Vaccaro),4.780,4.100
2,8:05,2,10,TEN 12,13,7,"Jacoby Brissett pass complete short left to Parris Campbell for 12 yards, touchdown",4.100,7.000
2,8:00,,,TEN 15,13,7,Adam Vinatieri kicks extra point no good wide left,0.000,-1.000
2,8:00,,,IND 35,13,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,8:00,1,10,TEN 25,13,7,Marcus Mariota pass complete short right to Corey Davis for 7 yards,0.610,1.010
2,7:21,2,3,TEN 32,13,7,Dion Lewis left tackle for 4 yards (tackle by Darius Leonard),1.010,1.330
2,6:38,1,10,TEN 36,13,7,Marcus Mariota up the middle for 3 yards (tackle by Al-Quadin Muhammad),1.330,1.200
2,5:56,2,7,TEN 39,13,7,Marcus Mariota pass complete short right to Adam Humphries for -1 yards (tackle by Pierre Desir),1.200,0.370
2,5:13,3,8,TEN 38,13,7,"Marcus Mariota right end for 10 yards (tackle by Pierre Desir). Penalty on Jack Conklin: Offensive Holding, 10 yards (no play)",0.370,-0.960
2,4:47,3,18,TEN 28,13,7,"Marcus Mariota sacked by Denico Autry for -13 yards. Marcus Mariota fumbles (forced by Denico Autry), recovered by Dennis Kelly at TEN-15 (tackle by Al-Quadin Muhammad)",-0.960,-2.440
2,4:00,4,31,TEN 15,13,7,Brett Kern punts 41 yards out of bounds,-2.440,-1.860
2,3:52,1,10,IND 44,13,7,Marlon Mack left guard for 3 yards (tackle by DaQuan Jones),1.860,1.720
2,3:14,2,7,IND 47,13,7,Marlon Mack up the middle for 1 yard (tackle by DaQuan Jones and Malcolm Butler),1.720,1.160
2,2:26,3,6,IND 48,13,7,Jacoby Brissett pass short right intended for T.Y. Hilton is intercepted by Logan Ryan at TEN-40 and returned for no gain,1.160,-1.600
