Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2,2:21,1,10,TEN 40,13,7,Marcus Mariota pass incomplete short right intended for Corey Davis,1.600,1.050
2,2:17,2,10,TEN 40,13,7,Marcus Mariota pass complete short right to Delanie Walker for 15 yards (tackle by Pierre Desir),1.050,2.590
2,2:00,1,10,IND 45,13,7,Marcus Mariota pass complete short left to Adam Humphries for no gain (tackle by Anthony Walker),2.590,2.040
2,1:38,2,10,IND 45,13,7,Marcus Mariota sacked by Denico Autry for -7 yards,2.040,0.430
2,1:28,,,,,,Timeout #3 by Indianapolis Colts,,
2,1:28,3,17,TEN 48,13,7,Marcus Mariota pass complete short left to Dion Lewis for 5 yards (tackle by Quincy Wilson). Penalty on Corey Davis: Illegal Shift (Declined),0.430,0.130
2,1:21,4,12,IND 47,13,7,"Brett Kern punts 37 yards, fair catch by Chester Rogers at IND-10",0.130,0.380
2,1:13,1,10,IND 10,13,7,Jacoby Brissett pass complete short middle to Eric Ebron for 9 yards (tackle by Kenny Vaccaro),-0.380,0.240
2,0:56,2,1,IND 19,13,7,Jacoby Brissett pass complete short left to Chester Rogers for 4 yards,0.240,0.480
2,0:52,1,10,IND 23,13,7,Jacoby Brissett pass incomplete short right intended for Chester Rogers,0.480,-0.070
2,0:48,2,10,IND 23,13,7,Jacoby Brissett pass complete short right to T.Y. Hilton for 9 yards (tackle by Kevin Byard),-0.070,0.430
2,0:28,3,1,IND 32,13,7,Nyheim Hines up the middle for 4 yards (tackle by Cameron Wake and Logan Ryan),0.430,1.330
2,0:14,1,10,IND 36,13,7,Jacoby Brissett spiked the ball,1.330,0.790
2,0:14,2,10,IND 36,13,7,Jacoby Brissett pass incomplete short right,0.790,0.100
2,0:05,3,10,IND 36,13,7,Jacoby Brissett pass complete short right to Chester Rogers for 15 yards (tackle by Kevin Byard),0.100,2.320
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,13,7,"Cairo Santos kicks off 62 yards, returned by Parris Campbell for 17 yards (tackle by LeShaun Sims and Darius Jennings). Penalty on Zach Pascal: Illegal Double-Team Block, 10 yards",0.000,-0.380
3,14:52,1,10,IND 10,13,7,Marlon Mack right end for 1 yard (tackle by Rashaan Evans),-0.380,-0.710
3,14:08,2,9,IND 11,13,7,Jacoby Brissett right end for 2 yards (tackle by Rashaan Evans),-0.710,-1.070
3,13:26,3,7,IND 13,13,7,Jacoby Brissett pass incomplete short left intended for Deon Cain (defended by Malcolm Butler),-1.070,-2.490
3,13:20,4,7,IND 13,13,7,"Rigoberto Sanchez punts 44 yards, returned by Adoree' Jackson for 17 yards (tackle by Zach Pascal)",-2.490,-2.920
3,13:09,1,10,IND 40,13,7,Marcus Mariota right end for 7 yards (tackle by Clayton Geathers),2.920,3.320
3,12:40,2,3,IND 33,13,7,Derrick Henry up the middle for 5 yards (tackle by Darius Leonard and Grover Stewart),3.320,3.710
3,12:03,1,10,IND 28,13,7,Marcus Mariota pass complete short middle to Corey Davis for 25 yards (tackle by Pierre Desir),3.710,6.510
3,11:39,1,3,IND 3,13,7,"Marcus Mariota pass incomplete short right intended for Jonnu Smith. Penalty on Clayton Geathers: Defensive Holding, 2 yards (no play)",6.510,6.970
3,11:34,1,1,IND 1,13,13,"Derrick Henry up the middle for 1 yard, touchdown",6.970,7.000
3,11:31,,,IND 15,13,14,Cairo Santos kicks extra point good,0.000,0.000
3,11:31,,,TEN 35,13,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,11:31,1,10,IND 25,13,14,Jacoby Brissett pass complete short right to Marlon Mack for 9 yards (tackle by Harold Landry),0.610,1.280
3,11:01,2,1,IND 34,13,14,Marlon Mack left end for 5 yards (tackle by Kenny Vaccaro),1.280,1.530
3,10:24,1,10,IND 39,13,14,Jordan Wilkins left guard for 4 yards (tackle by Malcolm Butler and Harold Landry),1.530,1.530
3,9:53,2,6,IND 43,13,14,Jordan Wilkins left guard for 5 yards (tackle by Kevin Byard),1.530,1.490
3,9:18,3,1,IND 48,13,14,Jacoby Brissett up the middle for 4 yards (tackle by Jayon Brown),1.490,2.390
3,8:40,1,10,TEN 48,13,14,Jacoby Brissett pass complete short left to Jack Doyle for 13 yards (tackle by Malcolm Butler),2.390,3.250
3,8:00,1,10,TEN 35,13,14,Marlon Mack up the middle for -2 yards (tackle by Rashaan Evans),3.250,2.430
3,7:21,2,12,TEN 37,13,14,"Jacoby Brissett sacked by. Jacoby Brissett fumbles, recovered by Harold Landry at IND-45 (tackle by Jacoby Brissett). Penalty on T.Y. Hilton: Illegal Shift (Declined)",2.430,-2.590
3,7:14,1,10,IND 45,13,14,Derrick Henry right guard for 12 yards (tackle by Malik Hooker),2.590,3.380
3,6:37,1,10,IND 33,13,14,Marcus Mariota sacked by Grover Stewart for -8 yards,3.380,1.760
3,5:54,2,18,IND 41,13,14,Marcus Mariota pass complete short right to Derrick Henry for 3 yards (tackle by Kenny Moore),1.760,1.490
3,5:17,3,15,IND 38,13,14,Marcus Mariota right end for 7 yards (tackle by Clayton Geathers),1.490,1.320
3,4:40,4,8,IND 31,13,17,Cairo Santos 49 yard field goal good,1.320,3.000
3,4:35,,,TEN 35,13,17,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,4:35,1,10,IND 25,13,17,Jacoby Brissett pass incomplete short middle intended for Jack Doyle (defended by Logan Ryan),0.610,0.060
3,4:29,2,10,IND 25,13,17,Marlon Mack up the middle for 9 yards (tackle by Jayon Brown),0.060,0.560
3,4:06,3,1,IND 34,13,17,Marlon Mack left guard for 1 yard (tackle by Logan Ryan and Rashaan Evans),0.560,1.270
3,3:28,1,10,IND 35,13,17,Jacoby Brissett pass complete short left to Jordan Wilkins for 4 yards (tackle by Jayon Brown),1.270,1.260
3,2:50,2,6,IND 39,13,17,Jordan Wilkins up the middle for 3 yards (tackle by Jurrell Casey),1.260,0.960
3,2:12,3,3,IND 42,13,17,"Penalty on Jacoby Brissett: False Start, 5 yards (no play)",0.960,0.300
3,1:47,3,8,IND 37,13,17,Jacoby Brissett pass incomplete short middle intended for Nyheim Hines (defended by Jayon Brown),0.300,-0.910
3,1:40,4,8,IND 37,13,17,Rigoberto Sanchez punts 50 yards out of bounds,-0.910,0.320
3,1:33,1,10,TEN 13,13,17,Derrick Henry right tackle for 11 yards (tackle by Margus Hunt),-0.320,0.540
3,0:52,1,10,TEN 24,13,17,Derrick Henry right tackle for 6 yards (tackle by Rock Ya-Sin and Grover Stewart),0.540,0.810
3,0:10,2,4,TEN 30,13,17,Derrick Henry up the middle for 18 yards (tackle by Khari Willis),0.810,2.130
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 48,13,17,Dion Lewis left guard for 2 yards (tackle by Justin Houston),2.130,1.850
4,14:23,2,8,TEN 50,13,17,Marcus Mariota pass complete short left to A.J. Brown for 11 yards,1.850,2.980
4,13:48,1,10,IND 39,13,17,Derrick Henry right tackle for no gain (tackle by Justin Houston and Grover Stewart),2.980,2.440
4,13:21,2,10,IND 39,13,17,Marcus Mariota right end for no gain (tackle by Khari Willis),2.440,1.750
4,12:46,3,10,IND 39,13,17,"Marcus Mariota pass incomplete short left intended for Corey Davis (defended by Quincy Wilson). Penalty on Quincy Wilson: Defensive Pass Interference, 14 yards (no play)",1.750,3.910
4,12:41,1,10,IND 25,13,17,Derrick Henry right end for 4 yards (tackle by Justin Houston and Darius Leonard),3.910,3.900
4,11:58,2,6,IND 21,13,17,Adam Humphries right end for 1 yard (tackle by Khari Willis),3.900,3.340
4,11:19,3,5,IND 20,13,17,Marcus Mariota sacked by Darius Leonard for -7 yards,3.340,1.670
4,10:35,4,12,IND 27,13,17,Cairo Santos 45 yard field goal no good,1.670,-1.270
4,10:31,1,10,IND 35,13,17,Jacoby Brissett pass complete short left to Nyheim Hines for 5 yards (tackle by Sharif Finch and Rashaan Evans),1.270,1.400
4,9:49,2,5,IND 40,13,17,Marlon Mack left end for no gain (tackle by Harold Landry),1.400,0.700
4,9:08,3,5,IND 40,13,17,Jacoby Brissett sacked by Harold Landry for no gain,0.700,-0.720
4,8:29,4,5,IND 40,13,17,"Rigoberto Sanchez punts 60 yards, touchback.",-0.720,-0.280
4,8:20,1,10,TEN 20,13,17,Derrick Henry right guard for 2 yards (tackle by Darius Leonard and Rock Ya-Sin),0.280,0.000
4,7:38,2,8,TEN 22,13,17,Dion Lewis left tackle for 3 yards (tackle by Al-Quadin Muhammad),0.000,-0.300
4,6:58,3,5,TEN 25,13,17,Marcus Mariota pass incomplete deep middle intended for Delanie Walker,-0.300,-1.700
4,6:53,4,5,TEN 25,13,17,"Brett Kern punts 55 yards, returned by Chester Rogers for 11 yards (tackle by Daren Bates and Dane Cruikshank)",-1.700,-1.000
4,6:41,1,10,IND 31,13,17,Jacoby Brissett pass complete short middle to Marlon Mack for 3 yards (tackle by Jayon Brown and Jurrell Casey),1.000,0.870
4,6:02,2,7,IND 34,13,17,Marlon Mack up the middle for 7 yards (tackle by Jurrell Casey and Sharif Finch),0.870,1.660
4,5:25,1,10,IND 41,13,17,Jordan Wilkins right guard for 55 yards (tackle by Kenny Vaccaro),1.660,6.280
4,4:42,1,4,TEN 4,19,17,"Jacoby Brissett pass complete short left to T.Y. Hilton for 4 yards, touchdown",6.280,7.000
4,4:38,,,TEN 15,19,17,Adam Vinatieri kicks extra point no good hit right upright,0.000,-1.000
4,4:38,,,IND 35,19,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,4:38,1,10,TEN 25,19,17,Marcus Mariota pass incomplete short right intended for Corey Davis (defended by Bobby Okereke),0.610,0.060
4,4:33,2,10,TEN 25,19,17,Marcus Mariota pass incomplete short left intended for A.J. Brown,0.060,-0.620
4,4:28,3,10,TEN 25,19,17,Marcus Mariota pass complete short middle to Tajae Sharpe for 9 yards (tackle by Khari Willis),-0.620,-1.110
4,3:38,4,1,TEN 34,19,17,"Penalty on Marcus Mariota: Delay of Game, 5 yards (no play)",-1.110,-1.440
4,3:38,4,6,TEN 29,19,17,"Brett Kern punts 45 yards, returned by Chester Rogers for no gain (tackle by Dane Cruikshank and Christopher Milton)",-1.440,-0.670
4,3:29,1,10,IND 26,19,17,"Marlon Mack left tackle for 4 yards (tackle by Rashaan Evans). Penalty on Jurrell Casey: Defensive Offside, 5 yards (no play)",0.670,1.400
4,3:26,1,5,IND 31,19,17,Marlon Mack left guard for -3 yards (tackle by Harold Landry),1.400,0.400
4,3:20,,,,,,Timeout #1 by Tennessee Titans,,
4,3:20,2,8,IND 28,19,17,Jacoby Brissett pass incomplete deep left intended for T.Y. Hilton,0.400,-0.300
4,3:15,3,8,IND 28,19,17,Jacoby Brissett right end for 7 yards (tackle by Jayon Brown),-0.300,-1.040
4,2:24,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:24,4,1,IND 35,19,17,Jacoby Brissett up the middle for 1 yard (tackle by Jurrell Casey),-1.040,1.330
4,2:20,,,,,,Timeout #2 by Tennessee Titans,,
4,2:20,1,10,IND 36,19,17,Marlon Mack up the middle for 1 yard (tackle by Kenny Vaccaro and Jurrell Casey),1.330,0.930
4,2:14,,,,,,Timeout #3 by Tennessee Titans,,
4,2:14,2,9,IND 37,19,17,Marlon Mack right guard for no gain (tackle by Rashaan Evans and Jayon Brown),0.930,0.230
4,2:00,3,9,IND 37,19,17,Marlon Mack up the middle for no gain (tackle by DaQuan Jones),0.230,-0.910
4,1:14,4,9,IND 37,19,17,Rigoberto Sanchez punts 35 yards out of bounds,-0.910,-0.810
4,1:07,1,10,TEN 28,19,17,Marcus Mariota pass complete short left to Delanie Walker for 4 yards,0.810,0.800
4,0:49,2,6,TEN 32,19,17,Marcus Mariota right guard for 15 yards (tackle by Malik Hooker),0.800,2.060
4,0:31,1,10,TEN 47,19,17,Marcus Mariota spiked the ball,2.060,1.520
4,0:31,2,10,TEN 47,19,17,Marcus Mariota pass complete short right to A.J. Brown for 8 yards (tackle by Clayton Geathers and Rock Ya-Sin),1.520,1.880
4,0:15,3,2,IND 45,19,17,Marcus Mariota spiked the ball,1.880,0.270
4,0:13,4,2,IND 45,19,17,Marcus Mariota pass incomplete short right intended for A.J. Brown,0.270,-1.930
4,0:11,1,10,IND 45,19,17,Jacoby Brissett kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
