Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
1,9:43,1,10,BUF 19,7,0,LeSean McCoy left end for 9 yards (tackle by Kelvin Sheppard),0.150,0.880
1,9:09,2,1,BUF 28,7,0,"Tyrod Taylor left tackle for 4 yards (tackle by Olivier Vernon). Penalty on Earl Mitchell: Defensive Offside, 6 yards (no play)",0.880,1.200
1,8:46,1,10,BUF 34,7,0,Tyrod Taylor pass complete deep left to Sammy Watkins for 39 yards (tackle by Brice McCain),1.200,3.780
1,8:02,1,10,MIA 27,7,0,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,3.780,3.230
1,7:58,2,10,MIA 27,7,0,Tyrod Taylor pass incomplete deep left intended for Sammy Watkins,3.230,2.540
1,7:51,3,10,MIA 27,7,0,Tyrod Taylor pass complete short left to Charles Clay for 12 yards (tackle by Reshad Jones). Penalty on Cameron Wake: Defensive Offside (Declined),2.540,4.580
1,7:14,1,10,MIA 15,7,0,LeSean McCoy right guard for 5 yards (tackle by Jelani Jenkins),4.580,4.840
1,7:08,2,5,MIA 10,7,0,Anthony Dixon right tackle for no gain (tackle by Derrick Shelby),4.840,4.000
1,6:07,3,5,MIA 10,13,0,"Tyrod Taylor pass complete short right to LeSean McCoy for 10 yards, touchdown",4.000,7.000
1,6:07,,,MIA 10,14,0,Dan Carpenter kicks extra point good,0.000,0.000
1,6:07,,,BUF 35,14,0,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
1,6:03,1,10,MIA 20,14,0,Lamar Miller right tackle for 1 yard (tackle by Marcell Dareus),0.280,-0.130
1,5:27,2,9,MIA 21,14,0,Ryan Tannehill pass complete short right to Jordan Cameron for 10 yards (tackle by Bacarri Rambo),-0.130,1.000
1,4:54,1,10,MIA 31,14,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 7 yards (tackle by Corey Graham),1.000,1.410
1,4:21,2,3,MIA 38,14,0,Ryan Tannehill pass complete short left to Jordan Cameron for -3 yards (tackle by Corey Graham),1.410,0.300
1,3:35,3,6,MIA 35,14,0,Ryan Tannehill pass incomplete deep right intended for Jordan Cameron,0.300,-1.040
1,3:24,4,6,MIA 35,14,0,"Matt Darr punts 46 yards, returned by Marcus Thigpen for no gain",-1.040,-0.150
1,3:13,1,10,BUF 19,14,0,"Percy Harvin left end for 9 yards (tackle by Reshad Jones). Penalty on Robert Woods: Unnecessary Roughness, 14 yards",0.150,-1.110
1,2:45,2,15,BUF 14,14,0,LeSean McCoy left end for 4 yards (tackle by Brice McCain),-1.110,-1.250
1,2:11,3,11,BUF 18,14,0,Tyrod Taylor pass incomplete short left intended for Chris Hogan,-1.250,-2.240
1,2:00,4,11,BUF 18,14,0,"Colton Schmidt punts 49 yards, returned by Jarvis Landry for 19 yards (tackle by Randell Johnson). Penalty on Garrison Sanborn: Offensive Holding, 10 yards, Penalty on BUF: Illegal Formation (Declined)",-2.240,-3.050
1,1:48,1,10,BUF 38,14,0,Ryan Tannehill pass incomplete short right intended for Jarvis Landry is intercepted by Preston Brown at BUF-32 and returned for 3 yards,3.050,-1.270
1,1:40,1,10,BUF 35,14,0,Karlos Williams for 18 yards (tackle by Ndamukong Suh),1.270,1.270
1,1:03,1,10,BUF 35,14,0,Timeout #1 by Buffalo Bills,1.270,2.460
1,1:03,1,10,MIA 47,14,0,Karlos Williams middle for 5 yards (tackle by Terrence Fede and Zach Vigil),2.460,2.590
1,0:33,2,5,MIA 42,14,0,Karlos Williams middle for 12 yards (tackle by Michael Thomas),2.590,3.580
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 30,14,0,Tyrod Taylor left guard for 6 yards (tackle by Koa Misi),3.580,3.840
2,14:28,2,4,MIA 24,14,0,Karlos Williams right tackle for 8 yards (tackle by Reshad Jones),3.840,4.510
2,13:50,1,10,MIA 16,14,0,Anthony Dixon right tackle for 1 yard (tackle by Reshad Jones and Cameron Wake),4.510,4.050
2,13:14,2,9,MIA 15,14,0,Tyrod Taylor pass complete short left to Percy Harvin for 4 yards (tackle by Brent Grimes),4.050,3.940
2,12:32,3,5,MIA 11,14,0,Tyrod Taylor pass complete short right to Chris Hogan for 3 yards (tackle by Koa Misi),3.940,2.990
2,11:54,4,2,MIA 8,17,0,Dan Carpenter 26 yard field goal good,2.990,3.000
2,11:54,,,BUF 35,17,0,"Jordan Gay kicks off 65 yards, returned by Jarvis Landry for 18 yards (tackle by Marcus Easley)",0.000,-0.040
2,11:35,1,10,MIA 18,17,0,"Ryan Tannehill for no gain. Ryan Tannehill fumbles, recovered by Jason Fox at MIA-15. Penalty on Nigel Bradham: Defensive Offside, 5 yards (no play)",0.040,0.880
2,11:12,1,5,MIA 23,17,0,Jonas Gray middle for no gain (tackle by Corbin Bryant),0.880,0.280
2,10:30,2,5,MIA 23,17,0,Jonas Gray right tackle for 6 yards (tackle by Jerry Hughes),0.280,0.870
2,9:55,1,10,MIA 29,17,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 11 yards (tackle by Corey Graham),0.870,1.600
2,9:26,1,10,MIA 40,17,0,Jonas Gray middle for 4 yards (tackle by Preston Brown),1.600,1.590
2,8:36,2,6,MIA 44,17,0,Ryan Tannehill pass complete short right to Jarvis Landry for 4 yards (tackle by Nickell Robey-Coleman and Preston Brown),1.590,1.420
2,7:49,3,2,MIA 48,17,0,Jarvis Landry right end for -1 yards (tackle by Preston Brown),1.420,-0.260
2,7:11,4,3,MIA 47,17,0,Matt Darr punts 44 yards,-0.260,0.380
2,7:01,1,10,BUF 9,17,0,Karlos Williams right guard for 2 yards (tackle by Jelani Jenkins),-0.380,-0.630
2,6:24,2,8,BUF 11,17,0,Tyrod Taylor pass complete short left to Robert Woods for 11 yards (tackle by Brice McCain),-0.630,0.410
2,5:45,1,10,BUF 22,17,0,LeSean McCoy left guard for 2 yards (tackle by Kelvin Sheppard),0.410,0.140
2,5:06,2,8,BUF 24,17,0,LeSean McCoy middle for -2 yards (tackle by Earl Mitchell). Penalty on Cordy Glenn: Offensive Holding (Declined),0.140,-0.820
2,4:48,3,10,BUF 22,17,0,Tyrod Taylor pass complete short left to Percy Harvin for 18 yards (tackle by Walt Aikens),-0.820,1.600
2,4:04,1,10,BUF 40,17,0,Tyrod Taylor pass complete short right to Chris Hogan for 1 yard (tackle by Kelvin Sheppard),1.600,1.190
2,3:22,2,9,BUF 41,17,0,Tyrod Taylor pass incomplete deep left intended for Charles Clay,1.190,1.190
2,3:14,2,9,BUF 41,17,0,Timeout #2 by Buffalo Bills,1.190,0.500
2,3:14,3,9,BUF 41,17,0,Tyrod Taylor pass incomplete deep left intended for Percy Harvin,0.500,-0.650
2,3:06,4,9,BUF 41,17,0,"Colton Schmidt punts 45 yards, fair catch by Jarvis Landry",-0.650,0.280
2,2:59,1,10,MIA 14,17,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 11 yards (tackle by Nickell Robey-Coleman),-0.280,0.610
2,2:35,1,10,MIA 25,17,0,Ryan Tannehill pass complete short left to Jordan Cameron for 9 yards (tackle by Nigel Bradham),0.610,1.280
2,2:12,2,1,MIA 34,17,0,Ryan Tannehill pass complete deep middle to DeVante Parker for 19 yards (tackle by Ronald Darby),1.280,2.460
2,2:00,1,10,BUF 47,17,0,Ryan Tannehill pass incomplete short left intended for Damien Williams,2.460,1.910
2,1:57,2,10,BUF 47,17,0,Ryan Tannehill pass incomplete short middle intended for Jordan Cameron,1.910,1.220
2,1:53,3,10,BUF 47,23,0,"Ryan Tannehill pass incomplete short right intended for Jarvis Landry is intercepted by Preston Brown at MIA-43 and returned for 43 yards, touchdown",1.220,-7.000
2,1:44,,,MIA 47,24,0,Dan Carpenter kicks extra point good,0.000,0.000
2,1:44,,,BUF 35,24,0,"Jordan Gay kicks off 68 yards, returned by Damien Williams for 31 yards (tackle by Mario Butler)",0.000,-0.810
2,1:40,1,10,MIA 28,24,0,Ryan Tannehill pass complete short right to Rishard Matthews for 18 yards (tackle by Ronald Darby),0.810,1.990
2,1:17,1,10,MIA 46,24,0,"Ryan Tannehill sacked by Stefan Charles for -7 yards. Ryan Tannehill fumbles (forced by Stefan Charles), recovered by Ja'Wuan James at MIA-39",1.990,1.990
2,1:10,1,10,MIA 46,24,0,Timeout #1 by Miami Dolphins,1.990,0.510
2,1:10,2,17,MIA 39,24,0,Ryan Tannehill pass incomplete short right intended for Rishard Matthews,0.510,-0.160
2,1:05,3,17,MIA 39,24,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 12 yards (tackle by Nickell Robey-Coleman),-0.160,-0.160
2,0:54,3,17,MIA 39,24,0,Timeout #2 by Miami Dolphins,-0.160,0.000
2,0:54,4,5,BUF 49,24,0,Ryan Tannehill pass incomplete deep right intended for Jordan Cameron is intercepted by Ronald Darby at BUF-30 and returned for 21 yards,0.000,-2.320
2,0:45,1,10,MIA 49,24,0,LeSean McCoy middle for -1 yards (tackle by Ndamukong Suh),2.320,1.650
2,0:19,2,11,,24,0,Tyrod Taylor pass complete short left to Charles Clay for 12 yards (tackle by Koa Misi),1.650,1.650
2,0:12,2,11,,24,0,Timeout #3 by Buffalo Bills,1.650,3.050
2,0:12,1,10,MIA 38,24,0,Tyrod Taylor pass complete short right to Robert Woods for 5 yards,3.050,3.180
2,0:08,2,5,MIA 33,27,0,Dan Carpenter 51 yard field goal good,3.180,3.000
2,0:08,,,BUF 35,27,0,Jordan Gay kicks off 34 yards,0.000,-1.000
2,0:01,1,10,MIA 31,27,0,Ryan Tannehill kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,27,0,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,BUF 20,27,0,Percy Harvin left end for 7 yards (tackle by Brice McCain),0.280,0.680
3,14:40,2,3,BUF 27,27,0,Tyrod Taylor pass complete short left to Percy Harvin for 8 yards (tackle by Koa Misi),0.680,1.270
3,14:10,1,10,BUF 35,27,0,LeSean McCoy left end for -2 yards (tackle by Kelvin Sheppard),1.270,0.450
3,13:39,2,12,BUF 33,27,0,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,0.450,-0.230
3,13:27,3,12,BUF 33,27,0,Tyrod Taylor pass complete short left to Percy Harvin for 12 yards,-0.230,1.930
3,12:56,1,10,BUF 45,27,0,LeSean McCoy right tackle for -1 yards (tackle by Derrick Shelby),1.930,1.250
3,12:14,2,11,BUF 44,27,0,Karlos Williams left tackle for 4 yards (tackle by Ndamukong Suh),1.250,1.090
3,11:29,3,7,BUF 48,27,0,Tyrod Taylor pass complete short left to Percy Harvin for 12 yards (tackle by Brice McCain),1.090,2.920
3,10:48,1,10,MIA 40,27,0,LeSean McCoy right end for -2 yards (tackle by Kelvin Sheppard),2.920,2.100
3,10:19,2,12,MIA 42,27,0,Tyrod Taylor for 3 yards (tackle by Kelvin Sheppard),2.100,1.820
3,9:41,3,9,MIA 39,27,0,Anthony Dixon middle for 2 yards (tackle by Reshad Jones),1.820,0.790
3,8:57,4,7,MIA 37,27,0,Dan Carpenter 54 yard field goal no good,0.790,-1.860
3,8:53,1,10,MIA 44,27,0,Lamar Miller middle for 6 yards (tackle by Preston Brown and Corey Graham),1.860,2.130
3,8:21,2,4,BUF 50,27,0,Ryan Tannehill pass complete short right to Jarvis Landry for no gain,2.130,1.420
3,7:42,3,4,BUF 50,27,0,Ryan Tannehill pass complete short right to Rishard Matthews for 9 yards (tackle by Ronald Darby and Corey Graham),1.420,2.850
3,7:06,1,10,BUF 41,27,0,Lamar Miller left guard for 7 yards (tackle by Bacarri Rambo),2.850,3.250
3,6:26,2,3,BUF 34,27,0,Ryan Tannehill pass complete short middle to Jake Stoneburner for 13 yards (tackle by Corey Graham),3.250,4.170
3,5:46,1,10,BUF 21,27,6,"Ryan Tannehill pass complete deep right to Rishard Matthews for 21 yards, touchdown",4.170,7.000
3,5:46,1,,BUF 21,27,8,"Two Point Attempt: Ryan Tannehill pass complete to Jarvis Landry, conversion succeeds",4.170,1.000
3,5:46,,,MIA 35,27,8,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
3,5:39,1,10,BUF 20,27,8,Tyrod Taylor for 3 yards (tackle by Michael Thomas),0.280,0.140
3,5:09,2,7,BUF 23,27,8,Karlos Williams right tackle for 3 yards (tackle by Jelani Jenkins),0.140,-0.160
3,4:27,3,4,BUF 26,27,8,Tyrod Taylor pass complete short right to Percy Harvin for 9 yards (tackle by Brent Grimes),-0.160,1.270
3,3:52,1,10,BUF 35,27,8,LeSean McCoy left guard for 3 yards (tackle by Reshad Jones),1.270,1.130
3,3:31,2,7,BUF 38,27,8,Tyrod Taylor pass complete short left to Robert Woods for 6 yards (tackle by Jamar Taylor),1.130,1.220
3,2:36,3,1,BUF 44,27,8,Anthony Dixon left guard for -1 yards (tackle by Ndamukong Suh),1.220,-0.520
3,2:10,4,2,BUF 43,27,8,"Colton Schmidt punts 45 yards, fair catch by Jarvis Landry. Penalty on Walt Aikens: Running Into the Kicker, 5 yards (no play)",-0.520,2.130
3,2:00,1,10,BUF 48,27,8,Karlos Williams right end for 4 yards (tackle by Michael Thomas),2.130,2.120
3,1:22,2,6,MIA 48,27,8,Karlos Williams left guard for 4 yards (tackle by Reshad Jones),2.120,1.950
3,0:41,3,2,MIA 44,27,8,"Tyrod Taylor pass incomplete short right intended for Charles Clay. Penalty on Derrick Shelby: Illegal Use of Hands, 5 yards (no play)",1.950,2.980
3,0:30,1,10,MIA 39,27,8,Tyrod Taylor pass incomplete deep left intended for Robert Woods,2.980,2.440
3,0:23,2,10,MIA 39,27,8,LeSean McCoy right guard for 1 yard (tackle by Koa Misi),2.440,1.880
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,MIA 38,33,8,"Tyrod Taylor pass complete deep left to Chris Hogan for 38 yards, touchdown",1.880,7.000
4,15:00,,,MIA 38,34,8,Dan Carpenter kicks extra point good,0.000,0.000
4,15:00,,,BUF 35,34,8,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,14:53,1,10,MIA 20,34,8,Ryan Tannehill sacked by Marcell Dareus for -1 yards,0.280,-0.460
4,14:32,2,11,MIA 19,34,8,Ryan Tannehill pass incomplete deep right intended for Kenny Stills,-0.460,-1.140
4,14:21,3,11,MIA 19,34,8,Ryan Tannehill pass complete deep middle to DeVante Parker for 18 yards (tackle by Corey Graham),-1.140,1.400
4,14:01,1,10,MIA 37,34,8,Lamar Miller left guard for 6 yards (tackle by Preston Brown),1.400,1.670
4,13:38,2,4,MIA 43,34,8,Ryan Tannehill pass complete short right to Jarvis Landry for 13 yards (tackle by Bacarri Rambo),1.670,2.650
4,13:06,1,10,BUF 44,34,8,Ryan Tannehill pass complete short left to DeVante Parker for 9 yards (tackle by Stephon Gilmore),2.650,3.330
4,12:42,2,1,BUF 35,34,8,"Ryan Tannehill sacked by Jerry Hughes for -9 yards. Ryan Tannehill fumbles (forced by Jerry Hughes), recovered by Jerry Hughes at BUF-44 (tackle by Jason Fox). Penalty on BUF: Defensive Holding, 6 yards (no play)",3.330,3.640
4,12:17,1,10,BUF 29,34,8,Ryan Tannehill pass complete short left to Damien Williams for 5 yards (tackle by Nigel Bradham),3.640,3.780
4,11:48,2,5,BUF 24,34,8,Ryan Tannehill pass complete short right to Rishard Matthews for 5 yards (tackle by Ronald Darby). Penalty on Nickell Robey-Coleman: Defensive Holding (Declined),3.780,4.310
4,11:25,1,10,BUF 19,34,8,Ryan Tannehill pass complete short middle to Jarvis Landry for 9 yards (tackle by Nigel Bradham),4.310,5.360
4,11:02,2,1,BUF 10,34,8,Ryan Tannehill pass incomplete short right intended for Jordan Cameron,5.360,4.690
4,10:57,3,1,BUF 10,34,8,Lamar Miller right guard for 8 yards (tackle by Kyle Williams and Bacarri Rambo),4.690,6.740
4,10:37,1,2,BUF 2,34,8,Ryan Tannehill pass incomplete short left intended for Jarvis Landry,6.740,5.720
4,10:25,2,2,BUF 2,34,8,Ryan Tannehill pass incomplete short middle intended for DeVante Parker,5.720,4.950
4,10:20,3,2,BUF 2,34,8,Ryan Tannehill pass incomplete short left intended for Jarvis Landry (defended by Jerry Hughes),4.950,3.250
4,10:17,4,2,BUF 2,34,8,Ryan Tannehill pass incomplete short left intended for DeVante Parker,3.250,0.380
4,10:12,1,10,BUF 2,34,8,Karlos Williams right tackle for 6 yards (tackle by A.J. Francis),-0.380,-0.340
4,9:38,2,4,BUF 8,34,8,Tyrod Taylor pass incomplete deep right intended for Charles Clay (defended by Reshad Jones),-0.340,-0.720
4,9:28,3,4,BUF 8,34,8,Anthony Dixon left end for -3 yards (tackle by Koa Misi),-0.720,-2.490
4,8:57,4,7,BUF 5,34,8,"Colton Schmidt punts 43 yards, fair catch by Jarvis Landry",-2.490,-2.390
4,8:47,1,10,BUF 48,34,8,Ryan Tannehill pass incomplete deep right intended for Rishard Matthews,2.390,1.850
4,8:42,2,10,BUF 48,34,8,Ryan Tannehill pass incomplete deep right intended for Rishard Matthews (defended by Ronald Darby),1.850,1.160
4,8:35,3,10,BUF 48,34,8,"Penalty on Jamil Douglas: False Start, 5 yards (no play)",1.160,1.160
4,8:35,3,10,BUF 48,34,8,Timeout #1 by Buffalo Bills,1.160,0.500
4,8:35,3,15,MIA 47,34,8,Ryan Tannehill pass complete short right to Lamar Miller for 7 yards (tackle by Ronald Darby),0.500,0.200
4,8:11,4,8,BUF 46,34,14,"Ryan Tannehill pass complete deep right to Rishard Matthews for 46 yards, touchdown",0.200,7.000
4,8:11,,,BUF 46,34,14,Andrew Franks kicks extra point no good,0.000,-1.000
4,8:11,,,MIA 35,34,14,"Matt Darr kicks onside 10 yards, recovered by Percy Harvin and returned for 1 yard",0.000,-2.650
4,7:55,1,10,MIA 44,34,14,Karlos Williams left tackle for 3 yards (tackle by Reshad Jones),2.650,2.520
4,6:54,2,7,MIA 41,40,14,"Karlos Williams right tackle for 41 yards, touchdown",2.520,7.000
4,6:54,,,MIA 41,41,14,Dan Carpenter kicks extra point good,0.000,0.000
4,6:54,,,BUF 35,41,14,"Jordan Gay kicks off 66 yards, returned by Damien Williams for 14 yards (tackle by Duke Williams)",0.000,0.320
4,6:41,1,10,MIA 13,41,14,Ryan Tannehill pass complete short right to Lamar Miller for 4 yards (tackle by Nigel Bradham),-0.320,-0.300
4,6:19,2,6,MIA 17,41,14,Ryan Tannehill pass complete short right to Lamar Miller for 16 yards (tackle by Bacarri Rambo),-0.300,1.140
4,5:36,1,10,MIA 33,41,14,Jonas Gray right guard for 9 yards (tackle by Bacarri Rambo),1.140,1.810
4,4:51,2,1,MIA 42,41,14,Jonas Gray right end for 6 yards (tackle by Preston Brown and Nickell Robey-Coleman),1.810,2.130
4,4:22,1,10,MIA 48,41,14,"Penalty on Jake Stoneburner: False Start, 5 yards (no play)",2.130,1.800
4,3:49,1,15,MIA 43,41,14,Ryan Tannehill pass complete short middle to Greg Jennings for 10 yards (tackle by Corey Graham),1.800,2.260
4,3:46,2,5,BUF 47,41,14,Damien Williams middle for 3 yards (tackle by Kyle Williams),2.260,1.950
4,3:06,3,2,BUF 44,41,14,Damien Williams left end for 14 yards (tackle by Corey Graham),1.950,3.580
4,2:28,1,10,BUF 30,41,14,Jonas Gray left tackle for 11 yards (tackle by Corey Graham),3.580,4.310
4,2:13,1,10,BUF 19,41,14,Jonas Gray left end for 8 yards (tackle by Corbin Bryant),4.310,5.140
4,1:57,2,2,BUF 11,41,14,Jonas Gray right tackle for 5 yards (tackle by Corey Graham and Preston Brown),5.140,5.830
4,1:21,1,6,BUF 6,41,14,Jonas Gray left tackle for no gain (tackle by Marcell Dareus),5.830,4.950
4,0:37,2,6,BUF 6,41,14,Ryan Tannehill pass incomplete short left intended for Jordan Cameron,4.950,4.040
4,0:28,3,6,BUF 6,41,14,Ryan Tannehill pass incomplete short right intended for DeVante Parker,4.040,2.990
4,0:23,4,6,BUF 6,41,14,Ryan Tannehill pass incomplete short right intended for DeVante Parker (defended by Ronald Darby),2.990,0.380
4,0:19,1,10,BUF 6,41,14,EJ Manuel kneels for -2 yards,-0.380,-0.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
