Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
2,0:24,,,,,,Timeout #2 by New York Giants,,
2,0:24,2,16,NYG 29,10,14,Tua Tagovailoa scrambles up the middle for 7 yards (tackle by Bobby Okereke),2.690,2.940
2,0:04,3,9,NYG 22,10,14,Tua Tagovailoa spiked the ball,2.940,1.990
2,0:04,4,9,NYG 22,10,17,Jason Sanders 40 yard field goal good,1.990,3.000
Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,10,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,10,17,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill (defended by Cordale Flott),0.610,0.060
3,14:54,2,10,MIA 25,10,17,Tua Tagovailoa pass complete short right to Cedrick Wilson for 6 yards (tackle by Deonte Banks),0.060,0.170
3,14:15,3,4,MIA 31,10,23,"Tua Tagovailoa pass complete deep right to Tyreek Hill for 69 yards, touchdown",0.170,7.000
3,14:06,,,NYG 15,10,24,Jason Sanders kicks extra point good,0.000,0.000
3,14:06,,,MIA 35,10,24,"Penalty on Tyreek Hill: Taunting / Offense, 15 yards (accepted) (no play)",0.000,0.000
3,14:06,,,MIA 20,10,24,"Jason Sanders kicks off 75 yards, returned by Eric Gray for 20 yards (tackle by Elijah Campbell)",0.000,0.610
3,13:59,1,10,NYG 25,10,24,Daniel Jones right tackle for 6 yards (tackle by Jevon Holland),0.610,0.870
3,13:25,2,4,NYG 31,10,24,Daniel Jones pass complete short right to Darren Waller for 6 yards (tackle by Jevon Holland),0.870,1.400
3,12:27,1,10,NYG 37,10,24,Daniel Jones pass complete short middle to Matt Breida for 3 yards (tackle by David Long),1.400,1.260
3,12:09,2,7,NYG 40,10,24,Matt Breida left guard for 1 yard (tackle by Zach Sieler),1.260,0.700
3,11:35,3,6,NYG 41,10,24,Daniel Jones scrambles right end for 11 yards (tackle by Jerome Baker),0.700,2.390
3,10:58,1,10,MIA 48,10,24,Daniel Jones sacked by Jerome Baker for no gain,2.390,1.850
3,10:17,2,10,MIA 48,10,24,"Eric Gray up the middle for 3 yards. Eric Gray fumbles (forced by David Long), recovered by Joshua Ezeudu at MIA-44 (tackle by Raekwon Davis) (tackle by David Long) (tackle by David Long)",1.850,1.690
3,9:30,3,6,MIA 44,10,24,Daniel Jones pass incomplete short right intended for Wan'Dale Robinson,1.690,0.330
3,9:25,4,6,MIA 44,10,24,"Jamie Gillan punts 34 yards, fair catch by Braxton Berrios at MIA-10",0.330,0.380
3,9:17,1,10,MIA 10,10,24,"Raheem Mostert left end for 7 yards (tackle by Xavier McKinney). Penalty on Connor Williams: Offensive Holding, 8 yards (accepted)",-0.380,-0.420
3,8:59,1,11,MIA 9,10,24,De'Von Achane right end for 12 yards (tackle by Bobby Okereke and Kayvon Thibodeaux),-0.420,0.340
3,8:22,1,10,MIA 21,10,24,Tua Tagovailoa pass complete short left to Tyreek Hill for 6 yards (tackle by Isaiah Simmons),0.340,0.610
3,7:39,2,4,MIA 27,10,24,Tua Tagovailoa pass complete short left to Braxton Berrios for no gain (tackle by Bobby Okereke),0.610,-0.100
3,6:54,3,4,MIA 27,10,24,Tua Tagovailoa pass short left intended for Jaylen Waddle is intercepted by Bobby Okereke at MIA-30 and returned for 7 yards (tackle by Jaylen Waddle),-0.100,-4.040
3,6:44,1,10,MIA 23,10,24,Eric Gray right tackle for -1 yards (tackle by Bradley Chubb),4.040,3.360
3,6:10,2,11,MIA 24,10,24,Matt Breida up the middle for 8 yards (tackle by Jevon Holland),3.360,3.850
3,5:41,3,3,MIA 16,10,24,"Matt Breida up the middle for no gain (tackle by Andrew Van Ginkel and Jerome Baker). Penalty on Jalen Mayfield: Offensive Holding, 10 yards (accepted) (no play)",3.850,2.410
3,5:16,3,13,MIA 26,10,24,Daniel Jones pass complete short middle to Wan'Dale Robinson for 7 yards (tackle by Kader Kohou),2.410,2.210
3,4:31,4,6,MIA 19,13,24,Graham Gano 37 yard field goal good,2.210,3.000
3,4:26,,,NYG 35,13,24,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,4:26,1,10,MIA 25,13,24,De'Von Achane right end for 8 yards (tackle by Isaiah Simmons),0.610,1.140
3,3:46,2,2,MIA 33,13,24,Tua Tagovailoa pass complete short middle to De'Von Achane for 14 yards (tackle by Dane Belton),1.140,2.060
3,3:04,1,10,MIA 47,13,24,Raheem Mostert left end for 11 yards (tackle by Isaiah Simmons and Bobby Okereke),2.060,2.790
3,2:25,1,10,NYG 42,13,24,Raheem Mostert right tackle for 23 yards (tackle by Jason Pinnock),2.790,4.310
3,1:42,1,10,NYG 19,13,24,De'Von Achane right tackle for 6 yards (tackle by Isaiah Simmons),4.310,4.720
3,1:08,2,4,NYG 13,13,24,De'Von Achane left end for 5 yards (tackle by Bobby Okereke),4.720,5.370
3,0:26,1,8,NYG 8,13,24,Raheem Mostert up the middle for 6 yards (tackle by Isaiah Simmons),5.370,5.720
3,0:01,2,2,NYG 2,13,30,"Raheem Mostert up the middle for 2 yards, touchdown",5.720,7.000
3,0:00,,,NYG 15,13,31,Jason Sanders kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,MIA 35,13,31,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,15:00,1,10,NYG 25,13,31,Daniel Jones pass complete short right to Daniel Bellinger for 7 yards (tackle by Xavien Howard),0.610,1.010
4,14:29,2,3,NYG 32,13,31,Daniel Jones pass incomplete deep right intended for Darius Slayton,1.010,0.300
4,14:19,3,3,NYG 32,13,31,Daniel Jones pass incomplete short middle,0.300,-1.240
4,14:13,4,3,NYG 32,13,31,"Jamie Gillan punts 40 yards, fair catch by Braxton Berrios at MIA-28",-1.240,-0.810
4,14:07,1,10,MIA 28,13,31,De'Von Achane up the middle for 2 yards (tackle by Dexter Lawrence),0.810,0.530
4,13:29,2,8,MIA 30,13,31,De'Von Achane left end for 1 yard (tackle by Leonard Williams and Jihad Ward),0.530,-0.030
4,12:55,3,7,MIA 31,13,31,Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle,-0.030,-1.310
4,12:50,4,7,MIA 31,13,31,Jake Bailey punts 20 yards out of bounds,-1.310,-2.190
4,12:45,1,10,NYG 49,13,31,Daniel Jones sacked by Andrew Van Ginkel for -7 yards,2.190,0.700
4,12:11,2,17,NYG 42,13,31,Tyrod Taylor pass complete short left to Darren Waller for 9 yards (tackle by Jerome Baker),0.700,1.220
4,11:45,3,8,MIA 49,13,31,Tyrod Taylor pass incomplete short right,1.220,0.000
4,11:29,4,8,MIA 49,13,31,Tyrod Taylor scrambles right end for 9 yards (tackle by Kader Kohou),0.000,2.920
4,11:09,1,10,MIA 40,13,31,Matt Breida left end for 4 yards (tackle by Eli Apple),2.920,2.910
4,10:33,2,6,MIA 36,13,31,Tyrod Taylor pass complete short middle to Wan'Dale Robinson for 7 yards (tackle by Kader Kohou and David Long),2.910,3.640
4,10:16,1,10,MIA 29,13,31,Tyrod Taylor pass incomplete deep middle intended for Darren Waller (defended by Jevon Holland),3.640,3.100
4,10:09,2,10,MIA 29,13,31,Eric Gray up the middle for -1 yards (tackle by David Long),3.100,2.280
4,9:41,3,11,MIA 30,13,31,Tyrod Taylor sacked by Zach Sieler for -3 yards,2.280,1.150
4,8:56,4,14,MIA 33,16,31,Graham Gano 51 yard field goal good,1.150,3.000
4,8:51,,,NYG 35,16,31,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,8:51,1,10,MIA 25,16,31,Raheem Mostert right end for 5 yards (tackle by Dane Belton and Bobby Okereke),0.610,0.740
4,8:07,2,5,MIA 30,16,31,Tua Tagovailoa pass complete short left to Tyreek Hill for 4 yards (tackle by Tre Hawkins),0.740,0.560
4,7:21,3,1,MIA 34,16,31,Tua Tagovailoa pass complete short right to Jaylen Waddle for no gain (tackle by Deonte Banks),0.560,-1.110
4,6:35,4,1,MIA 34,16,31,"Jake Bailey punts 49 yards, fair catch by Eric Gray at NYG-17",-1.110,0.060
4,6:25,1,10,NYG 17,16,31,"Tyrod Taylor pass incomplete short right. Penalty on Jalen Mayfield: Offensive Holding, 8 yards (accepted) (no play)",-0.060,-0.680
4,6:19,1,18,NYG 9,16,31,Tyrod Taylor pass complete short left to Parris Campbell for 17 yards (tackle by Eli Apple),-0.680,0.750
4,5:49,2,1,NYG 26,16,31,Tyrod Taylor pass complete short left to Parris Campbell for 6 yards (tackle by Kader Kohou and Jerome Baker),0.750,1.070
4,5:24,1,10,NYG 32,16,31,"Penalty on Matt Peart: False Start, 5 yards (accepted) (no play)",1.070,0.740
4,5:18,1,15,NYG 27,16,31,Tyrod Taylor pass complete short left to Eric Gray for 1 yard (tackle by Andrew Van Ginkel),0.740,-0.010
4,4:44,2,14,NYG 28,16,31,Tyrod Taylor pass complete short middle to Darren Waller for 15 yards (tackle by DeShon Elliott),-0.010,1.800
4,4:24,1,10,NYG 43,16,31,Tyrod Taylor pass complete short right to Darren Waller for 7 yards (tackle by David Long and Jerome Baker),1.800,2.200
4,3:58,2,3,MIA 50,16,31,Tyrod Taylor pass incomplete short left intended for Sterling Shepard,2.200,1.490
4,3:53,3,3,MIA 50,16,31,Eric Gray up the middle for 1 yard (tackle by Zach Sieler),1.490,0.000
4,3:19,4,2,MIA 49,16,31,"Tyrod Taylor sacked by Andrew Van Ginkel for no gain. Penalty on Xavien Howard: Illegal Contact, 5 yards (accepted) (no play)",0.000,2.650
4,3:09,1,10,MIA 44,16,31,Matt Breida up the middle for -2 yards (tackle by Raekwon Davis and Bradley Chubb),2.650,1.840
4,2:43,2,12,MIA 46,16,31,Tyrod Taylor pass complete short right to Darius Slayton for 20 yards (tackle by Eli Apple),1.840,3.840
4,2:27,1,10,MIA 26,16,31,Tyrod Taylor pass complete short left to Isaiah Hodgins for 4 yards (tackle by Eli Apple),3.840,3.840
4,2:06,2,6,MIA 22,16,31,Tyrod Taylor scrambles right tackle for 3 yards (tackle by Jerome Baker),3.840,3.570
4,1:55,3,3,MIA 19,16,31,Matt Breida right guard for no gain (tackle by Christian Wilkins and David Long),3.570,2.280
4,1:33,4,3,MIA 19,16,31,Tyrod Taylor scrambles up the middle for 2 yards (tackle by Andrew Van Ginkel),2.280,0.060
4,1:21,1,10,MIA 17,16,31,Raheem Mostert left end for 1 yard (tackle by Bobby Okereke and Dane Belton),-0.060,-0.420
4,1:15,,,,,,Timeout #1 by New York Giants,,
4,1:15,2,9,MIA 18,16,31,Raheem Mostert right end for 3 yards (tackle by Isaiah Simmons),-0.420,-0.750
4,1:11,,,,,,Timeout #2 by New York Giants,,
4,1:11,3,6,MIA 21,16,31,Tua Tagovailoa pass complete short right to Raheem Mostert for 8 yards (tackle by Isaiah Simmons),-0.750,0.870
4,0:22,1,10,MIA 29,16,31,Tua Tagovailoa kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
