Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NYG 25,0,0,Matt Breida right guard for 6 yards (tackle by Bradley Chubb),0.610,0.870
1,14:29,2,4,NYG 31,0,0,Daniel Jones pass complete short middle to Isaiah Hodgins for 15 yards (tackle by Jevon Holland),0.870,1.990
1,13:53,1,10,NYG 46,0,0,Matt Breida left end for no gain (tackle by DeShon Elliott),1.990,1.450
1,13:14,2,10,NYG 46,0,0,Matt Breida up the middle for 3 yards (tackle by Zach Sieler and Christian Wilkins),1.450,1.160
1,12:28,3,7,NYG 49,0,0,Daniel Jones pass complete short right to Wan'Dale Robinson for 2 yards (tackle by Eli Apple),1.160,0.000
1,11:37,4,5,MIA 49,0,0,"Jamie Gillan punts 38 yards, fair catch by Braxton Berrios at MIA-11",0.000,0.370
1,11:27,1,10,MIA 11,0,0,De'Von Achane right end for 24 yards (tackle by Dane Belton and Xavier McKinney),-0.370,1.270
1,10:32,1,10,MIA 35,0,0,Tua Tagovailoa pass complete short middle to Tyreek Hill for 6 yards (tackle by Dane Belton),1.270,1.530
1,10:10,2,4,MIA 41,0,0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 20 yards (tackle by Xavier McKinney),1.530,2.980
1,9:32,1,10,NYG 39,0,0,Tua Tagovailoa pass complete short right to Cedrick Wilson for 23 yards (tackle by Xavier McKinney),2.980,4.510
1,8:49,1,10,NYG 16,0,0,"Tua Tagovailoa pass complete short left to Raheem Mostert for 5 yards. Raheem Mostert fumbles, ball out of bounds at NYG-11 (forced by Jason Pinnock)",4.510,4.760
1,7:51,2,5,NYG 11,0,0,Tua Tagovailoa pass complete short right to Tyreek Hill for 9 yards (tackle by Deonte Banks and Isaiah Simmons),4.760,6.740
1,7:21,1,2,NYG 2,0,0,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle (defended by Xavier McKinney),6.740,5.720
1,7:16,2,2,NYG 2,0,6,"Tua Tagovailoa pass complete short left to Jaylen Waddle for 2 yards, touchdown",5.720,7.000
1,7:09,,,NYG 15,0,7,Jason Sanders kicks extra point good,0.000,0.000
1,7:09,,,MIA 35,0,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,7:09,1,10,NYG 25,0,7,Eric Gray right guard for 5 yards (tackle by Xavien Howard and David Long),0.610,0.740
1,6:35,2,5,NYG 30,0,7,"Eric Gray left end for 3 yards (tackle by DeShon Elliott). Penalty on Ben Bredeson: Offensive Holding, 10 yards (accepted)",0.740,-0.210
1,6:08,2,12,NYG 23,0,7,Daniel Jones pass complete short right to Sterling Shepard for 13 yards (tackle by David Long),-0.210,1.330
1,5:41,1,10,NYG 36,0,7,Wan'Dale Robinson right end for 1 yard (tackle by David Long and DeShon Elliott),1.330,0.930
1,5:08,2,9,NYG 37,0,7,Eric Gray left guard for 8 yards (tackle by DeShon Elliott and Bradley Chubb),0.930,1.290
1,4:35,3,1,NYG 45,0,7,Daniel Jones up the middle for 2 yards (tackle by Bradley Chubb),1.290,2.060
1,3:57,1,10,NYG 47,0,7,Daniel Jones sacked by Emmanuel Ogbah for no gain,2.060,1.520
1,3:18,2,10,NYG 47,0,7,Eric Gray up the middle for 4 yards (tackle by David Long and Christian Wilkins),1.520,1.360
1,2:39,3,6,MIA 49,0,7,Daniel Jones pass complete short right to Darius Slayton for 15 yards (tackle by Xavien Howard),1.360,3.310
1,2:10,1,10,MIA 34,0,7,Daniel Jones pass complete short right to Darren Waller for 4 yards (tackle by Xavien Howard),3.310,3.310
1,1:32,2,6,MIA 30,0,7,Eric Gray up the middle for -1 yards (tackle by Zach Sieler and Kader Kohou),3.310,2.480
1,0:49,3,7,MIA 31,0,7,Daniel Jones sacked by and Christian Wilkins for -6 yards and Emmanuel Ogbah for -6 yards,2.480,0.790
Quarter,Time,Down,ToGo,Location,NYG,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,13,MIA 37,0,7,Graham Gano 55 yard field goal no good,0.790,-1.930
2,14:55,1,10,MIA 45,0,7,Raheem Mostert left end for 5 yards (tackle by Xavier McKinney),1.930,2.060
2,14:21,2,5,MIA 50,0,7,Raheem Mostert right end for 2 yards (tackle by Leonard Williams and Bobby Okereke),2.060,1.620
2,13:42,3,3,NYG 48,0,7,Tua Tagovailoa pass complete short middle to Tyreek Hill for 5 yards (tackle by Bobby Okereke and Isaiah Simmons),1.620,2.720
2,13:00,1,10,NYG 43,0,7,"De'Von Achane left tackle for 5 yards. De'Von Achane fumbles (forced by Xavier McKinney), recovered by Kayvon Thibodeaux at NYG-38 (tackle by Xavier McKinney)",2.720,-1.470
2,12:53,1,10,NYG 38,0,7,Daniel Jones pass complete short left to Wan'Dale Robinson for -4 yards (tackle by Kader Kohou),1.470,0.380
2,12:17,2,14,NYG 34,0,7,Daniel Jones pass complete short left to Darren Waller for 11 yards (tackle by Eli Apple),0.380,1.160
2,11:39,,,,,,Timeout #1 by New York Giants,,
2,11:39,3,3,NYG 45,0,7,Daniel Jones sacked by and Jerome Baker for no gain and Eli Apple for no gain,1.160,-0.390
2,11:19,4,3,NYG 45,0,7,Jamie Gillan punts 49 yards downed by Nick McCloud,-0.390,0.380
2,11:00,1,10,MIA 6,0,7,Tua Tagovailoa pass incomplete short left,-0.380,-0.780
2,10:56,2,10,MIA 6,0,7,Tua Tagovailoa pass complete short middle to Tyreek Hill for 18 yards (tackle by Adoree' Jackson),-0.780,0.540
2,10:12,1,10,MIA 24,0,13,"De'Von Achane left tackle for 76 yards, touchdown",0.540,7.000
2,10:02,,,NYG 15,0,14,Jason Sanders kicks extra point good,0.000,0.000
2,10:02,,,MIA 35,0,14,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,10:02,1,10,NYG 25,0,14,Daniel Jones pass incomplete short left intended for Darius Slayton (defended by Andrew Van Ginkel),0.610,0.060
2,9:57,2,10,NYG 25,0,14,Daniel Jones pass incomplete deep left intended for Darren Waller (defended by Eli Apple),0.060,-0.620
2,9:51,3,10,NYG 25,0,14,Daniel Jones pass complete short left to Darren Waller for 21 yards (tackle by DeShon Elliott),-0.620,1.990
2,9:17,1,10,NYG 46,0,14,Eric Gray left tackle for no gain (tackle by Eli Apple),1.990,1.450
2,8:40,2,10,NYG 46,0,14,Eric Gray up the middle for 3 yards (tackle by Bradley Chubb),1.450,1.160
2,7:57,3,7,NYG 49,0,14,"Daniel Jones pass incomplete short right intended for Wan'Dale Robinson. Penalty on Christian Wilkins: Defensive Offside, 5 yards (accepted) (no play)",1.160,1.820
2,7:52,3,2,MIA 46,0,14,Matt Breida up the middle for 1 yard (tackle by Bradley Chubb),1.820,0.270
2,7:08,4,1,MIA 45,0,14,"Daniel Jones for 1 yard (tackle by Christian Wilkins and Raekwon Davis). Penalty on Xavien Howard: Illegal Substitution, 5 yards (accepted) (no play)",0.270,2.920
2,7:08,1,10,MIA 40,0,14,Daniel Jones pass complete short right to Wan'Dale Robinson for 6 yards (tackle by Kader Kohou),2.920,3.180
2,6:32,2,4,MIA 34,0,14,"Penalty on Joshua Ezeudu: False Start, 5 yards (accepted) (no play)",3.180,2.510
2,6:23,2,9,MIA 39,0,14,"Penalty on Joshua Ezeudu: False Start, 5 yards (accepted) (no play)",2.510,1.830
2,6:07,2,14,MIA 44,0,14,Daniel Jones up the middle for 5 yards (tackle by Raekwon Davis and Jerome Baker),1.830,1.820
2,5:24,3,9,MIA 39,0,14,Daniel Jones pass complete short left to Darren Waller for 13 yards (tackle by Eli Apple and Justin Bethel),1.820,3.840
2,4:41,1,10,MIA 26,0,14,Daniel Jones pass incomplete deep right intended for Darren Waller (defended by Xavien Howard),3.840,3.300
2,4:34,2,10,MIA 26,0,14,Eric Gray up the middle for 1 yard (tackle by Zach Sieler),3.300,2.740
2,3:59,3,9,MIA 25,0,14,"Daniel Jones sacked by Zach Sieler for -6 yards. Penalty on Joshua Ezeudu: Offensive Holding, 10 yards (declined)",2.740,1.320
2,3:46,4,15,MIA 31,3,14,Graham Gano 49 yard field goal good,1.320,3.000
2,3:41,,,NYG 35,3,14,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,3:41,1,10,MIA 25,3,14,"Penalty on Isaiah Wynn: False Start, 5 yards (accepted) (no play)",0.610,0.280
2,3:41,1,15,MIA 20,3,14,Tua Tagovailoa pass complete short right to Tyreek Hill for 64 yards (tackle by Xavier McKinney),0.280,4.510
2,3:03,1,10,NYG 16,3,14,De'Von Achane right end for 12 yards (tackle by Jason Pinnock),4.510,6.280
2,2:19,1,4,NYG 4,3,14,De'Von Achane up the middle for no gain (tackle by Bobby Okereke),6.280,5.340
2,2:00,2,4,NYG 4,3,14,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle (defended by Deonte Banks),5.340,4.490
2,1:55,3,4,NYG 4,9,14,"Tua Tagovailoa pass short left (defended by Bobby Okereke) intended for Jaylen Waddle is intercepted by Jason Pinnock in end zone and returned for 102 yards, touchdown",4.490,-7.000
2,1:40,,,MIA 15,10,14,Graham Gano kicks extra point good,0.000,0.000
2,1:40,,,NYG 35,10,14,"Graham Gano kicks off 62 yards, returned by Braxton Berrios for 25 yards (tackle by Carter Coughlin)",0.000,0.810
2,1:35,1,10,MIA 28,10,14,Tua Tagovailoa pass complete short right to Braxton Berrios for 13 yards (tackle by Cordale Flott),0.810,1.660
2,1:15,1,10,MIA 41,10,14,Tua Tagovailoa pass complete short right to Cedrick Wilson for 13 yards (tackle by Xavier McKinney),1.660,2.520
2,1:01,,,,,,Timeout #1 by Miami Dolphins,,
2,1:01,1,10,NYG 46,10,14,Tua Tagovailoa pass complete short left to Jaylen Waddle for 1 yard (tackle by Cordale Flott),2.520,2.110
2,0:50,2,9,NYG 45,10,14,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 12 yards (tackle by Tre Hawkins),2.110,3.380
2,0:35,1,10,NYG 33,10,14,Tua Tagovailoa pass complete short right to Cedrick Wilson for 10 yards (tackle by Jason Pinnock),3.380,4.040
2,0:29,,,,,,Timeout #2 by Miami Dolphins,,
2,0:29,1,10,NYG 23,10,14,Tua Tagovailoa sacked by Kayvon Thibodeaux for -6 yards,4.040,2.690
2,0:24,,,,,,Timeout #3 by Miami Dolphins,,
