Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2016-09-08,8:40PM,Denver Broncos,,Carolina Panthers,boxscore,21,20,307,3,333,1,https://www.pro-football-reference.com/boxscores/201609080den.htm,DEN,CAR,2016_Week1_DEN_vs_CAR
Week1,Sun,2016-09-11,1:04PM,Baltimore Ravens,,Buffalo Bills,boxscore,13,7,308,1,160,0,https://www.pro-football-reference.com/boxscores/201609110rav.htm,BAL,BUF,2016_Week1_BAL_vs_BUF
Week1,Sun,2016-09-11,1:04PM,Green Bay Packers,@,Jacksonville Jaguars,boxscore,27,23,294,0,348,1,https://www.pro-football-reference.com/boxscores/201609110jax.htm,JAX,GB,2016_Week1_JAX_vs_GB
Week1,Sun,2016-09-11,1:05PM,Tampa Bay Buccaneers,@,Atlanta Falcons,boxscore,31,24,371,1,374,0,https://www.pro-football-reference.com/boxscores/201609110atl.htm,ATL,TB,2016_Week1_ATL_vs_TB
Week1,Sun,2016-09-11,1:05PM,Houston Texans,,Chicago Bears,boxscore,23,14,344,1,258,1,https://www.pro-football-reference.com/boxscores/201609110htx.htm,HOU,CHI,2016_Week1_HOU_vs_CHI
Week1,Sun,2016-09-11,1:05PM,Cincinnati Bengals,@,New York Jets,boxscore,23,22,381,1,340,1,https://www.pro-football-reference.com/boxscores/201609110nyj.htm,NYJ,CIN,2016_Week1_NYJ_vs_CIN
Week1,Sun,2016-09-11,1:05PM,Philadelphia Eagles,,Cleveland Browns,boxscore,29,10,403,0,288,1,https://www.pro-football-reference.com/boxscores/201609110phi.htm,PHI,CLE,2016_Week1_PHI_vs_CLE
Week1,Sun,2016-09-11,1:05PM,Kansas City Chiefs,,San Diego Chargers,boxscore,33,27,413,1,388,0,https://www.pro-football-reference.com/boxscores/201609110kan.htm,KC,LAC,2016_Week1_KC_vs_LAC
Week1,Sun,2016-09-11,1:05PM,Minnesota Vikings,@,Tennessee Titans,boxscore,25,16,301,0,316,3,https://www.pro-football-reference.com/boxscores/201609110oti.htm,TEN,MIN,2016_Week1_TEN_vs_MIN
Week1,Sun,2016-09-11,1:05PM,Oakland Raiders,@,New Orleans Saints,boxscore,35,34,486,0,507,1,https://www.pro-football-reference.com/boxscores/201609110nor.htm,NO,LVR,2016_Week1_NO_vs_LVR
Week1,Sun,2016-09-11,4:08PM,Seattle Seahawks,,Miami Dolphins,boxscore,12,10,352,2,214,0,https://www.pro-football-reference.com/boxscores/201609110sea.htm,SEA,MIA,2016_Week1_SEA_vs_MIA
Week1,Sun,2016-09-11,4:27PM,Detroit Lions,@,Indianapolis Colts,boxscore,39,35,448,0,450,0,https://www.pro-football-reference.com/boxscores/201609110clt.htm,IND,DET,2016_Week1_IND_vs_DET
Week1,Sun,2016-09-11,4:27PM,New York Giants,@,Dallas Cowboys,boxscore,20,19,316,1,328,0,https://www.pro-football-reference.com/boxscores/201609110dal.htm,DAL,NYG,2016_Week1_DAL_vs_NYG
Week1,Sun,2016-09-11,8:30PM,New England Patriots,@,Arizona Cardinals,boxscore,23,21,363,2,344,0,https://www.pro-football-reference.com/boxscores/201609110crd.htm,ARI,NE,2016_Week1_ARI_vs_NE
Week1,Mon,2016-09-12,7:11PM,Pittsburgh Steelers,@,Washington Redskins,boxscore,38,16,437,1,384,2,https://www.pro-football-reference.com/boxscores/201609120was.htm,WAS,PIT,2016_Week1_WAS_vs_PIT
Week1,Mon,2016-09-12,10:20PM,San Francisco 49ers,,Los Angeles Rams,boxscore,28,0,320,1,185,2,https://www.pro-football-reference.com/boxscores/201609120sfo.htm,SF,LAR,2016_Week1_SF_vs_LAR
Week2,Thu,2016-09-15,8:26PM,New York Jets,@,Buffalo Bills,boxscore,37,31,493,1,393,1,https://www.pro-football-reference.com/boxscores/201609150buf.htm,BUF,NYJ,2016_Week2_BUF_vs_NYJ
Week2,Sun,2016-09-18,1:02PM,Pittsburgh Steelers,,Cincinnati Bengals,boxscore,24,16,374,2,412,2,https://www.pro-football-reference.com/boxscores/201609180pit.htm,PIT,CIN,2016_Week2_PIT_vs_CIN
Week2,Sun,2016-09-18,1:02PM,Baltimore Ravens,@,Cleveland Browns,boxscore,25,20,382,2,387,2,https://www.pro-football-reference.com/boxscores/201609180cle.htm,CLE,BAL,2016_Week2_CLE_vs_BAL
Week2,Sun,2016-09-18,1:02PM,Tennessee Titans,@,Detroit Lions,boxscore,16,15,363,1,375,1,https://www.pro-football-reference.com/boxscores/201609180det.htm,DET,TEN,2016_Week2_DET_vs_TEN
Week2,Sun,2016-09-18,1:02PM,Houston Texans,,Kansas City Chiefs,boxscore,19,12,351,2,291,3,https://www.pro-football-reference.com/boxscores/201609180htx.htm,HOU,KC,2016_Week2_HOU_vs_KC
Week2,Sun,2016-09-18,1:02PM,New England Patriots,,Miami Dolphins,boxscore,31,24,463,1,457,4,https://www.pro-football-reference.com/boxscores/201609180nwe.htm,NE,MIA,2016_Week2_NE_vs_MIA
Week2,Sun,2016-09-18,1:03PM,Carolina Panthers,,San Francisco 49ers,boxscore,46,27,529,4,302,3,https://www.pro-football-reference.com/boxscores/201609180car.htm,CAR,SF,2016_Week2_CAR_vs_SF
Week2,Sun,2016-09-18,1:03PM,Dallas Cowboys,@,Washington Redskins,boxscore,27,23,380,1,432,1,https://www.pro-football-reference.com/boxscores/201609180was.htm,WAS,DAL,2016_Week2_WAS_vs_DAL
Week2,Sun,2016-09-18,1:03PM,New York Giants,,New Orleans Saints,boxscore,16,13,417,3,288,0,https://www.pro-football-reference.com/boxscores/201609180nyg.htm,NYG,NO,2016_Week2_NYG_vs_NO
