Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Commanders won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DAL 25,0,0,Ezekiel Elliott left tackle for 5 yards (tackle by Montez Sweat and Daron Payne),0.610,0.740
1,14:27,2,5,DAL 30,0,0,Cooper Rush pass incomplete short right intended for Michael Gallup,0.740,0.040
1,14:20,3,5,DAL 30,0,0,Cooper Rush pass complete short left to Ezekiel Elliott for 31 yards (tackle by Kamren Curl),0.040,2.980
1,13:32,1,10,WAS 39,0,0,Ezekiel Elliott right tackle for 1 yard (tackle by Jonathan Allen),2.980,2.580
1,12:58,2,9,WAS 38,0,0,Ezekiel Elliott left guard for 1 yard (tackle by Jamin Davis and Jonathan Allen),2.580,2.020
1,12:18,3,8,WAS 37,0,0,Cooper Rush pass complete short right to Tony Pollard for 2 yards (tackle by Cole Holcomb),2.020,0.970
1,11:39,4,6,WAS 35,0,3,Brett Maher 53 yard field goal good,0.970,3.000
1,11:34,,,DAL 35,0,3,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,11:34,1,10,WAS 25,0,3,Antonio Gibson right guard for 4 yards (tackle by Osa Odighizuwa and Leighton Vander Esch),0.610,0.600
1,10:56,2,6,WAS 29,0,3,Antonio Gibson left end for 8 yards (tackle by Leighton Vander Esch and Israel Mukuamu),0.600,1.400
1,10:12,1,10,WAS 37,0,3,Carson Wentz pass complete short middle to Antonio Gibson for 3 yards (tackle by Leighton Vander Esch and DeMarcus Lawrence),1.400,1.260
1,9:42,2,7,WAS 40,0,3,Carson Wentz pass complete short right to Terry McLaurin for 9 yards (tackle by Leighton Vander Esch),1.260,2.190
1,9:04,1,10,WAS 49,0,3,Jonathan Williams right tackle for 3 yards (tackle by Quinton Bohanna),2.190,2.050
1,8:22,2,7,DAL 48,0,3,"Penalty on Trai Turner: False Start, 5 yards (accepted) (no play)",2.050,1.380
1,8:01,2,12,WAS 47,0,3,Carson Wentz sacked by Neville Gallimore for -9 yards,1.380,-0.490
1,7:17,3,21,WAS 38,0,3,Carson Wentz pass incomplete short left intended for John Bates,-0.490,-0.850
1,7:12,4,21,WAS 38,0,3,Tress Way punts 52 yards downed by Milo Eifler,-0.850,0.380
1,7:01,1,10,DAL 10,0,3,Ezekiel Elliott right guard for 5 yards (tackle by Darrick Forrest),-0.380,-0.350
1,6:24,2,5,DAL 15,0,3,Ezekiel Elliott left guard for 2 yards (tackle by Jonathan Allen and Cole Holcomb),-0.350,-0.600
1,5:46,3,3,DAL 17,0,3,Cooper Rush sacked by Jonathan Allen for -6 yards,-0.600,-2.490
1,5:06,4,9,DAL 11,0,3,"Bryan Anger punts 51 yards, returned by Dax Milne for no gain (tackle by C.J. Goodwin and Kelvin Joseph)",-2.490,-1.470
1,4:58,1,10,WAS 38,0,3,Antonio Gibson left tackle for 4 yards (tackle by Dorance Armstrong),1.470,1.460
1,4:21,2,6,WAS 42,0,3,"Antonio Gibson for no gain (tackle by Leighton Vander Esch). Penalty on Nick Martin: Offensive Holding, 10 yards (accepted) (no play)",1.460,0.110
1,3:50,2,16,WAS 32,0,3,J.D. McKissic right tackle for 1 yard (tackle by Trysten Hill),0.110,-0.430
