Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Frank Gore,NYJ,8,23,0,1,13,1.6,10,1.3,0,
Ty Johnson,NYJ,8,16,0,,5,0.6,11,1.4,0,
Josh Adams,NYJ,6,27,0,2,18,3.0,9,1.5,0,
Sam Darnold,NYJ,1,3,0,0,3,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Carlos Hyde,SEA,15,66,0,2,25,1.7,41,2.7,0,
Chris Carson,SEA,12,76,1,3,48,4.0,28,2.3,0,
DeeJay Dallas,SEA,4,7,0,1,0,0.0,7,1.8,0,
Geno Smith,SEA,2,-2,0,0,-2,-1.0,0,0.0,0,
Penny Hart,SEA,1,19,0,1,19,19.0,0,0.0,0,
David Moore,SEA,1,9,0,0,3,3.0,6,6.0,1,1.0
Russell Wilson,SEA,1,-1,0,0,-1,-1.0,0,0.0,0,
