Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,16,66,0,5,38,2.4,28,1.8,0,
Drew Brees,NOR,3,7,2,2,2,0.7,5,1.7,1,3.0
Mike Gillislee,NOR,3,10,0,1,3,1.0,7,2.3,1,3.0
Taysom Hill,NOR,3,39,0,2,-2,-0.7,41,13.7,3,1.0
Ted Ginn Jr.,NOR,1,20,0,1,20,20.0,0,0.0,0,
Jonathan Williams,NOR,1,1,0,,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tevin Coleman,ATL,15,33,0,1,24,1.6,9,0.6,0,
Matt Ryan,ATL,4,12,0,0,7,1.8,5,1.3,0,
Ito Smith,ATL,2,-6,0,0,-8,-4.0,2,1.0,0,
Calvin Ridley,ATL,1,9,0,0,7,7.0,2,2.0,0,
