#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,OAK 20,6,2:49,37,Interception
2,1,11:57,OAK 20,8,4:02,17,Punt
3,1,4:10,OAK 18,4,1:43,16,Punt
4,2,13:07,OAK 29,3,1:40,6,Punt
5,2,9:14,OAK 20,2,0:43,2,Interception
6,2,7:06,OAK 20,4,1:17,8,Downs
7,2,4:08,OAK 20,10,3:28,66,Interception
8,3,12:41,OAK 20,9,4:26,80,Touchdown
9,3,3:31,OAK 20,2,0:43,-8,Fumble
10,3,2:48,OAK 20,3,0:59,3,Punt
11,4,14:21,OAK 11,5,1:54,17,Punt
12,4,11:01,OAK 23,12,6:18,77,Touchdown
13,4,2:59,OAK 34,5,1:18,16,Interception
