Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
1,,,,GNB 35,0,14,"Mason Crosby kicks off 62 yards, returned by Bryan McCann for 15 yards (tackle by Sam Shields)",0.000,0.040
1,4:05,1,10,OAK 18,0,14,Carson Palmer pass complete short right to Kevin Boss for 13 yards (tackle by Charles Woodson),0.040,1.000
1,3:27,1,10,OAK 31,0,14,Michael Bush left end for 3 yards (tackle by Robert Francois),1.000,0.870
1,2:53,2,7,OAK 34,0,14,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh,0.870,0.170
1,2:47,,,,0,14,Timeout #1 by Oakland Raiders,0.000,0.170
1,2:47,3,7,OAK 34,0,14,Carson Palmer pass incomplete deep middle intended for Darrius Heyward-Bey (defended by Sam Shields),0.170,-1.110
1,2:42,4,7,OAK 34,0,14,"Shane Lechler punts 50 yards, returned by Randall Cobb for 10 yards (tackle by Quentin Groves)",-1.110,-0.670
1,2:27,1,10,GNB 26,0,14,Aaron Rodgers pass complete short right to James Jones for 21 yards (tackle by Kamerion Wimbley),0.670,2.060
1,2:04,1,10,GNB 47,0,14,Ryan Grant right end for 12 yards (tackle by Aaron Curry),2.060,2.850
1,1:28,1,10,OAK 41,0,14,Brandon Saine left tackle for 7 yards (tackle by Rolando McClain),2.850,3.250
1,0:50,2,3,OAK 34,0,14,Aaron Rodgers pass complete short left to Randall Cobb for 19 yards (tackle by Lito Sheppard),3.250,4.580
1,0:07,1,10,OAK 15,0,14,"Aaron Rodgers pass complete short left to Jermichael Finley for 3 yards (tackle by Aaron Curry). Penalty on Evan Dietrich-Smith: Clipping, 15 yards (no play)",4.580,3.580
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,25,OAK 30,0,14,"Penalty on Lamarr Houston: Neutral Zone Infraction, 5 yards (no play)",3.580,3.910
2,15:00,1,20,OAK 25,0,14,Aaron Rodgers pass complete short middle to Brandon Saine for 7 yards (tackle by Rolando McClain),3.910,3.560
2,14:16,2,13,OAK 18,0,14,Aaron Rodgers pass complete short left to Brandon Saine for 7 yards (tackle by Lito Sheppard),3.560,3.780
2,13:42,3,6,OAK 11,0,14,"Penalty on Derek Sherrod: False Start, 5 yards (no play)",3.780,3.040
2,13:16,3,11,OAK 16,0,14,Aaron Rodgers pass incomplete,3.040,2.380
2,13:10,4,11,OAK 16,0,17,Mason Crosby 34 yard field goal good,2.380,3.000
2,,,,GNB 35,0,17,"Mason Crosby kicks off 57 yards, returned by Bryan McCann for 21 yards (tackle by Jarrett Bush)",0.000,0.870
2,13:01,1,10,OAK 29,0,17,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey (defended by Tramon Williams),0.870,0.330
2,12:53,2,10,OAK 29,0,17,Michael Bush left guard for 4 yards (tackle by Ryan Pickett),0.330,0.170
2,12:17,3,6,OAK 33,0,17,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 2 yards (tackle by Morgan Burnett),0.170,-1.040
2,11:39,4,4,OAK 35,0,17,"Shane Lechler punts 65 yards, returned by Randall Cobb for 16 yards (tackle by Brandon Myers)",-1.040,0.140
2,11:27,1,10,GNB 16,0,17,Aaron Rodgers pass complete short right to Jordy Nelson for 13 yards (tackle by Stanford Routt),-0.140,0.870
2,10:56,1,10,GNB 29,0,17,Aaron Rodgers pass complete short left to Donald Driver for 6 yards (tackle by Tyvon Branch),0.870,1.140
2,10:26,2,4,GNB 35,0,17,Ryan Grant left tackle for 6 yards (tackle by Matt Giordano),1.140,1.660
2,9:43,1,10,GNB 41,0,17,Aaron Rodgers pass complete short middle to Donald Driver for 22 yards (tackle by Tyvon Branch),1.660,3.120
2,9:20,1,10,OAK 37,0,23,"Aaron Rodgers pass complete deep right to Jordy Nelson for 37 yards, touchdown. Penalty on OAK: Defensive 12 On-field (Declined)",3.120,7.000
2,,,,OAK 2,0,24,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 35,0,24,"Mason Crosby kicks off 68 yards, touchback",0.000,0.280
2,9:14,1,10,OAK 20,0,24,Michael Bush up the middle for 2 yards (tackle by Robert Francois),0.280,0.000
2,8:37,2,8,OAK 22,0,24,Carson Palmer pass incomplete short right intended for Darrius Heyward-Bey is intercepted by Charles Woodson at OAK-26 and returned for 1 yard (tackle by Darrius Heyward-Bey),0.000,-3.910
2,8:31,1,10,OAK 25,0,24,Aaron Rodgers sacked by Tommy Kelly for -6 yards,3.910,2.550
2,8:00,2,16,OAK 31,0,24,Ryan Grant right end for no gain (tackle by Rolando McClain),2.550,1.880
2,7:18,3,16,OAK 31,0,24,"Aaron Rodgers pass incomplete deep middle intended for Greg Jennings. Penalty on Michael Mitchell: Defensive Pass Interference, 25 yards (no play)",1.880,5.830
2,7:14,1,6,OAK 6,0,24,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson (defended by John Henderson),5.830,4.950
2,7:10,2,6,OAK 6,0,30,"Ryan Grant up the middle for 6 yards, touchdown",4.950,7.000
2,,,,OAK 2,0,31,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 35,0,31,"Mason Crosby kicks off 71 yards, touchback",0.000,0.280
2,7:06,1,10,OAK 20,0,31,Michael Bush right tackle for 5 yards (tackle by Robert Francois),0.280,0.410
2,6:35,2,5,OAK 25,0,31,Carson Palmer pass incomplete short right intended for Chaz Schilens (defended by Charles Woodson),0.410,-0.300
2,6:29,3,5,OAK 25,0,31,Carson Palmer pass complete short middle to Marcel Reece for 3 yards (tackle by D.J. Smith and Robert Francois),-0.300,-1.500
2,5:52,4,2,OAK 28,0,31,Shane Lechler pass incomplete short right intended for Rock Cartwright,-1.500,-3.710
2,5:49,1,10,OAK 28,0,31,John Kuhn right end for 1 yard (tackle by Kamerion Wimbley),3.710,3.300
2,5:10,2,9,OAK 27,0,31,Aaron Rodgers pass complete deep middle to Donald Driver for 19 yards (tackle by Michael Huff),3.300,5.370
2,4:22,1,8,OAK 8,0,31,"Aaron Rodgers pass incomplete. Penalty on Lamarr Houston: Clipping, 4 yards",5.370,6.280
,,,,,,,"GNB challenged the fumble ruling, and the original play was overturned.",,
2,4:19,1,4,OAK 4,0,31,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,6.280,5.340
2,4:16,2,4,OAK 4,0,31,Aaron Rodgers pass incomplete short right intended for John Kuhn,5.340,4.490
2,4:12,3,4,OAK 4,0,31,Aaron Rodgers pass incomplete short right intended for Jermichael Finley is intercepted by Michael Mitchell,4.490,-0.280
,,,,,,,"OAK challenged the incomplete pass ruling, and the original play was overturned.",,
2,4:08,1,10,OAK 20,0,31,Michael Bush left guard for 1 yard (tackle by Charles Woodson),0.280,-0.130
2,3:39,2,9,OAK 21,0,31,Carson Palmer pass complete short left to Kevin Boss for 8 yards (tackle by Robert Francois),-0.130,0.230
2,3:00,3,1,OAK 29,0,31,Michael Bush left guard for 2 yards (tackle by Clay Matthews),0.230,1.000
2,2:17,1,10,OAK 31,0,31,Carson Palmer for 10 yards (tackle by Tramon Williams),1.000,1.660
2,2:00,1,10,OAK 41,0,31,Carson Palmer pass complete short right to Kevin Boss for 6 yards (tackle by D.J. Smith and Tramon Williams),1.660,1.930
2,1:38,2,4,OAK 47,0,31,Carson Palmer for 2 yards (tackle by Tramon Williams),1.930,1.490
2,1:31,3,2,OAK 49,0,31,Carson Palmer pass complete short right to Darrius Heyward-Bey for 10 yards (tackle by Tramon Williams),1.490,2.850
2,1:25,1,10,GNB 41,0,31,Carson Palmer pass complete deep right to Darrius Heyward-Bey for 16 yards (tackle by Morgan Burnett),2.850,3.910
2,0:59,1,10,GNB 25,0,31,Carson Palmer pass complete short right to Kevin Boss for 11 yards (tackle by Morgan Burnett),3.910,4.650
2,0:48,,,,0,31,Timeout #2 by Oakland Raiders,0.000,4.650
2,0:48,1,10,GNB 14,0,31,Carson Palmer pass incomplete deep middle intended for Kevin Boss is intercepted by Robert Francois,4.650,-0.280
2,0:40,1,10,GNB 20,0,31,Ryan Grant left end for 2 yards (tackle by Desmond Bryant),0.280,0.000
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,0,31,"Sebastian Janikowski kicks off 62 yards, returned by Randall Cobb for 50 yards (tackle by Rock Cartwright)",0.000,2.460
3,14:52,1,10,OAK 47,0,31,Aaron Rodgers pass complete deep middle to Donald Driver for 28 yards (tackle by Michael Huff),2.460,4.310
3,14:04,1,10,OAK 19,0,31,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Stanford Routt),4.310,3.750
3,14:00,2,10,OAK 19,0,31,Aaron Rodgers pass complete short right to Greg Jennings for 8 yards (tackle by Stanford Routt),3.750,4.430
3,13:15,3,2,OAK 11,0,31,Aaron Rodgers sacked by Rolando McClain for -9 yards,4.430,2.120
3,12:45,4,11,OAK 20,0,34,Mason Crosby 38 yard field goal good. Penalty on Tyvon Branch: Defensive Offside (Declined),2.120,3.000
3,,,,GNB 35,0,34,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,12:41,1,10,OAK 20,0,34,Carson Palmer pass complete short middle to Michael Bush for 5 yards (tackle by D.J. Smith),0.280,0.410
3,12:11,2,5,OAK 25,0,34,Michael Bush left tackle for 3 yards (tackle by Erik Walden and D.J. Smith),0.410,0.100
3,11:37,3,2,OAK 28,0,34,Carson Palmer pass complete short right to Marcel Reece for 12 yards (tackle by Charlie Peprah),0.100,1.600
3,11:00,1,10,OAK 40,0,34,Louis Murphy left end for 10 yards (tackle by Morgan Burnett),1.600,2.260
3,10:27,1,10,,0,34,Michael Bush left tackle for 8 yards (tackle by Charlie Peprah),2.260,2.790
3,9:55,2,2,GNB 42,0,34,Michael Bush up the middle for 4 yards (tackle by Ryan Pickett and Charles Woodson),2.790,3.050
3,9:29,1,10,GNB 38,0,34,Carson Palmer pass complete deep middle to Darrius Heyward-Bey for 34 yards (tackle by Charles Woodson),3.050,6.280
3,8:59,1,4,GNB 4,0,34,Michael Bush right guard for 2 yards (tackle by Charlie Peprah),6.280,5.720
3,8:19,2,2,GNB 2,6,34,"Michael Bush left tackle for 2 yards, touchdown",5.720,7.000
3,,,,GNB 2,7,34,"Sebastian Janikowski kicks extra point good. Penalty on GNB: Defensive 12 On-field, 5 yards",0.000,0.000
3,,,,OAK 40,7,34,"Sebastian Janikowski kicks off 57 yards, returned by Randall Cobb for 17 yards (tackle by Richard Gordon)",0.000,0.280
3,8:10,1,10,GNB 20,7,34,Ryan Grant left end for -4 yards (tackle by Desmond Bryant and Tyvon Branch),0.280,-0.940
3,7:24,2,14,GNB 16,7,34,Aaron Rodgers sacked by Desmond Bryant for -5 yards,-0.940,-2.470
3,6:53,3,19,GNB 11,7,34,Aaron Rodgers pass complete deep middle to Randall Cobb for 26 yards (tackle by Tyvon Branch),-2.470,1.400
3,6:10,1,10,GNB 37,7,34,Ryan Grant right tackle for 16 yards (tackle by Desmond Bryant),1.400,2.460
3,5:31,1,10,OAK 47,7,34,John Kuhn right guard for 12 yards (tackle by Matt Giordano and Kamerion Wimbley),2.460,3.250
3,4:52,1,10,OAK 35,7,34,"Penalty on Evan Dietrich-Smith: False Start, 5 yards (no play)",3.250,2.920
3,4:28,1,15,OAK 40,7,34,John Kuhn right tackle for 4 yards (tackle by Lamarr Houston),2.920,2.570
3,3:50,2,11,OAK 36,7,34,Aaron Rodgers pass incomplete short right intended for D.J. Williams (defended by John Henderson),2.570,1.880
3,3:46,3,11,OAK 36,7,34,"Aaron Rodgers pass incomplete deep left intended for Jermichael Finley. Penalty on Desmond Bryant: Defensive Offside, 5 yards (no play)",1.880,2.540
3,3:40,3,6,OAK 31,7,34,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,2.540,1.340
3,3:36,4,6,OAK 31,7,37,Mason Crosby 49 yard field goal good,1.340,3.000
3,,,,GNB 35,7,37,"Mason Crosby kicks off 72 yards, touchback",0.000,0.280
3,3:31,1,10,OAK 20,7,37,Carson Palmer pass complete short middle to Marcel Reece for 3 yards (tackle by D.J. Smith and Robert Francois),0.280,0.140
3,3:00,2,7,OAK 23,7,43,"Carson Palmer pass complete short middle to Marcel Reece for -11 yards (tackle by Robert Francois). Marcel Reece fumbles (forced by Robert Francois), recovered by Erik Walden at OAK-5 and returned for 5 yards, touchdown",0.140,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,,,,GNB 35,7,43,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,2:48,1,10,OAK 20,7,43,Carson Palmer pass incomplete short left intended for Louis Murphy,0.280,-0.270
3,2:42,2,10,OAK 20,7,43,Michael Bush up the middle for 3 yards (tackle by C.J. Wilson and Jarius Wynn),-0.270,-0.560
3,2:00,3,7,OAK 23,7,43,Carson Palmer pass incomplete short middle intended for Louis Murphy,-0.560,-1.830
3,1:56,4,7,OAK 23,7,43,Shane Lechler punts 18 yards,-1.830,-2.850
3,1:49,1,10,OAK 41,7,43,Matt Flynn pass incomplete short middle intended for Jordy Nelson,2.850,2.310
3,1:45,2,10,OAK 41,7,43,John Kuhn right end for 5 yards (tackle by Tommy Kelly),2.310,2.280
3,1:00,3,5,OAK 36,7,43,"Matt Flynn pass incomplete deep right intended for Jordy Nelson. Penalty on Quentin Groves: Roughing the Passer, 15 yards (no play)",2.280,4.170
3,0:54,1,10,OAK 21,7,43,John Kuhn right tackle for 3 yards (tackle by Lamarr Houston),4.170,4.040
3,0:19,2,7,OAK 18,7,43,John Kuhn right guard for 5 yards (tackle by Michael Mitchell),4.040,4.240
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,OAK 13,7,43,Ryan Grant right end for -2 yards (tackle by Rolando McClain),4.240,2.520
4,14:24,4,4,OAK 15,7,46,Mason Crosby 33 yard field goal good,2.520,3.000
4,,,,GNB 35,7,46,"Mason Crosby kicks off 59 yards, returned by Bryan McCann for 5 yards (tackle by M.D. Jennings)",0.000,-0.370
4,14:15,1,10,OAK 11,7,46,Michael Bush left tackle for 9 yards (tackle by Morgan Burnett),-0.370,0.360
4,13:48,2,1,OAK 20,7,46,Michael Bush up the middle for 3 yards (tackle by Charles Woodson and Howard Green),0.360,0.480
4,13:19,1,10,OAK 23,7,46,Carson Palmer pass complete short middle to Michael Bush for 5 yards (tackle by D.J. Smith),0.480,0.610
4,12:46,2,5,OAK 28,7,46,Carson Palmer pass incomplete short left intended for T.J. Houshmandzadeh,0.610,-0.100
4,12:43,,,,7,46,Timeout #1 by Oakland Raiders,0.000,-0.100
4,12:43,3,5,OAK 28,7,46,Carson Palmer pass incomplete short middle intended for Louis Murphy (defended by Charlie Peprah),-0.100,-1.500
4,12:40,4,5,OAK 28,7,46,Shane Lechler punts 71 yards,-1.500,0.380
4,12:27,1,10,GNB 1,7,46,John Kuhn up the middle for 1 yard (tackle by Michael Mitchell),-0.380,-0.710
4,11:47,2,9,GNB 2,7,46,John Kuhn up the middle for 4 yards (tackle by John Henderson and Lamarr Houston),-0.710,-0.840
4,11:05,3,5,GNB 6,9,46,"Matt Flynn sacked by Rolando McClain for -6 yards, safety",-0.840,-2.000
4,,,,GNB 20,9,46,"Tim Masthay kicks off 57 yards, returned by Rock Cartwright for no gain",0.000,0.480
4,10:55,1,10,OAK 23,9,46,Carson Palmer pass complete short right to Michael Bush for 9 yards (tackle by Robert Francois),0.480,1.150
4,10:22,2,1,OAK 32,9,46,Marcel Reece right tackle for 3 yards (tackle by Charlie Peprah),1.150,1.270
4,9:52,1,10,OAK 35,9,46,Michael Bush left end for 6 yards (tackle by Frank Zombo and Jarius Wynn),1.270,1.530
4,9:20,2,4,OAK 41,9,46,Michael Bush left end for 6 yards (tackle by Tramon Williams),1.530,2.060
4,8:41,1,10,OAK 47,9,46,Carson Palmer pass complete short middle to Louis Murphy for 13 yards (tackle by Charles Woodson),2.060,2.920
4,8:00,1,10,GNB 40,9,46,Rock Cartwright right tackle for 5 yards (tackle by Morgan Burnett),2.920,3.050
4,7:29,2,5,GNB 35,9,46,Carson Palmer pass incomplete deep middle intended for Louis Murphy,3.050,2.340
4,7:25,3,5,GNB 35,9,46,Carson Palmer sacked by Frank Zombo for -7 yards,2.340,0.460
4,6:51,4,12,GNB 42,9,46,Carson Palmer pass complete deep middle to Louis Murphy for 17 yards (tackle by Frank Zombo),0.460,3.910
4,6:24,,,,9,46,Timeout #1 by Green Bay Packers,0.000,3.910
4,6:24,1,10,GNB 25,9,46,"Carson Palmer pass complete short right to David Ausberry for 15 yards. Penalty on David Ausberry: Illegal Touch Pass, 5 yards (no play)",3.910,3.580
4,5:54,1,15,GNB 30,9,46,Carson Palmer pass complete deep left to Louis Murphy for 24 yards (tackle by Morgan Burnett),3.580,5.830
4,5:27,1,6,GNB 6,9,46,Michael Bush right guard for 1 yard (tackle by D.J. Smith and Jarius Wynn),5.830,5.150
4,4:52,2,5,GNB 5,15,46,"Carson Palmer pass complete short right to Kevin Boss for 5 yards, touchdown",5.150,7.000
4,,,,GNB 2,16,46,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 35,16,46,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,4:43,1,10,GNB 20,16,46,John Kuhn right tackle for 3 yards (tackle by Jarvis Moss and Matt Giordano),0.280,0.140
4,4:00,2,7,GNB 23,16,46,"Penalty on Tom Crabtree: False Start, 5 yards (no play)",0.140,-0.630
4,3:59,2,12,GNB 18,16,46,Matt Flynn pass incomplete deep right intended for James Jones,-0.630,-1.330
4,3:54,3,12,GNB 18,16,46,John Kuhn right tackle for 8 yards (tackle by Rolando McClain),-1.330,-1.630
4,3:11,4,4,GNB 26,16,46,Tim Masthay punts 40 yards,-1.630,-1.200
4,2:59,1,10,OAK 34,16,46,Carson Palmer pass complete short right to Rock Cartwright for 7 yards (tackle by Morgan Burnett),1.200,1.600
4,2:28,2,3,OAK 41,16,46,Carson Palmer pass complete short middle to Rock Cartwright for 9 yards (tackle by Robert Francois),1.600,2.260
4,2:02,1,10,,16,46,Carson Palmer pass incomplete short middle intended for Kevin Boss,2.260,1.710
4,1:58,2,10,,16,46,Carson Palmer pass incomplete deep left intended for T.J. Houshmandzadeh,1.710,1.030
4,1:53,3,10,,16,46,Carson Palmer pass incomplete deep left intended for Louis Murphy is intercepted by Sam Shields at GNB-30 and returned for 6 yards (tackle by Jared Veldheer),1.030,-1.330
4,1:41,1,10,GNB 36,16,46,Matt Flynn kneels for no gain,1.330,0.790
4,0:59,2,10,GNB 36,16,46,Matt Flynn kneels for -1 yards,0.790,-0.030
4,0:32,3,11,GNB 35,16,46,Matt Flynn kneels for -1 yards,-0.030,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
