Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
1,2:25,1,10,KAN 20,3,14,Jamie Martin pass complete to Torry Holt for 12 yards (tackle by Shaunard Harts),4.240,5.370
1,1:49,1,8,KAN 8,9,14,"Jamie Martin pass complete to Isaac Bruce for 8 yards, touchdown",5.370,7.000
1,1:49,,,KAN 8,10,14,Jeff Wilkins kicks extra point good,0.000,0.000
1,1:49,,,STL 30,10,14,"Jeff Wilkins kicks off 53 yards, returned by Dante Hall for 25 yards (tackle by Nick Sorensen)",0.000,1.730
1,1:38,1,10,KAN 42,10,14,Trent Green pass incomplete intended for Tony Gonzalez,1.730,1.190
1,1:32,2,10,KAN 42,10,14,Trent Green pass complete to Tony Gonzalez for 2 yards (tackle by Dexter McCleon),1.190,0.760
1,0:51,3,8,KAN 44,10,14,Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Dre' Bly),0.760,-0.260
1,0:20,4,5,KAN 47,10,14,"Dan Stryzinski punts 33 yards, returned by Terrence Wilkins for 36 yards (tackle by Corey Harris)",-0.260,-2.650
1,0:08,1,10,KAN 44,10,14,Jamie Martin pass complete to Brandon Manumaleuna for 10 yards (tackle by Marvcus Patton),2.650,3.310
Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 34,10,14,Ricky Proehl sacked by Gary Stills for -1 yards,3.310,2.640
2,14:37,2,11,KAN 35,10,14,Marshall Faulk middle for 1 yard (tackle by Eric Hicks),2.640,2.080
2,14:00,3,10,KAN 34,10,14,Jamie Martin pass incomplete intended for Ricky Proehl,2.080,1.060
2,13:55,3,10,KAN 34,,,Timeout #2 by Los Angeles Rams,2.080,1.060
2,13:55,4,10,KAN 34,10,14,Jamie Martin pass complete to Ernie Conwell for no gain,1.060,-1.200
2,13:48,1,10,KAN 34,10,14,Priest Holmes left end for 8 yards (tackle by Adam Archuleta),1.200,1.740
2,13:48,2,2,KAN 42,10,14,"Penalty on Grant Wistrom: Neutral Zone Infraction, 5 yards (no play)",1.740,2.060
2,12:53,1,10,KAN 47,10,14,Priest Holmes right end for -2 yards (tackle by Robert Thomas),2.060,1.250
2,12:08,2,12,KAN 45,10,14,Priest Holmes middle for 16 yards (tackle by Tommy Polley and Kim Herring),1.250,2.980
2,11:28,1,10,STL 39,10,14,Priest Holmes right end for 17 yards (tackle by Dexter McCleon),2.980,4.110
2,10:49,1,10,STL 22,10,14,Trent Green pass incomplete intended for Eddie Kennison,4.110,3.560
2,10:44,2,10,STL 22,10,14,"Priest Holmes middle for no gain (tackle by Tommy Polley). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",3.560,2.210
2,10:21,2,20,STL 32,10,14,Trent Green pass complete to Eddie Kennison for 29 yards (tackle by Dre' Bly),2.210,6.510
2,9:40,1,3,STL 3,10,14,Priest Holmes left end for 1 yard (tackle by Adam Archuleta),6.510,5.720
2,8:56,2,2,STL 2,10,20,"Priest Holmes left tackle for 2 yards, touchdown",5.720,7.000
2,8:56,,,STL 2,10,21,Morten Andersen kicks extra point good,0.000,0.000
2,8:56,,,KAN 30,10,21,"Morten Andersen kicks off 52 yards, returned by Troy Edwards for 13 yards (tackle by Lewis Bush)",0.000,1.000
2,8:41,1,10,STL 31,10,21,Jamie Martin pass complete to Marshall Faulk for 8 yards (tackle by Shaunard Harts),1.000,1.540
2,8:22,2,2,STL 39,10,21,Marshall Faulk middle for 1 yard (tackle by Marvcus Patton and Shaunard Harts),1.540,0.960
2,7:56,3,1,STL 40,10,21,Marshall Faulk middle for -3 yards (tackle by Mike Maslowski),0.960,-0.910
2,7:18,4,4,STL 37,10,27,"Mitch Berger punts 49 yards, returned by Dante Hall for 86 yards, touchdown",-0.910,-7.000
2,6:58,,,STL 37,10,28,Morten Andersen kicks extra point good,0.000,0.000
2,6:58,,,KAN 30,10,28,"Morten Andersen kicks off 63 yards, returned by Terrence Wilkins for 25 yards (tackle by Jason Belser). Penalty on Chris Massey: Offensive Holding, 10 yards",0.000,0.410
2,6:48,1,10,STL 22,10,28,Marshall Faulk left end for 3 yards (tackle by Eric Hicks),0.410,0.270
2,6:15,2,7,STL 25,10,28,Jamie Martin pass incomplete intended for Torry Holt,0.270,-0.430
2,6:10,3,7,STL 25,10,28,Jamie Martin sacked by John Browning for -7 yards,-0.430,-2.240
2,5:35,4,14,STL 18,10,28,Mitch Berger punts 39 yards,-2.240,-1.800
2,5:22,1,10,KAN 43,10,28,Priest Holmes middle for 12 yards (tackle by Adam Archuleta),1.800,2.590
2,4:47,1,10,STL 45,10,28,Tony Richardson middle for 3 yards (tackle by Tyoka Jackson),2.590,2.450
2,4:14,2,7,STL 42,10,28,Priest Holmes left tackle for 6 yards (tackle by James Whitley and Adam Archuleta),2.450,2.540
2,3:36,3,1,STL 36,10,28,Priest Holmes middle for 11 yards (tackle by Don Davis),2.540,3.910
2,2:57,1,10,STL 25,10,28,Priest Holmes middle for 17 yards (tackle by Chad Cota and Kim Herring),3.910,5.370
2,2:16,1,8,STL 8,10,28,Priest Holmes left tackle for 7 yards (tackle by Kim Herring),5.370,5.910
2,2:00,2,1,STL 1,10,34,"Priest Holmes middle for 1 yard, touchdown",5.910,7.000
2,2:00,,,STL 1,10,35,Morten Andersen kicks extra point good,0.000,0.000
2,2:00,,,KAN 30,10,35,"Morten Andersen kicks off 60 yards, returned by Terrence Wilkins for 29 yards (tackle by Scott Fujita)",0.000,1.530
2,1:50,1,10,STL 39,10,35,Jamie Martin sacked by Marvcus Patton for -5 yards,1.530,0.310
2,1:29,2,15,STL 34,10,35,Jamie Martin for 2 yards,0.310,-0.100
2,1:21,3,13,STL 36,10,35,Jamie Martin pass incomplete intended for Torry Holt,-0.100,-0.980
2,1:16,4,13,STL 36,10,35,"Mitch Berger punts 39 yards, returned by Dante Hall for 9 yards (tackle by Chad Cota)",-0.980,-1.200
2,1:06,1,10,KAN 34,10,35,Priest Holmes middle for 1 yard (tackle by Ryan Pickett),1.200,0.790
2,0:38,2,9,KAN 35,10,35,Priest Holmes middle for 1 yard (tackle by Damione Lewis),0.790,0.230
Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,10,35,"Morten Andersen kicks off 58 yards, returned by Terrence Wilkins for 21 yards (tackle by Monty Beisel)",0.000,1.140
3,14:55,2,9,KAN 35,,,Timeout #1 by Los Angeles Rams,0.790,-1.140
3,14:55,1,10,STL 33,10,35,Jamie Martin pass incomplete intended for Isaac Bruce,1.140,0.590
3,14:47,2,10,STL 33,10,35,Marshall Faulk right end for 6 yards (tackle by William Bartee),0.590,0.700
3,14:33,3,4,STL 39,10,35,Jamie Martin pass complete to Marshall Faulk for 13 yards (tackle by Marvcus Patton),0.700,2.390
3,13:59,1,10,KAN 48,10,35,Jamie Martin pass complete to Isaac Bruce for 9 yards (tackle by Eric Warfield),2.390,3.060
3,13:18,2,1,KAN 39,10,35,Jamie Martin pass complete to Ricky Proehl for 8 yards (tackle by Ray Crockett),3.060,3.510
3,12:57,1,10,KAN 31,10,35,Marshall Faulk right tackle for 4 yards (tackle by Mike Maslowski and Greg Wesley),3.510,3.510
3,12:16,2,6,KAN 27,10,35,Jamie Martin sacked by Greg Wesley for -4 yards,3.510,2.280
3,11:37,3,10,KAN 31,10,35,Jamie Martin sacked by John Browning for -8 yards,2.280,0.660
3,11:37,4,18,KAN 39,10,35,Mitch Berger punts 31 yards,0.660,0.380
3,11:00,1,10,KAN 8,10,35,Trent Green pass complete to Tony Richardson for 7 yards (tackle by Jamie Duncan),-0.380,-0.210
3,10:24,2,3,KAN 15,10,35,Priest Holmes right end for 6 yards (tackle by Ryan Pickett),-0.210,0.340
3,9:41,1,10,KAN 21,10,35,Priest Holmes middle for 2 yards (tackle by Robert Thomas),0.340,0.070
3,9:02,2,8,KAN 23,10,35,Johnnie Morton left end for -3 yards (tackle by Kim Herring),0.070,-1.020
3,8:18,3,11,KAN 20,10,35,Trent Green pass complete to Priest Holmes for 3 yards (tackle by Damione Lewis),-1.020,-1.830
3,7:34,4,8,KAN 23,10,35,"Dan Stryzinski punts 47 yards, returned by Terrence Wilkins for 10 yards (tackle by Monty Beisel)",-1.830,-1.600
3,7:20,1,10,STL 40,10,35,Jamie Martin pass complete to Marshall Faulk for -5 yards (tackle by Gary Stills),1.600,0.380
3,6:39,2,15,STL 35,10,35,Jamie Martin pass complete to Torry Holt for 20 yards (tackle by William Bartee),0.380,2.590
3,6:39,1,10,KAN 45,10,35,Jamie Martin pass complete to Isaac Bruce for 8 yards (tackle by Scott Fujita),2.590,3.120
3,6:39,2,2,KAN 37,10,35,Marshall Faulk right end for -1 yards (tackle by Greg Wesley),3.120,2.280
3,4:54,3,3,KAN 38,10,35,Jamie Martin pass complete to Torry Holt for 3 yards (tackle by Shaunard Harts),2.280,3.250
3,4:12,1,10,KAN 35,10,35,Jamie Martin sacked by Scott Fujita for -8 yards,3.250,1.620
3,3:43,1,10,KAN 35,,,Timeout #2 by Los Angeles Rams,3.250,1.620
3,3:43,2,18,KAN 43,10,35,Jamie Martin pass incomplete intended for Torry Holt,1.620,0.960
3,3:38,3,18,KAN 43,10,35,Jamie Martin pass complete to Ricky Proehl for 8 yards (tackle by Lewis Bush),0.960,0.970
3,2:50,4,10,KAN 35,10,35,"Mitch Berger punts 24 yards, fair catch by Dante Hall",0.970,0.370
3,2:44,1,10,KAN 11,10,35,Priest Holmes left tackle for 4 yards (tackle by Ryan Pickett),-0.370,-0.430
3,2:04,2,6,KAN 15,10,35,Priest Holmes left tackle for no gain (tackle by Jeff Zgonina),-0.430,-0.950
3,2:04,3,6,KAN 15,10,35,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Dexter McCleon),-0.950,0.410
3,0:40,1,10,KAN 22,10,35,"Priest Holmes right end for 14 yards (tackle by Kim Herring). Penalty on Dre' Bly: Personal Foul, 15 yards",0.410,2.320
3,0:40,1,10,STL 49,10,35,"Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",2.320,3.050
Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,STL 44,10,35,Trent Green sacked by Leonard Little for -3 yards,3.050,2.050
4,14:31,2,8,STL 47,10,35,"Penalty on Marc Boerigter: False Start, 5 yards (no play)",2.050,1.380
4,14:07,2,13,KAN 48,10,35,Priest Holmes middle for 3 yards (tackle by Jamie Duncan),1.380,1.090
4,13:25,3,10,STL 49,10,35,Trent Green pass complete to Johnnie Morton for 20 yards (tackle by Kim Herring),1.090,3.640
4,12:44,1,10,STL 29,10,35,Trent Green pass complete to Tony Gonzalez for 10 yards (tackle by Kim Herring),3.640,4.310
4,12:06,1,10,STL 19,10,35,Priest Holmes middle for 2 yards (tackle by Jamie Duncan),4.310,4.030
4,11:26,2,8,STL 17,10,35,Trent Green pass complete to Priest Holmes for 13 yards (tackle by Dre' Bly),4.030,6.280
4,10:42,1,4,STL 4,10,35,Priest Holmes right end for -2 yards (tackle by Brian Young),6.280,4.950
4,10:02,2,6,STL 6,10,41,"Trent Green pass complete to Marc Boerigter for 6 yards, touchdown",4.950,7.000
4,10:02,,,STL 6,10,42,Morten Andersen kicks extra point good,0.000,0.000
4,10:02,,,KAN 30,10,42,"Morten Andersen kicks off 54 yards, returned by Terrence Wilkins for 20 yards (tackle by Jason Belser)",0.000,1.330
4,9:44,1,10,STL 36,10,42,Jamie Martin pass complete to Torry Holt for 10 yards (tackle by William Bartee),1.330,1.990
4,9:28,1,10,STL 46,10,42,Jamie Martin pass incomplete is intercepted by Marvcus Patton at KAN-40 and returned for 4 yards,1.990,-1.860
4,9:20,1,10,KAN 44,10,42,Tony Richardson middle for 9 yards (tackle by Adam Archuleta),1.860,2.530
4,8:40,2,1,STL 47,10,42,Todd Collins pass complete to Tony Gonzalez for 16 yards (tackle by Adam Archuleta and Dre' Bly),2.530,3.510
4,7:53,1,10,STL 31,10,42,Tony Richardson right tackle for 6 yards (tackle by Damione Lewis),3.510,3.780
4,7:11,2,4,STL 25,10,42,Tony Richardson right end for 9 yards (tackle by Don Davis),3.780,4.510
4,6:37,1,10,STL 16,10,42,Mike Cloud left end for 8 yards (tackle by Don Davis),4.510,5.350
4,6:07,2,2,STL 8,10,42,Mike Cloud middle for 7 yards (tackle by Kim Herring and Adam Archuleta),5.350,6.970
4,5:28,1,1,STL 1,10,48,"Mike Cloud right tackle for 1 yard, touchdown",6.970,7.000
4,5:28,,,STL 1,10,49,Morten Andersen kicks extra point good,0.000,0.000
4,5:28,,,KAN 30,10,49,"Morten Andersen kicks off 51 yards, returned by Terrence Wilkins for 17 yards (tackle by Marc Boerigter)",0.000,1.330
4,5:18,1,1,STL 1,,,Timeout #3 by Los Angeles Rams,6.970,-1.330
4,5:18,1,10,STL 36,10,49,Jamie Martin pass incomplete intended for Isaac Bruce (defended by Marvcus Patton),1.330,0.790
4,5:14,2,10,STL 36,10,49,Lamar Gordon left end for 7 yards (tackle by Mike Maslowski),0.790,1.030
4,4:46,3,3,STL 43,10,49,Jamie Martin pass complete to Ricky Proehl for 5 yards (tackle by Mike Maslowski and William Bartee),1.030,2.130
4,4:10,1,10,STL 48,10,49,Jamie Martin pass incomplete is intercepted by Greg Wesley at KAN-23 and returned for 49 yards,2.130,-3.710
4,3:55,1,10,STL 28,10,49,Mike Cloud right end for -1 yards (tackle by Kim Herring),3.710,3.030
4,3:55,2,11,STL 29,10,49,Derrick Blaylock middle for 3 yards (tackle by Kim Herring and Damione Lewis),3.030,2.740
4,2:36,3,8,STL 26,10,49,Derrick Blaylock left tackle for 4 yards (tackle by Tyoka Jackson),2.740,2.070
4,2:00,4,4,STL 22,10,49,Derrick Blaylock middle for 2 yards (tackle by Robert Thomas),2.070,-0.280
4,1:55,1,10,STL 20,10,49,Lamar Gordon left end for -2 yards (tackle by Gary Stills),0.280,-0.630
4,1:19,2,12,STL 18,10,49,Lamar Gordon middle for 6 yards (tackle by Jason Belser),-0.630,-0.430
4,0:39,3,6,STL 24,10,49,Lamar Gordon left end for 3 yards (tackle by R-Kal Truluck),-0.430,-1.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
