Quarter,Time,Down,ToGo,Location,SEA,NYG,Detail,EPB,EPA
2,9:56,3,4,SEA 24,0,7,Russell Wilson pass complete short middle to Doug Baldwin for 5 yards (tackle by Donte Deayon and Keenan Robinson),-0.400,0.870
2,9:19,1,10,SEA 29,0,7,Russell Wilson middle for 7 yards (tackle by B.J. Goodson),0.870,1.270
2,8:40,2,3,SEA 36,0,7,Russell Wilson pass complete short left to Thomas Rawls for 16 yards (tackle by Darian Thompson),1.270,2.390
2,7:51,1,10,NYG 48,0,7,Russell Wilson pass incomplete deep left intended for Jimmy Graham,2.390,1.850
2,7:41,2,10,NYG 48,0,7,J.D. McKissic middle for 2 yards (tackle by Robert Thomas),1.850,1.420
2,7:00,3,8,NYG 46,0,7,Russell Wilson pass complete short right to Doug Baldwin for 11 yards (tackle by Donte Deayon),1.420,3.250
2,6:24,1,10,NYG 35,0,7,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",3.250,2.920
2,6:03,1,15,NYG 40,0,7,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 11 yards",2.920,0.540
2,5:54,2,26,SEA 49,0,7,Thomas Rawls middle for 2 yards (tackle by Jay Bromley and Avery Moss),0.540,0.170
2,5:16,3,24,NYG 49,0,7,Russell Wilson pass incomplete short right intended for Thomas Rawls,0.170,0.000
2,5:09,4,24,NYG 49,0,7,"Jon Ryan punts 35 yards, out of bounds",0.000,0.280
2,5:01,1,10,NYG 14,0,7,Wayne Gallman right guard for 3 yards (tackle by Richard Sherman and Bobby Wagner),-0.280,-0.370
2,4:20,2,7,NYG 17,0,7,Shane Vereen right guard for 6 yards (tackle by K.J. Wright),-0.370,-0.320
2,3:40,3,1,NYG 23,0,7,Wayne Gallman right guard for no gain (tackle by K.J. Wright and Kam Chancellor),-0.320,-1.830
2,2:56,4,1,NYG 23,0,7,"Brad Wing punts 53 yards, returned by Tyler Lockett for 6 yards (tackle by Curtis Grant)",-1.830,-0.940
2,2:39,1,10,SEA 30,0,7,Eddie Lacy right end for 3 yards (tackle by Keenan Robinson and Devon Kennard),0.940,0.800
2,2:03,2,7,SEA 33,0,7,Eddie Lacy left end for 3 yards (tackle by Landon Collins and Jason Pierre-Paul),0.800,0.500
2,1:58,3,4,SEA 36,0,7,Russell Wilson pass complete short middle to Tyler Lockett for 11 yards (tackle by Janoris Jenkins),0.500,2.060
2,1:29,1,10,SEA 47,0,7,Russell Wilson pass complete deep middle to Jimmy Graham for 21 yards (tackle by B.J. Goodson),2.060,0.000
2,1:18,,,,,,Timeout #1 by New York Giants,0.000,-3.450
2,1:18,1,10,NYG 32,0,7,"Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Eli Apple). Penalty on Eli Apple: Defensive Holding, 5 yards (no play)",3.450,0.000
2,1:11,,,,,,Timeout #2 by Seattle Seahawks,0.000,-3.780
2,1:11,1,10,NYG 27,0,7,Russell Wilson pass incomplete deep left intended for Doug Baldwin (defended by Eli Apple),3.780,3.230
2,1:04,2,10,NYG 27,0,7,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,3.230,2.540
2,1:00,3,10,NYG 27,0,7,"Russell Wilson pass complete deep middle to Tyler Lockett for 27 yards. Penalty on Tyler Lockett: Offensive Pass Interference, 10 yards (no play)",2.540,0.000
2,0:53,,,,,,Timeout #2 by New York Giants,0.000,-1.220
2,0:53,3,20,NYG 37,0,7,Russell Wilson pass complete short left to J.D. McKissic for 16 yards (tackle by Janoris Jenkins),1.220,2.130
2,0:46,4,4,NYG 21,3,7,Blair Walsh 39 yard field goal good,2.130,3.000
2,0:42,,,SEA 35,3,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
2,0:42,1,10,NYG 25,3,7,Eli Manning pass incomplete short middle intended for Shane Vereen,0.610,0.060
2,0:38,2,10,NYG 25,3,7,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",0.060,-0.610
2,0:38,2,15,NYG 20,3,7,Shane Vereen left guard for -2 yards (tackle by Jarran Reed),-0.610,-1.720
Quarter,Time,Down,ToGo,Location,SEA,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYG 25,3,7,Eli Manning pass incomplete deep right intended for Evan Engram,0.610,0.060
3,14:52,2,10,NYG 25,3,7,Eli Manning pass complete short left to Orleans Darkwa for 5 yards (tackle by K.J. Wright),0.060,0.040
3,14:09,3,5,NYG 30,3,7,Eli Manning pass complete short middle to Evan Engram for 7 yards (tackle by K.J. Wright),0.040,1.400
3,13:36,1,10,NYG 37,3,7,Tavarres King right end for -8 yards (tackle by Bobby Wagner),1.400,-0.220
3,12:55,2,18,NYG 29,3,7,Eli Manning pass complete short left to Tavarres King for 1 yard (tackle by Justin Coleman),-0.220,-0.760
3,12:13,3,17,NYG 30,3,7,Eli Manning pass complete short left to Shane Vereen for 4 yards (tackle by Shaquill Griffin),-0.760,-1.110
3,11:43,4,13,NYG 34,3,7,Brad Wing punts 16 yards,-1.110,-2.260
3,11:34,1,10,,3,7,Eddie Lacy right end for no gain (tackle by Damon Harrison and Curtis Grant),2.260,1.710
3,11:01,2,10,,3,7,Russell Wilson pass complete short left to Doug Baldwin for 3 yards (tackle by Ross Cockrell and Janoris Jenkins),1.710,1.420
3,10:19,3,7,NYG 47,3,7,Russell Wilson pass complete short left to Tyler Lockett for 4 yards (tackle by Devon Kennard and Janoris Jenkins),1.420,0.400
3,9:53,4,3,NYG 43,3,7,"Jon Ryan punts 32 yards, fair catch by Ed Eagan",0.400,0.370
3,9:44,1,10,NYG 11,3,7,Orleans Darkwa left guard for 5 yards (tackle by Branden Jackson and K.J. Wright),-0.370,-0.300
3,9:13,2,5,NYG 16,3,7,Eli Manning pass incomplete,-0.300,-0.840
3,9:03,3,5,NYG 16,3,7,Eli Manning pass incomplete short middle intended for Travis Rudolph (defended by Justin Coleman),-0.840,-2.390
3,9:00,4,5,NYG 16,3,7,"Brad Wing punts 52 yards, returned by Tyler Lockett for 9 yards (tackle by Andrew Adams)",-2.390,-1.660
3,8:47,1,10,SEA 41,3,7,Russell Wilson pass complete short middle to Jimmy Graham for 29 yards (tackle by Darian Thompson),1.660,3.580
3,8:23,1,10,NYG 30,3,7,Russell Wilson pass complete deep middle to Paul Richardson for 23 yards (tackle by Keenan Robinson),3.580,5.600
3,7:45,1,7,NYG 7,3,7,"Russell Wilson pass incomplete. Penalty on Mark Glowinski: Unnecessary Roughness, 15 yards",5.600,2.730
3,7:36,2,22,NYG 22,9,7,"Russell Wilson pass complete deep middle to Doug Baldwin for 22 yards, touchdown",2.730,7.000
3,7:30,,,NYG 15,10,7,Blair Walsh kicks extra point good,0.000,0.000
3,7:30,,,SEA 35,10,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,7:30,1,10,NYG 25,10,7,Eli Manning pass incomplete deep left intended for Evan Engram. Penalty on Evan Engram: Illegal Touch Pass,0.610,0.060
3,6:57,2,10,NYG 25,10,7,"Orleans Darkwa middle for 7 yards (tackle by Sheldon Richardson and Earl Thomas). Penalty on Sheldon Richardson: Defensive Holding, 5 yards",0.060,1.400
3,6:37,1,10,NYG 37,10,7,Eli Manning pass incomplete deep right intended for Tavarres King,1.400,0.860
3,6:27,2,10,NYG 37,10,7,Eli Manning pass complete short middle to Orleans Darkwa for 6 yards (tackle by Bobby Wagner),0.860,0.960
3,5:45,3,4,NYG 43,10,7,Eli Manning pass incomplete short right intended for Evan Engram,0.960,-0.520
3,5:39,4,4,NYG 43,10,7,"Brad Wing punts 42 yards, returned by Tyler Lockett for 6 yards (tackle by Wayne Gallman)",-0.520,-0.340
3,5:28,1,10,SEA 21,10,7,Russell Wilson pass complete short right to Nick Vannett for 12 yards (tackle by Curtis Grant),0.340,1.140
3,5:00,1,10,SEA 33,10,7,Eddie Lacy right guard for 4 yards (tackle by Eli Apple and Curtis Grant),1.140,1.130
3,4:22,2,6,SEA 37,10,7,Russell Wilson pass incomplete deep middle intended for Doug Baldwin,1.130,0.430
3,4:10,3,6,SEA 37,10,7,Russell Wilson pass incomplete short left intended for Tyler Lockett,0.430,-0.910
3,4:04,4,6,SEA 37,10,7,"Jon Ryan punts 49 yards, returned by Ed Eagan for no gain",-0.910,0.280
3,3:52,1,10,NYG 14,10,7,Wayne Gallman right guard for 2 yards (tackle by Jarran Reed and Frank Clark),-0.280,-0.510
3,3:20,2,8,NYG 16,10,7,Eli Manning pass incomplete short left intended for Roger Lewis,-0.510,-1.160
3,3:15,3,8,NYG 16,10,7,Eli Manning pass complete short right to Travis Rudolph for 15 yards (tackle by Justin Coleman),-1.160,1.000
3,2:35,1,10,NYG 31,10,7,Wayne Gallman left guard for 1 yard (tackle by Shaquill Griffin and Kam Chancellor),1.000,0.600
3,1:54,2,9,NYG 32,10,7,Eli Manning pass complete short middle to Evan Engram for 25 yards (tackle by Richard Sherman),0.600,2.720
3,1:24,1,10,SEA 43,10,7,"Wayne Gallman right end for 9 yards (tackle by Jarran Reed). Penalty on Frank Clark: Illegal Use of Hands, 5 yards",2.720,3.640
3,1:00,1,10,SEA 29,10,7,Eli Manning pass incomplete short left intended for Roger Lewis,3.640,3.100
3,0:55,2,10,SEA 29,10,7,Eli Manning pass complete short right to Wayne Gallman for 4 yards (tackle by K.J. Wright and Richard Sherman),3.100,2.940
3,0:09,3,6,SEA 25,10,7,"Penalty on Bobby Hart: False Start, 5 yards (no play)",2.940,2.280
Quarter,Time,Down,ToGo,Location,SEA,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,SEA 30,10,7,Eli Manning pass complete short left to Evan Engram for 1 yard (tackle by Bradley McDougald),2.280,1.500
4,14:23,4,10,SEA 29,10,7,Aldrick Rosas 47 yard field goal no good,1.500,-1.400
4,14:18,1,10,SEA 37,10,7,Thomas Rawls left end for 9 yards (tackle by Keenan Robinson),1.400,2.070
4,13:47,2,1,SEA 46,10,7,Thomas Rawls right tackle for 2 yards (tackle by Landon Collins and Robert Thomas),2.070,2.130
4,13:10,1,10,SEA 48,10,7,Tyler Lockett right end for 5 yards (tackle by Landon Collins),2.130,2.260
4,12:29,2,5,NYG 47,10,7,J.D. McKissic left tackle for -2 yards (tackle by Donte Deayon and Kerry Wynn),2.260,1.290
4,11:43,3,7,NYG 49,10,7,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Eli Apple),1.290,0.330
4,11:11,4,2,NYG 44,10,7,"Jon Ryan punts 27 yards, fair catch by Ed Eagan",0.330,0.060
4,11:02,1,10,NYG 17,10,7,Eli Manning pass complete short middle to Evan Engram for 19 yards (tackle by Bradley McDougald and Kam Chancellor),-0.060,1.330
4,10:39,1,10,NYG 36,10,7,Orleans Darkwa middle for 5 yards (tackle by Kam Chancellor and K.J. Wright),1.330,1.470
4,9:57,2,5,NYG 41,10,7,"Eli Manning sacked by Jarran Reed for -6 yards. Eli Manning fumbles (forced by Jarran Reed), recovered by Frank Clark at NYG-38 (tackle by John Jerry)",1.470,-3.050
4,9:49,1,10,NYG 38,16,7,"Russell Wilson pass complete deep left to Paul Richardson for 38 yards, touchdown",3.050,7.000
4,9:34,,,NYG 15,17,7,Blair Walsh kicks extra point good,0.000,0.000
4,9:34,,,SEA 35,17,7,"Blair Walsh kicks off 66 yards, returned by Shane Vereen for 18 yards (tackle by Terence Garvin)",0.000,0.060
4,9:29,1,10,NYG 17,17,7,Eli Manning pass incomplete short right intended for Rhett Ellison,-0.060,-0.580
4,9:24,2,10,NYG 17,17,7,Eli Manning pass complete short left to Orleans Darkwa for 2 yards (tackle by Bobby Wagner),-0.580,-1.000
4,8:58,3,8,NYG 19,17,7,Eli Manning pass complete short left to Shane Vereen for 1 yard (tackle by Bobby Wagner),-1.000,-2.030
4,8:23,4,7,NYG 20,17,7,"Brad Wing punts 44 yards, returned by Tyler Lockett for 14 yards (tackle by Rhett Ellison)",-2.030,-2.260
4,8:10,1,10,,17,7,Thomas Rawls middle for 5 yards (tackle by Damon Harrison),2.260,2.390
4,7:31,2,5,NYG 45,17,7,Thomas Rawls left end for 1 yard (tackle by Curtis Grant),2.390,1.820
4,6:50,3,4,NYG 44,17,7,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Curtis Grant),1.820,3.050
4,6:10,1,10,NYG 38,17,7,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,3.050,2.510
4,6:01,2,10,NYG 38,17,7,Russell Wilson pass complete short right to Luke Willson for 13 yards (tackle by Eli Apple),2.510,3.910
4,5:27,1,10,NYG 25,17,7,Thomas Rawls left end for 2 yards (tackle by Devon Kennard and Eli Apple),3.910,3.630
4,4:45,2,8,NYG 23,17,7,J.D. McKissic right end for 10 yards (tackle by Keenan Robinson),3.630,4.710
4,4:37,1,10,NYG 13,17,7,Russell Wilson right end for 3 yards (tackle by Jason Pierre-Paul),4.710,4.580
4,3:56,2,7,NYG 10,17,7,Thomas Rawls middle for 1 yard (tackle by Jason Pierre-Paul),4.580,3.880
4,3:11,3,6,NYG 9,17,7,Russell Wilson pass complete short middle to J.D. McKissic for 7 yards (tackle by Ross Cockrell),3.880,6.740
4,2:28,1,2,NYG 2,17,7,Thomas Rawls right tackle for 1 yard (tackle by Damon Harrison and Ross Cockrell),6.740,0.000
4,2:18,,,,,,Timeout #1 by New York Giants,0.000,-5.910
4,2:18,2,1,NYG 1,23,7,"Russell Wilson pass complete short right to Jimmy Graham for 1 yard, touchdown",5.910,7.000
4,2:14,,,NYG 15,24,7,Blair Walsh kicks extra point good,0.000,0.000
4,2:14,,,SEA 35,24,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,2:14,1,10,NYG 25,24,7,Eli Manning pass incomplete short middle intended for Wayne Gallman (defended by Nazair Jones),0.610,0.060
4,2:10,2,10,NYG 25,24,7,Eli Manning pass incomplete short left intended for Travis Rudolph,0.060,-0.620
4,2:08,3,10,NYG 25,24,7,"Eli Manning pass complete short middle to Evan Engram for 5 yards (tackle by Earl Thomas). Penalty on Shaquill Griffin: Illegal Use of Hands, 5 yards (no play)",-0.620,0.940
4,2:00,1,10,NYG 30,24,7,Eli Manning pass incomplete short left intended for Roger Lewis (defended by Shaquill Griffin),0.940,0.390
4,1:55,2,10,NYG 30,24,7,Eli Manning pass complete short middle to Travis Rudolph for 5 yards (tackle by Justin Coleman),0.390,0.370
4,1:37,3,5,NYG 35,24,7,"Eli Manning pass incomplete short left intended for Roger Lewis (defended by Shaquill Griffin). Penalty on Shaquill Griffin: Defensive Pass Interference, 7 yards (no play)",0.370,1.730
4,1:31,1,10,NYG 42,24,7,"Penalty on Michael Bennett: Neutral Zone Infraction, 5 yards (no play)",1.730,2.460
4,1:31,1,5,NYG 47,24,7,Eli Manning pass complete short middle to Wayne Gallman for 10 yards (tackle by Justin Coleman and Bobby Wagner),2.460,0.000
4,1:23,,,,,,Timeout #2 by New York Giants,0.000,-2.720
4,1:23,1,10,SEA 43,24,7,Eli Manning pass complete short middle to Travis Rudolph for 12 yards (tackle by Bobby Wagner and K.J. Wright),2.720,3.510
4,0:57,1,10,SEA 31,24,7,Eli Manning pass incomplete short middle intended for Evan Engram (defended by Bobby Wagner),3.510,2.970
4,0:51,2,10,SEA 31,24,7,Eli Manning pass incomplete deep middle intended for Travis Rudolph,2.970,2.280
4,0:47,3,10,SEA 31,24,7,Eli Manning pass incomplete short left intended for Roger Lewis (defended by Shaquill Griffin),2.280,1.320
4,0:42,4,10,SEA 31,24,7,"Penalty on Quinton Jefferson: Encroachment, 5 yards (no play)",1.320,1.790
4,0:42,4,5,SEA 26,24,7,Eli Manning pass incomplete short middle intended for Roger Lewis (defended by Shaquill Griffin),1.790,-0.670
4,0:38,1,10,SEA 26,24,7,Austin Davis kneels for -1 yards,0.670,-0.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
