Quarter,Time,Tm,Detail,GNB,DET
1.0,9:24,Lions,T.J. Hockenson 1 yard pass from Matthew Stafford (Matt Prater kick),0,7
,8:00,Packers,Davante Adams 56 yard pass from Aaron Rodgers (Mason Crosby kick),7,7
2.0,14:11,Packers,Marquez Valdes-Scantling 14 yard pass from Aaron Rodgers (Mason Crosby kick),14,7
,1:27,Lions,D'Andre Swift 3 yard rush (Matt Prater kick),14,14
3.0,6:11,Packers,Aaron Rodgers 6 yard rush (Mason Crosby kick),21,14
4.0,12:01,Packers,Robert Tonyan 4 yard pass from Aaron Rodgers (Mason Crosby kick),28,14
,6:30,Lions,Kerryon Johnson 2 yard rush (Matt Prater kick),28,21
,3:30,Packers,Mason Crosby 57 yard field goal,31,21
,1:49,Lions,Matt Prater 32 yard field goal,31,24
