Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
1,8:51,2,6,GNB 29,0,7,Aaron Rodgers pass complete short right to Equanimeous St. Brown for 15 yards (tackle by Jahlani Tavai),0.600,1.860
1,8:10,1,10,GNB 44,6,7,"Aaron Rodgers pass complete short right to Davante Adams for 56 yards, touchdown",1.860,7.000
1,8:00,,,DET 15,7,7,Mason Crosby kicks extra point good,0.000,0.000
1,8:00,,,GNB 35,7,7,"Mason Crosby kicks off 70 yards, returned by Jamal Agnew for 24 yards (tackle by Randy Ramsey)",0.000,0.150
1,7:55,1,10,DET 19,7,7,Matthew Stafford pass incomplete deep right intended for Marvin Jones,0.150,-0.390
1,7:49,2,10,DET 19,7,7,Adrian Peterson left tackle for 3 yards (tackle by Preston Smith and Christian Kirksey),-0.390,-0.680
1,7:05,3,7,DET 22,7,7,Matthew Stafford pass complete short right to T.J. Hockenson for 4 yards (tackle by Darnell Savage),-0.680,-1.630
1,6:20,4,3,DET 26,7,7,"Jack Fox punts 43 yards, fair catch by Tavon Austin at GB-31",-1.630,-1.000
1,6:12,1,10,GNB 31,7,7,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 10 yards (tackle by Darryl Roberts),1.000,1.660
1,5:43,1,10,GNB 41,7,7,Aaron Jones left tackle for 3 yards (tackle by Christian Jones),1.660,1.530
1,5:03,2,7,GNB 44,7,7,Aaron Rodgers pass complete short right to Tavon Austin for 3 yards (tackle by Jayron Kearse),1.530,1.220
1,4:24,3,4,GNB 47,7,7,Aaron Rodgers up the middle for 5 yards (tackle by Tracy Walker),1.220,2.390
1,3:39,1,10,DET 48,7,7,Jamaal Williams left tackle for 3 yards (tackle by Kevin Strong),2.390,2.250
1,2:56,2,7,DET 45,7,7,Jamaal Williams right end for 6 yards (tackle by Austin Bryant),2.250,2.340
1,2:16,3,1,DET 39,7,7,Jamaal Williams up the middle for 2 yards (tackle by Austin Bryant),2.340,3.120
1,1:32,1,10,DET 37,7,7,Aaron Jones left tackle for 5 yards (tackle by Jamie Collins),3.120,3.250
1,0:53,2,5,DET 32,7,7,Aaron Rodgers pass complete short left to Tavon Austin for 5 yards (tackle by Jarrad Davis),3.250,3.780
1,0:13,1,10,DET 27,7,7,Aaron Rodgers pass complete short middle to Davante Adams for 12 yards (tackle by Darryl Roberts),3.780,4.580
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 15,7,7,Aaron Jones up the middle for 1 yard (tackle by John Penisini and Jayron Kearse),4.580,4.110
2,14:18,2,9,DET 14,13,7,"Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 14 yards, touchdown",4.110,7.000
2,14:11,,,DET 15,14,7,Mason Crosby kicks extra point good,0.000,0.000
2,14:11,,,GNB 35,14,7,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,14:11,1,10,DET 25,14,7,D'Andre Swift left tackle for 4 yards (tackle by Preston Smith),0.610,0.600
2,13:38,2,6,DET 29,14,7,Jamal Agnew right end for 11 yards (tackle by Darnell Savage),0.600,1.600
2,13:06,1,10,DET 40,14,7,Matthew Stafford pass complete short left to T.J. Hockenson for 16 yards (tackle by Kevin King),1.600,2.650
2,12:38,1,10,GNB 44,14,7,D'Andre Swift up the middle for 2 yards (tackle by Dean Lowry),2.650,2.380
2,12:03,2,8,GNB 42,14,7,Matthew Stafford sacked by Dean Lowry for -10 yards,2.380,0.370
2,11:17,3,18,DET 48,14,7,Matthew Stafford sacked by Rashan Gary for -7 yards,0.370,-0.650
2,10:35,4,25,DET 41,14,7,Jack Fox punts 39 yards out of bounds,-0.650,-0.280
2,10:27,1,10,GNB 20,14,7,Jamaal Williams up the middle for 2 yards (tackle by Da'Shawn Hand),0.280,0.000
2,9:49,2,8,GNB 22,14,7,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 11 yards (tackle by Darryl Roberts),0.000,1.140
2,9:16,1,10,GNB 33,14,7,Jamaal Williams up the middle for 6 yards (tackle by Reggie Ragland and Darryl Roberts),1.140,1.400
2,8:35,2,4,GNB 39,14,7,Jamaal Williams up the middle for 4 yards (tackle by Tracy Walker),1.400,1.800
2,7:51,1,10,GNB 43,14,7,Aaron Rodgers up the middle for 1 yard (tackle by Da'Shawn Hand),1.800,1.390
2,7:09,2,9,GNB 44,14,7,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Darryl Roberts),1.390,1.220
2,6:21,3,5,GNB 48,14,7,"Penalty on David Bakhtiari: False Start, 5 yards (no play)",1.220,0.560
2,5:55,3,10,GNB 43,14,7,Aaron Rodgers pass incomplete short left intended for Allen Lazard (defended by Darryl Roberts),0.560,-0.520
2,5:50,4,10,GNB 43,14,7,"JK Scott punts 57 yards, touchback.",-0.520,-0.280
2,5:41,1,10,DET 20,14,7,"Penalty on Oday Aboushi: False Start, 5 yards (no play)",0.280,-0.310
2,5:41,1,15,DET 15,14,7,Matthew Stafford pass complete short right to D'Andre Swift for 17 yards (tackle by Dean Lowry and Adrian Amos),-0.310,1.070
2,5:01,1,10,DET 32,14,7,"Matthew Stafford pass incomplete deep left intended for Marvin Jones. Penalty on Dean Lowry: Defensive Offside, 5 yards (no play)",1.070,1.800
2,4:54,1,5,DET 37,14,7,Matthew Stafford pass complete short left to Quintez Cephus for 8 yards (tackle by Darnell Savage),1.800,1.930
2,4:23,,,,,,Timeout #1 by Green Bay Packers,,
2,4:23,1,10,DET 45,14,7,Matthew Stafford pass incomplete short middle,1.930,1.380
2,4:18,2,10,DET 45,14,7,Matthew Stafford pass complete short left to Adrian Peterson for 23 yards (tackle by Adrian Amos),1.380,3.450
2,3:39,1,10,GNB 32,14,7,Matthew Stafford pass complete short left to Kerryon Johnson for 10 yards (tackle by Krys Barnes),3.450,4.110
2,2:58,1,10,GNB 22,14,7,Kerryon Johnson up the middle for 1 yard (tackle by Tyler Lancaster and Randy Ramsey),4.110,3.700
2,2:17,2,9,GNB 21,14,7,Matthew Stafford pass complete short middle to T.J. Hockenson for 10 yards (tackle by Darnell Savage),3.700,4.840
2,2:00,1,10,GNB 11,14,7,"D'Andre Swift left end for -4 yards (tackle by Kevin King). Penalty on T.J. Hockenson: Offensive Holding, 10 yards (no play)",4.840,4.170
2,1:55,1,20,GNB 21,14,7,"Matthew Stafford pass complete short left to T.J. Hockenson for 13 yards (tackle by Chandon Sullivan and Darnell Savage). Penalty on Chandon Sullivan: Defensive Holding, 5 yards (no play)",4.170,4.510
2,1:47,1,10,GNB 16,14,7,Matthew Stafford pass incomplete deep middle intended for T.J. Hockenson,4.510,3.900
2,1:43,2,10,GNB 16,14,7,Matthew Stafford pass complete short middle to Danny Amendola for 10 yards (tackle by Darnell Savage),3.900,5.830
2,1:35,,,,,,Timeout #2 by Green Bay Packers,,
2,1:35,1,6,GNB 6,14,7,D'Andre Swift left tackle for 3 yards (tackle by Dean Lowry and Tyler Lancaster),5.830,5.530
2,1:31,,,,,,Timeout #3 by Green Bay Packers,,
2,1:31,2,3,GNB 3,14,13,"D'Andre Swift up the middle for 3 yards, touchdown",5.530,7.000
2,1:27,,,GNB 15,14,14,Matt Prater kicks extra point good,0.000,0.000
2,1:27,,,DET 35,14,14,"Matt Prater kicks off 62 yards, returned by Jamaal Williams for 20 yards (tackle by Jason Cabinda and Jarrad Davis)",0.000,0.480
2,1:22,1,10,GNB 23,14,14,Aaron Rodgers pass complete short right to Robert Tonyan for 8 yards,0.480,1.010
2,1:18,2,2,GNB 31,14,14,Aaron Jones up the middle for 4 yards (tackle by Jamie Collins and Romeo Okwara),1.010,1.270
2,1:00,1,10,GNB 35,14,14,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Amani Oruwariye),1.270,0.720
2,0:53,2,10,GNB 35,14,14,Aaron Rodgers pass complete short right to Robert Tonyan for 7 yards (tackle by Amani Oruwariye),0.720,0.960
2,0:50,3,3,GNB 42,14,14,Aaron Rodgers pass incomplete short right intended for Aaron Jones,0.960,-0.590
2,0:43,4,3,GNB 42,14,14,"JK Scott punts 44 yards, fair catch by Jamal Agnew at DET-14",-0.590,0.280
2,0:35,1,10,DET 14,14,14,Matthew Stafford pass complete short left to Danny Amendola for 15 yards (tackle by Chandon Sullivan),-0.280,0.870
2,0:28,,,,,,Timeout #1 by Detroit Lions,,
2,0:28,1,10,DET 29,14,14,Matthew Stafford pass complete short left to Quintez Cephus for 8 yards (tackle by Krys Barnes),0.870,1.410
2,0:25,,,,,,Timeout #2 by Detroit Lions,,
2,0:25,2,2,DET 37,14,14,Matthew Stafford pass complete short middle to Danny Amendola for 16 yards (tackle by Krys Barnes),1.410,2.460
2,0:20,,,,,,Timeout #3 by Detroit Lions,,
2,0:20,1,10,GNB 47,14,14,Matthew Stafford sacked by Darnell Savage for -10 yards,2.460,0.560
2,0:08,2,20,DET 43,14,14,Matthew Stafford spiked the ball,0.560,-0.100
2,0:07,3,20,DET 43,14,14,"Matthew Stafford pass incomplete deep right intended for Quintez Cephus (defended by Adrian Amos). Penalty on Preston Smith: Defensive Offside, 5 yards (no play)",-0.100,0.560
2,0:00,3,15,DET 48,14,14,Matthew Stafford sacked by Kenny Clark for -4 yards,0.560,-0.460
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,14,14,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,14,14,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by Jamie Collins),0.610,0.060
3,14:56,2,10,GNB 25,14,14,Aaron Rodgers pass complete short left to Davante Adams for 3 yards (tackle by Amani Oruwariye and Jamie Collins),0.060,-0.230
3,14:10,3,7,GNB 28,14,14,"Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling. Penalty on Amani Oruwariye: Defensive Holding, 5 yards (no play)",-0.230,1.140
3,14:03,1,10,GNB 33,14,14,"Jamaal Williams up the middle for 5 yards (tackle by Da'Shawn Hand). Penalty on Lucas Patrick: Offensive Holding, 10 yards (no play)",1.140,0.480
3,13:34,1,20,GNB 23,14,14,Aaron Rodgers pass complete short right to Allen Lazard for 14 yards (tackle by Amani Oruwariye),0.480,1.130
3,12:56,2,6,GNB 37,14,14,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 14 yards (tackle by Justin Coleman),1.130,2.320
3,12:11,1,10,DET 49,14,14,Aaron Jones right tackle for 11 yards (tackle by Jamie Collins and Jayron Kearse),2.320,3.050
3,11:32,1,10,DET 38,14,14,"Aaron Jones left end for 6 yards (tackle by Christian Jones and Darryl Roberts). Penalty on Marquez Valdes-Scantling: Offensive Holding, 10 yards (no play)",3.050,2.390
3,11:06,1,20,DET 48,14,14,Aaron Rodgers pass complete short right to Aaron Jones for -1 yards (tackle by Justin Coleman),2.390,1.020
3,10:22,2,21,DET 49,14,14,Aaron Rodgers pass complete short left to Aaron Jones for 7 yards (tackle by Darryl Roberts),1.020,1.290
3,9:33,3,14,DET 42,14,14,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 21 yards (tackle by Amani Oruwariye). Penalty on Tracy Walker: Illegal Contact (Declined),1.290,4.170
3,9:06,1,10,DET 21,14,14,Jamaal Williams right tackle for no gain (tackle by Austin Bryant),4.170,3.630
3,8:25,2,10,DET 21,14,14,Aaron Rodgers pass complete short left to Marcedes Lewis for 6 yards (tackle by Jayron Kearse),3.630,3.810
3,7:42,3,4,DET 15,14,14,Aaron Rodgers pass complete short right to Allen Lazard for 5 yards (tackle by Darryl Roberts),3.810,4.910
3,7:13,1,10,DET 10,14,14,Aaron Rodgers pass incomplete short right,4.910,4.190
3,7:04,2,10,DET 10,14,14,Aaron Jones up the middle for 4 yards (tackle by Christian Jones and Duron Harmon),4.190,4.040
3,6:19,3,6,DET 6,20,14,"Aaron Rodgers left end for 6 yards, touchdown",4.040,7.000
3,6:11,,,DET 15,21,14,Mason Crosby kicks extra point good,0.000,0.000
3,6:11,,,GNB 35,21,14,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,6:11,1,10,DET 25,21,14,Matthew Stafford pass complete short right to T.J. Hockenson for -1 yards (tackle by Adrian Amos),0.610,-0.070
3,5:32,2,11,DET 24,21,14,Matthew Stafford pass complete short right to Danny Amendola for 5 yards (tackle by Will Redmond),-0.070,-0.100
3,5:03,3,6,DET 29,21,14,Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by Jaire Alexander),-0.100,-1.440
3,4:59,4,6,DET 29,21,14,"Jack Fox punts 52 yards, returned by Tavon Austin for 2 yards (tackle by Jamal Agnew)",-1.440,-0.340
3,4:50,1,10,GNB 21,21,14,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 15 yards (tackle by Will Harris),0.340,1.330
3,4:10,1,10,GNB 36,21,14,Aaron Jones right end for 8 yards (tackle by Jahlani Tavai),1.330,1.870
3,3:26,2,2,GNB 44,21,14,Aaron Jones right tackle for -1 yards (tackle by John Penisini),1.870,1.030
3,2:42,3,3,GNB 43,21,14,Aaron Rodgers pass complete short middle to Robert Tonyan for 11 yards (tackle by Reggie Ragland),1.030,2.520
3,1:57,1,10,DET 46,21,14,Jamaal Williams right end for 9 yards (tackle by Da'Shawn Hand and Justin Coleman),2.520,3.190
3,1:11,2,1,DET 37,21,14,Aaron Rodgers left end for 3 yards (tackle by Christian Jones),3.190,3.310
3,0:27,1,10,DET 34,21,14,Aaron Jones up the middle for 8 yards (tackle by Will Harris),3.310,3.850
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,DET 26,21,14,Aaron Jones up the middle for 9 yards (tackle by Tracy Walker),3.850,4.440
4,14:19,1,10,DET 17,21,14,Aaron Jones up the middle for 7 yards (tackle by Jahlani Tavai and Tracy Walker),4.440,5.100
4,13:30,2,3,DET 10,21,14,Jamaal Williams up the middle for 2 yards (tackle by Austin Bryant),5.100,4.800
4,12:47,3,1,DET 8,21,14,Jamaal Williams left tackle for 4 yards (tackle by Jamie Collins),4.800,6.280
4,12:07,1,4,DET 4,27,14,"Aaron Rodgers pass complete short left to Robert Tonyan for 4 yards, touchdown",6.280,7.000
4,12:01,,,DET 15,28,14,Mason Crosby kicks extra point good,0.000,0.000
4,12:01,,,GNB 35,28,14,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,12:01,1,10,DET 25,28,14,Matthew Stafford pass complete short right to D'Andre Swift for 6 yards (tackle by Jaire Alexander),0.610,0.870
4,11:33,2,4,DET 31,28,14,D'Andre Swift right tackle for 4 yards (tackle by Will Redmond),0.870,1.270
4,10:56,1,10,DET 35,28,14,Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by Kingsley Keke),1.270,0.720
4,10:51,2,10,DET 35,28,14,Matthew Stafford pass incomplete short left intended for T.J. Hockenson (defended by Za'Darius Smith),0.720,0.040
4,10:47,3,10,DET 35,28,14,Matthew Stafford pass complete short middle to Marvin Jones for 12 yards (tackle by Kevin King),0.040,2.060
4,10:10,1,10,DET 47,28,14,"Matthew Stafford pass incomplete deep left intended for Quintez Cephus. Penalty on Randy Ramsey: Illegal Use of Hands, 5 yards (no play)",2.060,2.390
4,10:05,1,10,GNB 48,28,14,D'Andre Swift up the middle for 3 yards (tackle by Adrian Amos),2.390,2.250
4,9:28,2,7,GNB 45,28,14,Matthew Stafford pass incomplete short middle intended for Danny Amendola,2.250,1.550
4,9:23,3,7,GNB 45,28,14,"Matthew Stafford pass incomplete deep right intended for T.J. Hockenson (defended by Vernon Scott). Penalty on Adrian Amos: Defensive Holding, 5 yards (no play)",1.550,2.920
4,9:15,1,10,GNB 40,28,14,"Penalty on GNB: Defensive Too Many Men on Field, 5 yards (no play)",2.920,3.650
4,9:14,1,5,GNB 35,28,14,Matthew Stafford pass incomplete deep left intended for Marvin Jones,3.650,3.050
4,9:08,2,5,GNB 35,28,14,Matthew Stafford pass complete short right to T.J. Hockenson for 13 yards (tackle by Darnell Savage),3.050,4.110
4,8:32,1,10,GNB 22,28,14,"Matthew Stafford pass incomplete short right intended for Danny Amendola. Penalty on Christian Kirksey: Defensive Holding, 5 yards (no play)",4.110,4.440
4,8:26,1,10,GNB 17,28,14,Matthew Stafford pass complete short right to D'Andre Swift for 2 yards (tackle by Adrian Amos),4.440,4.150
4,7:42,2,8,GNB 15,28,14,Matthew Stafford pass complete short right to Jamal Agnew for 4 yards (tackle by Jaire Alexander),4.150,4.100
4,7:07,3,4,GNB 11,28,14,"Matthew Stafford left tackle for 6 yards (tackle by Kenny Clark). Penalty on Kevin King: Defensive Holding, 3 yards",4.100,6.740
4,6:37,1,2,GNB 2,28,20,"Kerryon Johnson up the middle for 2 yards, touchdown",6.740,7.000
4,6:30,,,GNB 15,28,21,Matt Prater kicks extra point good,0.000,0.000
4,6:30,,,DET 35,28,21,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
4,6:30,1,10,GNB 25,28,21,Aaron Rodgers pass complete short left to Davante Adams for 7 yards (tackle by Mike Ford),0.610,1.010
4,5:52,2,3,GNB 32,28,21,Aaron Jones up the middle for 4 yards (tackle by Jamie Collins),1.010,1.330
4,5:08,1,10,GNB 36,28,21,Aaron Rodgers pass complete short right to Davante Adams for 29 yards (tackle by Duron Harmon),1.330,3.250
4,4:33,1,10,DET 35,28,21,Aaron Jones right end for 1 yard (tackle by Kevin Strong),3.250,2.840
4,3:47,,,,,,Timeout #1 by Green Bay Packers,,
4,3:47,2,9,DET 34,28,21,Aaron Rodgers pass incomplete deep left intended for Davante Adams (defended by Mike Ford),2.840,2.150
4,3:40,3,9,DET 34,28,21,Aaron Rodgers pass incomplete short right,2.150,1.060
4,3:35,4,9,DET 34,28,21,"Penalty on Elgton Jenkins: False Start, 5 yards (no play)",1.060,0.660
4,3:35,4,14,DET 39,31,21,Mason Crosby 57 yard field goal good,0.660,3.000
4,3:30,,,GNB 35,31,21,"Mason Crosby kicks off 69 yards, returned by Jamal Agnew for 71 yards (tackle by Mason Crosby)",0.000,3.380
4,3:21,1,10,GNB 33,31,21,Chase Daniel pass complete short left to D'Andre Swift for 1 yard (tackle by Vernon Scott),3.380,2.970
4,2:59,2,9,GNB 32,31,21,Chase Daniel pass incomplete short left intended for T.J. Hockenson,2.970,2.280
4,2:54,3,9,GNB 32,31,21,Chase Daniel pass complete deep left to Marvin Jones for 23 yards (tackle by Adrian Amos),2.280,5.140
4,2:29,1,9,GNB 9,31,21,Chase Daniel pass incomplete short left intended for D'Andre Swift (defended by Adrian Amos),5.140,4.380
4,2:23,2,9,GNB 9,31,21,Chase Daniel pass complete short right to Marvin Jones for 5 yards (tackle by Jaire Alexander and Christian Kirksey),4.380,4.490
4,2:03,3,4,GNB 4,31,21,"Chase Daniel right end for 4 yards. Penalty on Matt Nelson: Offensive Holding, 10 yards (no play)",4.490,3.000
4,1:56,3,14,GNB 14,31,21,Chase Daniel pass incomplete short middle intended for T.J. Hockenson,3.000,2.510
4,1:52,4,14,GNB 14,31,24,Matt Prater 32 yard field goal good,2.510,3.000
4,1:49,,,,,,Timeout #2 by Green Bay Packers,,
4,1:49,,,DET 35,31,24,"Jack Fox kicks onside 10 yards,",0.000,2.590
4,1:49,1,10,DET 45,31,24,Aaron Jones left end for 4 yards (tackle by Jayron Kearse),2.590,2.580
4,1:44,,,,,,Timeout #2 by Detroit Lions,,
4,1:44,2,6,DET 41,31,24,Aaron Jones up the middle for 1 yard (tackle by Jayron Kearse),2.580,2.010
4,1:40,,,,,,Timeout #3 by Detroit Lions,,
4,1:40,3,5,DET 40,31,24,Aaron Rodgers pass complete short right to Robert Tonyan for 6 yards (tackle by Mike Ford),2.010,3.310
4,0:59,1,10,DET 34,31,24,Aaron Rodgers kneels for -1 yards,3.310,2.640
4,0:22,2,11,DET 35,31,24,Aaron Rodgers kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
