Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
1,8:03,3,10,MIN 37,0,0,"Penalty on Bryant McKinnie: False Start, 5 yards (no play)",0.170,-0.490
1,7:38,3,15,MIN 32,0,0,Brett Favre pass complete short left to Adrian Peterson for 5 yards (tackle by Captain Munnerlyn),-0.490,-0.910
1,7:05,4,10,MIN 37,0,0,Chris Kluwe punts 34 yards,-0.910,-0.870
1,6:58,1,10,CAR 29,0,0,DeAngelo Williams for 3 yards (tackle by Cedric Griffin),0.870,0.730
1,6:33,2,7,CAR 32,0,0,"Matt Moore sacked by Jared Allen for -9 yards. Matt Moore fumbles (forced by Jared Allen), recovered by Dante Rosario at CAR-12",0.730,-3.410
1,5:45,3,27,CAR 12,0,0,Jonathan Stewart right end for 3 yards (tackle by Tyrell Johnson). Penalty on Keydrick Vincent: Offensive Holding (Declined),-3.410,-2.440
1,5:39,4,24,CAR 15,0,0,"Jason Baker punts 44 yards, returned by Darius Reynaud for 34 yards (tackle by Jason Baker)",-2.440,-3.910
1,5:26,1,10,CAR 25,0,0,Adrian Peterson middle for 3 yards (tackle by Hollis Thomas),3.910,3.770
1,4:46,2,7,CAR 22,0,0,Adrian Peterson middle for 1 yard (tackle by James Anderson),3.770,3.200
1,4:03,3,6,CAR 21,0,0,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe (defended by Julius Peppers),3.200,2.080
1,3:59,4,6,CAR 21,0,0,Ryan Longwell 39 yard field goal no good,2.080,-0.870
1,3:56,1,10,CAR 29,0,0,Jonathan Stewart left tackle for 7 yards (tackle by Madieu Williams and Chad Greenway),0.870,1.270
1,3:17,2,3,CAR 36,0,0,Jonathan Stewart right tackle for 5 yards (tackle by Jasper Brinkley),1.270,1.660
1,3:17,1,10,CAR 41,0,0,"Matt Moore for no gain. Matt Moore fumbles, recovered by Matt Moore at CAR-39",1.660,0.850
1,2:10,2,12,CAR 39,0,0,Matt Moore pass complete short right to Steve Smith for 15 yards (tackle by Antoine Winfield),0.850,2.520
1,1:34,1,10,MIN 46,0,0,DeAngelo Williams middle for 1 yard (tackle by Tyrell Johnson),2.520,2.110
1,0:58,2,9,MIN 45,0,0,DeAngelo Williams middle for 4 yards (tackle by Antoine Winfield),2.110,1.950
1,0:16,3,5,MIN 41,0,0,Matt Moore pass complete short middle to Muhsin Muhammad for 14 yards (tackle by Madieu Williams),1.950,3.780
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 27,0,0,Jonathan Stewart middle for -2 yards (tackle by Jared Allen),3.780,2.960
2,14:28,2,12,MIN 29,0,0,Matt Moore pass complete short right to Steve Smith for 8 yards (tackle by Madieu Williams),2.960,3.340
2,14:01,3,4,MIN 21,0,0,Matt Moore pass complete short right to Steve Smith for 7 yards (tackle by Antoine Winfield),3.340,4.650
2,13:25,1,10,MIN 14,0,0,Brad Hoover middle for 1 yard (tackle by Jared Allen and Chad Greenway),4.650,4.160
2,12:51,2,9,MIN 13,0,0,Matt Moore pass complete short middle to Jeff King for 7 yards (tackle by Ben Leber),4.160,4.730
2,12:13,3,2,MIN 6,0,0,Tyrell Sutton middle for 3 yards (tackle by Chad Greenway),4.730,6.510
2,11:37,1,3,MIN 3,0,0,Jonathan Stewart left tackle for 2 yards (tackle by Chad Greenway and Cedric Griffin),6.510,5.910
2,10:58,2,1,MIN 1,0,6,"Matt Moore pass complete short right to Brad Hoover for 1 yard, touchdown",5.910,7.000
2,,,,MIN 2,0,6,John Kasay kicks extra point no good,0.000,-1.000
2,,,,CAR 30,0,6,"Rhys Lloyd kicks off 49 yards, returned by Darius Reynaud for 15 yards (tackle by Quinton Culberson)",0.000,1.330
2,10:50,1,10,MIN 36,0,6,Adrian Peterson middle for 2 yards (tackle by James Anderson),1.330,1.060
2,10:20,2,8,MIN 38,0,6,Brett Favre pass complete short middle to Sidney Rice for 7 yards (tackle by Chris Gamble),1.060,1.290
2,9:45,3,1,MIN 45,0,6,Adrian Peterson right tackle for -1 yards (tackle by Na'il Diggs and James Anderson),1.290,-0.460
2,9:14,4,2,MIN 44,0,6,"Chris Kluwe punts 48 yards, returned by Captain Munnerlyn for 7 yards (tackle by Kenny Onatolu). Penalty on Richard Marshall: Illegal Block Above the , 4 yards",-0.460,0.380
2,9:02,1,10,CAR 4,0,6,Jonathan Stewart left tackle for 7 yards (tackle by Chad Greenway and Tyrell Johnson),-0.380,-0.270
2,8:22,2,3,CAR 11,0,6,Matt Moore pass incomplete short right intended for Steve Smith,-0.270,-0.600
2,8:16,3,3,CAR 11,0,6,Matt Moore pass incomplete short right intended for Steve Smith,-0.600,-2.490
2,8:16,4,3,CAR 11,0,6,"Penalty on Dan Connor: False Start, 5 yards (no play)",-2.490,-2.490
2,8:12,4,8,CAR 6,0,6,"Jason Baker punts 41 yards, returned by Darius Reynaud for 6 yards (tackle by Jordan Senn)",-2.490,-2.850
2,8:02,1,10,CAR 41,0,6,Chester Taylor middle for -1 yards (tackle by Chris Gamble and James Anderson),2.850,2.170
2,7:22,2,11,CAR 42,0,6,Adrian Peterson left tackle for 7 yards (tackle by Damione Lewis),2.170,2.410
2,6:45,3,4,CAR 35,0,6,Brett Favre pass complete short left to Chester Taylor for 7 yards (tackle by James Anderson),2.410,3.710
2,6:06,1,10,CAR 28,0,6,Adrian Peterson left end for 10 yards (tackle by Captain Munnerlyn),3.710,4.370
2,5:44,1,10,CAR 18,0,6,Brett Favre pass complete short middle to Sidney Rice for 14 yards (tackle by Richard Marshall),4.370,6.280
2,5:07,1,4,CAR 4,6,6,"Adrian Peterson middle for 4 yards, touchdown",6.280,7.000
2,,,,CAR 2,7,6,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,6,"Ryan Longwell kicks off 55 yards, returned by Jeff King for 14 yards (tackle by Tyrell Johnson)",0.000,0.870
2,4:57,1,10,CAR 29,7,6,Matt Moore pass complete short right to Steve Smith for 13 yards (tackle by Jasper Brinkley),0.870,1.730
2,4:28,1,10,CAR 42,7,6,Jonathan Stewart left end for -2 yards (tackle by Jasper Brinkley),1.730,0.920
2,3:49,2,12,CAR 40,7,6,Jonathan Stewart right end for no gain (tackle by Chad Greenway),0.920,0.230
2,3:08,3,12,CAR 40,7,6,Matt Moore pass complete short left to Tyrell Sutton for 12 yards (tackle by Ben Leber),0.230,2.390
2,2:25,1,10,MIN 48,7,6,Matt Moore pass complete short left to Steve Smith for 4 yards (tackle by Jared Allen),2.390,2.390
2,2:00,2,6,MIN 44,7,6,"Matt Moore pass complete short right to Jeff King for 7 yards (tackle by Jasper Brinkley). Jeff King fumbles (forced by Jasper Brinkley), ball out of bounds at MIN-37",2.390,3.120
2,2:00,1,10,MIN 37,7,6,Matt Moore pass incomplete deep right intended for Steve Smith,3.120,2.570
2,1:31,2,10,MIN 37,7,6,Jonathan Stewart middle for 1 yard (tackle by Jasper Brinkley),2.570,2.010
2,0:54,3,9,MIN 36,7,6,Matt Moore pass complete short left to Steve Smith for 7 yards (tackle by Madieu Williams),2.010,1.600
2,0:04,,,,7,6,Timeout #1 by Carolina Panthers,0.000,1.600
2,0:04,4,2,MIN 29,7,6,"Penalty on Garry Williams: False Start, 5 yards (no play)",1.600,1.060
2,0:04,4,7,MIN 34,7,6,Matt Moore pass incomplete deep right intended for Muhsin Muhammad (defended by Tyrell Johnson),1.060,1.200
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,7,6,"Rhys Lloyd kicks off 35 yards, returned by Jimmy Kennedy for 6 yards (tackle by Jordan Senn)",0.000,1.660
3,14:56,1,10,MIN 41,7,6,Brett Favre pass incomplete short left intended for Chester Taylor,1.660,1.120
3,14:52,2,10,MIN 41,7,6,Brett Favre pass complete short left to Bernard Berrian for 5 yards (tackle by Richard Marshall),1.120,1.090
3,14:12,3,5,MIN 46,7,6,Brett Favre pass incomplete deep right intended for Visanthe Shiancoe (defended by Dante Wesley),1.090,-0.320
3,14:03,4,5,MIN 46,7,6,"Chris Kluwe punts 54 yards, touchback",-0.320,-0.280
3,13:55,1,10,CAR 20,7,6,"Matt Moore pass complete short right to Jonathan Stewart for 12 yards (tackle by Madieu Williams). Penalty on Kevin Williams: Roughing the Passer, 15 yards",0.280,2.060
3,13:32,1,10,CAR 47,7,6,Jonathan Stewart middle for 5 yards (tackle by Ben Leber),2.060,2.190
3,12:59,2,5,MIN 48,7,6,Matt Moore pass complete short middle to Muhsin Muhammad for 15 yards (tackle by Antoine Winfield),2.190,3.380
3,12:19,,,,7,6,Timeout #1 by Carolina Panthers,0.000,3.380
3,12:19,1,10,MIN 33,7,6,Steve Smith right end for -6 yards (tackle by Ray Edwards),3.380,2.030
3,11:41,2,16,MIN 39,7,6,Matt Moore pass incomplete deep right intended for Jeff King,2.030,1.350
3,11:35,3,16,MIN 39,7,6,Matt Moore pass incomplete deep right intended for Steve Smith (defended by Madieu Williams),1.350,0.660
3,11:30,4,16,MIN 39,7,6,"Jason Baker punts 39 yards, touchback",0.660,-0.280
3,11:22,1,10,MIN 20,7,6,Brett Favre pass complete short right to Sidney Rice for 25 yards (tackle by Chris Gamble),0.280,1.930
3,10:48,1,10,MIN 45,7,6,Brett Favre pass complete short middle to Visanthe Shiancoe for 8 yards (tackle by Jon Beason),1.930,2.460
3,10:17,,,,7,6,Timeout #1 by Minnesota Vikings,0.000,2.460
3,10:17,2,2,CAR 47,7,6,"Brett Favre pass incomplete short middle intended for Adrian Peterson. Penalty on Percy Harvin: Illegal Formation, 5 yards (no play)",2.460,1.790
3,10:11,2,7,MIN 48,7,6,Brett Favre pass incomplete short middle intended for Adrian Peterson,1.790,1.090
3,10:07,3,7,MIN 48,7,6,Brett Favre sacked by Dante Wesley for -5 yards,1.090,-0.520
3,10:02,4,12,MIN 43,7,6,"Chris Kluwe punts 57 yards, touchback",-0.520,-0.280
3,9:54,1,10,CAR 20,7,6,Jonathan Stewart middle for 8 yards (tackle by Ray Edwards and Chad Greenway),0.280,0.810
3,9:19,2,2,CAR 28,7,6,Jonathan Stewart right end for -2 yards (tackle by Jasper Brinkley),0.810,-0.160
3,8:40,3,4,CAR 26,7,6,Matt Moore pass incomplete short left intended for Brad Hoover,-0.160,-1.630
3,8:35,4,4,CAR 26,7,6,"Jason Baker punts 45 yards, returned by Darius Reynaud for 7 yards (tackle by J.J. Jansen)",-1.630,-1.330
3,8:24,1,10,MIN 36,7,6,Adrian Peterson middle for 4 yards (tackle by Richard Marshall),1.330,1.330
3,7:49,2,6,MIN 40,7,6,Brett Favre pass complete short right to Visanthe Shiancoe for 8 yards (tackle by Chris Gamble),1.330,2.130
3,7:16,1,10,MIN 48,7,6,Adrian Peterson right tackle for 2 yards (tackle by James Anderson),2.130,1.850
3,6:37,2,8,,7,6,"Brett Favre pass complete short middle to Percy Harvin for 6 yards (tackle by Chris Harris). Penalty on Bryant McKinnie: Offensive Holding, 10 yards (no play)",1.850,0.500
3,6:07,2,18,MIN 40,7,6,"Brett Favre pass complete deep middle to Sidney Rice for 23 yards (tackle by Charles Godfrey). Sidney Rice fumbles (forced by Charles Godfrey), recovered by Chris Harris at CAR-37 (tackle by Percy Harvin)",0.500,-1.400
3,5:50,1,10,CAR 37,7,6,Jonathan Stewart left end for 17 yards (tackle by Madieu Williams and Tyrell Johnson),1.400,2.520
3,5:23,1,10,MIN 46,7,6,Jonathan Stewart right end for 1 yard (tackle by Pat Williams),2.520,2.110
3,4:43,2,9,MIN 45,7,6,Matt Moore pass complete short middle to Jeff King for 3 yards (tackle by Jayme Mitchell),2.110,1.820
3,4:02,3,6,MIN 42,7,6,Matt Moore pass incomplete short right intended for Kenny Moore,1.820,0.460
3,3:58,4,6,MIN 42,7,6,"Jason Baker punts 31 yards, fair catch by Darius Reynaud",0.460,0.370
3,3:20,1,10,MIN 11,7,6,Brett Favre pass complete short left to Bernard Berrian for 3 yards (tackle by Richard Marshall),-0.370,-0.530
3,3:02,2,7,MIN 14,7,6,Brett Favre pass incomplete short left intended for Chester Taylor (defended by James Anderson),-0.530,-1.070
3,2:56,3,7,MIN 14,7,6,Brett Favre sacked by Julius Peppers for -6 yards,-1.070,-2.490
3,2:34,4,13,MIN 8,7,6,"Chris Kluwe punts 48 yards, returned by Captain Munnerlyn for 7 yards (tackle by Cullen Loeffler)",-2.490,-2.320
3,2:23,1,10,MIN 49,7,6,Matt Moore for 1 yard (tackle by Chad Greenway),2.320,1.920
3,2:00,2,9,MIN 48,7,6,Jonathan Stewart right end for 10 yards (tackle by Jared Allen and Madieu Williams),1.920,3.050
3,1:18,1,10,MIN 38,7,6,Jonathan Stewart right tackle for 1 yard (tackle by Ray Edwards and Chad Greenway),3.050,2.640
3,0:40,2,9,MIN 37,7,6,Matt Moore pass complete short right to Dante Rosario for 11 yards (tackle by Antoine Winfield),2.640,3.840
3,0:19,1,10,MIN 26,7,6,"Matt Moore pass complete deep left to Steve Smith for 26 yards. Penalty on Keydrick Vincent: Offensive Holding, 10 yards (no play)",3.840,3.180
3,0:12,1,20,MIN 36,7,6,Matt Moore sacked by Antoine Winfield and Jared Allen for -6 yards,3.180,1.140
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,26,MIN 42,7,6,Matt Moore pass incomplete short left intended for Jonathan Stewart (defended by Pat Williams),1.140,0.500
4,14:56,3,26,MIN 42,7,12,"Matt Moore pass complete deep right to Steve Smith for 42 yards, touchdown",0.500,7.000
4,,,,,7,12,"Two Point Attempt: Matt Moore pass incomplete intended for Kenny Moore, conversion fails",1.000,-1.000
4,,,,CAR 30,7,12,"Rhys Lloyd kicks off 65 yards, returned by Percy Harvin for 10 yards (tackle by Captain Munnerlyn)",0.000,-0.220
4,14:44,1,10,MIN 15,7,12,Adrian Peterson right end for 1 yard (tackle by Charles Johnson and Damione Lewis),-0.220,-0.580
4,14:06,2,9,MIN 16,7,12,Brett Favre pass complete short middle to Bernard Berrian for 17 yards (tackle by Captain Munnerlyn),-0.580,1.140
4,13:23,1,10,MIN 33,7,12,"Brett Favre pass incomplete short right intended for Percy Harvin. Penalty on Bernard Berrian: Offensive Pass Interfere, 10 yards (no play)",1.140,0.480
4,13:17,1,20,MIN 23,7,12,Brett Favre pass complete short right to Visanthe Shiancoe for 8 yards (tackle by James Anderson),0.480,0.320
4,12:41,2,12,MIN 31,7,12,Brett Favre pass incomplete deep left intended for Bernard Berrian,0.320,-0.360
4,12:36,3,12,MIN 31,7,12,Brett Favre pass incomplete deep middle intended for Visanthe Shiancoe,-0.360,-1.310
4,12:26,4,12,MIN 31,7,12,"Chris Kluwe punts 36 yards. Penalty on Jordan Senn: Offensive Holding, 10 yards",-1.310,-0.480
4,12:18,1,10,CAR 23,7,12,Jonathan Stewart right end for 23 yards (tackle by Tyrell Johnson),0.480,1.990
4,11:46,1,10,CAR 46,7,12,Matt Moore pass incomplete deep middle intended for Gary Barnidge,1.990,1.450
4,11:40,2,10,CAR 46,7,12,Tyrell Sutton left end for 6 yards (tackle by Jayme Mitchell),1.450,1.550
4,10:55,3,4,MIN 48,7,12,Matt Moore pass complete short right to Steve Smith for 45 yards (tackle by Antoine Winfield),1.550,6.510
4,10:03,1,3,MIN 3,7,12,Jonathan Stewart left tackle for no gain (tackle by Jasper Brinkley),6.510,5.530
4,9:23,2,3,MIN 3,7,18,"Jonathan Stewart left end for 3 yards, touchdown",5.530,7.000
4,,,,MIN 2,7,19,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,7,19,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
4,9:18,1,10,MIN 20,7,19,Brett Favre pass complete short left to Percy Harvin for 10 yards (tackle by Captain Munnerlyn and Richard Marshall),0.280,0.940
4,8:50,1,10,MIN 30,7,19,Brett Favre pass complete to Adrian Peterson for 5 yards (tackle by Jon Beason),0.940,1.070
4,8:28,2,5,MIN 35,7,19,Brett Favre pass incomplete short middle intended for Percy Harvin,1.070,0.370
4,8:24,3,5,MIN 35,7,19,Brett Favre pass incomplete short right intended for Percy Harvin,0.370,-1.040
4,8:17,4,5,MIN 35,7,19,"Chris Kluwe punts 46 yards, returned by Captain Munnerlyn for 1 yard (tackle by Eric Frampton)",-1.040,-0.280
4,8:08,1,10,CAR 20,7,19,Jonathan Stewart right tackle for no gain (tackle by Jimmy Kennedy),0.280,-0.270
4,7:26,2,10,CAR 20,7,19,Jonathan Stewart middle for 1 yard (tackle by Ray Edwards),-0.270,-0.820
4,7:26,3,9,CAR 21,7,19,Matt Moore pass complete short right to Steve Smith for 16 yards (tackle by Antoine Winfield),-0.820,1.400
,,,,,,,"MIN challenged the pass completion ruling, and the play was upheld.",,
4,6:17,1,10,CAR 37,7,19,Jonathan Stewart middle for 3 yards (tackle by Ray Edwards),1.400,1.260
4,5:35,2,7,CAR 40,7,19,Matt Moore pass complete deep right to Gary Barnidge for 55 yards (tackle by Cedric Griffin),1.260,6.060
4,4:41,1,5,MIN 5,7,19,Jonathan Stewart middle for 2 yards (tackle by Chad Greenway),6.060,5.530
4,3:58,2,3,MIN 3,7,19,Jonathan Stewart left tackle for 1 yard (tackle by Fred Evans and Cedric Griffin),5.530,4.950
4,3:13,3,2,MIN 2,7,25,"Matt Moore pass complete short left to Jonathan Stewart for 2 yards, touchdown",4.950,7.000
4,,,,MIN 2,7,26,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,7,26,"Rhys Lloyd kicks off 70 yards, returned by Percy Harvin for 21 yards (tackle by Richard Marshall)",0.000,0.340
4,3:02,1,10,MIN 21,7,26,Brett Favre pass complete short left to Adrian Peterson for 63 yards (tackle by Captain Munnerlyn),0.340,4.510
4,2:35,1,10,CAR 16,7,26,Brett Favre pass incomplete deep left intended for Bernard Berrian is intercepted by Chris Harris,4.510,-0.280
4,2:30,1,10,CAR 20,7,26,Jonathan Stewart middle for 15 yards (tackle by Tyrell Johnson),0.280,1.270
4,2:00,1,10,CAR 35,7,26,Matt Moore kneels for -1 yards,1.270,0.590
4,1:20,2,11,CAR 34,7,26,Matt Moore kneels for -1 yards,0.590,-0.230
4,0:40,3,12,CAR 33,7,26,Matt Moore kneels for -1 yards,-0.230,-1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
