Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
1,6:33,1,10,STL 34,7,0,Austin Davis pass incomplete deep right intended for Kenny Britt is intercepted by Ron Parker at KAN-21 and returned for 10 yards,1.200,-1.000
1,6:18,1,10,KAN 31,7,0,Jamaal Charles up the middle for 4 yards (tackle by James Laurinaitis),1.000,1.000
1,5:40,2,6,KAN 35,7,0,Alex Smith pass complete short right to Jamaal Charles for 2 yards (tackle by Alec Ogletree),1.000,0.560
1,4:59,3,4,KAN 37,7,0,Alex Smith pass incomplete short middle intended for Travis Kelce,0.560,-0.910
1,4:55,4,4,KAN 37,7,0,"Dustin Colquitt punts 50 yards, fair catch by Tavon Austin",-0.910,0.320
1,4:47,1,10,STL 13,7,0,Tre Mason up the middle for 1 yard (tackle by Dontari Poe),-0.320,-0.680
1,4:12,2,9,STL 14,7,0,Tre Mason right guard for no gain (tackle by Josh Mauga),-0.680,-1.300
1,3:28,3,9,STL 14,7,0,Austin Davis sacked by Justin Houston for -4 yards,-1.300,-2.490
1,2:50,4,13,STL 10,7,0,"Johnny Hekker punts 57 yards, returned by De'Anthony Thomas for 14 yards (tackle by Chase Reynolds)",-2.490,-2.060
1,2:37,1,10,KAN 47,7,0,"Alex Smith right end for 3 yards (tackle by Robert Quinn). Alex Smith fumbles (forced by Robert Quinn), ball out of bounds at KAN-50",2.060,1.920
1,2:12,2,7,,7,0,Knile Davis up the middle for no gain (tackle by James Laurinaitis),1.920,1.220
1,1:34,3,7,,7,0,"Alex Smith pass incomplete short right intended for A.J. Jenkins. Penalty on E.J. Gaines: Illegal Contact, 5 yards (no play)",1.220,2.590
1,1:24,1,10,STL 45,7,0,Alex Smith pass complete short left to Travis Kelce for 9 yards (tackle by Marcus Roberson),2.590,3.260
1,0:47,2,1,STL 36,7,0,Jamaal Charles left tackle for 4 yards (tackle by Rodney McLeod),3.260,3.450
1,0:10,1,10,STL 32,7,0,Alex Smith pass complete short right to Dwayne Bowe for 9 yards (tackle by E.J. Gaines),3.450,4.120
Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,STL 23,7,0,Jamaal Charles up the middle for 1 yard (tackle by William Hayes),4.120,4.110
2,14:18,1,10,STL 22,7,0,Jamaal Charles up the middle for 1 yard (tackle by Kendall Langford),4.110,3.700
2,13:38,2,9,STL 21,7,0,Alex Smith pass complete short left to De'Anthony Thomas for 3 yards (tackle by E.J. Gaines),3.700,3.400
2,12:55,3,6,STL 18,7,0,Alex Smith pass complete short right to Travis Kelce for 17 yards (tackle by T.J. McDonald),3.400,3.400
2,12:04,3,6,STL 18,7,0,Timeout #1 by Kansas City Chiefs,3.400,6.970
2,12:04,1,1,STL 1,7,6,"Jamaal Charles left guard for 1 yard, touchdown",6.970,7.000
2,12:04,,,STL 2,7,7,Cairo Santos kicks extra point good,0.000,0.000
2,12:04,,,KAN 35,7,7,"Cairo Santos kicks off 61 yards, returned by Benny Cunningham for 16 yards (tackle by Albert Wilson)",0.000,-0.280
2,11:54,1,10,STL 20,7,7,Austin Davis pass complete short right to Brian Quick for 10 yards (tackle by Jamell Fleming),0.280,0.940
2,11:27,1,10,STL 30,7,7,Zac Stacy up the middle for 9 yards (tackle by Josh Mauga),0.940,1.610
2,10:43,2,1,STL 39,7,7,Zac Stacy left guard for 5 yards (tackle by Jaye Howard),1.610,1.860
2,10:12,1,10,STL 44,7,7,Zac Stacy left guard for 3 yards (tackle by James-Michael Johnson),1.860,1.720
2,9:33,2,7,STL 47,7,7,Austin Davis pass complete short middle to Zac Stacy for 6 yards (tackle by Josh Mauga),1.720,1.820
2,8:51,3,1,KAN 47,7,7,Benny Cunningham up the middle for no gain (tackle by Josh Mauga and Husain Abdullah),1.820,1.820
2,8:04,3,1,KAN 47,7,7,Timeout #2 by Kansas City Chiefs,1.820,0.130
2,8:04,4,1,KAN 47,7,7,"Johnny Hekker punts 47 yards, touchback",0.130,-0.280
2,7:56,1,10,KAN 20,7,7,"Jamaal Charles right guard for -6 yards (tackle by Aaron Donald). Jamaal Charles fumbles (forced by Aaron Donald), recovered by William Hayes at KAN-14 and returned for 6 yards (tackle by Rodney Hudson)",0.280,-5.370
2,7:46,1,8,KAN 8,7,7,Tre Mason up the middle for 1 yard (tackle by Dontari Poe),5.370,4.760
2,7:06,2,7,KAN 7,7,7,Austin Davis left end for 1 yard (tackle by Tamba Hali),4.760,4.760
2,6:22,2,7,KAN 7,7,7,Timeout #1 by St. Louis Rams,4.760,4.040
2,6:21,3,6,KAN 6,7,7,Austin Davis sacked by Ron Parker for -14 yards,4.040,2.120
2,5:37,4,20,KAN 20,7,7,Greg Zuerlein 38 yard field goal no good,2.120,-0.810
2,5:32,1,10,KAN 28,7,7,Alex Smith pass complete short right to Travis Kelce for 7 yards (tackle by Alec Ogletree),0.810,1.210
2,4:50,2,3,KAN 35,7,7,Alex Smith pass complete short middle to Travis Kelce for 12 yards (tackle by Rodney McLeod and T.J. McDonald),1.210,2.060
2,4:50,1,10,KAN 47,7,7,"Penalty on Aaron Donald: Neutral Zone Infraction, 5 yards (no play)",2.060,2.790
2,3:56,1,5,STL 48,7,7,Alex Smith pass complete short left to Anthony Fasano for 2 yards (tackle by T.J. McDonald),2.790,2.460
2,3:23,2,3,STL 46,7,7,Alex Smith pass complete short right to De'Anthony Thomas for -3 yards (tackle by Lamarcus Joyner),2.460,2.460
2,2:36,2,3,STL 46,7,7,Timeout #3 by Kansas City Chiefs,2.460,1.360
2,2:36,3,6,STL 49,7,7,Alex Smith pass complete short middle to Dwayne Bowe for 14 yards (tackle by Lamarcus Joyner). Penalty on Lamarcus Joyner: Defensive Holding (Declined),1.360,3.250
2,2:19,1,10,STL 35,7,7,Alex Smith pass complete short left to Dwayne Bowe for 10 yards,3.250,3.910
2,2:00,1,10,STL 25,7,7,Jamaal Charles left tackle for 3 yards (tackle by James Laurinaitis and William Hayes),3.910,3.770
2,1:24,2,7,STL 22,7,7,"Penalty on Eric Fisher: False Start, 5 yards (no play)",3.770,3.090
2,1:22,2,12,STL 27,7,7,Alex Smith sacked by Robert Quinn for -1 yards,3.090,2.280
2,0:43,3,13,STL 28,7,7,Alex Smith sacked by Robert Quinn for -7 yards,2.280,0.970
2,0:07,4,20,STL 35,7,10,Cairo Santos 53 yard field goal good,0.970,3.000
2,0:07,,,KAN 35,7,10,"Cairo Santos kicks off 63 yards, returned by Tavon Austin for 11 yards (tackle by Josh Martin)",0.000,1.270
Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,7,16,"Greg Zuerlein kicks off 64 yards, returned by Knile Davis for 99 yards, touchdown",0.000,7.000
3,15:00,,,STL 2,7,17,Cairo Santos kicks extra point good,0.000,0.000
3,15:00,,,KAN 35,7,17,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,14:46,1,10,STL 20,7,17,Austin Davis pass complete short right to Kenny Britt for 9 yards (tackle by Phillip Gaines),0.280,0.950
3,14:36,2,1,STL 29,7,17,Tre Mason right tackle for 1 yard (tackle by Justin Houston),0.950,0.940
3,13:58,1,10,STL 30,7,17,Austin Davis pass incomplete,0.940,0.390
3,13:50,2,10,STL 30,7,17,"Penalty on Austin Davis: Delay of Game, 5 yards (no play)",0.390,-0.280
3,13:50,2,15,STL 25,7,17,Austin Davis pass incomplete short right intended for Jared Cook,-0.280,-0.960
3,13:46,3,15,STL 25,7,17,Austin Davis pass complete short left to Tavon Austin for 3 yards (tackle by Ron Parker),-0.960,-1.500
3,13:16,4,12,STL 28,7,17,"Johnny Hekker punts 60 yards, returned by De'Anthony Thomas for 5 yards (tackle by Marshall McFadden). Penalty on Cyrus Gray: Illegal Block Above the Waist, 6 yards",-1.500,0.380
3,13:09,1,10,KAN 6,7,17,"Alex Smith pass complete short right to Demetrius Harris for 4 yards (tackle by E.J. Gaines). Penalty on Alec Ogletree: Unnecessary Roughness, 15 yards",-0.380,0.610
3,12:44,1,10,KAN 25,7,17,"Alex Smith pass complete short right to Travis Kelce for 14 yards (tackle by Rodney McLeod). Penalty on Eric Fisher: Illegal Use of Hands, 10 yards (no play)",0.610,-0.410
3,12:25,1,20,KAN 15,7,17,Jamaal Charles up the middle for 7 yards (tackle by Robert Quinn),-0.410,-0.340
3,11:51,2,13,KAN 22,7,17,Alex Smith pass incomplete short left intended for Travis Kelce (defended by Alec Ogletree),-0.340,-1.020
3,11:47,3,13,KAN 22,7,17,"Alex Smith left end for 15 yards (tackle by Lamarcus Joyner). Penalty on E.J. Gaines: Unnecessary Roughness, 15 yards",-1.020,2.390
3,11:34,1,10,STL 48,7,17,Alex Smith pass complete short left to Dwayne Bowe for 1 yard (tackle by Marcus Roberson),2.390,1.980
3,11:00,2,9,STL 47,7,17,Alex Smith pass complete short left to Anthony Fasano for 3 yards (tackle by T.J. McDonald),1.980,1.690
3,10:40,3,6,STL 44,7,17,Alex Smith pass complete short middle to Jamaal Charles for 30 yards (tackle by Lamarcus Joyner),1.690,4.650
,,,,,,,"STL challenged the runner was down by contact ruling, and the play was upheld.",,
3,10:20,1,10,STL 14,7,17,Knile Davis up the middle for 2 yards (tackle by Jo-Lonn Dunbar),4.650,4.330
3,9:39,2,8,STL 12,7,17,Alex Smith pass incomplete short left intended for Knile Davis,4.330,3.430
3,9:39,3,8,STL 12,7,17,"Penalty on KAN: Offensive 12 On-field, 5 yards (no play)",3.430,2.930
3,9:36,3,13,STL 17,7,17,Alex Smith pass complete short middle to Jamaal Charles for 7 yards (tackle by Lamarcus Joyner),2.930,2.790
3,8:48,4,6,STL 10,7,20,Cairo Santos 28 yard field goal good,2.790,3.000
3,8:48,,,KAN 35,7,20,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,8:46,1,10,STL 20,7,20,Zac Stacy up the middle for no gain (tackle by Dontari Poe),0.280,-0.270
3,8:05,2,10,STL 20,7,20,Zac Stacy up the middle for no gain (tackle by Allen Bailey),-0.270,-0.960
3,7:26,3,10,STL 20,7,20,Austin Davis pass incomplete short left intended for Kenny Britt,-0.960,-2.030
3,7:21,4,10,STL 20,7,20,"Johnny Hekker punts 49 yards, returned by De'Anthony Thomas for 13 yards (tackle by Jake McQuaide)",-2.030,-1.860
3,7:09,1,10,KAN 44,7,20,Jamaal Charles up the middle for 5 yards (tackle by T.J. McDonald),1.860,1.990
3,6:27,2,5,KAN 49,7,20,Alex Smith pass complete short right to Anthony Fasano for 7 yards (tackle by E.J. Gaines),1.990,2.650
3,5:43,1,10,STL 44,7,20,Alex Smith right end for 6 yards (tackle by T.J. McDonald),2.650,2.920
3,5:16,2,4,STL 38,7,20,Jamaal Charles right end for 1 yard (tackle by James Laurinaitis),2.920,2.350
3,4:33,3,3,STL 37,7,20,Alex Smith pass incomplete short left intended for De'Anthony Thomas (defended by James Laurinaitis),2.350,0.790
3,4:29,4,3,STL 37,7,20,Dustin Colquitt punts 31 yards,0.790,0.380
3,4:19,1,10,STL 6,7,20,Austin Davis sacked by Allen Bailey for -5 yards,-0.380,-1.150
3,3:50,2,15,STL 1,7,20,Benny Cunningham up the middle for no gain (tackle by Allen Bailey),-1.150,-2.010
3,3:09,3,15,STL 1,7,20,Benny Cunningham right end for 18 yards (tackle by Kurt Coleman),-2.010,0.150
3,2:26,1,10,STL 19,7,20,Austin Davis pass incomplete deep left intended for Kenny Britt,0.150,-0.390
3,2:19,2,10,STL 19,7,20,Austin Davis sacked by Justin Houston for -6 yards,-0.390,-2.080
3,1:40,3,16,STL 13,7,20,Austin Davis pass incomplete deep left intended for Stedman Bailey,-2.080,-2.490
3,1:33,4,16,STL 13,7,20,"Johnny Hekker punts 58 yards, out of bounds",-2.490,-0.870
3,1:25,1,10,KAN 29,7,20,"Knile Davis right end for 4 yards (tackle by Alec Ogletree). Penalty on Dwayne Bowe: Offensive Holding, 10 yards",0.870,0.480
3,1:25,1,16,KAN 23,7,20,Knile Davis right end for 7 yards (tackle by James Laurinaitis),0.480,0.460
3,0:23,2,9,KAN 30,7,20,Alex Smith pass complete short left to Anthony Sherman for 24 yards (tackle by Marcus Roberson),0.460,2.520
Quarter,Time,Down,ToGo,Location,STL,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 46,7,20,Jamaal Charles up the middle for 10 yards (tackle by Eugene Sims),2.520,3.180
4,14:27,1,10,STL 36,7,26,"Jamaal Charles up the middle for 36 yards, touchdown",3.180,7.000
4,14:27,,,STL 2,7,27,Cairo Santos kicks extra point good,0.000,0.000
4,14:27,,,KAN 35,7,27,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,14:18,1,10,STL 20,7,27,Austin Davis pass incomplete short right intended for Jared Cook (defended by Josh Mauga),0.280,-0.270
4,14:14,2,10,STL 20,7,27,Austin Davis sacked by Dee Ford and Allen Bailey for -4 yards,-0.270,-0.270
4,13:39,2,10,STL 20,7,27,Timeout #1 by Kansas City Chiefs,-0.270,-1.690
4,13:39,3,14,STL 16,7,27,Austin Davis pass incomplete deep left intended for Chris Givens,-1.690,-2.390
4,13:31,4,14,STL 16,7,27,"Johnny Hekker punts 53 yards, returned by De'Anthony Thomas for 14 yards (tackle by Marshall McFadden). Penalty on Albert Wilson: Offensive Holding, 10 yards",-2.390,-0.340
4,13:22,1,10,KAN 21,7,27,Knile Davis up the middle for 3 yards (tackle by Alec Ogletree and Kendall Langford),0.340,0.210
4,12:49,2,7,KAN 24,7,27,Knile Davis right end for 15 yards (tackle by Cody Davis),0.210,1.530
4,12:19,1,10,KAN 39,7,27,Knile Davis right end for 3 yards (tackle by Lamarcus Joyner),1.530,1.390
4,11:38,2,7,KAN 42,7,27,Knile Davis right end for -3 yards (tackle by William Hayes),1.390,0.300
4,10:56,3,10,KAN 39,7,27,Alex Smith pass complete short middle to Dwayne Bowe for 16 yards (tackle by E.J. Gaines),0.300,2.590
4,10:14,1,10,STL 45,7,27,Knile Davis up the middle for no gain (tackle by William Hayes),2.590,2.040
4,9:38,2,10,STL 45,7,27,Alex Smith pass complete short right to Dwayne Bowe for 14 yards (tackle by Lamarcus Joyner),2.040,3.510
4,8:59,1,10,STL 31,7,27,Alex Smith pass complete short left to Frankie Hammond for 9 yards (tackle by Marcus Roberson),3.510,4.180
4,8:23,2,1,STL 22,7,27,Knile Davis up the middle for 13 yards (tackle by Lamarcus Joyner),4.180,5.140
4,7:44,1,9,STL 9,7,27,Knile Davis up the middle for -4 yards (tackle by Aaron Donald),5.140,3.720
4,7:06,2,13,STL 13,7,27,"Knile Davis up the middle for 7 yards (tackle by James Laurinaitis). Penalty on Alec Ogletree: Unnecessary Roughness, 3 yards",3.720,6.510
4,6:32,1,3,STL 3,7,33,"Knile Davis up the middle for 3 yards, touchdown",6.510,7.000
4,6:32,,,STL 2,7,34,Cairo Santos kicks extra point good,0.000,0.000
4,6:32,,,KAN 35,7,34,"Cairo Santos kicks off 65 yards, touchback. Penalty on Jemea Thomas: Unnecessary Roughness, 10 yards",0.000,0.380
4,6:28,1,10,STL 10,7,34,Austin Davis pass complete short right to Zac Stacy for 8 yards (tackle by Vance Walker),-0.380,0.070
4,5:57,2,2,STL 18,7,34,Austin Davis pass complete short left to Zac Stacy for 6 yards (tackle by Phillip Gaines),0.070,0.540
4,5:34,1,10,STL 24,7,34,Austin Davis pass complete short middle to Stedman Bailey for 20 yards (tackle by Ron Parker),0.540,1.860
4,5:04,1,10,STL 44,7,34,"Austin Davis pass complete short middle to Zac Stacy for 5 yards (tackle by Frank Zombo and James-Michael Johnson). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",1.860,1.200
4,4:58,1,20,STL 34,7,34,Austin Davis pass complete short left to Tre Mason for 1 yard (tackle by Dee Ford),1.200,0.100
4,4:31,2,19,STL 35,7,34,Austin Davis pass complete short right to Chris Givens for 12 yards (tackle by Marcus Cooper),0.100,1.030
4,4:22,3,7,STL 47,7,34,Austin Davis pass complete short right to Jared Cook for 11 yards (tackle by Kelcie McCray),1.030,2.790
4,4:16,1,10,KAN 42,7,34,Tre Mason up the middle for 3 yards (tackle by Vance Walker),2.790,2.650
4,3:53,2,7,KAN 39,7,34,Austin Davis pass complete short left to Stedman Bailey for 13 yards (tackle by Sean Smith),2.650,3.840
4,3:44,1,10,KAN 26,7,34,Austin Davis pass complete short left to Tavon Austin for 9 yards (tackle by Dee Ford),3.840,4.640
4,3:20,2,1,KAN 17,7,34,Austin Davis pass incomplete short middle intended for Zac Stacy,4.640,3.950
4,3:15,3,1,KAN 17,7,34,Austin Davis sacked by Justin Houston for -7 yards,3.950,1.870
4,2:42,4,8,KAN 24,7,34,Austin Davis sacked by Jaye Howard and Vance Walker for -4 yards,1.870,-0.810
4,2:35,1,10,KAN 28,7,34,Knile Davis up the middle for -1 yards (tackle by Robert Quinn),0.810,0.130
4,2:00,2,11,KAN 27,7,34,Knile Davis up the middle for 2 yards (tackle by James Laurinaitis),0.130,-0.300
4,1:21,3,9,KAN 29,7,34,Knile Davis right end for -2 yards (tackle by E.J. Gaines),-0.300,-1.570
4,0:33,4,11,KAN 27,7,34,"Dustin Colquitt punts 55 yards, returned by Tavon Austin for 38 yards (tackle by Dustin Colquitt)",-1.570,-2.650
4,0:17,1,10,KAN 44,7,34,Tre Mason up the middle for 12 yards (tackle by Kurt Coleman),2.650,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
