Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,32,211,3,12,151,4.7,60,1.9,5,6.4
Ryan Tannehill,TEN,5,20,0,1,20,4.0,0,0.0,0,
Dion Lewis,TEN,1,7,0,,5,5.0,2,2.0,0,
Jonnu Smith,TEN,1,7,0,,7,7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Taiwan Jones,HOU,9,40,0,3,26,2.9,14,1.6,0,
A.J. McCarron,HOU,5,39,1,3,39,7.8,0,0.0,0,
Carlos Hyde,HOU,4,13,0,1,5,1.3,8,2.0,0,
Duke Johnson,HOU,4,12,1,1,8,2.0,4,1.0,0,
Buddy Howell,HOU,3,5,0,1,5,1.7,0,0.0,0,
