Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
1,4:38,2,6,CHI 24,0,3,Jacquizz Rodgers right guard for 2 yards (tackle by Frank Clark),0.270,-0.160
1,3:56,3,4,CHI 26,0,3,Jimmy Clausen left end for 1 yard (tackle by K.J. Wright),-0.160,-1.570
1,3:18,4,3,CHI 27,0,3,"Pat O'Donnell punts 46 yards, returned by Tyler Lockett for -1 yards (tackle by Josh Bellamy)",-1.570,-0.670
1,3:09,1,10,SEA 26,0,3,Marshawn Lynch left tackle for 8 yards (tackle by Sherrick McManis and Ego Ferguson),0.670,1.210
1,2:33,2,2,SEA 34,0,3,Marshawn Lynch left tackle for 5 yards (tackle by Will Sutton and Jarvis Jenkins),1.210,1.530
1,1:51,1,10,SEA 39,0,3,Russell Wilson pass incomplete short right intended for Thomas Rawls,1.530,0.990
1,1:47,2,10,SEA 39,0,3,Russell Wilson pass complete short right to Jimmy Graham for 9 yards (tackle by Shea McClellin),0.990,1.490
,,,,,,,"CHI challenged the runner was down by contact ruling, and the original play was overturned.",,
1,0:49,3,1,SEA 48,0,3,Marshawn Lynch left tackle for -1 yards (tackle by Alan Ball and Kyle Fuller),1.490,-0.260
1,0:11,4,2,SEA 47,0,3,"Jon Ryan punts 45 yards, fair catch by Marc Mariani",-0.260,0.380
1,0:04,1,10,CHI 8,0,3,Matt Forte left tackle for 5 yards (tackle by Cary Williams and DeShawn Shead),-0.380,-0.410
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CHI 13,0,3,Matt Forte left end for 12 yards (tackle by Cary Williams),-0.410,0.610
2,14:25,1,10,CHI 25,0,3,Matt Forte right tackle for 8 yards (tackle by DeShawn Shead),0.610,1.140
2,13:42,2,2,CHI 33,0,3,Jacquizz Rodgers middle for 1 yard (tackle by Cassius Marsh and Michael Bennett),1.140,0.560
2,13:02,3,1,CHI 34,0,3,Jacquizz Rodgers middle for 5 yards (tackle by Jordan Hill and K.J. Wright),0.560,1.530
2,12:23,1,10,CHI 39,0,3,Matt Forte left end for -2 yards (tackle by Jordan Hill),1.530,0.720
2,11:41,2,12,CHI 37,0,3,Jimmy Clausen pass complete short right to Eddie Royal for 9 yards (tackle by DeShawn Shead),0.720,1.220
2,10:54,3,3,CHI 46,0,3,Jimmy Clausen pass complete short left to Martellus Bennett for 4 yards (tackle by Marcus Burley and Demarcus Dobbs),1.220,2.260
2,10:08,1,10,,0,3,Matt Forte right tackle for 2 yards (tackle by Ahtyba Rubin),2.260,1.980
2,9:26,2,8,SEA 48,0,3,Matt Forte right tackle for 3 yards (tackle by Michael Bennett and Bobby Wagner),1.980,1.980
2,8:41,2,8,SEA 48,0,3,Timeout #2 by Chicago Bears,1.980,1.690
2,8:41,3,5,SEA 45,0,3,Jimmy Clausen pass incomplete short right intended for Marquess Wilson,1.690,0.270
2,8:37,4,5,SEA 45,0,3,Pat O'Donnell punts 32 yards,0.270,0.320
,,,,,,,"CHI challenged the kick touched ruling, and the play was upheld.",,
2,8:26,1,10,SEA 13,0,3,"Thomas Rawls left tackle for 7 yards (tackle by Christian Jones and Pernell McPhee). Penalty on Justin Britt: Offensive Holding, 6 yards (no play)",-0.320,-0.610
2,7:59,1,16,SEA 7,0,3,Russell Wilson pass complete short right to Jermaine Kearse for 3 yards (tackle by Antrel Rolle and Shea McClellin),-0.610,-1.000
2,7:20,2,13,SEA 10,0,3,Marshawn Lynch left guard for 2 yards (tackle by Pernell McPhee),-1.000,-1.540
2,6:42,3,11,SEA 12,0,3,Russell Wilson left tackle for 5 yards (tackle by Pernell McPhee),-1.540,-2.320
2,6:06,4,6,SEA 17,0,3,"Jon Ryan punts 39 yards. Penalty on Ka'Deem Carey: Offensive Holding, 10 yards",-2.320,-1.200
2,5:53,1,10,CHI 34,0,3,Matt Forte right tackle for 5 yards (tackle by K.J. Wright and Jordan Hill),1.200,1.330
2,5:07,2,5,CHI 39,0,3,Jimmy Clausen pass complete short left to Martellus Bennett for no gain,1.330,0.630
2,4:22,3,5,CHI 39,0,3,Jimmy Clausen left guard for 11 yards (tackle by K.J. Wright),0.630,2.260
2,3:34,1,10,,0,3,Matt Forte right tackle for -2 yards (tackle by Jordan Hill),2.260,1.440
2,2:51,2,12,CHI 48,0,3,Jimmy Clausen pass incomplete short left intended for Matt Forte,1.440,0.760
2,2:47,3,12,CHI 48,0,3,Jimmy Clausen pass incomplete short middle intended for Josh Bellamy,0.760,-0.190
2,2:44,4,12,CHI 48,0,3,"Pat O'Donnell punts 32 yards, out of bounds",-0.190,-0.280
2,2:37,1,10,SEA 20,0,3,Fred Jackson middle for 8 yards (tackle by Sam Acho and Antrel Rolle),0.280,0.810
2,2:13,2,2,SEA 28,0,3,"Penalty on Russell Okung: False Start, 5 yards (no play)",0.810,0.140
2,2:00,2,7,SEA 23,0,3,Russell Wilson pass complete deep left to Jermaine Kearse for 19 yards (tackle by Alan Ball),0.140,1.730
2,1:54,1,10,SEA 42,0,3,Russell Wilson pass complete short middle to Jimmy Graham for 22 yards (tackle by Antrel Rolle),1.730,3.180
2,1:35,1,10,CHI 36,0,3,Russell Wilson pass complete short right to Jimmy Graham for 4 yards (tackle by Antrel Rolle),3.180,3.180
2,1:26,2,6,CHI 32,0,3,Fred Jackson middle for 5 yards (tackle by Jarvis Jenkins and Shea McClellin),3.180,3.180
2,1:17,2,6,CHI 32,0,3,Timeout #4 by Chicago Bears,3.180,3.140
2,1:05,3,1,CHI 27,0,3,Marshawn Lynch middle for no gain (tackle by Jared Allen and Jarvis Jenkins),3.140,1.820
2,0:26,4,1,CHI 27,0,3,Russell Wilson pass complete short left to Marshawn Lynch for 9 yards (tackle by Alan Ball),1.820,4.370
2,0:20,1,10,CHI 18,0,3,Russell Wilson pass complete short middle to Jermaine Kearse for 15 yards (tackle by Adrian Amos),4.370,4.370
2,0:13,1,10,CHI 18,0,3,Timeout #2 by Seattle Seahawks,4.370,6.510
2,0:13,1,3,CHI 3,0,3,Russell Wilson pass incomplete,6.510,5.530
2,0:09,2,3,CHI 3,0,3,Russell Wilson pass incomplete short left intended for Jimmy Graham (defended by Alan Ball),5.530,4.720
2,0:05,3,3,CHI 3,0,3,Russell Wilson pass incomplete short left intended for Chris Matthews,4.720,3.040
2,0:02,4,3,CHI 3,0,6,Steven Hauschka 21 yard field goal good,3.040,3.000
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,0,12,"Robbie Gould kicks off 70 yards, returned by Tyler Lockett for 105 yards, touchdown",0.000,7.000
3,15:00,,,CHI 3,0,13,Steven Hauschka kicks extra point good,0.000,0.000
3,15:00,,,SEA 35,0,13,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,14:48,1,10,CHI 20,0,13,Jimmy Clausen pass complete deep left to Zach Miller for 21 yards (tackle by K.J. Wright),0.280,1.660
3,14:21,1,10,CHI 41,0,13,Matt Forte middle for 2 yards (tackle by Kam Chancellor and Ahtyba Rubin),1.660,1.390
3,13:44,2,8,CHI 43,0,13,Jimmy Clausen pass incomplete short right intended for Matt Forte,1.390,0.700
3,13:38,3,8,CHI 43,0,13,Jimmy Clausen sacked by Bruce Irvin and Bobby Wagner for -9 yards,0.700,-1.110
3,13:00,4,17,CHI 34,0,13,"Pat O'Donnell punts 52 yards, fair catch by Tyler Lockett",-1.110,0.280
3,12:52,1,10,SEA 14,0,13,Russell Wilson pass complete short right to Ricardo Lockette for 23 yards (tackle by Alan Ball and Kyle Fuller),-0.280,1.400
3,12:11,1,10,SEA 37,0,13,Russell Wilson sacked by Pernell McPhee for -10 yards,1.400,-0.490
3,11:26,2,20,SEA 27,0,13,Russell Wilson sacked by Pernell McPhee for -5 yards,-0.490,-1.810
3,10:42,3,25,SEA 22,0,13,Russell Wilson pass complete short left to Jermaine Kearse for 13 yards (tackle by Alan Ball),-1.810,-1.040
3,10:23,4,12,SEA 35,0,13,"Jon Ryan punts 36 yards, out of bounds",-1.040,-0.870
3,10:15,1,10,CHI 29,0,13,"Matt Forte right tackle for no gain (tackle by Jordan Hill and Bruce Irvin). Penalty on Vlad Ducasse: Offensive Holding, 10 yards (no play)",0.870,0.110
3,9:42,1,20,CHI 19,0,13,"Penalty on Jimmy Clausen: Delay of Game, 5 yards (no play)",0.110,-0.620
3,9:17,1,25,CHI 14,0,13,Jimmy Clausen pass incomplete short right intended for Marquess Wilson (defended by Cliff Avril),-0.620,-1.830
3,9:13,2,25,CHI 14,0,13,Jimmy Clausen pass incomplete deep right intended for Josh Bellamy,-1.830,-2.970
3,9:08,3,25,CHI 14,0,13,Matt Forte middle for 1 yard (tackle by Marcus Burley),-2.970,-2.440
3,8:32,4,24,CHI 15,0,13,"Pat O'Donnell punts 60 yards, returned by Tyler Lockett for no gain. Penalty on SEA: Illegal Block Above the Waist, 10 yards",-2.440,0.220
3,8:21,1,10,SEA 15,0,13,Thomas Rawls left end for 21 yards (tackle by Alan Ball and Antrel Rolle),-0.220,1.330
3,7:38,1,10,SEA 36,0,13,Thomas Rawls right tackle for 2 yards (tackle by Pernell McPhee),1.330,1.060
3,7:05,2,8,SEA 38,0,13,Thomas Rawls left tackle for 5 yards (tackle by Antrel Rolle),1.060,1.030
3,6:22,3,3,SEA 43,0,13,Russell Wilson pass complete deep right to Doug Baldwin for 22 yards,1.030,3.250
3,5:55,1,10,CHI 35,0,13,Thomas Rawls right tackle for 4 yards (tackle by Christian Jones),3.250,3.250
3,5:18,1,10,CHI 35,0,13,Timeout #1 by Seattle Seahawks,3.250,3.240
3,5:18,2,6,CHI 31,0,13,Thomas Rawls left end for 1 yard (tackle by Alan Ball and Christian Jones),3.240,2.680
3,4:36,3,5,CHI 30,0,19,"Russell Wilson pass complete short middle to Jimmy Graham for 30 yards, touchdown",2.680,7.000
3,4:36,,,CHI 30,0,20,Steven Hauschka kicks extra point good,0.000,0.000
3,4:36,,,SEA 35,0,20,"Steven Hauschka kicks off 70 yards, returned by Marc Mariani for 27 yards (tackle by Derrick Coleman). Penalty on Ricardo Lockette: Unnecessary Roughness, 15 yards",0.000,-1.400
3,4:22,1,10,CHI 37,0,20,Matt Forte left tackle for 4 yards (tackle by Bruce Irvin and Cliff Avril),1.400,1.400
3,3:48,2,6,CHI 41,0,20,Jimmy Clausen pass complete short right to Eddie Royal for 5 yards (tackle by Bruce Irvin and Bobby Wagner),1.400,1.360
3,3:15,3,1,CHI 46,0,20,Matt Forte middle for no gain (tackle by Frank Clark),1.360,-0.320
3,2:35,4,1,CHI 46,0,20,"Pat O'Donnell punts 43 yards, fair catch by Tyler Lockett",-0.320,0.370
3,2:27,1,10,SEA 11,0,20,Thomas Rawls right tackle for 3 yards (tackle by Jarvis Jenkins and Shea McClellin),-0.370,-0.530
3,1:47,2,7,SEA 14,0,20,Thomas Rawls middle for 18 yards (tackle by Alan Ball),-0.530,1.070
3,1:10,1,10,SEA 32,0,20,Russell Wilson pass complete deep right to Jermaine Kearse for 22 yards (tackle by Alan Ball),1.070,2.520
3,0:29,1,10,CHI 46,0,20,Russell Wilson middle for 13 yards (tackle by Shea McClellin),2.520,3.380
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 33,0,20,Thomas Rawls left tackle for 6 yards (tackle by Christian Jones),3.380,3.650
4,14:21,2,4,CHI 27,0,20,Russell Wilson pass incomplete,3.650,2.940
4,14:14,3,4,CHI 27,0,20,Russell Wilson pass incomplete,2.940,1.750
4,14:08,4,4,CHI 27,0,23,Steven Hauschka 45 yard field goal good,1.750,3.000
4,14:08,,,SEA 35,0,23,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,14:03,1,10,CHI 20,0,23,Jimmy Clausen pass incomplete deep right intended for Martellus Bennett (defended by Richard Sherman),0.280,-0.270
4,13:58,2,10,CHI 20,0,23,Matt Forte right guard for 3 yards (tackle by Demarcus Dobbs and Cliff Avril),-0.270,-0.560
4,13:15,3,7,CHI 23,0,23,Jimmy Clausen pass complete short left to Martellus Bennett for 5 yards (tackle by K.J. Wright),-0.560,-1.500
,,,,,,,"SEA challenged the runner was down by contact ruling, and the original play was overturned.",,
4,12:36,4,2,CHI 28,0,23,"Pat O'Donnell punts 72 yards, touchback",-1.500,-0.280
4,12:25,1,10,SEA 20,0,23,Thomas Rawls left end for 17 yards (tackle by Antrel Rolle),0.280,1.400
4,11:46,1,10,SEA 37,0,23,Russell Wilson pass incomplete short middle intended for Cooper Helfet,1.400,0.860
4,11:42,2,10,SEA 37,0,23,Russell Wilson left end for 4 yards (tackle by Christian Jones),0.860,0.700
4,11:00,3,6,SEA 41,0,23,Russell Wilson pass complete short middle to Doug Baldwin for 7 yards (tackle by Antrel Rolle),0.700,2.130
4,10:25,1,10,SEA 48,0,23,Thomas Rawls right tackle for 2 yards (tackle by Antrel Rolle),2.130,1.850
4,9:46,2,8,,0,23,Russell Wilson pass complete short right to Jimmy Graham for 3 yards (tackle by Christian Jones),1.850,1.550
4,9:08,3,5,CHI 47,0,23,Russell Wilson pass complete short left to Jermaine Kearse for 4 yards (tackle by Sherrick McManis),1.550,0.400
4,8:40,4,1,CHI 43,0,23,Russell Wilson pass complete short right to Jimmy Graham for 6 yards (tackle by Pernell McPhee),0.400,3.120
4,7:51,1,10,CHI 37,0,23,Thomas Rawls left guard for 4 yards (tackle by Jarvis Jenkins and Christian Jones),3.120,3.110
4,7:09,2,6,CHI 33,0,23,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Kyle Fuller),3.110,2.410
4,7:01,3,6,CHI 33,0,23,"Penalty on Justin Britt: False Start, 5 yards (no play)",2.410,1.750
4,7:01,3,11,CHI 38,0,23,Russell Wilson right end for 8 yards (tackle by Jarvis Jenkins),1.750,1.480
4,6:21,4,3,CHI 30,0,26,Steven Hauschka 48 yard field goal good,1.480,3.000
4,6:21,,,SEA 35,0,26,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,6:16,1,10,CHI 20,0,26,Jimmy Clausen right guard for 1 yard (tackle by Marcus Burley),0.280,-0.130
4,5:42,2,9,CHI 21,0,26,Jimmy Clausen sacked by Cliff Avril for -6 yards,-0.130,-1.860
,,,,,,,"SEA challenged the runner was down by contact ruling, and the play was upheld.",,
4,5:06,3,15,CHI 15,0,26,Jimmy Clausen pass complete short left to Jacquizz Rodgers for 10 yards (tackle by Cary Williams and K.J. Wright),-1.860,-1.700
4,4:29,4,5,CHI 25,0,26,"Pat O'Donnell punts 46 yards, fair catch by Tyler Lockett",-1.700,-0.870
4,4:22,1,10,SEA 29,0,26,Thomas Rawls left tackle for 7 yards (tackle by Jarvis Jenkins),0.870,1.270
4,3:46,2,3,SEA 36,0,26,Thomas Rawls middle for 2 yards (tackle by Jarvis Jenkins and Pernell McPhee),1.270,0.830
4,3:02,3,1,SEA 38,0,26,Russell Wilson pass complete short right to Fred Jackson for 4 yards (tackle by Kyle Fuller),0.830,1.730
4,2:24,1,10,SEA 42,0,26,Russell Wilson pass incomplete,1.730,1.190
4,2:15,2,10,SEA 42,0,26,Thomas Rawls left tackle for 3 yards (tackle by Sam Acho),1.190,0.890
4,2:00,3,7,SEA 45,0,26,"Penalty on Lamarr Houston: Neutral Zone Infraction, 5 yards (no play)",0.890,1.550
4,2:00,3,2,,0,26,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Sherrick McManis),1.550,2.650
4,1:56,1,10,CHI 44,0,26,Thomas Rawls middle for 3 yards (tackle by Antrel Rolle),2.650,2.520
4,1:13,2,7,CHI 41,0,26,Russell Wilson kneels for -1 yards,2.520,1.690
4,0:33,3,8,CHI 42,0,26,Russell Wilson kneels for -1 yards,1.690,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
