Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Alex Boone,G,55,100%,0,0%,3,12%
Anthony Davis,T,55,100%,0,0%,3,12%
Jonathan Goodwin,C,55,100%,0,0%,2,8%
Colin Kaepernick,QB,55,100%,0,0%,0,0%
Vernon Davis,TE,55,100%,0,0%,0,0%
Joe Staley,T,54,98%,0,0%,3,12%
Anquan Boldin,WR,53,96%,0,0%,0,0%
Michael Crabtree,WR,45,82%,0,0%,0,0%
Adam Snyder,G,38,69%,0,0%,3,12%
Frank Gore,RB,37,67%,0,0%,0,0%
Vance McDonald,TE,29,53%,0,0%,9,38%
Quinton Patton,WR,21,38%,0,0%,0,0%
Mike Iupati,G,19,35%,0,0%,1,4%
Kendall Hunter,RB,14,25%,0,0%,6,25%
Anthony Dixon,RB,7,13%,0,0%,10,42%
Garrett Celek,TE,6,11%,0,0%,3,12%
Daniel Kilgore,C,3,5%,0,0%,9,38%
LaMichael James,RB,2,4%,0,0%,8,33%
Will Tukuafu,RB,2,4%,0,0%,0,0%
Tramaine Brock,CB,0,0%,62,100%,6,25%
Tarell Brown,CB,0,0%,62,100%,6,25%
Patrick Willis,LB,0,0%,62,100%,5,21%
Donte Whitner,SS,0,0%,62,100%,0,0%
Ahmad Brooks,LB,0,0%,58,94%,5,21%
Eric Reid,FS,0,0%,58,94%,4,17%
Aldon Smith,LB,0,0%,57,92%,5,21%
Ray McDonald,DT,0,0%,55,89%,0,0%
NaVorro Bowman,LB,0,0%,50,81%,3,12%
Justin Smith,DT,0,0%,49,79%,5,21%
Glenn Dorsey,NT,0,0%,41,66%,5,21%
Carlos Rogers,CB,0,0%,21,34%,0,0%
Tony Jerod-Eddie,NT,0,0%,17,27%,5,21%
Michael Wilhoite,LB,0,0%,11,18%,16,67%
Dan Skuta,LB,0,0%,9,15%,16,67%
Demarcus Dobbs,TE,0,0%,8,13%,16,67%
C.J. Spillman,FS,0,0%,0,0%,21,88%
Craig Dahl,SS,0,0%,0,0%,17,71%
Kassim Osgood,WR,0,0%,0,0%,16,67%
Raymond Ventrone,SS,0,0%,0,0%,16,67%
Kevin McDermott,LS,0,0%,0,0%,7,29%
Phil Dawson,K,0,0%,0,0%,7,29%
Andy Lee,P,0,0%,0,0%,7,29%
Darryl Morris,DB,0,0%,0,0%,6,25%
Corey Lemonier,LB,0,0%,0,0%,6,25%
Perrish Cox,CB,0,0%,0,0%,4,17%
