Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Cody Parkey kicks off 68 yards, returned by Brandon Wilson for 42 yards (tackle by M.J. Stewart)",0.000,1.530
1,14:54,1,10,CIN 39,0,0,Joe Burrow pass incomplete deep left intended for A.J. Green,1.530,0.990
1,14:49,2,10,CIN 39,0,0,Joe Burrow pass complete short right to Tyler Boyd for 10 yards (tackle by Andrew Sendejo),0.990,2.190
1,14:09,1,10,CIN 49,0,0,Joe Mixon up the middle for 2 yards (tackle by Myles Garrett),2.190,1.920
1,13:36,2,8,CLE 49,0,0,Joe Burrow pass complete short right to Mike Thomas for 3 yards (tackle by Tavierre Thomas),1.920,1.620
1,12:56,3,5,CLE 46,0,0,Joe Burrow up the middle for 7 yards (tackle by B.J. Goodson),1.620,2.980
1,12:26,1,10,CLE 39,0,0,Joe Burrow pass complete short right to Giovani Bernard for 3 yards (tackle by Tavierre Thomas),2.980,2.850
1,11:51,2,7,CLE 36,0,0,Joe Mixon up the middle for 5 yards (tackle by Sione Takitaki),2.850,2.810
1,11:08,3,2,CLE 31,0,0,Joe Mixon up the middle for -2 yards (tackle by Sheldon Richardson and Adrian Clayborn),2.810,1.180
1,10:25,4,4,CLE 33,0,0,Joe Burrow pass complete short left to Tyler Boyd for 7 yards (tackle by Tavierre Thomas),1.180,3.840
1,9:53,1,10,CLE 26,0,0,Joe Mixon right guard for 4 yards (tackle by Jordan Elliott and Joe Jackson),3.840,3.840
1,9:14,2,6,CLE 22,0,0,Joe Burrow pass complete short left to C.J. Uzomah for 8 yards (tackle by B.J. Goodson),3.840,4.650
1,8:42,1,10,CLE 14,0,0,Joe Burrow pass incomplete short middle intended for A.J. Green,4.650,4.000
1,8:38,2,10,CLE 14,0,0,Joe Mixon left guard for 5 yards (tackle by Sione Takitaki),4.000,4.050
1,7:58,3,5,CLE 9,0,0,Joe Burrow sacked by Adrian Clayborn for -11 yards,4.050,2.120
1,7:17,4,16,CLE 20,3,0,Randy Bullock 38 yard field goal good,2.120,3.000
1,7:13,,,CIN 35,3,0,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,7:13,1,10,CLE 25,3,0,Baker Mayfield pass complete short left to Jarvis Landry for 9 yards (tackle by William Jackson),0.610,1.280
1,6:41,2,1,CLE 34,3,0,Baker Mayfield pass complete deep right to KhaDarel Hodge for 26 yards (tackle by Mackensie Alexander),1.280,2.920
1,6:06,1,10,CIN 40,3,0,Nick Chubb left guard for 1 yard (tackle by Mackensie Alexander),2.920,2.510
1,5:22,2,9,CIN 39,3,0,Baker Mayfield pass complete short left to Austin Hooper for 11 yards (tackle by William Jackson),2.510,3.710
1,4:52,1,10,CIN 28,3,0,"Nick Chubb right tackle for 3 yards (tackle by Sam Hubbard and Vonn Bell). Penalty on Wyatt Teller: Illegal Blindside Block, 15 yards",3.710,2.920
1,4:23,1,22,CIN 40,3,0,Nick Chubb right guard for 6 yards (tackle by D.J. Reader),2.920,2.360
1,3:42,2,16,CIN 34,3,0,Baker Mayfield pass complete short right to Nick Chubb for 9 yards (tackle by Germaine Pratt),2.360,2.870
1,3:06,3,7,CIN 25,3,0,Baker Mayfield left end for 8 yards (tackle by Carlos Dunlap),2.870,4.440
1,2:32,1,10,CIN 17,3,0,Nick Chubb right guard for 6 yards (tackle by Vonn Bell and Jessie Bates),4.440,4.890
1,1:55,2,4,CIN 11,3,6,"Nick Chubb right guard for 11 yards, touchdown",4.890,7.000
1,1:48,,,CIN 15,3,7,Cody Parkey kicks extra point good,0.000,0.000
1,1:48,,,CLE 35,3,7,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
1,1:48,1,10,CIN 25,3,7,Joe Burrow pass complete short right to A.J. Green for 8 yards (tackle by Denzel Ward),0.610,1.140
1,1:12,2,2,CIN 33,3,7,Joe Mixon up the middle for 5 yards (tackle by Myles Garrett),1.140,1.470
1,0:33,1,10,CIN 38,3,7,Joe Burrow sacked by Sheldon Richardson for -9 yards,1.470,-0.290
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,19,CIN 29,3,7,Joe Burrow pass complete short right to Joe Mixon for 13 yards (tackle by Andrew Sendejo),-0.290,0.760
2,14:22,3,6,CIN 42,3,7,"Joe Burrow aborted snap, recovered by Joe Burrow at CIN-20 and returned for -22 yards",0.760,-2.030
2,13:38,4,28,CIN 20,3,7,"Kevin Huber punts 50 yards, returned by Jojo Natson for 13 yards (tackle by Jordan Evans and Cethan Carter)",-2.030,-1.800
2,13:28,1,10,CLE 43,3,7,Nick Chubb up the middle for 1 yard (tackle by Jessie Bates),1.800,1.390
2,12:45,2,9,CLE 44,3,7,Nick Chubb right tackle for 13 yards (tackle by Vonn Bell),1.390,2.720
2,12:02,1,10,CIN 43,3,13,"Baker Mayfield pass complete deep left to Odell Beckham for 43 yards, touchdown",2.720,7.000
2,11:54,,,CIN 15,3,14,Cody Parkey kicks extra point good,0.000,0.000
2,11:54,,,CLE 35,3,14,"Cody Parkey kicks off 67 yards, returned by Brandon Wilson for 45 yards (tackle by Ronnie Harrison)",0.000,1.800
2,11:46,1,10,CIN 43,3,14,Joe Burrow pass complete short left to Joe Mixon for 4 yards (tackle by B.J. Goodson),1.800,1.790
2,11:09,2,6,CIN 47,3,14,Joe Burrow pass complete short left to Joe Mixon for 5 yards (tackle by Sione Takitaki and Larry Ogunjobi),1.790,1.750
2,10:27,3,1,CLE 48,3,14,Joe Burrow pass complete short left to Drew Sample for 7 yards (tackle by Malcolm Smith),1.750,2.850
2,9:48,1,10,CLE 41,3,14,Joe Burrow pass incomplete deep left intended for John Ross (defended by Terrance Mitchell),2.850,2.310
2,9:43,2,10,CLE 41,3,14,Joe Burrow pass complete short middle to Joe Mixon for 18 yards (tackle by Ronnie Harrison),2.310,4.040
2,9:06,1,10,CLE 23,9,14,"Joe Burrow pass complete deep left to C.J. Uzomah for 23 yards, touchdown",4.040,7.000
2,9:00,,,CLE 15,10,14,Randy Bullock kicks extra point good,0.000,0.000
2,9:00,,,CIN 35,10,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,9:00,1,10,CLE 25,10,14,"Baker Mayfield pass incomplete short right. Penalty on Baker Mayfield: Intentional Grounding, 14 yards",0.610,-1.800
2,8:55,2,24,CLE 11,10,14,Baker Mayfield pass complete short left to Odell Beckham for 7 yards (tackle by Mackensie Alexander and Carl Lawson),-1.800,-1.720
2,8:13,3,17,CLE 18,10,14,Baker Mayfield pass complete deep middle to Jarvis Landry for 16 yards (tackle by Mackensie Alexander and Vonn Bell),-1.720,-1.110
2,7:29,4,1,CLE 34,10,14,"Jamie Gillan punts 43 yards, fair catch by Alex Erickson at CIN-23. Penalty on Akeem Davis-Gaither: Illegal Block Above the Waist, 10 yards",-1.110,0.320
2,7:21,1,10,CIN 13,10,14,Joe Mixon right guard for 5 yards (tackle by Malcolm Smith),-0.320,-0.140
2,6:44,2,5,CIN 18,10,14,"Joe Mixon up the middle for 2 yards (tackle by Karl Joseph). Penalty on Jonah Williams: Offensive Holding, 10 yards",-0.140,-1.000
2,6:28,2,13,CIN 10,10,14,Joe Burrow pass incomplete deep right intended for A.J. Green,-1.000,-1.770
2,6:24,3,13,CIN 10,10,14,Joe Burrow pass complete short right to Giovani Bernard for 5 yards (tackle by Sheldon Richardson),-1.770,-2.440
2,5:38,4,8,CIN 15,10,14,Kevin Huber punts 48 yards downed by Tony Brown,-2.440,-1.400
2,5:25,1,10,CLE 37,10,14,Nick Chubb left guard for -1 yards (tackle by D.J. Reader),1.400,0.720
2,4:44,2,11,CLE 36,10,14,Baker Mayfield pass complete short middle to Odell Beckham for 18 yards (tackle by Khalid Kareem). Penalty on Germaine Pratt: Defensive Holding (Declined),0.720,2.520
