Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
1,10:10,1,10,PIT 25,0,0,D'Onta Foreman right tackle for 6 yards (tackle by Terrell Edmunds and Cameron Heyward),,
1,9:31,2,4,PIT 19,0,0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 5 yards (tackle by Arthur Maulet),,
1,8:54,1,10,PIT 14,0,0,Dontrell Hilliard up the middle for 2 yards (tackle by Alex Highsmith and Henry Mondeaux),,
1,8:15,2,8,PIT 12,0,0,Ryan Tannehill pass incomplete short middle intended for Geoff Swaim (defended by Devin Bush),,
1,8:10,3,8,PIT 12,0,0,Ryan Tannehill pass complete short right to Jeremy McNichols for 11 yards (tackle by Minkah Fitzpatrick),,
1,7:47,1,1,PIT 1,6,0,"Ryan Tannehill right guard for 1 yard, touchdown",,
1,7:41,,,PIT 15,7,0,Randy Bullock kicks extra point good,,
1,7:41,,,TEN 35,7,0,"Randy Bullock kicks off 65 yards, touchback.",,
1,7:41,1,10,PIT 25,7,0,Najee Harris left guard for 1 yard (tackle by Naquan Jones and Bud Dupree),,
1,6:55,2,9,PIT 26,7,0,Ben Roethlisberger sacked by Naquan Jones for -5 yards,,
1,6:18,3,14,PIT 21,7,0,Ben Roethlisberger pass incomplete short middle intended for Najee Harris,,
1,6:14,4,14,PIT 21,7,0,Pressley Harvin punts 32 yards out of bounds,,
1,6:07,1,10,TEN 47,7,0,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 12 yards (tackle by Minkah Fitzpatrick),,
1,5:44,1,10,PIT 41,7,0,"Penalty on Cameron Heyward: Encroachment, 5 yards (accepted) (no play)",,
1,5:33,1,5,PIT 36,7,0,Dontrell Hilliard right tackle for 3 yards (tackle by Carlos Davis and Derrek Tuszka),,
1,5:11,2,2,PIT 33,7,0,Ryan Tannehill pass complete short right to MyCole Pruitt for 1 yard (tackle by Terrell Edmunds),,
1,4:40,3,1,PIT 32,7,0,D'Onta Foreman up the middle for 8 yards (tackle by Minkah Fitzpatrick),,
1,4:02,1,10,PIT 24,7,0,Ryan Tannehill pass incomplete short middle intended for D'Onta Foreman,,
1,3:58,2,10,PIT 24,7,0,Dontrell Hilliard left end for 9 yards (tackle by Ahkello Witherspoon),,
1,3:26,3,1,PIT 15,7,0,Ryan Tannehill right end for 2 yards (tackle by Minkah Fitzpatrick and Cameron Heyward),,
1,2:40,1,10,PIT 13,7,0,Ryan Tannehill pass incomplete short middle intended for Dontrell Hilliard,,
1,2:37,2,10,PIT 13,7,0,D'Onta Foreman right end for 1 yard (tackle by Isaiahh Loudermilk),,
1,1:55,3,9,PIT 12,7,0,Ryan Tannehill pass complete short left to Dontrell Hilliard for 4 yards (tackle by Marcus Allen),,
1,1:17,4,5,PIT 8,10,0,Randy Bullock 26 yard field goal good,,
1,1:13,,,TEN 35,10,0,"Randy Bullock kicks off 57 yards, returned by Ray-Ray McCloud for 20 yards (tackle by Racey McMath and Matthias Farley)",,
1,1:06,1,10,PIT 28,10,0,Diontae Johnson right end for 10 yards (tackle by Kevin Byard),,
1,0:22,1,10,PIT 38,10,0,Najee Harris up the middle for 3 yards (tackle by Kevin Strong),,
1,0:02,2,7,PIT 41,10,0,Ben Roethlisberger pass complete short right to Diontae Johnson for 6 yards (tackle by Rashaan Evans),,
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,PIT 47,10,0,"Penalty on Trai Turner: False Start, 5 yards (accepted) (no play)",,
2,15:00,3,6,PIT 42,10,0,Ben Roethlisberger pass complete short left to Najee Harris for 3 yards (tackle by Elijah Molden),,
2,14:25,4,3,PIT 45,10,0,"Pressley Harvin punts 40 yards, fair catch by Chester Rogers at TEN-15",,
2,14:18,1,10,TEN 15,10,0,D'Onta Foreman left end for 2 yards (tackle by Isaiahh Loudermilk and Taco Charlton),,
2,13:38,2,8,TEN 17,10,0,D'Onta Foreman left tackle for 3 yards (tackle by Chris Wormley and Taco Charlton),,
2,12:54,3,5,TEN 20,10,0,"Ryan Tannehill pass complete short right to Anthony Firkser for 8 yards. Anthony Firkser fumbles (forced by Arthur Maulet), recovered by Minkah Fitzpatrick at TEN-35 and returned for -1 yards (tackle by Julio Jones)",,
2,12:46,1,10,TEN 36,10,0,"Ben Roethlisberger pass complete short middle to Ray-Ray McCloud for -6 yards, lateral to Chase Claypool for no gain (tackle by Rashaan Evans)",,
2,12:17,1,10,TEN 24,10,0,"Penalty on Chukwuma Okorafor: False Start, 5 yards (accepted) (no play)",,
2,11:58,1,15,TEN 29,10,0,Najee Harris right tackle for no gain (tackle by Zach Cunningham),,
2,11:13,2,15,TEN 29,10,0,Ben Roethlisberger pass complete short right to Pat Freiermuth for 11 yards (tackle by Kevin Byard and Amani Hooker),,
2,10:44,3,4,TEN 18,10,0,Ben Roethlisberger pass incomplete deep right intended for Ray-Ray McCloud,,
2,10:39,4,4,TEN 18,10,3,Chris Boswell 36 yard field goal good,,
2,10:35,,,PIT 35,10,3,"Chris Boswell kicks off 64 yards, returned by Chester Rogers for 21 yards (tackle by Justin Layne)",,
2,10:30,1,10,TEN 22,10,3,Ryan Tannehill pass incomplete deep right intended for Nick Westbrook-Ikhine,,
2,10:24,2,10,TEN 22,10,3,D'Onta Foreman left tackle for 6 yards (tackle by Terrell Edmunds and Cameron Sutton),,
2,9:41,3,4,TEN 28,10,3,Ryan Tannehill pass complete short middle to Cody Hollister for 5 yards (tackle by Devin Bush),,
2,8:58,1,10,TEN 33,10,3,D'Onta Foreman right end for no gain (tackle by Chris Wormley and Henry Mondeaux),,
2,8:18,2,10,TEN 33,10,3,Ryan Tannehill pass complete short right to D'Onta Foreman for 18 yards (tackle by Joe Schobert),,
2,7:39,1,10,PIT 49,10,3,Jeremy McNichols left end for 3 yards (tackle by Alex Highsmith),,
2,6:57,2,7,PIT 46,10,3,Ryan Tannehill pass complete short middle to Jeremy McNichols for 7 yards (tackle by Miles Killebrew),,
2,6:21,1,10,PIT 39,10,3,Jeremy McNichols left guard for 9 yards (tackle by Minkah Fitzpatrick),,
2,5:34,2,1,PIT 30,10,3,Ryan Tannehill pass incomplete deep right intended for Nick Westbrook-Ikhine,,
2,5:27,3,1,PIT 30,10,3,D'Onta Foreman left tackle for 1 yard (tackle by Cameron Heyward),,
2,4:43,1,10,PIT 29,10,3,Ryan Tannehill pass complete short right to D'Onta Foreman for 9 yards (tackle by Devin Bush),,
2,4:03,2,1,PIT 20,10,3,D'Onta Foreman right guard for 2 yards (tackle by Ahkello Witherspoon and Joe Schobert),,
2,3:25,1,10,PIT 18,10,3,"Ryan Tannehill pass incomplete deep left intended for Geoff Swaim. Penalty on Taylor Lewan: Offensive Holding, 10 yards (accepted) (no play)",,
2,3:17,1,20,PIT 28,10,3,Dontrell Hilliard right tackle for no gain (tackle by T.J. Watt),,
2,2:39,2,20,PIT 28,10,3,Ryan Tannehill pass complete short left to Chester Rogers for 13 yards (tackle by Chris Wormley),,
2,2:00,3,7,PIT 15,10,3,Ryan Tannehill pass complete short middle to Anthony Firkser for 11 yards (tackle by Minkah Fitzpatrick and Devin Bush),,
2,1:19,1,4,PIT 4,10,3,Ryan Tannehill pass incomplete short middle intended for Julio Jones,,
2,1:14,2,4,PIT 4,10,3,"Penalty on Aaron Brewer: False Start, 5 yards (accepted) (no play)",,
2,1:14,2,9,PIT 9,10,3,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 5 yards (tackle by Minkah Fitzpatrick),,
2,0:33,3,4,PIT 4,10,3,Ryan Tannehill sacked by and Cameron Heyward for -10 yards and T.J. Watt for -10 yards,,
2,0:21,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,0:21,4,14,PIT 14,13,3,Randy Bullock 32 yard field goal good,,
2,0:18,,,TEN 35,13,3,"Randy Bullock kicks off 61 yards, returned by Ray-Ray McCloud for 18 yards (tackle by Dylan Cole)",,
2,0:12,1,10,PIT 22,13,3,Ben Roethlisberger pass complete short middle to Pat Freiermuth for 14 yards (tackle by Harold Landry),,
2,0:06,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:06,1,10,PIT 36,13,3,Ben Roethlisberger pass complete short middle to Pat Freiermuth for 7 yards (tackle by Harold Landry),,
2,0:05,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:05,,,,,,Timeout #1 by Tennessee Titans,,
2,0:05,2,3,PIT 43,13,3,Ben Roethlisberger pass complete deep right to James Washington for 19 yards,,
2,0:01,1,10,TEN 38,13,3,Chris Boswell 56 yard field goal no good,,
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,13,3,"Chris Boswell kicks off 65 yards, touchback.",,
3,15:00,1,10,TEN 25,13,3,D'Onta Foreman left tackle for 9 yards (tackle by Chris Wormley and Minkah Fitzpatrick),,
3,14:21,2,1,TEN 34,13,3,D'Onta Foreman left tackle for 12 yards (tackle by Joe Haden),,
3,13:41,1,10,TEN 46,13,3,D'Onta Foreman left end for 1 yard (tackle by Cameron Heyward),,
3,13:00,2,9,TEN 47,13,3,Ryan Tannehill pass complete short middle to Dontrell Hilliard for -4 yards (tackle by Terrell Edmunds),,
3,12:18,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,12:18,3,14,TEN 43,13,3,Jeremy McNichols up the middle for 6 yards (tackle by Minkah Fitzpatrick),,
3,11:37,4,7,TEN 49,13,3,"Brett Kern punts 39 yards, returned by Ray-Ray McCloud for 11 yards (tackle by Dylan Cole)",,
3,11:26,1,10,PIT 23,13,3,Ben Roethlisberger sacked by Bud Dupree for -9 yards,,
3,10:55,2,19,PIT 14,13,3,"Ben Roethlisberger pass deep right is intercepted by Kevin Byard at 50 and returned for no gain (tackle by Chase Claypool). Penalty on Naquan Jones: Defensive Offside, 5 yards (accepted) (no play)",,
3,10:47,2,14,PIT 19,13,3,Ben Roethlisberger pass incomplete short left intended for Chase Claypool,,
3,10:45,3,14,PIT 19,13,3,Ben Roethlisberger pass complete short left to Najee Harris for 5 yards (tackle by Kristian Fulton),,
3,10:21,4,9,PIT 24,13,3,"Pressley Harvin punts 49 yards, returned by Chester Rogers for 46 yards. Chester Rogers fumbles (forced by James Pierre) (tackle by James Pierre), recovered by Chester Rogers at TEN-23 and returned for 53 yards",,
3,10:10,1,10,TEN 20,13,3,Dontrell Hilliard left end for 3 yards (tackle by Robert Spillane),,
3,9:33,2,7,TEN 23,13,3,Dontrell Hilliard left end for 10 yards (tackle by Minkah Fitzpatrick),,
3,8:55,1,10,TEN 33,13,3,Ryan Tannehill pass incomplete deep left intended for Cody Hollister,,
3,8:45,2,10,TEN 33,13,3,Ryan Tannehill pass complete short right to Chester Rogers for -3 yards (tackle by Terrell Edmunds),,
3,8:02,3,13,TEN 30,13,3,Ryan Tannehill sacked by T.J. Watt for -10 yards,,
3,7:23,4,23,TEN 20,13,3,"Brett Kern punts 54 yards, returned by Ray-Ray McCloud for 11 yards (tackle by Nick Dzubnar)",,
3,7:07,1,10,PIT 37,13,3,"Ben Roethlisberger pass incomplete intended for Diontae Johnson. Penalty on Buster Skrine: Defensive Pass Interference, 15 yards (offset) . Penalty on Trai Turner: Offensive Holding, 10 yards (offset) (no play)",,
3,7:01,1,10,PIT 37,13,3,Chase Claypool left end for 7 yards (tackle by Amani Hooker),,
3,6:34,2,3,PIT 44,13,3,Najee Harris up the middle for 2 yards (tackle by Jeffery Simmons and Zach Cunningham),,
3,5:55,3,1,PIT 46,13,3,"Ben Roethlisberger pass complete short left to Pat Freiermuth for 5 yards (tackle by Zach Cunningham). Penalty on Kristian Fulton: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,5:42,1,10,TEN 34,13,3,Ben Roethlisberger pass complete short left to Zach Gentry for 17 yards (tackle by Zach Cunningham),,
3,5:07,1,10,TEN 17,13,3,Najee Harris right end for 7 yards (tackle by Kevin Byard),,
3,4:27,2,3,TEN 10,13,3,"Ben Roethlisberger pass incomplete short left intended for Chase Claypool. Penalty on Kristian Fulton: Defensive Pass Interference, 9 yards (accepted) (no play)",,
3,4:26,,,,,,Timeout #1 by Tennessee Titans,,
3,4:26,1,1,TEN 1,13,3,Najee Harris left tackle for no gain (tackle by Kevin Strong and Rashaan Evans),,
3,3:46,2,1,TEN 1,13,3,Ben Roethlisberger up the middle for no gain (tackle by Kyle Peko),,
3,3:15,3,1,TEN 1,13,9,"Ben Roethlisberger up the middle for 1 yard, touchdown",,
3,3:08,,,TEN 15,13,10,Chris Boswell kicks extra point good,,
3,3:08,,,PIT 35,13,10,"Chris Boswell kicks off 59 yards, returned by Chester Rogers for 19 yards (tackle by Benny Snell and Robert Spillane)",,
3,3:04,1,10,TEN 25,13,10,D'Onta Foreman left tackle for 7 yards (tackle by Terrell Edmunds),,
3,2:27,2,3,TEN 32,13,10,D'Onta Foreman left guard for 2 yards (tackle by Alex Highsmith and Joe Schobert),,
3,1:34,3,1,TEN 34,13,10,"D'Onta Foreman for 4 yards (tackle by T.J. Watt) Replay Assistant challenged the fumble ruling, and the original play was overturned. D'Onta Foreman right guard for 4 yards (tackle by T.J. Watt)",,
3,1:27,1,10,TEN 38,13,10,Jeremy McNichols left tackle for 4 yards (tackle by Arthur Maulet),,
3,1:05,2,6,TEN 42,13,10,Ryan Tannehill pass incomplete deep right intended for Nick Westbrook-Ikhine,,
3,0:57,3,6,TEN 42,13,10,"Ryan Tannehill pass complete short middle to Racey McMath for -1 yards. Racey McMath fumbles (forced by Cameron Sutton), recovered by Joe Haden at TEN-41 (tackle by Racey McMath) Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,0:50,1,10,TEN 41,13,10,Najee Harris left end for 2 yards (tackle by Nick Dzubnar and Rashaan Evans),,
3,0:19,2,8,TEN 39,13,10,Ben Roethlisberger pass complete short right to James Washington for 12 yards (tackle by Kevin Byard and Buster Skrine),,
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 27,13,10,Ben Roethlisberger pass incomplete short right intended for Najee Harris,,
4,14:57,2,10,TEN 27,13,10,"Ben Roethlisberger pass complete short left to James Washington for no gain. James Washington fumbles (tackle by Amani Hooker). Penalty on Jeffery Simmons: Roughing the Passer, 14 yards (accepted) (no play)",,
4,14:47,1,10,TEN 13,13,10,Najee Harris up the middle for 3 yards (tackle by Elijah Molden),,
4,14:05,2,7,TEN 10,13,10,"Penalty on Diontae Johnson: False Start, 5 yards (accepted) (no play)",,
4,14:05,2,12,TEN 15,13,10,Ben Roethlisberger pass complete short left to James Washington for 5 yards (tackle by Kristian Fulton),,
4,13:32,3,7,TEN 10,13,10,Ben Roethlisberger pass incomplete short middle intended for James Washington (defended by Buster Skrine),,
4,13:27,4,7,TEN 10,13,13,Chris Boswell 28 yard field goal good,,
4,13:24,,,PIT 35,13,13,"Chris Boswell kicks off 65 yards, touchback.",,
4,13:24,1,10,TEN 25,13,13,Dontrell Hilliard left end for 15 yards (tackle by Minkah Fitzpatrick),,
4,12:51,1,10,TEN 40,13,13,"Ryan Tannehill pass incomplete short right intended for Geoff Swaim. Penalty on Nate Davis: Offensive Holding, 10 yards (accepted) (no play)",,
4,12:51,1,20,TEN 30,13,13,Dontrell Hilliard right tackle for 4 yards (tackle by Joe Schobert and Devin Bush),,
4,12:06,2,16,TEN 34,13,13,Ryan Tannehill pass complete short right to Geoff Swaim for 5 yards (tackle by Terrell Edmunds),,
4,11:30,3,11,TEN 39,13,13,Ryan Tannehill pass complete short middle to Chester Rogers for 12 yards (tackle by Terrell Edmunds),,
4,10:50,1,10,PIT 49,13,13,D'Onta Foreman left tackle for 5 yards (tackle by Isaiahh Loudermilk),,
4,10:11,2,5,PIT 44,13,13,D'Onta Foreman left tackle for 2 yards (tackle by Isaiahh Loudermilk and Derrek Tuszka),,
4,9:27,3,3,PIT 42,13,13,Ryan Tannehill pass short left (defended by Taco Charlton) intended for Dontrell Hilliard is intercepted by Joe Schobert at PIT-46 and returned for 23 yards (tackle by Dontrell Hilliard and Ryan Tannehill),,
4,9:16,1,10,TEN 31,13,13,Ben Roethlisberger pass complete short right to Diontae Johnson for 8 yards (tackle by Buster Skrine and Zach Cunningham),,
4,8:50,2,3,TEN 23,13,13,Najee Harris up the middle for -3 yards (tackle by Naquan Jones),,
4,8:11,3,5,TEN 26,13,13,Ben Roethlisberger sacked by Denico Autry for -1 yards,,
4,7:26,4,6,TEN 27,13,16,Chris Boswell 46 yard field goal good,,
4,7:20,,,PIT 35,13,16,"Chris Boswell kicks off 65 yards, touchback.",,
4,7:20,1,10,TEN 25,13,16,Ryan Tannehill left end for 11 yards (tackle by Devin Bush),,
4,6:42,1,10,TEN 36,13,16,"Ryan Tannehill aborted snap, recovered by T.J. Watt at TEN-36 and returned for 1 yard",,
4,6:36,1,10,TEN 35,13,16,Najee Harris up the middle for 6 yards (tackle by Zach Cunningham and Naquan Jones),,
4,5:56,2,4,TEN 29,13,16,Najee Harris right tackle for -5 yards (tackle by Elijah Molden),,
4,5:11,3,9,TEN 34,13,16,Ben Roethlisberger pass complete short right to Diontae Johnson for 4 yards (tackle by Kristian Fulton),,
4,4:35,4,5,TEN 30,13,19,Chris Boswell 48 yard field goal good,,
4,4:29,,,PIT 35,13,19,"Chris Boswell kicks off 65 yards, touchback.",,
4,4:29,1,10,TEN 25,13,19,D'Onta Foreman left guard for 20 yards (tackle by Minkah Fitzpatrick),,
4,4:05,1,10,TEN 45,13,19,D'Onta Foreman right tackle for 6 yards (tackle by Joe Schobert and Terrell Edmunds),,
4,3:41,2,4,PIT 49,13,19,D'Onta Foreman left guard for 7 yards (tackle by T.J. Watt),,
4,3:16,1,10,PIT 42,13,19,Jeremy McNichols up the middle for 3 yards (tackle by Alex Highsmith),,
4,2:51,2,7,PIT 39,13,19,Jeremy McNichols right end for 1 yard (tackle by Arthur Maulet),,
4,2:27,3,6,PIT 38,13,19,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 5 yards (tackle by Joe Schobert),,
4,2:12,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,2:12,4,1,PIT 33,13,19,D'Onta Foreman right tackle for 1 yard (tackle by Minkah Fitzpatrick and Robert Spillane),,
4,2:00,1,10,PIT 32,13,19,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 9 yards (tackle by Cameron Sutton),,
4,1:38,2,1,PIT 23,13,19,Ryan Tannehill scrambles up the middle for 4 yards (tackle by Joe Schobert and Robert Spillane),,
4,1:10,1,10,PIT 19,13,19,D'Onta Foreman right tackle for 3 yards (tackle by Terrell Edmunds),,
4,0:53,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,0:53,2,7,PIT 16,13,19,"Ryan Tannehill sacked by Derrek Tuszka for -8 yards. Ryan Tannehill fumbles (forced by Derrek Tuszka), recovered by Aaron Brewer at PIT-24 (tackle by Derrek Tuszka). Penalty on David Quessenberry: Offensive Holding, 10 yards (declined)",,
4,0:53,3,15,PIT 24,13,19,Ryan Tannehill pass complete short left to Chester Rogers for 8 yards (tackle by Tre Norwood),,
4,0:27,,,,,,Timeout #2 by Tennessee Titans,,
4,0:27,4,6,PIT 16,13,19,"Ryan Tannehill pass complete to Nick Westbrook-Ikhine for no gain (tackle by Joe Haden) Replay Assistant challenged the first down ruling, and the original play was overturned. Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 6 yards (tackle by Joe Haden)",,
4,0:27,1,10,PIT 10,13,19,Ben Roethlisberger kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
