0,1
Game Info,Game Info
Won Toss,Titans (deferred)
Roof,outdoors
Surface,grass
Duration,3:09
Attendance,59521
Weather,"32 degrees, relative humidity 74%, wind 11 mph"
Vegas Line,Pittsburgh Steelers -1.0
Over/Under,44.0 (under)
