Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,ARI 47,3,10,Josh McCown pass complete to J.J. Arrington for 8 yards (tackle by Keith Davis),1.450,1.820
2,14:33,3,3,DAL 45,3,10,Josh McCown pass complete to Anquan Boldin for 9 yards (tackle by Anthony Henry),1.820,3.180
2,13:58,1,10,DAL 36,3,10,Marcel Shipp left tackle for -3 yards (tackle by Chris Canty),3.180,2.230
2,13:20,2,13,DAL 39,3,10,"Penalty on Leonard Davis: False Start, 5 yards (no play)",2.230,1.560
2,13:01,2,18,DAL 44,9,10,"Josh McCown pass complete to Anquan Boldin for 44 yards, touchdown",1.560,7.000
2,,,,DAL 2,10,10,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,10,10,"Neil Rackers kicks off 75 yards, returned by Tyson Thompson for 32 yards (tackle by Obafemi Ayanbadejo)",0.000,0.740
2,12:47,1,10,DAL 27,10,10,Drew Bledsoe sacked by Adrian Wilson for -7 yards,0.740,-0.750
2,12:18,2,17,DAL 20,10,10,Marion Barber right end for -2 yards (tackle by Karlos Dansby),-0.750,-1.880
2,11:39,3,19,DAL 18,10,10,"Drew Bledsoe pass complete to Marion Barber for 12 yards (tackle by Karlos Dansby). Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",-1.880,-1.020
2,11:11,3,14,DAL 23,10,10,Marion Barber left tackle for 7 yards (tackle by James Darling). Penalty on Rob Petitti: Offensive Holding (Declined),-1.020,-1.370
2,10:52,4,7,DAL 30,10,10,"Mat McBriar punts 55 yards, returned by Reggie Swinton for 18 yards (tackle by Terrance Copper)",-1.370,-1.140
2,10:35,1,10,ARI 33,10,10,J.J. Arrington right end for 2 yards (tackle by Marcus Spears),1.140,0.860
2,9:56,2,8,ARI 35,10,10,Josh McCown pass incomplete intended for Larry Fitzgerald,0.860,0.170
2,9:50,3,8,ARI 35,10,10,Josh McCown pass incomplete intended for Larry Fitzgerald,0.170,-1.040
2,9:47,4,8,ARI 35,10,10,Scott Player punts 40 yards,-1.040,-0.610
2,9:39,1,10,DAL 25,10,10,Drew Bledsoe pass complete to Keyshawn Johnson for 7 yards (tackle by Orlando Huff),0.610,1.010
2,9:13,2,3,DAL 32,10,10,Marion Barber left tackle for 2 yards (tackle by Adrian Wilson),1.010,0.560
2,8:26,3,1,DAL 34,10,10,Drew Bledsoe pass complete to Marion Barber for 4 yards (tackle by Adrian Wilson),0.560,1.470
2,7:42,1,10,DAL 38,10,10,Drew Bledsoe pass complete to Peerless Price for 5 yards,1.470,1.600
2,7:12,2,5,DAL 43,10,10,Drew Bledsoe pass complete to Keyshawn Johnson for 9 yards (tackle by Robert Tate),1.600,2.390
2,6:42,1,10,ARI 48,10,10,Marion Barber left tackle for no gain (tackle by Chike Okeafor),2.390,1.850
2,6:03,2,10,ARI 48,10,10,Drew Bledsoe pass complete to Marion Barber for 11 yards (tackle by Robert Griffith),1.850,3.120
2,5:20,1,10,ARI 37,10,10,Marion Barber left tackle for no gain (tackle by David Macklin),3.120,2.570
2,4:36,2,10,ARI 37,10,10,Drew Bledsoe pass complete to Terry Glenn for 32 yards (tackle by Robert Griffith),2.570,6.060
2,3:49,1,5,ARI 5,10,10,Marion Barber up the middle for no gain (tackle by Chike Okeafor),6.060,5.150
2,3:15,2,5,ARI 5,10,16,"Drew Bledsoe pass complete to Keyshawn Johnson for 5 yards, touchdown",5.150,7.000
2,,,,ARI 2,10,17,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,DAL 30,10,17,"Shaun Suisham kicks off 56 yards, returned by Reggie Swinton for 15 yards (tackle by Keith Davis)",0.000,0.870
2,3:06,1,10,ARI 29,10,17,Anquan Boldin right end for no gain (tackle by Roy Williams),0.870,0.330
2,2:24,2,10,ARI 29,10,17,Josh McCown pass incomplete intended for Marcel Shipp,0.330,-0.360
2,2:19,,,,10,17,Timeout #1 by Arizona Cardinals,0.000,-0.360
2,2:19,3,10,ARI 29,10,17,Josh McCown pass incomplete intended for Anquan Boldin,-0.360,-1.440
2,2:13,4,10,ARI 29,10,17,"Scott Player punts 41 yards, returned by Peerless Price for 11 yards (tackle by Adrian Wilson)",-1.440,-1.660
2,2:03,1,10,DAL 41,10,17,Drew Bledsoe pass complete to Terry Glenn for 13 yards,1.660,2.520
2,1:58,1,10,ARI 46,10,17,"Drew Bledsoe pass incomplete intended for Terry Glenn. Penalty on Adrian Wilson: Defensive Pass Interfere, 6 yards (no play)",2.520,2.920
2,1:54,1,10,ARI 40,10,17,Marion Barber right tackle for 11 yards (tackle by Robert Tate),2.920,3.640
2,1:23,1,10,ARI 29,10,17,Drew Bledsoe pass incomplete intended for Peerless Price,3.640,3.100
2,1:14,2,10,ARI 29,10,17,"Marion Barber up the middle for 9 yards (tackle by Robert Tate). Penalty on James Darling: Face Mask (15 Yards), 10 yards",3.100,4.910
2,1:11,1,10,ARI 10,10,17,Drew Bledsoe pass incomplete,4.910,4.190
2,1:06,2,10,ARI 10,10,23,"Marion Barber up the middle for 10 yards, touchdown",4.190,7.000
2,,,,ARI 2,10,24,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,DAL 30,10,24,"Shaun Suisham kicks off 58 yards, returned by Reggie Swinton for 21 yards (tackle by Nate Jones)",0.000,1.140
2,0:54,1,10,ARI 33,10,24,Josh McCown pass complete to Bryant Johnson for 5 yards (tackle by Anthony Henry),1.140,1.270
2,0:29,2,5,ARI 38,10,24,Josh McCown pass incomplete,1.270,0.560
2,0:23,3,5,ARI 38,10,24,Josh McCown pass complete to Larry Fitzgerald for 8 yards (tackle by Bradie James),0.560,1.990
2,0:18,,,,10,24,Timeout #2 by Arizona Cardinals,0.000,1.990
2,0:18,1,10,ARI 46,10,24,Josh McCown pass incomplete intended for Anquan Boldin (defended by Terence Newman),1.990,1.450
2,0:13,2,10,ARI 46,10,24,Josh McCown pass incomplete intended for Bryant Johnson,1.450,0.760
2,0:07,3,10,ARI 46,10,24,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Roy Williams),0.760,-0.320
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,10,24,"Neil Rackers kicks off 58 yards, returned by Tyson Thompson for 18 yards (tackle by Quentin Harris)",0.000,0.940
3,14:55,1,10,DAL 30,10,24,Drew Bledsoe pass complete to Jason Witten for 4 yards (tackle by David Macklin),0.940,0.930
3,14:23,2,6,DAL 34,10,24,"Drew Bledsoe pass complete to Keyshawn Johnson for 6 yards (tackle by Lamont Reid). Penalty on Keyshawn Johnson: Offensive Pass Interfere (Offsetting), Penalty on Robert Griffith: Face Mask (15 Yards) (Offsetting) (no play)",0.930,0.930
3,14:02,2,6,DAL 34,10,24,Marion Barber right tackle for 5 yards (tackle by Langston Moore and Chike Okeafor),0.930,0.890
3,13:19,3,1,DAL 39,10,24,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Bertrand Berry at DAL-38",0.890,-3.050
3,13:15,1,10,DAL 38,10,24,Marcel Shipp left end for 6 yards (tackle by Anthony Henry),3.050,3.320
3,12:38,2,4,DAL 32,10,24,Marcel Shipp right tackle for 3 yards (tackle by Marcus Spears),3.320,3.010
3,11:56,3,1,DAL 29,10,24,Josh McCown right end for no gain (tackle by Alshermond Singleton),3.010,1.620
3,11:18,4,1,DAL 29,13,24,Neil Rackers 47 yard field goal good,1.620,3.000
3,,,,ARI 30,13,24,"Neil Rackers kicks off 74 yards, returned by Tyson Thompson for 33 yards (tackle by Jarrod Baxter)",0.000,0.870
3,11:06,1,10,DAL 29,13,24,Marion Barber left tackle for 5 yards (tackle by Chike Okeafor),0.870,1.000
3,10:33,2,5,DAL 34,13,24,Drew Bledsoe sacked by Bertrand Berry for -5 yards,1.000,-0.360
3,9:59,3,10,DAL 29,13,24,Drew Bledsoe pass complete to Jason Witten for 22 yards (tackle by Robert Tate). Penalty on Robert Tate: Defensive Holding (Declined),-0.360,2.320
3,9:36,1,10,ARI 49,13,24,Marion Barber left tackle for 4 yards (tackle by David Macklin and James Darling),2.320,2.320
3,8:54,2,6,ARI 45,13,24,Marion Barber right guard for 5 yards (tackle by Bertrand Berry),2.320,2.280
3,8:11,3,1,ARI 40,13,24,"Marion Barber right guard for no gain (tackle by Karlos Dansby). Penalty on Langston Moore: Defensive Offside, 5 yards (no play)",2.280,3.250
3,7:47,1,10,ARI 35,13,24,Tyson Thompson up the middle for 8 yards (tackle by Orlando Huff),3.250,3.780
3,7:09,2,2,ARI 27,13,24,Tyson Thompson right end for 7 yards (tackle by Bertrand Berry),3.780,4.240
3,6:30,1,10,ARI 20,13,24,"Drew Bledsoe sacked by Langston Moore for -4 yards. Drew Bledsoe fumbles (forced by Langston Moore), recovered by Torrin Tucker at ARI-26",4.240,2.880
3,5:34,2,16,ARI 26,13,24,Drew Bledsoe pass complete to Brett Pierce for 5 yards (tackle by Karlos Dansby),2.880,2.870
3,4:56,3,11,ARI 21,13,24,Drew Bledsoe pass complete to Keyshawn Johnson for 12 yards (tackle by James Darling). Penalty on Bertrand Berry: Defensive Offside (Declined),2.870,5.140
3,4:36,1,9,ARI 9,13,24,Marion Barber right tackle for no gain (tackle by Adrian Wilson),5.140,4.380
3,3:55,2,9,ARI 9,13,24,Marion Barber right tackle for 6 yards (tackle by Quentin Harris),4.380,4.720
3,3:11,,,,13,24,Timeout #1 by Arizona Cardinals,0.000,4.720
3,3:11,3,3,ARI 3,13,24,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,4.720,3.040
3,3:07,4,3,ARI 3,13,27,Shaun Suisham 21 yard field goal good,3.040,3.000
3,,,,DAL 30,13,27,"Shaun Suisham kicks off 56 yards, returned by Reggie Swinton for 13 yards (tackle by Willie Pile)",0.000,0.740
3,2:57,1,10,ARI 27,13,27,Josh McCown left end for 6 yards,0.740,1.010
3,2:19,2,4,ARI 33,13,27,J.J. Arrington left end for no gain (tackle by Bradie James),1.010,0.300
3,1:42,3,4,ARI 33,13,27,Josh McCown pass complete to Anquan Boldin for 16 yards (tackle by Roy Williams),0.300,2.190
3,1:03,1,10,ARI 49,13,27,Josh McCown right end for 9 yards (tackle by Bradie James and Keith Davis),2.190,2.860
3,0:33,2,1,DAL 42,13,27,Larry Fitzgerald for 5 yards,2.860,3.120
3,0:09,1,10,DAL 37,13,27,Josh McCown pass incomplete intended for Larry Fitzgerald,3.120,2.570
3,0:01,2,10,DAL 37,13,27,Josh McCown pass incomplete intended for Larry Fitzgerald,2.570,1.880
Quarter,Time,Down,ToGo,Location,ARI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,DAL 37,13,27,Josh McCown sacked by Scott Fujita for -11 yards,1.880,0.070
4,14:32,4,21,DAL 48,13,27,Scott Player punts 37 yards,0.070,0.370
4,14:23,1,10,DAL 11,13,27,Marion Barber right end for -2 yards (tackle by Ross Kolodziej),-0.370,-0.930
4,13:43,2,12,DAL 9,13,27,Drew Bledsoe pass complete to Jason Witten for no gain,-0.930,-1.650
4,12:58,3,12,DAL 9,13,27,Drew Bledsoe pass complete to Keyshawn Johnson for 9 yards (tackle by David Macklin),-1.650,-2.240
4,12:22,4,3,DAL 18,13,27,"Mat McBriar punts 53 yards, returned by Reggie Swinton for 9 yards (tackle by Keith Davis)",-2.240,-1.470
4,12:09,1,10,ARI 38,13,33,"Josh McCown pass incomplete intended for Anquan Boldin is intercepted by Anthony Henry at DAL-42 and returned for 58 yards, touchdown",1.470,-7.000
4,,,,ARI 2,13,34,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,DAL 30,13,34,"Shaun Suisham kicks off 65 yards, returned by Reggie Swinton for 28 yards (tackle by Ryan Fowler)",0.000,1.140
4,11:47,1,10,ARI 33,13,34,Josh McCown pass incomplete intended for Anquan Boldin,1.140,0.590
4,11:41,2,10,ARI 33,13,34,Marcel Shipp up the middle for 9 yards (tackle by DeMarcus Ware),0.590,1.090
4,11:02,3,1,ARI 42,13,34,Marcel Shipp right end for 4 yards (tackle by Terence Newman),1.090,1.990
4,10:27,1,10,ARI 46,13,34,Marcel Shipp left end for -1 yards (tackle by Bradie James),1.990,1.320
4,9:52,2,11,ARI 45,13,34,Josh McCown pass complete to Marcel Shipp for 5 yards (tackle by Scott Shanle),1.320,1.290
4,9:09,3,6,DAL 50,13,34,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Aaron Glenn),1.290,-0.060
4,9:02,4,6,DAL 50,13,34,"Scott Player punts 37 yards, fair catch by Peerless Price. Penalty on Obafemi Ayanbadejo: Offensive Holding, 10 yards (no play)",-0.060,-0.720
4,8:43,4,16,ARI 40,13,34,"Scott Player punts 48 yards, returned by Peerless Price for 11 yards (tackle by Lance Mitchell)",-0.720,-0.480
4,8:42,1,10,DAL 23,13,34,Marion Barber right tackle for 2 yards (tackle by Darnell Dockett),0.480,0.200
4,7:59,2,8,DAL 25,13,34,Marion Barber right tackle for -2 yards (tackle by Karlos Dansby),0.200,-0.760
4,7:07,3,10,DAL 23,13,34,Marion Barber right end for 3 yards (tackle by Robert Tate),-0.760,-1.630
4,6:34,4,7,DAL 26,13,34,"Mat McBriar punts 52 yards, returned by Reggie Swinton for 23 yards (tackle by Brett Pierce). Reggie Swinton fumbles, recovered by Reggie Swinton at ARI-48",-1.630,-2.520
4,6:19,1,10,DAL 46,13,34,Marcel Shipp up the middle for 3 yards (tackle by La'Roi Glover and Marcus Spears),2.520,2.380
4,5:51,2,7,DAL 43,13,34,Josh McCown pass complete to Marcel Shipp for 4 yards (tackle by Anthony Henry),2.380,2.210
4,5:23,3,3,DAL 39,13,34,Josh McCown pass complete to Obafemi Ayanbadejo for 2 yards (tackle by Dat Nguyen),2.210,0.790
4,4:46,4,1,DAL 37,13,34,Josh McCown up the middle for 1 yard (tackle by La'Roi Glover),0.790,3.180
4,4:35,1,10,DAL 36,13,34,Josh McCown pass complete to Marcel Shipp for 5 yards (tackle by Terence Newman and Scott Shanle),3.180,3.310
4,4:03,2,5,DAL 31,13,34,"Penalty on Leonard Davis: False Start, 5 yards (no play)",3.310,2.640
4,4:01,2,10,DAL 36,13,34,Josh McCown sacked by Greg Ellis for -7 yards,2.640,1.020
4,3:27,3,17,DAL 43,13,34,Josh McCown pass complete to Marcel Shipp for 11 yards (tackle by Scott Shanle),1.020,1.250
4,2:53,4,6,DAL 32,13,34,Josh McCown pass incomplete intended for Bryant Johnson is intercepted by Aaron Glenn at DAL-24. Penalty on Fred Wakefield: Offensive Holding (Declined),1.250,-0.540
4,2:41,1,10,DAL 24,13,34,Marion Barber up the middle for 3 yards (tackle by Langston Moore),0.540,0.400
4,2:00,2,7,DAL 27,13,34,Marion Barber up the middle for 3 yards (tackle by Adrian Wilson),0.400,0.100
4,1:43,,,,13,34,Timeout #2 by Arizona Cardinals,0.000,0.100
4,1:43,3,4,DAL 30,13,34,Marion Barber left tackle for 6 yards (tackle by David Macklin),0.100,1.330
4,0:58,1,10,DAL 36,13,34,Tyson Thompson right tackle for 2 yards (tackle by Langston Moore),1.330,1.060
4,0:17,2,8,DAL 38,13,34,Tyson Thompson up the middle for 2 yards (tackle by Langston Moore),1.060,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
