Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
2,1:19,1,10,NWE 29,0,7,Tom Brady pass incomplete intended for Bethel Johnson (defended by Sam Madison),0.870,0.330
2,1:11,2,10,NWE 29,0,7,Heath Evans up the middle for 3 yards (tackle by Kevin Carter),0.330,0.040
2,0:30,3,7,NWE 32,0,7,Tom Brady pass complete to Troy Brown for 15 yards (tackle by Travares Tillman),0.040,2.060
2,0:23,1,10,NWE 47,0,7,Tom Brady pass complete to Christian Fauria for 18 yards (tackle by Yeremiah Bell),2.060,3.250
2,0:18,,,,0,7,Timeout #2 by New England Patriots,0.000,3.250
2,0:18,1,10,MIA 35,0,7,"Penalty on Jason Taylor: Defensive Offside, 5 yards (no play)",3.250,3.980
2,0:18,1,5,MIA 30,0,7,Tom Brady pass incomplete intended for Troy Brown,3.980,3.380
2,0:11,2,5,MIA 30,0,7,Tom Brady pass complete to Deion Branch for 13 yards (tackle by Travis Daniels),3.380,4.440
2,0:07,,,,0,7,Timeout #3 by New England Patriots,0.000,0.000
2,0:07,,,,0,7,Timeout #2 by Miami Dolphins,0.000,4.440
2,0:07,1,10,MIA 17,3,7,Adam Vinatieri 35 yard field goal good,4.440,3.000
2,,,,NWE 30,3,7,"Adam Vinatieri kicks off 55 yards, returned by Wes Welker for 46 yards (tackle by Monty Beisel)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,3,7,"Adam Vinatieri kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,3,7,Ronnie Brown right tackle for 4 yards (tackle by Ty Warren),0.280,0.270
3,14:28,2,6,MIA 24,3,7,Gus Frerotte pass incomplete intended for Marty Booker (defended by Ellis Hobbs),0.270,-0.430
3,14:21,3,6,MIA 24,3,7,Gus Frerotte pass complete to Randy McMichael for 5 yards (tackle by Mike Vrabel and Tedy Bruschi),-0.430,-1.440
3,13:39,4,1,MIA 29,3,7,Donnie Jones punts 32 yards,-1.440,-1.530
3,13:31,1,10,NWE 39,3,7,Heath Evans right guard for 9 yards (tackle by Reggie Howard),1.530,2.200
3,13:01,2,1,NWE 48,3,7,Heath Evans left guard for 4 yards (tackle by Channing Crowder),2.200,2.390
3,12:34,1,10,MIA 48,3,7,"Tom Brady pass incomplete intended for Troy Brown is intercepted by Travares Tillman at MIA-16 and returned for 22 yards. Penalty on Channing Crowder: Unnecessary Roughness (Offsetting), Penalty on Brandon Gorin: Unnecessary Roughness (Offsetting)",2.390,-1.470
3,12:22,1,10,MIA 38,3,7,Ricky Williams left guard for 3 yards (tackle by Richard Seymour),1.470,1.330
3,11:46,2,7,MIA 41,3,7,Ricky Williams left end for -1 yards (tackle by Ellis Hobbs),1.330,0.500
3,11:21,3,8,MIA 40,3,7,Gus Frerotte pass complete to Randy McMichael for 9 yards (tackle by Michael Stone),0.500,2.190
3,11:00,1,10,MIA 49,3,7,Gus Frerotte pass incomplete intended for Chris Chambers,2.190,1.650
3,10:54,2,10,MIA 49,3,7,Ricky Williams right tackle for 5 yards (tackle by Asante Samuel),1.650,1.620
3,10:14,3,5,NWE 46,3,7,Gus Frerotte pass incomplete intended for Marty Booker (defended by Asante Samuel),1.620,0.200
3,10:09,4,5,NWE 46,3,7,"Donnie Jones punts 46 yards, touchback",0.200,-0.280
3,10:01,1,10,NWE 20,3,7,Tom Brady pass complete to Deion Branch for 30 yards (tackle by Travares Tillman),0.280,2.260
3,9:42,1,10,MIA 50,3,7,"Penalty on Deion Branch: False Start, 5 yards (no play)",2.260,1.930
3,9:24,1,15,NWE 45,3,7,Tom Brady pass complete to Heath Evans for 11 yards,1.930,2.520
3,8:56,2,4,MIA 44,3,7,Heath Evans right tackle for -1 yards (tackle by Kevin Carter and Vonnie Holliday),2.520,1.690
3,8:19,3,5,MIA 45,3,7,Tom Brady pass incomplete intended for Troy Brown,1.690,0.270
3,8:14,4,5,MIA 45,3,7,"Josh Miller punts 30 yards, fair catch by Wes Welker",0.270,0.220
3,8:06,1,10,MIA 15,3,7,Gus Frerotte pass incomplete intended for Darian Barnes,-0.220,-0.710
3,8:00,2,10,MIA 15,3,7,Ronnie Brown left tackle for 2 yards (tackle by Rosevelt Colvin),-0.710,-1.120
3,7:22,3,8,MIA 17,3,7,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Asante Samuel),-1.120,-2.320
3,7:16,4,8,MIA 17,3,7,"Donnie Jones punts 52 yards, returned by Tim Dwight for 3 yards (tackle by Travares Tillman)",-2.320,-1.200
3,7:03,1,10,NWE 34,3,7,"Tom Brady pass incomplete intended for Andre' Davis (defended by Travis Daniels). Penalty on Travis Daniels: Defensive Pass Interfere, 49 yards (no play)",1.200,4.440
3,6:56,1,10,MIA 17,3,7,Tom Brady pass complete to Bethel Johnson for 3 yards (tackle by Channing Crowder),4.440,4.320
3,6:21,2,7,MIA 14,3,7,Heath Evans right tackle for no gain (tackle by Channing Crowder and Zach Thomas),4.320,3.500
3,5:37,3,7,MIA 14,3,7,Tom Brady pass incomplete intended for Troy Brown,3.500,2.510
3,5:31,4,7,MIA 14,6,7,Adam Vinatieri 32 yard field goal good,2.510,3.000
3,,,,NWE 30,6,7,"Adam Vinatieri kicks off 77 yards, touchback",0.000,0.280
3,5:27,1,10,MIA 20,6,7,Gus Frerotte pass incomplete intended for Randy McMichael (defended by Tedy Bruschi),0.280,-0.270
3,5:22,2,10,MIA 20,6,7,Gus Frerotte pass incomplete intended for Marty Booker,-0.270,-0.960
3,5:16,3,10,MIA 20,6,7,Gus Frerotte pass incomplete intended for Chris Chambers,-0.960,-2.030
3,5:09,4,10,MIA 20,6,7,"Donnie Jones punts 35 yards, returned by Troy Brown for 2 yards (tackle by Travis Minor)",-2.030,-2.060
3,5:01,1,10,NWE 47,6,7,Tom Brady pass complete to Tim Dwight for 3 yards (tackle by Travis Daniels and Reggie Howard),2.060,1.920
3,4:30,2,7,MIA 50,6,7,Heath Evans right tackle for 3 yards (tackle by Zach Thomas),1.920,1.620
3,3:49,3,4,MIA 47,6,7,Tom Brady pass complete to Troy Brown for 5 yards (tackle by Zach Thomas),1.620,2.790
3,3:13,1,10,MIA 42,6,7,Tom Brady pass complete to Heath Evans for 2 yards (tackle by Zach Thomas),2.790,2.510
3,2:37,2,8,MIA 40,6,7,Tom Brady pass complete to Heath Evans for 5 yards (tackle by Reggie Howard),2.510,2.480
3,2:02,3,3,MIA 35,6,7,Heath Evans right tackle for 3 yards (tackle by David Bowens),2.480,3.450
3,1:32,1,10,MIA 32,6,7,Tom Brady pass incomplete intended for Deion Branch (defended by Vonnie Holliday),3.450,2.900
3,1:23,2,10,MIA 32,6,7,Tom Brady pass complete to Deion Branch for 17 yards (tackle by Lance Schulters),2.900,4.580
3,0:49,1,10,MIA 15,6,7,Mike Cloud left tackle for -1 yards (tackle by Zach Thomas),4.580,3.810
3,0:07,2,11,MIA 16,12,7,"Tom Brady pass complete to Ben Watson for 16 yards, touchdown",3.810,7.000
3,,,,,12,7,"Two Point Attempt: Tom Brady pass incomplete intended for Troy Brown, conversion fails",1.000,-1.000
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,NWE 30,12,7,"Adam Vinatieri kicks off 61 yards, returned by Wes Welker for 14 yards (tackle by Larry Izzo)",0.000,0.480
4,14:55,1,10,MIA 23,12,7,Ronnie Brown left tackle for 4 yards (tackle by Vince Wilfork and Jarvis Green),0.480,0.470
4,14:22,2,6,MIA 27,12,7,Gus Frerotte pass incomplete intended for Marty Booker,0.470,-0.230
4,14:16,3,6,MIA 27,12,7,"Gus Frerotte pass incomplete intended for Wes Welker is intercepted by Ellis Hobbs at MIA-31 and returned for 6 yards. Ellis Hobbs fumbles (forced by Vernon Carey), recovered by Ellis Hobbs at MIA-23",-0.230,-4.040
4,14:04,1,10,MIA 23,12,7,Heath Evans up the middle for 2 yards (tackle by Vonnie Holliday and Kevin Carter),4.040,3.770
4,13:26,2,8,MIA 21,12,7,"Tom Brady pass incomplete intended for Deion Branch. Penalty on Zach Thomas: Defensive Holding, 5 yards (no play)",3.770,4.510
4,13:22,1,10,MIA 16,12,7,Heath Evans right guard for 1 yard (tackle by Kevin Carter),4.510,4.050
4,12:38,2,9,MIA 15,12,7,Tom Brady pass incomplete intended for Troy Brown (defended by Travis Daniels),4.050,3.220
4,12:34,,,,12,7,Timeout #1 by New England Patriots,0.000,3.220
4,12:34,3,9,MIA 15,12,7,Tom Brady pass incomplete intended for Ben Watson (defended by Lance Schulters),3.220,2.440
4,12:29,4,9,MIA 15,15,7,Adam Vinatieri 33 yard field goal good,2.440,3.000
4,,,,NWE 30,15,7,"Adam Vinatieri kicks off 71 yards, returned by Wes Welker for 26 yards (tackle by Chad Brown)",0.000,0.610
4,12:19,1,10,MIA 25,15,7,Gus Frerotte pass complete to Chris Chambers for 15 yards (tackle by Asante Samuel),0.610,1.600
4,11:45,1,10,MIA 40,15,7,Ricky Williams up the middle for no gain (tackle by Tedy Bruschi),1.600,1.050
4,11:16,2,10,MIA 40,15,7,Gus Frerotte pass complete to Ricky Williams for 19 yards (tackle by Asante Samuel),1.050,2.850
4,10:39,1,10,NWE 41,15,7,"Gus Frerotte pass complete to Ricky Williams for 9 yards (tackle by Tedy Bruschi). Penalty on Tedy Bruschi: Defensive Pass Interfere, 8 yards (no play)",2.850,3.380
4,10:21,1,10,NWE 33,15,7,Ronnie Brown right guard for 3 yards (tackle by Rosevelt Colvin),3.380,3.240
4,9:48,2,7,NWE 30,15,7,Gus Frerotte pass complete to Wes Welker for 14 yards (tackle by Randall Gay),3.240,4.510
4,9:15,1,10,NWE 16,15,7,Ricky Williams right end for -2 yards (tackle by Mike Vrabel and Willie McGinest),4.510,3.640
4,8:30,2,12,NWE 18,15,7,Gus Frerotte pass incomplete intended for Randy McMichael,3.640,2.940
4,8:23,3,12,NWE 18,15,7,Gus Frerotte pass incomplete intended for Randy McMichael,2.940,2.250
4,8:18,4,12,NWE 18,15,10,Olindo Mare 36 yard field goal good,2.250,3.000
4,,,,MIA 30,15,10,"Olindo Mare kicks off 70 yards, returned by Bethel Johnson for 31 yards (tackle by Sammy Morris)",0.000,1.000
4,8:07,1,10,NWE 31,15,10,Heath Evans left tackle for -2 yards (tackle by Vonnie Holliday),1.000,0.190
4,7:25,2,12,NWE 29,15,10,Tom Brady pass complete to Tim Dwight for 8 yards (tackle by Reggie Howard),0.190,0.560
4,6:40,3,4,NWE 37,15,10,Tom Brady pass complete to Deion Branch for 6 yards (tackle by Yeremiah Bell),0.560,1.800
4,6:01,1,10,NWE 43,15,10,Mike Cloud up the middle for no gain (tackle by Keith Traylor),1.800,1.250
4,5:20,2,10,NWE 43,15,10,Tom Brady pass incomplete intended for Heath Evans (defended by Keith Traylor),1.250,0.560
4,5:15,,,,15,10,Timeout #2 by New England Patriots,0.000,0.560
4,5:15,3,10,NWE 43,15,10,Tom Brady pass incomplete intended for Ben Watson is intercepted by Yeremiah Bell at MIA-44,0.560,-1.860
4,5:09,1,10,MIA 44,15,10,Gus Frerotte pass incomplete intended for Randy McMichael,1.860,1.320
4,5:05,2,10,MIA 44,15,10,Gus Frerotte pass complete to Marty Booker for 6 yards (tackle by Ellis Hobbs),1.320,1.420
4,4:34,3,4,MIA 50,15,10,Gus Frerotte pass complete to Marty Booker for 28 yards (tackle by Michael Stone),1.420,4.110
4,3:53,1,10,NWE 22,15,10,Gus Frerotte pass incomplete intended for Marty Booker,4.110,3.560
4,3:46,2,10,NWE 22,15,10,Gus Frerotte pass complete to Chris Chambers for 7 yards (tackle by Eugene Wilson and Michael Stone),3.560,3.930
4,3:04,3,3,NWE 15,15,16,"Gus Frerotte pass complete to Chris Chambers for 15 yards. Gus Frerotte fumbles, recovered by Gus Frerotte at NWE-20, touchdown",3.930,7.000
4,,,,,15,16,"Two Point Attempt: Gus Frerotte pass complete to Ronnie Brown, conversion fails",1.000,-1.000
4,,,,MIA 30,15,16,"Olindo Mare kicks off 75 yards, returned by Bethel Johnson for 29 yards (tackle by Sammy Morris)",0.000,0.540
4,2:53,1,10,NWE 24,15,16,Tom Brady pass complete to Tim Dwight for 59 yards (tackle by Reggie Howard),0.540,4.440
4,2:19,,,,15,16,Timeout #1 by Miami Dolphins,0.000,4.440
4,2:19,1,10,MIA 17,21,16,"Tom Brady pass complete to Ben Watson for 17 yards, touchdown",4.440,7.000
4,,,,,23,16,Two Point Attempt: conversion succeeds,1.000,1.000
4,,,,NWE 30,23,16,"Adam Vinatieri kicks off 71 yards, returned by Wes Welker for 26 yards (tackle by Matt Chatham)",0.000,0.610
4,2:11,1,10,MIA 25,23,16,"Gus Frerotte pass incomplete intended for Ronnie Brown (defended by Willie McGinest). Penalty on Seth McKinney: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,2:04,1,20,MIA 15,23,16,Gus Frerotte pass complete to Wes Welker for 47 yards (tackle by Randall Gay),-0.410,3.050
4,1:53,1,10,NWE 38,23,16,Gus Frerotte pass complete to Ronnie Brown for 23 yards (tackle by Eugene Wilson),3.050,4.580
4,1:33,,,,23,16,Timeout #3 by New England Patriots,0.000,4.580
4,1:33,1,10,NWE 15,23,16,Gus Frerotte pass complete to Randy McMichael for 10 yards (tackle by Hank Poteat),4.580,6.060
4,0:58,1,5,NWE 5,23,16,Gus Frerotte pass incomplete intended for Marty Booker (defended by Ellis Hobbs),6.060,5.150
4,0:55,2,5,NWE 5,23,16,Gus Frerotte pass incomplete intended for Chris Chambers,5.150,4.260
4,0:51,3,5,NWE 5,23,16,Gus Frerotte pass complete to Ronnie Brown for -5 yards (tackle by Hank Poteat),4.260,2.760
4,0:41,,,,23,16,Timeout #2 by Miami Dolphins,0.000,2.760
4,0:41,4,10,NWE 10,23,16,Gus Frerotte pass incomplete intended for Chris Chambers,2.760,0.380
4,0:36,1,10,NWE 10,23,16,Tom Brady kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
