Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
2,14:11,2,9,PHI 31,0,14,LeSean McCoy right tackle for 2 yards (tackle by Wallace Gilberry),0.530,0.100
2,13:30,3,7,PHI 33,0,14,Kevin Kolb pass complete short left to Brent Celek for 14 yards (tackle by Jon McGraw),0.100,2.060
2,12:52,1,10,PHI 47,0,14,Kevin Kolb pass incomplete short left intended for Brent Celek (defended by Brandon Carr),2.060,1.520
2,12:49,2,10,PHI 47,0,14,Kevin Kolb pass incomplete short left intended for Reggie Brown,1.520,0.830
2,12:44,3,10,PHI 47,0,14,Kevin Kolb pass complete short middle to LeSean McCoy for 9 yards (tackle by Wallace Gilberry),0.830,0.330
2,11:58,4,1,KAN 44,0,14,Kevin Kolb pass incomplete short right intended for DeSean Jackson (defended by Mike Vrabel),0.330,-1.860
2,11:54,1,10,KAN 44,0,14,Matt Cassel pass complete short middle to Brad Cottam for 11 yards (tackle by Victor Harris),1.860,2.590
2,11:23,1,10,PHI 45,0,14,"Penalty on Branden Albert: Offensive Holding, 10 yards (no play)",2.590,1.930
2,10:55,1,20,KAN 45,0,14,Larry Johnson right end for 3 yards (tackle by Victor Abiamiri),1.930,1.100
2,10:17,2,17,KAN 48,0,14,Mark Bradley pass complete short right to Jamaal Charles for 26 yards (tackle by Akeem Jordan and Trevor Laws),1.100,3.840
2,9:44,,,,0,14,Timeout #2 by Philadelphia Eagles,0.000,3.840
2,9:44,1,10,PHI 26,0,14,Matt Cassel pass complete short left to Sean Ryan for 11 yards (tackle by Chris Gocong),3.840,4.580
2,9:14,1,10,PHI 15,0,14,Larry Johnson middle for 2 yards (tackle by Asante Samuel),4.580,4.280
2,8:39,2,8,PHI 13,6,14,"Matt Cassel pass complete short left to Mark Bradley for 13 yards, touchdown",4.280,7.000
2,,,,PHI 2,7,14,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,7,14,"Ryan Succop kicks off 71 yards, returned by Ellis Hobbs for 32 yards (tackle by DaJuan Morgan). Penalty on Jamaal Charles: Offside on Free Kick, 5 yards",0.000,1.330
2,8:16,1,10,PHI 36,7,20,"Kevin Kolb pass complete short left to DeSean Jackson for 64 yards, touchdown",1.330,7.000
2,,,,KAN 2,7,21,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,21,"David Akers kicks off 59 yards, returned by Dantrell Savage for 16 yards (tackle by Akeem Jordan)",0.000,0.740
2,8:09,1,10,KAN 27,7,21,Matt Cassel pass complete short left to Sean Ryan for 3 yards (tackle by Quintin Mikell),0.740,0.600
2,8:09,2,7,KAN 30,7,21,"Penalty on Brian Waters: False Start, 5 yards (no play)",0.600,-0.070
2,7:13,2,12,KAN 25,7,21,Jamaal Charles left end for 6 yards (tackle by Victor Harris),-0.070,0.040
2,6:40,3,6,KAN 31,7,21,Matt Cassel pass incomplete short middle intended for Terrance Copper. Penalty on Rudy Niswanger: Offensive Holding (Declined),0.040,-1.310
2,6:35,4,6,KAN 31,7,21,"Dustin Colquitt punts 53 yards, returned by Jeremy Maclin for 8 yards (tackle by Jackie Battle). Penalty on Eldra Buckley: Defensive Offside, 5 yards (no play)",-1.310,-0.980
2,6:22,4,1,KAN 36,7,21,"Dustin Colquitt punts 39 yards, fair catch by Jeremy Maclin",-0.980,-0.610
2,6:15,1,10,PHI 25,7,21,LeSean McCoy right end for 1 yard (tackle by Jovan Belcher),0.610,0.200
2,6:15,2,9,PHI 26,7,21,Michael Vick pass incomplete short left intended for Jason Avant,0.200,-0.490
2,5:31,3,9,PHI 26,7,21,Kevin Kolb pass complete short left to Brent Celek for 13 yards (tackle by Tamba Hali),-0.490,1.530
2,4:46,1,10,PHI 39,7,21,Kevin Kolb pass complete short right to Reggie Brown for 4 yards (tackle by Mike Vrabel),1.530,1.530
2,4:11,2,6,PHI 43,7,21,LeSean McCoy right guard for 2 yards (tackle by Mike Vrabel),1.530,1.090
2,3:31,3,4,PHI 45,7,21,"Kevin Kolb sacked by Mike Vrabel for -3 yards. Penalty on Donald Washington: Face Mask (15 Yards), 15 yards (no play)",1.090,2.920
2,3:31,1,10,KAN 40,7,21,Jeremy Maclin left end for -1 yards (tackle by Jarrad Page),2.920,2.240
2,2:39,2,11,KAN 41,7,21,Kevin Kolb pass complete short left to Brent Celek for 10 yards (tackle by Demorrio Williams),2.240,2.870
2,2:18,3,1,KAN 31,7,21,LeSean McCoy middle for 2 yards (tackle by Jovan Belcher),2.870,3.640
2,2:00,1,10,KAN 29,7,21,LeSean McCoy left tackle for 5 yards (tackle by Demorrio Williams),3.640,3.780
2,1:24,2,5,KAN 24,7,21,Kevin Kolb pass complete short right to Leonard Weaver for 9 yards (tackle by Demorrio Williams),3.780,4.580
2,1:17,1,10,KAN 15,7,21,Kevin Kolb pass complete short right to Jason Avant for 4 yards (tackle by Brandon Flowers),4.580,4.640
2,0:44,2,6,KAN 11,7,21,Kevin Kolb pass incomplete short middle intended for Jeremy Maclin,4.640,3.780
2,0:39,3,6,KAN 11,7,21,Kevin Kolb pass incomplete short middle intended for Jason Avant,3.780,2.720
2,0:35,4,6,KAN 11,7,24,David Akers 29 yard field goal good,2.720,3.000
2,,,,PHI 30,7,24,"David Akers kicks off 65 yards, returned by Dantrell Savage for 21 yards (tackle by Eldra Buckley)",0.000,0.670
2,0:25,1,10,KAN 26,7,24,Jamaal Charles middle for 9 yards (tackle by Darren Howard),0.670,1.350
2,0:19,,,,7,24,Timeout #1 by Kansas City Chiefs,0.000,1.350
2,0:19,2,1,KAN 35,7,24,Matt Cassel pass incomplete left intended for Jamaal Charles (defended by Darren Howard),1.350,0.630
2,0:16,3,1,KAN 35,7,24,Matt Cassel sacked by Trent Cole and Chris Clemons for -9 yards,0.630,-1.630
2,0:08,,,,7,24,Timeout #3 by Philadelphia Eagles,0.000,-1.630
2,0:04,4,10,KAN 26,7,24,"Dustin Colquitt punts 56 yards, returned by Jeremy Maclin for -3 yards (tackle by Jackie Battle)",-1.630,0.670
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,24,"David Akers kicks off 73 yards, returned by Dantrell Savage for 29 yards (tackle by Tracy White)",0.000,0.670
3,14:55,1,10,KAN 26,7,24,Larry Johnson middle for no gain (tackle by Brodrick Bunkley),0.670,0.130
3,14:23,2,10,KAN 26,7,24,Larry Johnson left end for no gain (tackle by Trent Cole),0.130,-0.560
3,13:48,3,10,KAN 26,7,24,"Jamaal Charles right end for 9 yards (tackle by Victor Harris). Penalty on Ikechuku Ndukwe: Offensive Holding, 10 yards (no play)",-0.560,-2.230
3,13:20,3,20,KAN 16,7,24,Jamaal Charles left tackle for 6 yards (tackle by Trent Cole),-2.230,-1.900
3,12:47,4,14,KAN 22,7,24,Dustin Colquitt punts 48 yards,-1.900,-0.940
3,12:35,1,10,PHI 30,7,24,Kevin Kolb pass complete deep left to DeSean Jackson for 17 yards (tackle by Demorrio Williams),0.940,2.060
3,11:57,1,10,PHI 47,7,24,LeSean McCoy left end for 5 yards (tackle by Demorrio Williams),2.060,2.190
3,11:29,2,5,KAN 48,7,24,Kevin Kolb pass complete short left to Jeremy Maclin for 11 yards,2.190,3.120
3,11:01,1,10,KAN 37,7,24,Kevin Kolb pass complete short left to Jeremy Maclin for 11 yards (tackle by Brandon Carr),3.120,3.840
3,10:33,1,10,KAN 26,7,24,LeSean McCoy right tackle for 4 yards (tackle by Tank Tyler),3.840,3.840
3,9:53,2,6,KAN 22,7,24,LeSean McCoy right end for 2 yards (tackle by Brandon Flowers),3.840,3.400
3,9:23,3,4,KAN 20,7,24,Kevin Kolb pass incomplete deep left intended for DeSean Jackson,3.400,2.200
3,9:19,4,4,KAN 20,7,27,David Akers 38 yard field goal good,2.200,3.000
3,,,,PHI 30,7,27,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,9:15,1,10,KAN 20,7,27,Larry Johnson left tackle for no gain (tackle by Akeem Jordan),0.280,-0.270
3,8:40,2,10,KAN 20,7,27,Larry Johnson right end for 12 yards (tackle by Akeem Jordan),-0.270,1.070
3,8:00,1,10,KAN 32,7,27,Larry Johnson left tackle for 5 yards (tackle by Victor Harris),1.070,1.200
3,7:23,2,5,KAN 37,7,27,Matt Cassel pass complete short right to Sean Ryan for 4 yards (tackle by Omar Gaither),1.200,1.030
3,6:43,3,1,KAN 41,7,27,Matt Cassel middle for -1 yards (tackle by Brodrick Bunkley),1.030,-0.720
3,6:43,4,2,KAN 40,7,27,Jon McGraw left end for 4 yards (tackle by Eldra Buckley),-0.720,1.860
3,5:41,1,10,KAN 44,7,27,Larry Johnson right tackle for -1 yards (tackle by Trent Cole),1.860,1.180
3,5:07,2,11,KAN 43,7,27,"Larry Johnson left end for 2 yards (tackle by Chris Gocong). Larry Johnson fumbles (forced by Chris Gocong), recovered by Quintin Mikell at PHI-47 (tackle by Mike Cox)",1.180,-2.060
,,,,,,,"KAN challenged the fumble ruling, and the play was upheld.",,
3,4:55,1,10,PHI 47,7,27,LeSean McCoy right end for 3 yards (tackle by Tank Tyler),2.060,1.920
3,4:20,2,7,,7,27,LeSean McCoy middle for 4 yards (tackle by Tank Tyler),1.920,1.750
3,3:37,3,3,KAN 46,7,27,Kevin Kolb pass incomplete deep right intended for Jeremy Maclin,1.750,0.200
3,3:33,4,3,KAN 46,7,27,"Saverio Rocca punts 31 yards, fair catch by Bobby Wade",0.200,0.220
3,3:26,1,10,KAN 15,7,27,Larry Johnson right tackle for 14 yards (tackle by Omar Gaither),-0.220,0.870
3,2:46,1,10,KAN 29,7,27,Mark Bradley left end for 22 yards (tackle by Quintin Mikell),0.870,2.320
3,2:06,1,10,PHI 49,7,27,Larry Johnson middle for 3 yards (tackle by Omar Gaither and Trent Cole),2.320,2.190
3,1:32,2,7,PHI 46,7,27,"Matt Cassel pass complete short left to Bobby Wade for 6 yards (tackle by Asante Samuel). Penalty on Sean Ryan: Offensive Pass Interfere, 10 yards (no play)",2.190,0.840
3,1:09,2,17,KAN 44,7,27,Matt Cassel pass complete short middle to Sean Ryan for 4 yards (tackle by Quintin Mikell),0.840,0.700
3,0:25,3,13,KAN 48,7,27,Jamaal Charles middle for 4 yards (tackle by Omar Gaither),0.700,0.070
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,PHI 48,7,27,"Dustin Colquitt punts 29 yards, fair catch by DeSean Jackson",0.070,-0.150
4,14:53,1,10,PHI 19,7,27,Kevin Kolb pass incomplete short right intended for DeSean Jackson (defended by Mike Vrabel),0.150,-0.390
4,14:49,2,10,PHI 19,7,27,Kevin Kolb pass complete short right to Leonard Weaver for 5 yards (tackle by Brandon Flowers),-0.390,-0.420
4,14:09,3,5,PHI 24,7,27,Kevin Kolb pass complete short left to DeSean Jackson for 9 yards (tackle by Brandon Carr),-0.420,1.140
4,13:26,1,10,PHI 33,7,27,LeSean McCoy left end for 3 yards (tackle by Maurice Leggett),1.140,1.000
4,12:43,2,7,PHI 36,7,27,Kevin Kolb pass complete short right to DeSean Jackson for 6 yards (tackle by Mike Vrabel),1.000,1.090
4,12:01,3,1,PHI 42,7,27,LeSean McCoy middle for -1 yards (tackle by Jovan Belcher),1.090,-0.650
4,11:23,4,2,PHI 41,7,27,"Saverio Rocca punts 39 yards, returned by Bobby Wade for 21 yards (tackle by Chris Clemons). Penalty on Brandon Carr: Illegal Block Above the , 10 yards",-0.650,0.220
4,11:11,1,10,KAN 15,7,27,Matt Cassel pass complete short right to Bobby Wade for 4 yards (tackle by Asante Samuel),-0.220,-0.110
4,10:36,2,6,KAN 19,7,27,Matt Cassel pass complete short right to Mark Bradley for 5 yards (tackle by Juqua Parker),-0.110,-0.270
4,9:51,3,1,KAN 24,7,27,Matt Cassel pass incomplete short left intended for Bobby Wade,-0.270,-1.770
4,9:47,4,1,KAN 24,7,27,Dustin Colquitt punts 48 yards,-1.770,-0.810
4,9:36,1,10,PHI 28,7,27,LeSean McCoy left end for no gain (tackle by Wallace Gilberry),0.810,0.260
4,8:54,2,10,PHI 28,7,27,Kevin Kolb pass complete short right to Brent Celek for 15 yards (tackle by Mike Brown),0.260,1.800
4,8:08,1,10,PHI 43,7,27,Kevin Kolb pass complete short right to Jeremy Maclin for 7 yards (tackle by Brandon Flowers),1.800,2.200
4,7:33,2,3,,7,27,LeSean McCoy left guard for 15 yards (tackle by Brandon Flowers),2.200,3.250
4,6:51,1,10,KAN 35,7,33,"Kevin Kolb pass complete deep middle to Brent Celek for 35 yards, touchdown",3.250,7.000
4,,,,KAN 2,7,34,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,7,34,"David Akers kicks off 70 yards, touchback",0.000,0.280
4,6:43,1,10,KAN 20,7,34,Larry Johnson middle for no gain (tackle by Darren Howard),0.280,-0.270
4,6:10,2,10,KAN 20,7,34,Larry Johnson right end for no gain (tackle by Ellis Hobbs),-0.270,-0.960
4,5:27,3,10,KAN 20,7,34,Larry Johnson right tackle for no gain (tackle by Omar Gaither),-0.960,-2.030
4,4:52,4,10,KAN 20,7,34,Dustin Colquitt punts 64 yards,-2.030,0.140
4,4:40,1,10,PHI 16,7,34,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Jon McGraw at PHI-20 (tackle by Brent Celek)",-0.140,-4.240
4,4:35,1,10,PHI 20,7,34,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Matt Cassel at PHI-24",4.240,3.150
4,4:07,2,14,PHI 24,7,34,"Jamaal Charles left end for 8 yards. Penalty on Mark Bradley: Offensive Holding, 10 yards",3.150,2.880
4,3:58,2,16,PHI 26,7,34,Jamaal Charles middle for 3 yards (tackle by Juqua Parker),2.880,2.610
4,3:15,3,13,PHI 23,7,34,Matt Cassel pass complete short right to Jamaal Charles for 6 yards (tackle by Sean Jones),2.610,2.310
4,2:27,4,7,PHI 17,7,34,Matt Cassel pass complete short middle to Terrance Copper for 8 yards (tackle by Victor Harris),2.310,5.140
4,2:00,1,9,PHI 9,13,34,"Matt Cassel pass complete short left to Bobby Wade for 9 yards, touchdown",5.140,7.000
4,,,,PHI 2,14,34,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,14,34,Ryan Succop kicks onside 10 yards,0.000,2.920
4,1:53,1,10,KAN 40,14,34,Eldra Buckley middle for 4 yards (tackle by Tamba Hali),2.920,2.910
4,1:09,2,6,KAN 36,14,34,Jeff Garcia kneels for -1 yards,2.910,2.080
4,0:34,3,7,KAN 37,14,34,Jeff Garcia kneels for -1 yards,2.080,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
