Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
2,14:54,3,22,BUF 38,0,0,"Penalty on Robert Gallery: False Start, 5 yards (no play)",1.030,0.370
2,14:54,3,27,BUF 43,0,6,"Rich Gannon pass complete to Ronald Curry for 43 yards, touchdown",0.370,7.000
2,,,,BUF 2,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,0,7,"Sebastian Janikowski kicks off 66 yards, returned by London Fletcher for 22 yards (tackle by Akbar Gbaja-Biamila)",0.000,0.670
2,14:40,1,10,BUF 26,0,7,Drew Bledsoe pass incomplete intended for Mark Campbell,0.670,0.130
2,14:37,2,10,BUF 26,0,7,Travis Henry left tackle for 8 yards (tackle by Ray Buchanan),0.130,0.500
2,13:56,3,2,BUF 34,0,7,Travis Henry left end for 1 yard (tackle by Danny Clark),0.500,-1.040
2,13:08,4,1,BUF 35,0,7,"Brian Moorman punts 31 yards, fair catch by Phillip Buchanon",-1.040,-1.200
2,12:58,1,10,OAK 34,0,7,Rich Gannon pass complete to Jerry Porter for no gain,1.200,0.660
2,12:19,2,10,OAK 34,0,7,Tyrone Wheatley up the middle for 4 yards (tackle by Chris Kelsay and Izell Reese),0.660,0.500
2,11:42,3,6,OAK 38,0,7,Rich Gannon pass incomplete intended for Ronald Curry,0.500,-0.850
2,11:37,4,6,OAK 38,0,7,"Shane Lechler punts 62 yards, touchback",-0.850,-0.280
2,11:29,1,10,BUF 20,0,7,Drew Bledsoe pass complete to Daimon Shelton for 6 yards (tackle by Tyler Brayton),0.280,0.540
2,10:53,2,4,BUF 26,0,7,Travis Henry left tackle for 2 yards (tackle by John Parrella),0.540,0.100
2,10:16,3,2,BUF 28,0,7,Drew Bledsoe sacked by Danny Clark for -11 yards. Penalty on Eric Moulds: Illegal Motion (Declined),0.100,-2.320
2,9:53,4,13,BUF 17,0,7,Brian Moorman punts 29 yards,-2.320,-2.520
2,9:39,1,10,BUF 46,0,7,Jerry Porter left end for -4 yards (tackle by Coy Wire),2.520,1.440
2,9:01,2,14,OAK 50,0,7,Rich Gannon pass complete to Tyrone Wheatley for no gain,1.440,0.760
2,8:17,3,14,OAK 50,0,7,Rich Gannon pass incomplete intended for Doug Gabriel,0.760,-0.060
2,8:11,4,14,OAK 50,0,7,Shane Lechler punts 42 yards,-0.060,0.380
2,7:59,1,10,BUF 8,0,7,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Charles Woodson: Defensive Pass Interference, 28 yards (no play)",-0.380,1.330
2,7:54,1,10,BUF 36,0,7,"Travis Henry left end for 3 yards (tackle by Marques Anderson). Penalty on Charles Woodson: Face Mask (15 Yards), 15 yards",1.330,2.520
2,7:30,1,10,OAK 46,0,7,Drew Bledsoe pass complete to Travis Henry for 4 yards (tackle by Phillip Buchanon),2.520,2.520
2,7:06,2,6,OAK 42,0,7,"Travis Henry right tackle for 1 yard (tackle by Travian Smith). Penalty on Travian Smith: Defensive Offside, 5 yards (no play)",2.520,3.190
2,6:43,2,1,OAK 37,0,7,Travis Henry right end for 6 yards (tackle by Travian Smith),3.190,3.510
2,6:23,1,10,OAK 31,0,7,Drew Bledsoe pass incomplete intended for Lee Evans,3.510,2.970
2,6:17,2,10,OAK 31,0,7,Travis Henry left tackle for 4 yards (tackle by Travian Smith and Stuart Schweigert),2.970,2.810
2,5:31,3,6,OAK 27,0,7,Willis McGahee up the middle for 7 yards (tackle by Stuart Schweigert),2.810,4.240
2,4:49,1,10,OAK 20,0,7,Drew Bledsoe pass complete to Daimon Shelton for 5 yards (tackle by Danny Clark),4.240,4.450
2,4:05,2,5,OAK 15,0,7,Travis Henry up the middle for 1 yard (tackle by Ted Washington),4.450,3.890
2,3:34,,,,0,7,Timeout #3 by Buffalo Bills,0.000,3.890
2,3:34,3,4,OAK 14,0,7,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Travian Smith),3.890,2.580
2,3:28,4,4,OAK 14,3,7,Rian Lindell 32 yard field goal good,2.580,3.000
2,,,,BUF 30,3,7,"Rian Lindell kicks off 53 yards, returned by Ronald Curry for 10 yards (tackle by Terrence McGee)",0.000,0.740
2,3:18,1,10,OAK 27,3,7,Tyrone Wheatley left end for no gain (tackle by Nate Clements),0.740,0.200
2,2:34,2,10,OAK 27,3,7,Rich Gannon pass incomplete intended for Jerry Rice,0.200,-0.490
2,2:30,3,10,OAK 27,3,7,Rich Gannon for 20 yards (tackle by Takeo Spikes),-0.490,2.060
2,2:00,1,10,OAK 47,3,7,"Rich Gannon pass complete to Amos Zereoue for no gain. Penalty on Ron Stone: Offensive Holding, 10 yards (no play)",2.060,1.400
2,1:49,1,20,OAK 37,3,7,Rich Gannon pass complete to Ronald Curry for 22 yards (tackle by Izell Reese),1.400,2.850
2,1:37,,,,3,7,Timeout #2 by Oakland Raiders,0.000,2.850
2,1:37,1,10,BUF 41,3,7,Amos Zereoue up the middle for 6 yards (tackle by Troy Vincent and London Fletcher),2.850,3.120
2,1:15,2,4,BUF 35,3,7,Rich Gannon pass complete to Doug Jolley for 8 yards (tackle by Terrence McGee),3.120,3.780
2,0:52,1,10,BUF 27,3,7,Rich Gannon pass complete to Doug Jolley for 9 yards (tackle by London Fletcher),3.780,4.530
2,0:52,2,1,BUF 18,3,7,Rich Gannon spiked the ball,4.530,3.840
2,0:34,3,1,BUF 18,3,7,Tyrone Wheatley up the middle for 1 yard (tackle by Jeff Posey and London Fletcher),3.840,4.440
2,0:27,,,,3,7,Timeout #3 by Oakland Raiders,0.000,4.440
2,0:27,1,10,BUF 17,3,7,Rich Gannon pass incomplete intended for Jerry Rice,4.440,3.850
2,0:22,2,10,BUF 17,3,7,Rich Gannon sacked by Terrence McGee for -3 yards,3.850,2.810
2,0:00,3,13,BUF 20,3,7,"Penalty on Robert Gallery: False Start, 5 yards (no play)",2.810,2.120
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,3,7,"Sebastian Janikowski kicks off 71 yards, returned by Terrence McGee for 21 yards (tackle by Tim Johnson)",0.000,0.280
3,14:54,1,10,BUF 20,3,7,Travis Henry up the middle for 2 yards (tackle by Tyler Brayton),0.280,0.000
3,14:17,2,8,BUF 22,3,7,Drew Bledsoe pass incomplete intended for Travis Henry is intercepted by Ray Buchanan at BUF-39 and returned for 27 yards (tackle by Eric Moulds),0.000,-4.780
3,14:04,1,10,BUF 12,3,7,Rich Gannon sacked by Pat Williams for -6 yards,4.780,3.310
3,13:33,2,16,BUF 18,3,7,J.R. Redmond left tackle for 5 yards (tackle by London Fletcher),3.310,3.100
3,13:33,3,11,BUF 13,3,7,Rich Gannon pass complete to J.R. Redmond for 10 yards (tackle by Izell Reese),3.100,3.060
3,12:13,4,1,BUF 3,3,10,Sebastian Janikowski 21 yard field goal good,3.060,3.000
3,,,,OAK 30,3,10,"Sebastian Janikowski kicks off 69 yards, returned by Terrence McGee for 88 yards (tackle by Sebastian Janikowski). Penalty on Angelo Crowell: Offensive Holding, 10 yards",0.000,0.040
3,11:54,1,10,BUF 18,3,10,Travis Henry right tackle for 4 yards (tackle by Phillip Buchanon and Tyler Brayton),0.040,0.140
3,11:24,2,6,BUF 22,3,10,Drew Bledsoe pass complete to Bobby Shaw for 12 yards (tackle by Denard Walker),0.140,1.200
3,10:44,1,10,BUF 34,3,10,Travis Henry right tackle for 6 yards (tackle by Tyler Brayton),1.200,1.470
3,10:07,2,4,BUF 40,3,10,Travis Henry up the middle for 7 yards (tackle by Akbar Gbaja-Biamila),1.470,2.060
3,9:27,1,10,BUF 47,3,10,Drew Bledsoe pass complete to Josh Reed for 15 yards (tackle by Marques Anderson),2.060,3.050
3,8:48,1,10,OAK 38,3,10,Drew Bledsoe pass incomplete intended for Eric Moulds,3.050,2.510
3,8:45,2,10,OAK 38,3,10,Drew Bledsoe pass complete to Mark Campbell for 9 yards (tackle by Nnamdi Asomugha),2.510,3.010
3,8:04,3,1,OAK 29,3,10,Travis Henry up the middle for 1 yard (tackle by Bobby Hamilton),3.010,3.710
3,7:27,1,10,OAK 28,3,10,Travis Henry up the middle for no gain (tackle by Danny Clark and Phillip Buchanon),3.710,3.170
3,6:52,2,10,OAK 28,3,10,Drew Bledsoe pass incomplete intended for Josh Reed,3.170,2.480
3,6:47,3,10,OAK 28,3,10,Drew Bledsoe sacked by DeLawrence Grant for -9 yards,2.480,0.790
3,6:23,4,19,OAK 37,3,10,"Brian Moorman punts 27 yards, fair catch by Phillip Buchanon",0.790,0.380
3,6:16,1,10,OAK 10,3,10,"Tyrone Wheatley up the middle for 8 yards (tackle by Jeff Posey). Penalty on Doug Jolley: Offensive Holding, 5 yards (no play)",-0.380,-0.570
3,5:58,1,15,OAK 5,3,10,Amos Zereoue up the middle for 1 yard (tackle by Pat Williams),-0.570,-1.070
3,5:23,2,14,OAK 6,3,10,"Rich Gannon pass complete to Ronald Curry for 10 yards (tackle by Troy Vincent). Penalty on Roland Williams: Offensive Holding, 3 yards (no play)",-1.070,-1.290
3,5:02,2,17,OAK 3,3,10,Tyrone Wheatley right guard for 3 yards (tackle by Coy Wire),-1.290,-1.890
3,4:22,3,14,OAK 6,3,10,Rich Gannon pass complete to J.R. Redmond for 5 yards (tackle by Terrence McGee),-1.890,-2.490
3,3:45,4,9,OAK 11,3,10,"Shane Lechler punts 47 yards, returned by Nate Clements for 9 yards (tackle by Travian Smith)",-2.490,-2.320
3,3:33,1,10,OAK 49,3,10,Eric Moulds right end for 3 yards (tackle by Charles Woodson),2.320,2.190
3,2:54,2,7,OAK 46,3,10,Drew Bledsoe pass incomplete intended for Travis Henry,2.190,1.490
3,2:48,,,,3,10,Timeout #1 by Buffalo Bills,0.000,1.490
3,2:48,3,7,OAK 46,3,10,Drew Bledsoe pass complete to Eric Moulds for 36 yards (tackle by Stuart Schweigert),1.490,4.910
3,2:08,1,10,OAK 10,3,10,Travis Henry left tackle for 4 yards (tackle by Ted Washington and Travian Smith),4.910,4.950
3,1:35,2,6,OAK 6,3,10,"Penalty on Eric Moulds: False Start, 5 yards (no play)",4.950,4.020
3,1:10,2,11,OAK 11,3,10,Drew Bledsoe sacked by Warren Sapp and Bobby Hamilton for -1 yards,4.020,3.100
3,0:37,3,12,OAK 12,3,10,Drew Bledsoe pass complete to Mark Campbell for 11 yards (tackle by Tyler Brayton),3.100,3.550
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,OAK 1,3,10,Travis Henry up the middle for no gain (tackle by Danny Clark and Terdell Sands),3.550,0.380
4,14:46,1,10,OAK 1,3,10,Rich Gannon pass complete to Zack Crockett for 4 yards (tackle by Takeo Spikes),-0.380,-0.490
4,14:05,2,6,OAK 5,3,10,Tyrone Wheatley up the middle for 1 yard (tackle by Pat Williams and Aaron Schobel),-0.490,-0.840
4,13:19,3,5,OAK 6,3,10,Rich Gannon pass complete to Doug Jolley for 9 yards (tackle by Coy Wire),-0.840,-0.220
4,12:37,1,10,OAK 15,3,10,Amos Zereoue up the middle for -1 yards (tackle by Chris Kelsay),-0.220,-0.820
4,12:01,2,11,OAK 14,3,10,Rich Gannon pass incomplete intended for Jerry Porter,-0.820,-1.510
4,11:56,3,11,OAK 14,3,10,Rich Gannon up the middle for 5 yards (tackle by London Fletcher),-1.510,-2.140
4,11:22,4,6,OAK 19,3,10,"Shane Lechler punts 55 yards, returned by Nate Clements for 63 yards (tackle by Tim Johnson). Penalty on Mario Haggan: Offensive Holding, 10 yards",-2.140,0.140
4,11:03,1,10,BUF 16,3,10,Travis Henry right end for 7 yards (tackle by Travian Smith and Charles Woodson),-0.140,0.420
4,10:22,2,3,BUF 23,3,10,Drew Bledsoe pass incomplete intended for Eric Moulds,0.420,-0.450
4,10:18,3,3,BUF 23,3,10,Drew Bledsoe pass complete to Josh Reed for 14 yards (tackle by Charles Woodson),-0.450,1.400
4,9:37,1,10,BUF 37,3,10,Travis Henry up the middle for 6 yards (tackle by Danny Clark and Ray Buchanan),1.400,1.670
4,9:04,2,4,BUF 43,3,10,"Travis Henry right end for 3 yards (tackle by Danny Clark). Penalty on Ross Tucker: Offensive Holding, 10 yards (no play)",1.670,0.320
4,8:37,2,14,BUF 33,3,10,"Drew Bledsoe pass complete to Eric Moulds for 3 yards (tackle by Travian Smith). Penalty on Trey Teague: Offensive Holding, 10 yards (no play)",0.320,-1.030
4,8:07,2,24,BUF 23,3,10,Travis Henry up the middle for 1 yard (tackle by Danny Clark),-1.030,-1.550
4,7:27,3,23,BUF 24,3,10,Drew Bledsoe sacked by Tyler Brayton and Nnamdi Asomugha for -8 yards,-1.550,-2.390
4,7:05,4,31,BUF 16,3,10,"Brian Moorman punts 49 yards, returned by Phillip Buchanon for 15 yards (tackle by Angelo Crowell)",-2.390,-2.260
4,6:52,1,10,OAK 50,3,10,Amos Zereoue up the middle for 4 yards (tackle by London Fletcher),2.260,2.250
4,6:12,2,6,BUF 46,3,10,Rich Gannon pass complete to Amos Zereoue for 10 yards (tackle by Jeff Posey),2.250,3.180
4,5:41,1,10,BUF 36,3,10,Amos Zereoue right guard for 9 yards (tackle by London Fletcher and Coy Wire),3.180,3.850
4,4:57,2,1,BUF 27,3,10,Amos Zereoue up the middle for no gain (tackle by Aaron Schobel),3.850,3.140
4,4:10,,,,3,10,Timeout #1 by Oakland Raiders,0.000,3.140
4,4:10,3,1,BUF 27,3,10,Tyrone Wheatley up the middle for 7 yards (tackle by Takeo Spikes),3.140,4.240
4,3:29,1,10,BUF 20,3,10,Amos Zereoue up the middle for 3 yards (tackle by Takeo Spikes),4.240,4.120
4,2:41,2,7,BUF 17,3,10,Amos Zereoue up the middle for 2 yards (tackle by Jeff Posey and Pat Williams),4.120,3.700
4,2:37,,,,3,10,Timeout #2 by Buffalo Bills,0.000,3.700
4,2:37,3,5,BUF 15,3,10,Amos Zereoue right tackle for no gain (tackle by London Fletcher and Pierson Prioleau),3.700,2.490
4,2:32,4,5,BUF 15,3,13,Sebastian Janikowski 33 yard field goal good,2.490,3.000
4,,,,OAK 30,3,13,"Sebastian Janikowski kicks off 52 yards, returned by London Fletcher for 20 yards (tackle by Stuart Schweigert)",0.000,1.470
4,2:22,1,10,BUF 38,3,13,Drew Bledsoe pass incomplete intended for Josh Reed,1.470,0.920
4,2:17,2,10,BUF 38,3,13,Drew Bledsoe sacked by Charles Woodson for -8 yards,0.920,-0.820
4,2:00,3,18,BUF 30,3,13,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.820,-1.370
4,1:56,4,18,BUF 30,3,13,Drew Bledsoe pass complete to Lee Evans for 65 yards (tackle by Ray Buchanan),-1.370,6.060
4,1:27,1,5,OAK 5,3,13,Drew Bledsoe spiked the ball,6.060,5.150
4,1:27,2,5,OAK 5,9,13,"Drew Bledsoe pass complete to Eric Moulds for 5 yards, touchdown",5.150,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,OAK 2,10,13,Rian Lindell kicks extra point good,0.000,0.000
4,,,,,10,13,"Rian Lindell kicks off 12 yards, returned by Jerry Porter for 6 yards (tackle by Nate Clements)",,
4,1:17,1,10,BUF 36,10,13,Rich Gannon kneels for no gain,3.180,2.640
4,0:36,2,10,BUF 36,10,13,Rich Gannon kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
