Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
,,,,,,,"ARI challenged the fumble ruling, and the original play was overturned.",,
2,14:22,1,10,ARI 35,0,10,Ryan Williams right tackle for 4 yards (tackle by DeMeco Ryans and Nate Allen),1.270,1.260
2,13:48,2,6,ARI 39,0,10,Ryan Williams right tackle for 4 yards (tackle by Kurt Coleman),1.260,1.090
2,13:07,3,2,ARI 43,0,10,Kevin Kolb pass complete short right to Rob Housler for 11 yards (tackle by Mychal Kendricks and Kurt Coleman),1.090,2.520
2,12:22,1,10,PHI 46,0,10,"Ryan Williams right tackle for 9 yards (tackle by Nate Allen). Penalty on Anthony Sherman: Unsportsmanlike Conduct, 15 yards",2.520,1.170
2,11:45,2,16,ARI 48,0,10,"Kevin Kolb sacked by Darryl Tapp for -8 yards. Penalty on D'Anthony Batiste: Offensive Holding, 10 yards (no play)",1.170,-0.180
2,11:17,2,26,ARI 38,0,10,Kevin Kolb pass incomplete short right intended for Michael Floyd,-0.180,-0.820
2,11:12,3,26,ARI 38,0,10,Kevin Kolb pass complete short left to Larry Fitzgerald for 22 yards (tackle by Dominique Rodgers-Cromartie),-0.820,0.590
2,10:23,4,4,PHI 40,0,10,"Dave Zastudil punts 31 yards, fair catch by Damaris Johnson",0.590,0.380
2,10:14,1,10,PHI 9,0,10,Michael Vick pass incomplete deep left intended for DeSean Jackson,-0.380,-0.780
2,10:06,2,10,PHI 9,0,10,Michael Vick sacked by Daryl Washington for -3 yards,-0.780,-1.770
2,9:25,3,13,PHI 6,0,10,Michael Vick pass incomplete deep right intended for DeSean Jackson,-1.770,-2.490
2,9:18,4,13,PHI 6,0,10,"Chas Henry punts 49 yards, returned by Patrick Peterson for no gain",-2.490,-1.930
2,9:02,1,10,ARI 45,0,10,Kevin Kolb pass incomplete short right intended for Andre Roberts (defended by Dominique Rodgers-Cromartie),1.930,1.380
2,9:02,2,10,ARI 45,0,10,Chris Wells up the middle for 3 yards (tackle by Derek Landri),1.380,1.090
2,8:19,3,7,ARI 48,0,10,Kevin Kolb pass complete short middle to Jeff King for 15 yards (tackle by Nate Allen),1.090,3.120
2,7:40,1,10,PHI 37,0,16,"Kevin Kolb pass complete deep left to Larry Fitzgerald for 37 yards, touchdown",3.120,7.000
2,7:40,,,PHI 2,0,17,Jay Feely kicks extra point good,0.000,0.000
2,7:30,,,ARI 35,0,17,"Jay Feely kicks off 59 yards, returned by Brandon Boykin for 19 yards (tackle by Jay Feely)",0.000,0.610
2,7:22,1,10,PHI 25,0,17,"Michael Vick left end for 5 yards (tackle by Calais Campbell). Penalty on Demetress Bell: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,7:03,1,20,PHI 15,0,17,Michael Vick pass incomplete short left intended for Brent Celek,-0.410,-1.430
2,6:58,2,20,PHI 15,0,17,Michael Vick pass incomplete deep left intended for Brent Celek,-1.430,-2.350
2,6:52,3,20,PHI 15,0,17,LeSean McCoy right tackle for no gain (tackle by Quentin Groves),-2.350,-2.440
2,6:06,4,20,PHI 15,0,17,Chas Henry punts 62 yards (tackle by Stanley Havili),-2.440,-1.600
2,5:54,1,10,ARI 40,0,17,Chris Wells up the middle for 2 yards (tackle by Mychal Kendricks),1.600,1.320
2,5:14,2,8,ARI 42,0,17,Kevin Kolb pass complete short right to Larry Fitzgerald for 9 yards (tackle by Brandon Boykin),1.320,2.320
2,4:42,1,10,PHI 49,0,17,Ryan Williams right tackle for 2 yards (tackle by Kurt Coleman),2.320,2.050
2,3:58,2,8,PHI 47,0,17,Kevin Kolb sacked by Brandon Graham and Darryl Tapp for -7 yards,2.050,0.430
2,3:19,3,15,ARI 46,0,17,Kevin Kolb pass complete short right to Larry Fitzgerald for 6 yards (tackle by Dominique Rodgers-Cromartie),0.430,0.070
2,2:34,4,9,PHI 48,0,17,"Dave Zastudil punts 48 yards, touchback",0.070,-0.280
2,2:26,1,10,PHI 20,0,17,Michael Vick pass complete short middle to LeSean McCoy for 5 yards (tackle by William Gay),0.280,0.410
2,2:01,2,5,PHI 25,0,17,Michael Vick pass complete short left to LeSean McCoy for -1 yards (tackle by William Gay),0.410,-0.430
2,1:53,3,6,PHI 24,0,17,Michael Vick pass complete short left to Damaris Johnson for 26 yards (tackle by Jamell Fleming),-0.430,2.260
2,1:44,1,10,,0,17,Michael Vick pass complete short right to Brent Celek for 2 yards (tackle by Paris Lenon),2.260,1.980
2,1:13,2,8,ARI 48,0,17,Michael Vick pass complete short right to Jason Avant for 13 yards (tackle by Daryl Washington),1.980,3.250
2,0:41,1,10,ARI 35,0,17,Michael Vick pass incomplete deep right intended for Damaris Johnson,3.250,2.700
2,0:35,2,10,ARI 35,0,17,Michael Vick up the middle for 20 yards (tackle by Daryl Washington),2.700,0.000
2,0:24,,,,0,17,Timeout #2 by Philadelphia Eagles,0.000,4.580
2,0:24,1,10,ARI 15,0,17,Michael Vick pass complete short left to DeSean Jackson for 14 yards (tackle by Kerry Rhodes),4.580,0.000
2,0:16,,,,0,17,Timeout #3 by Philadelphia Eagles,0.000,6.970
2,0:16,1,1,ARI 1,0,17,Michael Vick pass incomplete short left intended for DeSean Jackson,6.970,5.910
2,0:11,2,1,ARI 1,0,17,Michael Vick pass incomplete short right intended for DeSean Jackson,5.910,5.170
2,0:06,3,1,ARI 1,0,23,"Michael Vick sacked by Kerry Rhodes for -6 yards. Michael Vick fumbles (forced by Kerry Rhodes), recovered by James Sanders at ARI-7 and returned for 93 yards, touchdown",5.170,-7.000
2,,,,PHI 2,0,24,Jay Feely kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 20,0,24,"Alex Henery kicks off 76 yards, returned by LaRod Stephens-Howling for 12 yards (tackle by Bryce Brown)",0.000,-0.140
3,14:55,1,10,ARI 16,0,24,Chris Wells left end for no gain (tackle by Mychal Kendricks),-0.140,-0.660
3,14:13,2,10,ARI 16,0,24,"Kevin Kolb pass complete short left to Andre Roberts for 29 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Larry Fitzgerald: Illegal Block Above the Waist, 10 yards",-0.660,1.270
3,13:15,1,10,ARI 35,0,24,LaRod Stephens-Howling left tackle for -5 yards (tackle by DeMeco Ryans),1.270,0.050
3,12:36,2,15,ARI 30,0,24,Kevin Kolb pass incomplete short left intended for Jeff King,0.050,-0.630
3,12:31,3,15,ARI 30,0,24,Kevin Kolb right end for 14 yards (tackle by Jason Babin),-0.630,-0.460
3,11:43,4,1,ARI 44,0,24,"Dave Zastudil punts 51 yards, fair catch by Damaris Johnson",-0.460,0.380
3,11:37,1,10,PHI 5,0,24,LeSean McCoy right tackle for 5 yards (tackle by Jamell Fleming),-0.380,-0.420
3,11:07,2,5,PHI 10,0,24,Michael Vick pass complete short right to Damaris Johnson for 7 yards (tackle by William Gay),-0.420,-0.060
3,10:20,1,10,PHI 17,0,24,Michael Vick pass incomplete short right intended for Bryce Brown,-0.060,-0.580
3,10:17,2,10,PHI 17,0,24,LeSean McCoy up the middle for 4 yards (tackle by O'Brien Schofield and Daryl Washington),-0.580,-0.750
3,9:38,3,6,PHI 21,0,24,Michael Vick pass complete short left to DeSean Jackson for 13 yards. Penalty on William Gay: Defensive Holding (Declined),-0.750,1.200
3,9:17,1,10,PHI 34,0,24,LeSean McCoy right tackle for 11 yards (tackle by William Gay and Rashad Johnson),1.200,1.930
3,8:46,1,10,PHI 45,0,24,LeSean McCoy up the middle for 7 yards (tackle by Vonnie Holliday),1.930,2.330
3,8:12,2,3,ARI 48,0,24,Michael Vick pass complete short right to Jason Avant for 8 yards (tackle by Rashad Johnson),2.330,2.920
3,7:36,1,10,ARI 40,0,24,Bryce Brown left tackle for 17 yards (tackle by Patrick Peterson),2.920,4.040
3,7:04,1,10,ARI 23,0,24,Bryce Brown right tackle for 1 yard (tackle by O'Brien Schofield),4.040,3.630
3,6:30,2,9,ARI 22,0,24,LeSean McCoy up the middle for no gain (tackle by Kerry Rhodes),3.630,2.940
3,5:53,3,9,ARI 22,0,24,Michael Vick up the middle for 4 yards (tackle by O'Brien Schofield),2.940,2.300
3,5:11,4,5,ARI 18,3,24,Alex Henery 36 yard field goal good,2.300,3.000
3,5:07,,,PHI 35,3,24,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,5:07,1,10,ARI 20,3,24,Ryan Williams left end for 3 yards (tackle by Nnamdi Asomugha),0.280,0.140
3,4:36,2,7,ARI 23,3,24,LaRod Stephens-Howling up the middle for -4 yards (tackle by Darryl Tapp and Mychal Kendricks),0.140,-1.140
3,3:57,3,11,ARI 19,3,24,Kevin Kolb sacked by Jason Babin for -14 yards,-1.140,-2.490
3,3:23,4,25,ARI 5,3,24,"Dave Zastudil punts 50 yards, fair catch by Damaris Johnson",-2.490,-1.930
3,3:14,1,10,PHI 45,3,24,Michael Vick pass complete short left to DeSean Jackson for 16 yards (tackle by Kerry Rhodes),1.930,2.980
3,2:37,1,10,ARI 39,3,24,Michael Vick sacked by Quentin Groves for -3 yards,2.980,2.040
3,2:07,2,13,ARI 42,3,24,Michael Vick pass incomplete short middle intended for Jason Avant,2.040,1.360
3,2:00,3,13,ARI 42,3,24,Michael Vick pass complete short right to Damaris Johnson for 15 yards (tackle by Jamell Fleming),1.360,3.780
3,1:29,1,10,ARI 27,3,24,Michael Vick sacked by Daryl Washington for -12 yards,3.780,1.610
3,0:55,2,22,ARI 39,3,24,Michael Vick pass complete deep right to Jason Avant for 17 yards (tackle by Jamell Fleming),1.610,3.200
3,0:14,3,5,ARI 22,3,24,Michael Vick pass incomplete short right intended for Damaris Johnson,3.200,2.040
3,0:06,4,5,ARI 22,6,24,Alex Henery 40 yard field goal good,2.040,3.000
3,0:02,,,PHI 35,6,24,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,0:01,1,10,ARI 20,6,24,Kevin Kolb pass complete short left to Larry Fitzgerald for 5 yards (tackle by Brandon Hughes),0.280,0.410
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ARI 25,6,24,Kevin Kolb pass complete short right to Larry Fitzgerald for 4 yards (tackle by Kurt Coleman),0.410,0.230
4,14:14,3,1,ARI 29,6,24,Ryan Williams left tackle for no gain (tackle by Darryl Tapp and Mychal Kendricks),0.230,-1.440
4,13:26,4,1,ARI 29,6,24,"Dave Zastudil punts 45 yards, returned by Damaris Johnson for 4 yards (tackle by Quentin Groves)",-1.440,-0.940
4,13:15,1,10,PHI 30,6,24,LeSean McCoy right end for 9 yards (tackle by Rashad Johnson),0.940,1.610
4,12:53,2,1,PHI 39,6,24,LeSean McCoy left tackle for 14 yards (tackle by Rashad Johnson),1.610,2.460
4,12:31,1,10,ARI 47,6,24,Michael Vick pass incomplete short right intended for Damaris Johnson,2.460,1.910
4,12:27,2,10,ARI 47,6,24,Bryce Brown left tackle for 7 yards (tackle by O'Brien Schofield),1.910,2.150
4,11:54,3,3,ARI 40,6,24,Michael Vick pass complete short left to Bryce Brown for 8 yards (tackle by Gregory Toler),2.150,3.450
4,11:24,1,10,ARI 32,6,24,LeSean McCoy right tackle for 1 yard (tackle by Paris Lenon),3.450,3.040
4,10:53,2,9,ARI 31,6,24,Michael Vick pass incomplete short right intended for Brent Celek,3.040,2.340
,,,,,,,"ARI challenged the pass completion ruling, and the original play was overturned.",,
4,10:42,3,9,ARI 31,6,24,"Michael Vick pass incomplete short left intended for Brent Celek. Penalty on Michael Vick: Intentional Grounding, 20 yards",2.340,-0.130
4,10:38,4,29,PHI 49,6,24,"Chas Henry punts 33 yards, returned by Patrick Peterson for 11 yards (tackle by Stanley Havili)",-0.130,-0.870
4,10:26,1,10,ARI 29,6,24,Kevin Kolb right end for 3 yards (tackle by Kurt Coleman),0.870,0.730
4,9:41,2,7,ARI 32,6,24,Kevin Kolb pass complete short right to Rob Housler for 7 yards (tackle by Brian Rolle),0.730,1.530
4,9:10,1,10,ARI 39,6,24,LaRod Stephens-Howling up the middle for -2 yards (tackle by Brandon Graham),1.530,0.720
4,8:25,2,12,ARI 37,6,24,Kevin Kolb pass incomplete short left intended for Ryan Williams (defended by Kurt Coleman),0.720,0.040
4,8:25,3,12,ARI 37,6,24,"Penalty on Kevin Kolb: False Start, 5 yards (no play)",0.040,-0.630
4,8:21,3,17,ARI 32,6,24,Ryan Williams for 25 yards (tackle by DeMeco Ryans),-0.630,2.720
4,7:46,1,10,PHI 43,6,24,"Ryan Williams up the middle for -1 yards (tackle by Kurt Coleman). Penalty on Dominique Rodgers-Cromartie: Unnecessary Roughness, 15 yards",2.720,3.640
4,7:15,1,10,PHI 29,6,24,Ryan Williams up the middle for 7 yards (tackle by DeMeco Ryans),3.640,4.050
4,6:29,2,3,PHI 22,6,24,Ryan Williams left end for no gain (tackle by Phillip Hunt),4.050,3.340
4,5:44,3,3,PHI 22,6,24,Ryan Williams up the middle for 11 yards (tackle by Kurt Coleman),3.340,4.840
4,4:58,1,10,PHI 11,6,24,LaRod Stephens-Howling left tackle for 5 yards (tackle by Darryl Tapp),4.840,5.080
4,4:12,2,5,PHI 6,6,24,LaRod Stephens-Howling right end for -2 yards (tackle by Jason Babin),5.080,0.000
4,4:03,,,,6,24,Timeout #1 by Philadelphia Eagles,0.000,0.000
4,4:03,,,,6,24,Timeout #1 by Arizona Cardinals,0.000,3.760
4,4:03,3,7,PHI 8,6,24,LaRod Stephens-Howling up the middle for -1 yards (tackle by Trent Cole and Fletcher Cox),3.760,0.000
4,3:57,,,,6,24,Timeout #2 by Philadelphia Eagles,0.000,2.830
4,3:57,4,8,PHI 9,6,27,Jay Feely 27 yard field goal good,2.830,3.000
4,3:52,,,ARI 35,6,27,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,3:52,1,10,PHI 20,6,27,Michael Vick pass complete short left to Damaris Johnson for 16 yards (tackle by William Gay),0.280,1.330
4,3:19,1,10,PHI 36,6,27,Michael Vick pass incomplete short left intended for DeSean Jackson,1.330,0.790
4,3:17,2,10,PHI 36,6,27,Michael Vick pass incomplete deep right intended for DeSean Jackson,0.790,0.100
4,3:12,3,10,PHI 36,6,27,Michael Vick pass incomplete short left intended for Damaris Johnson,0.100,-0.980
4,3:08,4,10,PHI 36,6,27,Michael Vick pass incomplete short right intended for DeSean Jackson,-0.980,-3.180
4,3:05,1,10,PHI 36,6,27,Ryan Williams up the middle for 20 yards (tackle by Brian Rolle),3.180,4.510
4,2:07,1,10,PHI 16,6,27,LaRod Stephens-Howling up the middle for -2 yards (tackle by Brandon Graham),4.510,3.640
4,2:00,2,12,PHI 18,6,27,LaRod Stephens-Howling up the middle for -3 yards (tackle by Brandon Graham),3.640,2.610
4,1:18,3,15,PHI 21,6,27,Kevin Kolb kneels for -1 yards,2.610,1.990
4,0:36,4,16,PHI 22,6,27,Kevin Kolb kneels for no gain,1.990,-0.410
4,0:33,1,10,PHI 22,6,27,LeSean McCoy left tackle for 4 yards (tackle by Vonnie Holliday),0.410,0.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
