Quarter,Time,Tm,Detail,TAM,NOR
1.0,0:45,Buccaneers,Kyle Brindza 55 yard field goal,3,0
2.0,1:23,Saints,Mark Ingram 11 yard rush (Zach Hocker kick),3,7
,0:12,Buccaneers,Vincent Jackson 15 yard pass from Jameis Winston (Kyle Brindza kick),10,7
3.0,13:02,Buccaneers,Jameis Winston 1 yard rush (Kyle Brindza kick),17,7
,6:04,Buccaneers,Kyle Brindza 35 yard field goal,20,7
,2:20,Buccaneers,Kyle Brindza 22 yard field goal,23,7
4.0,10:17,Saints,Austin Johnson 1 yard rush (pass failed),23,13
,7:15,Saints,Willie Snead 16 yard pass from Drew Brees (Zach Hocker kick failed),23,19
,1:51,Buccaneers,Kyle Brindza 30 yard field goal,26,19
