Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
2,7:58,3,6,IND 29,0,3,Andrew Luck pass complete short right to Reggie Wayne for 7 yards (tackle by Lardarius Webb),-0.100,1.330
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
2,7:21,1,10,IND 36,0,3,Trent Richardson up the middle for 3 yards (tackle by Daryl Smith and DeAngelo Tyson),1.330,1.200
2,6:43,2,7,IND 39,0,3,Trent Richardson up the middle for 5 yards (tackle by Courtney Upshaw),1.200,1.160
2,5:59,3,2,IND 44,0,3,Andrew Luck pass complete short right to Reggie Wayne for 4 yards (tackle by Lardarius Webb),1.160,2.130
2,5:27,1,10,IND 48,0,3,Andrew Luck pass complete short right to Hakeem Nicks for 4 yards (tackle by Daryl Smith),2.130,2.120
2,4:47,2,6,BAL 48,0,3,Andrew Luck pass complete short left to Dwayne Allen for 10 yards (tackle by Elvis Dumervil and Daryl Smith),2.120,3.050
2,4:15,1,10,BAL 38,0,3,Trent Richardson left end for 5 yards (tackle by C.J. Mosley and Brynden Trawick),3.050,3.180
2,3:35,2,5,BAL 33,0,3,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,3.180,2.480
2,3:28,3,5,BAL 33,0,3,Andrew Luck pass complete short right to T.Y. Hilton for 10 yards. Penalty on Jimmy Smith: Defensive Holding (Declined),2.480,4.040
2,3:04,1,10,BAL 23,0,3,Andrew Luck pass complete short right to Ahmad Bradshaw for 5 yards (tackle by DeAngelo Tyson),4.040,4.210
2,2:18,2,5,BAL 18,0,3,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Haloti Ngata),4.210,3.490
2,2:13,3,5,BAL 18,0,3,Andrew Luck sacked by Pernell McPhee for -7 yards,3.490,1.800
2,2:00,4,12,BAL 25,0,3,"Adam Vinatieri 43 yard field goal good. Penalty on Pernell McPhee: Defensive Holding, 5 yards (no play)",1.800,4.240
2,1:55,1,10,BAL 20,0,3,Trent Richardson right end for 14 yards (tackle by Matt Elam),4.240,5.830
2,1:33,1,6,BAL 6,0,3,"Andrew Luck pass complete short left to T.Y. Hilton for 6 yards. Penalty on Reggie Wayne: Offensive Pass Interference, 10 yards (no play)",5.830,4.310
2,1:27,1,16,BAL 16,0,3,Andrew Luck pass complete short right to Trent Richardson for no gain,4.310,3.340
2,0:49,2,16,BAL 16,0,3,Andrew Luck pass incomplete deep left intended for Reggie Wayne,3.340,2.850
2,0:44,3,16,BAL 16,0,3,Andrew Luck pass incomplete deep middle intended for Hakeem Nicks,2.850,2.380
2,0:39,4,16,BAL 16,0,6,Adam Vinatieri 34 yard field goal good,2.380,3.000
2,0:39,,,IND 35,0,6,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,0:35,1,10,BAL 20,0,6,Justin Forsett left end for 29 yards (tackle by Mike Adams),0.280,2.190
2,0:27,1,10,BAL 49,0,6,Joe Flacco pass incomplete short left intended for Marlon Brown,2.190,1.650
2,0:27,2,10,BAL 49,0,6,Joe Flacco pass complete short middle to Owen Daniels for 16 yards (tackle by Colt Anderson and D'Qwell Jackson),1.650,1.650
2,0:16,2,10,BAL 49,0,6,Timeout #3 by Baltimore Ravens,1.650,3.250
2,0:16,1,10,IND 35,0,6,Justin Forsett right tackle for 2 yards (tackle by Bjoern Werner),3.250,2.970
2,0:03,2,8,IND 33,0,6,Joe Flacco spiked the ball,2.970,2.280
2,0:03,3,8,IND 33,3,6,Justin Tucker 52 yard field goal good,2.280,3.000
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,3,6,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,3,6,Joe Flacco pass complete short left to Justin Forsett for -2 yards (tackle by Jerrell Freeman),0.280,-0.630
3,14:24,2,12,BAL 18,3,6,Joe Flacco pass incomplete short right intended for Kyle Juszczyk,-0.630,-1.330
3,14:19,3,12,BAL 18,3,6,"Joe Flacco pass incomplete deep right intended for Steve Smith. Penalty on Greg Toler: Defensive Pass Interference, 28 yards (no play)",-1.330,1.990
3,14:13,1,10,BAL 46,3,6,Justin Forsett left guard for -1 yards (tackle by Ricky Jean-Francois and Montori Hughes),1.990,1.320
3,13:39,2,11,BAL 45,3,6,Joe Flacco pass incomplete short left intended for Owen Daniels,1.320,0.630
3,13:35,3,11,BAL 45,3,6,Joe Flacco pass incomplete deep left intended for Torrey Smith is intercepted by Vontae Davis at IND-38 and returned for 29 yards,0.630,-3.380
3,13:20,1,10,BAL 33,3,6,Andrew Luck pass complete short right to Trent Richardson for 4 yards (tackle by C.J. Mosley),3.380,3.380
3,12:49,2,6,BAL 29,3,6,Andrew Luck pass complete short right to T.Y. Hilton for 11 yards (tackle by Asa Jackson),3.380,4.370
3,12:17,1,10,BAL 18,3,6,Trent Richardson left guard for 3 yards (tackle by Daryl Smith),4.370,4.250
3,11:34,2,7,BAL 15,3,6,Andrew Luck up the middle for 9 yards (tackle by C.J. Mosley and Pernell McPhee),4.250,5.830
3,10:51,1,6,BAL 6,3,6,Andrew Luck pass incomplete,5.830,4.950
3,10:44,2,6,BAL 6,3,6,Andrew Luck pass incomplete short left intended for Trent Richardson,4.950,4.040
3,10:40,3,6,BAL 6,3,12,"Andrew Luck pass complete short left to Dwayne Allen for 6 yards, touchdown",4.040,7.000
3,10:40,,,BAL 2,3,13,Adam Vinatieri kicks extra point good,0.000,0.000
3,10:40,,,IND 35,3,13,"Pat McAfee kicks off 74 yards, returned by Jacoby Jones for 23 yards (tackle by Dewey McDonald)",0.000,0.280
3,10:29,1,10,BAL 14,3,13,Bernard Pierce up the middle for 13 yards (tackle by Josh McNary),-0.280,0.740
3,10:00,1,10,BAL 27,3,13,Bernard Pierce up the middle for 12 yards (tackle by Bjoern Werner),0.740,1.530
3,9:30,1,10,BAL 39,3,13,Bernard Pierce left guard for 2 yards (tackle by Vontae Davis),1.530,1.260
3,9:01,2,8,BAL 41,3,13,Joe Flacco pass complete short right to Steve Smith for 4 yards (tackle by Erik Walden),1.260,1.090
3,8:20,3,4,BAL 45,3,13,Joe Flacco pass complete short right to Justin Forsett for 1 yard (tackle by Sergio Brown),1.090,-0.320
3,7:50,4,3,BAL 46,3,13,"Sam Koch punts 34 yards, fair catch by Griff Whalen",-0.320,-0.280
3,7:42,1,10,IND 20,3,13,"Penalty on Terrell Suggs: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
3,7:42,1,5,IND 25,3,13,Ahmad Bradshaw up the middle for no gain (tackle by C.J. Mosley and Lawrence Guy),1.010,0.410
3,7:15,2,5,IND 25,3,13,Andrew Luck pass complete short right to T.Y. Hilton for 18 yards (tackle by Terrence Brooks),0.410,1.800
3,6:45,1,10,IND 43,3,13,Andrew Luck pass incomplete deep middle intended for Hakeem Nicks (defended by Terrence Brooks),1.800,1.250
3,6:38,2,10,IND 43,3,13,Ahmad Bradshaw up the middle for -1 yards (tackle by Pernell McPhee),1.250,0.430
3,5:58,3,11,IND 42,3,13,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Lardarius Webb). Penalty on Hugh Thornton: Offensive Holding (Declined),0.430,-0.590
3,5:53,4,11,IND 42,3,13,"Pat McAfee punts 42 yards, fair catch by Lardarius Webb",-0.590,0.140
3,5:45,1,10,BAL 16,3,13,Joe Flacco pass complete short right to Steve Smith for 8 yards (tackle by Josh McNary and D'Qwell Jackson),-0.140,0.550
3,5:20,2,2,BAL 24,3,13,"Joe Flacco pass incomplete short right intended for Steve Smith. Penalty on Kelechi Osemele: Illegal Use of Hands, 11 yards (no play)",0.550,-0.990
3,5:16,2,13,BAL 13,3,13,Joe Flacco pass complete short left to Steve Smith for 4 yards (tackle by Darius Butler),-0.990,-1.200
3,4:37,3,9,BAL 17,3,13,Joe Flacco pass complete short right to Justin Forsett for -1 yards (tackle by Darius Butler). Penalty on Marshal Yanda: Offensive Holding (Declined),-1.200,-2.390
3,4:20,4,10,BAL 16,3,13,"Sam Koch punts 59 yards, returned by Griff Whalen for 10 yards (tackle by Jeromy Miles). Penalty on Zach Orr: Illegal Use of Hands, 10 yards",-2.390,-1.930
3,4:07,1,10,IND 45,3,13,Andrew Luck pass complete short right to Ahmad Bradshaw for 11 yards (tackle by C.J. Mosley),1.930,2.650
3,3:25,1,10,BAL 44,3,13,Ahmad Bradshaw right end for 8 yards (tackle by Brandon Williams),2.650,3.190
3,2:40,2,2,BAL 36,3,13,Andrew Luck pass complete short left to Dwayne Allen for 15 yards (tackle by C.J. Mosley). Penalty on Matt Elam: Defensive Holding (Declined),3.190,4.170
3,2:12,1,10,BAL 21,3,13,"Andrew Luck pass complete short middle to T.Y. Hilton for 9 yards (tackle by Darian Stewart). T.Y. Hilton fumbles (forced by Darian Stewart), recovered by Trent Richardson at BAL-12 and returned for 2 yards",4.170,4.910
3,1:59,1,10,BAL 10,3,13,Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Jimmy Smith),4.910,4.190
3,1:56,2,10,BAL 10,3,13,Andrew Luck pass complete short left to Ahmad Bradshaw for no gain,4.190,3.130
3,1:11,3,10,BAL 10,3,13,Andrew Luck pass incomplete short left intended for Ahmad Bradshaw is intercepted by C.J. Mosley at BAL-0 and returned for 18 yards,3.130,-0.040
3,1:01,1,10,BAL 18,3,13,Joe Flacco pass complete short middle to Owen Daniels for 17 yards (tackle by D'Qwell Jackson),0.040,1.270
3,0:27,1,10,BAL 35,3,13,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.270,0.720
3,0:22,2,10,BAL 35,3,13,Joe Flacco pass complete short left to Justin Forsett for 7 yards (tackle by Mike Adams),0.720,0.960
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,BAL 42,3,13,Joe Flacco pass incomplete short left intended for Steve Smith (defended by Vontae Davis),0.960,-0.590
4,14:56,4,3,BAL 42,3,13,"Sam Koch punts 43 yards, returned by Griff Whalen for -3 yards (tackle by Jeromy Miles). Griff Whalen fumbles (forced by Jeromy Miles), recovered by Albert McClellan at IND-12",-0.590,4.780
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,14:43,1,10,IND 12,3,13,Bernard Pierce right end for 3 yards (tackle by Erik Walden),4.780,4.640
4,14:10,2,7,IND 9,3,13,Joe Flacco pass incomplete short left intended for Steve Smith,4.640,3.700
4,14:04,3,7,IND 9,3,13,Joe Flacco pass incomplete short middle intended for Owen Daniels,3.700,2.830
4,14:00,4,7,IND 9,6,13,Justin Tucker 27 yard field goal good,2.830,3.000
4,14:00,,,BAL 35,6,13,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,13:56,1,10,IND 20,6,13,"Andrew Luck pass complete short left to T.Y. Hilton for 1 yard (tackle by Jimmy Smith). Penalty on Reggie Wayne: Offensive Holding, 10 yards",0.280,-0.680
4,13:35,1,19,IND 11,6,13,"Andrew Luck pass complete short left to Trent Richardson for 3 yards (tackle by C.J. Mosley). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",-0.680,-0.210
4,13:12,1,14,IND 16,6,13,Andrew Luck pass complete deep right to Coby Fleener for 30 yards (tackle by Lardarius Webb). Penalty on Lardarius Webb: Illegal Contact (Declined),-0.210,1.990
4,12:43,1,10,IND 46,6,13,"Andrew Luck for no gain. Andrew Luck fumbles, recovered by Andrew Luck at IND-36",1.990,0.100
4,12:01,2,20,IND 36,6,13,Andrew Luck pass complete deep middle to Dwayne Allen for 28 yards (tackle by Terrence Brooks),0.100,3.180
4,11:19,1,10,BAL 36,6,13,Trent Richardson left end for 6 yards (tackle by Jimmy Smith),3.180,3.450
4,10:28,2,4,BAL 30,6,13,Andrew Luck pass complete short right to Hakeem Nicks for 16 yards (tackle by Lardarius Webb),3.450,4.650
4,9:42,1,10,BAL 14,6,13,Andrew Luck for 1 yard (tackle by Christo Bilukidi and DeAngelo Tyson),4.650,4.160
4,9:04,2,9,BAL 13,6,19,"Andrew Luck up the middle for 13 yards, touchdown",4.160,7.000
4,9:04,,,BAL 2,6,20,Adam Vinatieri kicks extra point good,0.000,0.000
4,9:04,,,IND 35,6,20,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,8:56,1,10,BAL 20,6,20,Joe Flacco pass complete short middle to Owen Daniels for 6 yards (tackle by D'Qwell Jackson),0.280,0.540
4,8:31,2,4,BAL 26,6,20,"Joe Flacco pass incomplete deep left intended for Torrey Smith is intercepted by Darius Butler at IND-35. Penalty on Vontae Davis: Defensive Pass Interference, 25 yards (no play)",0.540,2.320
4,8:19,1,10,IND 49,6,20,Joe Flacco pass complete short right to Jacoby Jones for 30 yards (tackle by Josh Gordy),2.320,4.310
4,7:50,1,10,IND 19,6,20,Joe Flacco pass complete short middle to Kamar Aiken for 8 yards (tackle by Vontae Davis),4.310,5.140
4,7:20,2,2,IND 11,12,20,"Justin Forsett right tackle for 11 yards, touchdown",5.140,7.000
4,7:20,,,IND 2,13,20,Justin Tucker kicks extra point good,0.000,0.000
4,7:20,,,BAL 35,13,20,"Justin Tucker kicks off 74 yards, returned by Griff Whalen for 25 yards (tackle by Albert McClellan)",0.000,0.140
4,7:10,1,10,IND 16,13,20,Ahmad Bradshaw right guard for 6 yards (tackle by C.J. Mosley),-0.140,0.280
4,6:41,2,4,IND 22,13,20,Andrew Luck pass complete short right to Reggie Wayne for 4 yards (tackle by Lardarius Webb),0.280,0.670
4,5:57,1,10,IND 26,13,20,Andrew Luck pass incomplete short left intended for Hakeem Nicks,0.670,0.130
4,5:53,2,10,IND 26,13,20,Andrew Luck pass complete short left to Ahmad Bradshaw for 1 yard (tackle by C.J. Mosley),0.130,-0.430
4,5:12,3,9,IND 27,13,20,Andrew Luck pass complete deep right to Reggie Wayne for 28 yards (tackle by Chykie Brown),-0.430,2.590
4,4:24,1,10,BAL 45,13,20,Ahmad Bradshaw up the middle for no gain (tackle by C.J. Mosley and Daryl Smith),2.590,2.040
4,3:41,2,10,BAL 45,13,20,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",2.040,1.370
4,3:41,2,15,,13,20,Andrew Luck pass complete short right to T.Y. Hilton for 21 yards (tackle by C.J. Mosley),1.370,3.640
4,2:53,1,10,BAL 29,13,20,Ahmad Bradshaw right end for 10 yards (tackle by Terrence Brooks),3.640,4.310
4,2:08,1,10,BAL 19,13,20,Ahmad Bradshaw right tackle for 11 yards (tackle by Jeromy Miles),4.310,5.370
4,2:00,1,8,BAL 8,13,20,Ahmad Bradshaw right guard for -2 yards (tackle by Courtney Upshaw),5.370,5.370
4,1:56,1,8,BAL 8,13,20,Timeout #1 by Baltimore Ravens,5.370,4.190
4,1:56,2,10,BAL 10,13,20,"Ahmad Bradshaw up the middle for -1 yards (tackle by Matt Elam). Ahmad Bradshaw fumbles (forced by Matt Elam), recovered by Terrence Brooks at BAL-11 (tackle by Lance Louis)",4.190,0.370
4,1:49,1,10,BAL 11,13,20,Joe Flacco sacked by Bjoern Werner for -8 yards,-0.370,-0.370
4,1:45,1,10,BAL 11,13,20,Timeout #2 by Baltimore Ravens,-0.370,-1.360
4,1:45,2,18,BAL 3,13,20,Joe Flacco pass complete short left to Justin Forsett for 15 yards (tackle by Jerrell Freeman),-1.360,-0.600
4,1:21,3,3,BAL 18,13,20,Joe Flacco pass incomplete short right intended for Torrey Smith,-0.600,-2.240
4,1:15,4,3,BAL 18,13,20,Joe Flacco pass complete short middle to Owen Daniels for 18 yards (tackle by Jerrell Freeman),-2.240,1.330
4,0:55,1,10,BAL 36,13,20,Joe Flacco pass incomplete short middle intended for Justin Forsett,1.330,0.790
4,0:49,2,10,BAL 36,13,20,Joe Flacco pass incomplete deep middle intended for Marlon Brown,0.790,0.100
4,0:39,3,10,BAL 36,13,20,Joe Flacco pass complete short right to Torrey Smith for 7 yards (tackle by Greg Toler),0.100,0.100
4,0:32,3,10,BAL 36,13,20,Timeout #3 by Baltimore Ravens,0.100,-0.520
4,0:32,4,3,BAL 43,13,20,Joe Flacco pass incomplete deep right intended for Torrey Smith,-0.520,-2.720
4,0:27,1,10,BAL 43,13,20,Andrew Luck kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
